"","source","month_arabic","day_arabic","year","island","order","family","genus","specificEp","scientificName"
"2508","LACM",8,18,1940,"Anacapa","Hymenoptera","Tiphiidae","Paratiphia","lagosae","Paratiphia lagosae "
"2509","LACM",8,18,1940,"Anacapa","Hymenoptera","Tiphiidae","Paratiphia","lagosae","Paratiphia lagosae "
"2510","LACM",8,5,1939,"Santa Rosa","Hymenoptera","Tiphiidae","Paratiphia","robusta","Paratiphia robusta "
"2511","LACM",8,7,1939,"Santa Rosa","Hymenoptera","Tiphiidae","Paratiphia","robusta","Paratiphia robusta "
"2512","LACM",8,1,1982,"Santa Cruz","Hymenoptera","Tiphiidae","Paratiphia","robusta","Paratiphia robusta "
"2513","LACM",8,1,1982,"Santa Cruz","Hymenoptera","Tiphiidae","Paratiphia","robusta","Paratiphia robusta "
"2514","LACM",5,26,1981,"Santa Catalina","Hymenoptera","Chyphotidae","Chyphotes","peninsularis","Chyphotes peninsularis "
"2515","LACM",10,2,1981,"Santa Catalina","Hymenoptera","Chyphotidae","Chyphotes","peninsularis","Chyphotes peninsularis "
"2516","LACM",8,10,1980,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2517","LACM",4,30,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2518","LACM",12,10,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2519","LACM",6,2,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2520","LACM",8,2,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2521","LACM",7,27,1983,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2522","LACM",11,19,1988,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2523","LACM",10,19,1982,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2524","LACM",10,17,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2525","LACM",10,17,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","aureola","Dasymutilla aureola "
"2526","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2527","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2528","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2529","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2530","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2531","LACM",7,23,1979,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","californica","Dasymutilla californica "
"2532","LACM",5,20,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","coccineohirta","Dasymutilla coccineohirta "
"2533","LACM",8,12,1981,"Santa Catalina","Hymenoptera","Mutillidae","Dasymutilla","coccineohirta","Dasymutilla coccineohirta "
"2534","LACM",4,2,1941,"Santa Rosa","Hymenoptera","Mutillidae","Dasymutilla","coccineohirta","Dasymutilla coccineohirta "
"2535","LACM",4,2,1941,"Santa Rosa","Hymenoptera","Mutillidae","Dasymutilla","sackenii","Dasymutilla sackenii "
"2536","LACM",3,22,1941,"Santa Cruz","Hymenoptera","Mutillidae","Dasymutilla","sackenii","Dasymutilla sackenii "
"2537","LACM",6,22,1979,"Santa Cruz","Hymenoptera","Mutillidae","Dasymutilla","sackenii","Dasymutilla sackenii "
"2538","LACM",8,8,1980,"Santa Catalina","Hymenoptera","Mutillidae","Pseudomethoca","anthracina","Pseudomethoca anthracina "
"2539","LACM",8,8,1980,"Santa Catalina","Hymenoptera","Mutillidae","Pseudomethoca","anthracina","Pseudomethoca anthracina "
"2540","LACM",7,23,1939,"San Nicolas","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2541","LACM",3,21,1941,"Anacapa","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2542","LACM",8,22,1940,"Anacapa","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2543","LACM",8,22,1940,"Anacapa","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2544","LACM",7,24,1939,"San Nicolas","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2545","LACM",5,29,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2546","LACM",5,29,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2547","LACM",5,29,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2548","LACM",10,17,1980,"San Nicolas","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2549","LACM",5,24,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2550","LACM",7,10,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor "
"2551","LACM",10,10,1982,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2552","LACM",10,13,1982,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2553","LACM",11,16,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2554","LACM",7,31,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2555","LACM",10,22,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2556","LACM",8,1,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2557","LACM",8,6,1981,"Santa Catalina","Hymenoptera","Mutillidae","Sphaeropthalma","","Sphaeropthalma  "
"2558","LACM",12,12,1981,"San Clemente","Hymenoptera","","","","  "
"2559","Cal-IBIS",1,30,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apocrita"
"2560","Cal-IBIS",1,30,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apocrita"
"2561","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apocrita"
"2562","Cal-IBIS",8,15,2002,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apocrita"
"2563","Cal-IBIS",8,21,1978,"Anacapa","Hymenoptera",NA,NA,NA,"Apoidea"
"2564","Cal-IBIS",3,6,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apoidea"
"2565","Cal-IBIS",3,30,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apoidea"
"2566","Cal-IBIS",7,31,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apoidea"
"2567","Cal-IBIS",7,31,2010,"Santa Catalina","Hymenoptera",NA,NA,NA,"Apoidea"
"2568","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2569","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2570","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2571","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2572","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2573","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2574","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2575","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2576","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2577","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2578","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2579","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2580","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2581","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2582","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2583","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2584","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2585","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2586","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2587","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2588","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2589","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2590","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2591","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2592","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2593","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2594","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2595","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2596","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2597","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2598","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2599","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2600","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2601","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2602","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2603","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2604","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2605","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2606","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2607","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2608","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2609","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2610","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2611","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2612","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2613","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2614","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2615","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2616","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2617","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2618","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2619","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2620","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2621","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2622","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2623","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2624","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2625","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2626","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2627","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2628","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2629","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2630","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2631","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2632","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2633","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2634","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2635","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2636","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2637","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2638","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2639","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2640","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2641","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2642","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2643","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2644","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2645","Cal-IBIS",5,5,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2646","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2647","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2648","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2649","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2650","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2651","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2652","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2653","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2654","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2655","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2656","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2657","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2658","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2659","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2660","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2661","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2662","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2663","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2664","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2665","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2666","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2667","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2668","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2669","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2670","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2671","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2672","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2673","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2674","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2675","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2676","Cal-IBIS",2,18,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2677","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2678","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2679","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2680","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2681","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2682","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2683","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2684","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2685","Cal-IBIS",6,19,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2686","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2687","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2688","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2689","Cal-IBIS",6,19,1999,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2690","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2691","Cal-IBIS",6,9,2019,NA,"Hymenoptera",NA,NA,NA,"Apoidea"
"2692","Cal-IBIS",4,12,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2693","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2694","Cal-IBIS",5,5,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2695","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2696","Cal-IBIS",6,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2697","Cal-IBIS",4,15,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2698","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2699","Cal-IBIS",5,8,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2700","Cal-IBIS",6,9,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2701","Cal-IBIS",4,27,2019,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2702","Cal-IBIS",6,30,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2703","Cal-IBIS",8,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2704","Cal-IBIS",5,26,1981,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2705","Cal-IBIS",3,30,1981,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2706","Cal-IBIS",9,23,1979,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2707","Cal-IBIS",9,23,1979,"Santa Cruz","Hymenoptera",NA,NA,NA,"Apoidea"
"2708","Cal-IBIS",6,26,2010,"San Clemente","Hymenoptera",NA,NA,NA,"Chalcidoidea"
"2709","Cal-IBIS",7,8,1981,"Santa Cruz","Hymenoptera",NA,NA,NA,"Chrysidoidea"
"2710","Cal-IBIS",6,30,1983,"Santa Cruz","Hymenoptera",NA,NA,NA,"Chrysidoidea"
"2711","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Chrysidoidea"
"2712","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2713","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2714","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2715","Cal-IBIS",5,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2716","Cal-IBIS",5,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2717","Cal-IBIS",9,21,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2718","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2719","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2720","Cal-IBIS",7,1,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2721","Cal-IBIS",6,29,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2722","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2723","Cal-IBIS",7,1,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2724","Cal-IBIS",9,21,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2725","Cal-IBIS",9,22,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2726","Cal-IBIS",5,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2727","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2728","Cal-IBIS",9,21,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2729","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2730","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2731","Cal-IBIS",9,21,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2732","Cal-IBIS",9,21,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2733","Cal-IBIS",9,22,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2734","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2735","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2736","Cal-IBIS",9,22,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2737","Cal-IBIS",8,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2738","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2739","Cal-IBIS",6,29,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2740","Cal-IBIS",5,14,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2741","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2742","Cal-IBIS",5,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2743","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2744","Cal-IBIS",1,20,1993,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2745","Cal-IBIS",1,20,1993,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2746","Cal-IBIS",5,12,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2747","Cal-IBIS",7,1,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2748","Cal-IBIS",8,11,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2749","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2750","Cal-IBIS",5,13,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2751","Cal-IBIS",1,20,1993,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2752","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2753","Cal-IBIS",1,20,1993,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2754","Cal-IBIS",9,15,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
"2755","Cal-IBIS",9,23,1992,"Santa Cruz","Hymenoptera",NA,NA,NA,"Cynipoidea"
