obs_num,observed_o,observed_1,user_id,quality_gr,place_gues,latitude,longitude,ArcMap_IslandName,month,day,year,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus,subgenus,species,scientific,island
392,Thu May 30 2019 00:45:00 GMT-0700 (PDT),5/30/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.91898549,-118.4933121,San Clemente,5,30,2019,,,,,Ichneumonidae,,,,Ophion,,,Ophion,San Clemente
393,Wed May 15 2019 13:08:00 GMT-0700 (PDT),5/15/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.903335,-118.4985551,San Clemente,5,15,2019,,,,,Ichneumonidae,,,,Netelia,,,Netelia,San Clemente
394,Sun Jun 23 2019 13:14:00 GMT-0700 (PDT),6/23/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.87895118,-118.4346137,San Clemente,6,23,2019,,,,,Ichneumonidae,Campopleginae,,,,,,Campopleginae,San Clemente
395,Mon May 06 2019 13:20:00 GMT-0700 (PDT),5/6/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.82563178,-118.3597,San Clemente,5,6,2019,,,,,Perilampidae,,,,Perilampus,,,Perilampus,San Clemente
396,Thu Jun 06 2019 13:28:00 GMT-0700 (PDT),6/6/19 0:00,195291,research,"San Clemente Island Underwater Range, CA, US",32.98333639,-118.5717706,San Clemente,6,6,2019,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,San Clemente
397,Tue Jun 04 2019 11:29:00 GMT-0700 (PDT),6/4/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.91902368,-118.5440313,San Clemente,6,4,2019,,,,,Pompilidae,,,,,,,Pompilidae,San Clemente
398,Mon May 06 2019 11:42:00 GMT-0700 (PDT),5/6/19 0:00,195291,needs_id,"San Clemente Island Underwater Range, CA, US",32.91807126,-118.4929807,San Clemente,5,6,2019,,,,,Pompilidae,,,,,,,Pompilidae,San Clemente
399,Fri Jan 22 2021 13:42:09 GMT-0800 (PST),1/22/21 0:00,266196,needs_id,"San Clemente Island Underwater Range, CA, US",32.88381667,-118.48288,San Clemente,1,22,2021,,,,,Pompilidae,,,,,,,Pompilidae,San Clemente
400,Sun Feb 28 2021 15:52:42 GMT-0800 (PST),2/28/21 0:00,213838,needs_id,"San Clemente Island Underwater Range, CA, US",32.995925,-118.55313,San Clemente,2,28,2021,,,,Anthophila,Apidae,,,,Habropoda,,,Habropoda,San Clemente
401,Tue Mar 02 2021 13:35:40 GMT-0800 (PST),3/2/21 0:00,266196,research,"San Clemente Island Underwater Range, CA, US",32.99593,-118.5531917,San Clemente,3,2,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
402,Thu Mar 04 2021 12:58:25 GMT-0800 (PST),3/4/21 0:00,266196,research,"San Clemente Island Underwater Range, CA, US",32.99630833,-118.5519417,San Clemente,3,4,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
403,Thu Mar 04 2021 12:59:53 GMT-0800 (PST),3/4/21 0:00,266196,research,"San Clemente Island Underwater Range, CA, US",32.99631333,-118.551955,San Clemente,3,4,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
404,Sat Mar 06 2021 13:02:52 GMT-0800 (PST),3/6/21 0:00,266196,needs_id,"San Clemente Island Underwater Range, CA, US",32.92347833,-118.4927583,San Clemente,3,6,2021,,,,,Formicidae,,,,Camponotus,,,Camponotus,San Clemente
405,Sat Mar 06 2021 13:08:09 GMT-0800 (PST),3/6/21 0:00,266196,needs_id,"San Clemente Island Underwater Range, CA, US",32.92329667,-118.492675,San Clemente,3,6,2021,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,San Clemente
406,Sun Mar 14 2021 12:23:12 GMT-0700 (PDT),3/14/21 0:00,213838,research,"San Clemente Island Underwater Range, CA, US",32.99594167,-118.55175,San Clemente,3,14,2021,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,San Clemente
407,Wed Mar 17 2021 07:31:54 GMT-0700 (PDT),3/17/21 0:00,213838,needs_id,"San Clemente Island Underwater Range, CA, US",32.99608833,-118.5518633,San Clemente,3,17,2021,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,San Clemente
408,2019/06/23 2:57 PM PDT,6/23/19 0:00,34488,research,"Los Angeles County, CA, USA",32.87669,-118.434524,San Clemente,6,23,2019,,,,Anthophila,Apidae,,,,Nomada,,,Nomada,San Clemente
409,Fri Mar 19 2021 11:33:48 GMT-0700 (PDT),3/19/21 0:00,215499,research,"San Clemente Island Underwater Range, CA, US",32.950275,-118.5149917,San Clemente,3,19,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
410,Sat Mar 27 2021 14:19:19 GMT-0700 (PDT),3/27/21 0:00,246499,needs_id,"San Clemente Island Underwater Range, CA, US",32.86027833,-118.4190833,San Clemente,3,27,2021,,,,Anthophila,Apidae,Apinae,,,,,,Apinae,San Clemente
411,Sun Mar 28 2021 07:37:29 GMT-0700 (PDT),3/28/21 0:00,213838,research,"San Clemente Island Underwater Range, CA, US",32.99605333,-118.5521083,San Clemente,3,28,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
412,2021/03/28 10:59 AM PDT,3/28/21 0:00,23091,needs_id,"Los Angeles County, CA, USA",32.90767186,-118.5126735,San Clemente,3,28,2021,,,,,Formicidae,,,,Camponotus,,,Camponotus,San Clemente
413,Sun Mar 28 2021 13:04:02 GMT-0700 (PDT),3/28/21 0:00,246499,needs_id,"San Clemente Island Underwater Range, CA, US",32.926075,-118.5154283,San Clemente,3,28,2021,,,,Anthophila,Apidae,,,,Eucera,Synhalonia,,Synhalonia,San Clemente
414,2021/03/29 10:35 AM PDT,3/29/21 0:00,23091,needs_id,"Los Angeles County, CA, USA",32.846154,-118.449694,San Clemente,3,29,2021,,,,,Formicidae,Formicinae,,,,,,Formicinae,San Clemente
415,3/1/19,3/1/19 0:00,34488,needs_id,"Los Angeles County, CA, USA",32.8252,-118.3593,San Clemente,3,1,2019,,,,, ,,,,,,,Hymenoptera,San Clemente
416,6/25/19,6/25/19 0:00,34488,research,"Middle Ranch West, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8692,-118.4944,San Clemente,6,25,2019,,,,,Formicidae,,,,Monomorium,,ergatogyna,Monomorium ergatogyna,San Clemente
417,6/25/19,6/25/19 0:00,34488,research,"Middle Ranch West, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8692,-118.4944,San Clemente,6,25,2019,,,,,Formicidae,,,,Monomorium,,ergatogyna,Monomorium ergatogyna,San Clemente
418,6/25/19,6/25/19 0:00,34488,needs_id,"Middle Ranch West, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8692,-118.4944,San Clemente,6,25,2019,,,,,Formicidae,,,,Hypoponera,,,Hypoponera,San Clemente
419,6/25/19,6/25/19 0:00,34488,research,"Middle Ranch West, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8692,-118.4944,San Clemente,6,25,2019,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,San Clemente
420,6/25/19,6/25/19 0:00,34488,research,"Middle Ranch West, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8692,-118.4944,San Clemente,6,25,2019,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,San Clemente
421,6/24/19,6/24/19 0:00,34488,needs_id,"Terrace north of Norton Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8672,-118.491,San Clemente,6,24,2019,,,,,Formicidae,,,,Pheidole,,clementensis,Pheidole clementensis,San Clemente
422,6/24/19,6/24/19 0:00,34488,needs_id,"Terrace north of Norton Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8672,-118.491,San Clemente,6,24,2019,,,,,Formicidae,Myrmicinae,,,,,,Myrmicinae,San Clemente
423,6/24/19,6/24/19 0:00,34488,needs_id,"Terrace north of Norton Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty and large range of min and max elevation reflects the broad area from which the specimen was possibly sampled.",32.8672,-118.491,San Clemente,6,24,2019,,,,,Formicidae,,,,Pheidole,,,Pheidole,San Clemente
424,6/21/19,6/21/19 0:00,34488,needs_id,"China Point, San Clemente Island, Los Angeles County, CA, USA.",32.8022,-118.4251,San Clemente,6,21,2019,,,,,Formicidae,,,,Pheidole,,,Pheidole,San Clemente
425,6/21/19,6/21/19 0:00,34488,needs_id,"China Point, San Clemente Island, Los Angeles County, CA, USA.",32.8022,-118.4251,San Clemente,6,21,2019,,,,,Formicidae,,,,,,,Formicidae,San Clemente
426,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, California. Coordinate uncertainty reflects the broad area from which the specimen was possibly sampled.",32.8781,-118.4348,San Clemente,5,4,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
427,3/26/19,3/26/19 0:00,34488,needs_id,"Male Road, San Clemente Island, Los Angeles County, CA, USA",32.8558,-118.415,San Clemente,3,26,2019,,,,,Formicidae,,,,Pheidole,,,Pheidole,San Clemente
428,3/26/19,3/26/19 0:00,34488,needs_id,"Male Road, San Clemente Island, Los Angeles County, CA, USA",32.8558,-118.415,San Clemente,3,26,2019,,,,,Formicidae,,,,Pheidole,,,Pheidole,San Clemente
429,Tue Apr 06 2021 15:04:20 GMT-0700 (PDT),4/6/21 0:00,266196,research,"San Clemente Island Underwater Range, CA, US",32.99659667,-118.5564033,San Clemente,4,6,2021,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,San Clemente
430,6/26/19,6/26/19 0:00,34488,research,"Top of Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty  reflects the broad area from which the specimens were possibly sampled.",32.8772,-118.4341,San Clemente,6,26,2019,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,San Clemente
431,6/23/19,6/23/19 0:00,34488,research,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,,,Formicidae,,,,Tapinoma,,sessile,Tapinoma sessile,San Clemente
432,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,,,Formicidae,,,,Tanaemyrmex,,,Tanaemyrmex,San Clemente
433,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,San Clemente
434,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
435,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
436,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,,,Encyrtidae,,,,,,,Encyrtidae,San Clemente
437,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,,,Eulophidae,,,,Neochrysocharis,,,Neochrysocharis,San Clemente
438,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,,,Eulophidae,Tetrastichinae,,,,,,Tetrastichinae,San Clemente
439,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
440,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
441,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,San Clemente
442,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
443,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
444,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
445,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
446,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
447,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,,,,,Formicidae,,Crematogastrini,,,,,Crematogastrini,San Clemente
448,6/2/19,6/2/19 0:00,34488,research,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,,,,,Formicidae,,,,Tapinoma,,sessile,Tapinoma sessile,San Clemente
449,6/2/19,6/2/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,6,2,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
450,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,Chalcidoidea,, ,,,,,,,Chalcidoidea,San Clemente
451,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
452,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Formicidae,,,,,,,Formicidae,San Clemente
453,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
454,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
455,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
456,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,Aculeata,,,, ,,,,,,,Aculeata,San Clemente
457,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Eulophidae,,,,Horismenus,,,Horismenus,San Clemente
458,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Braconidae,,,,,,,Braconidae,San Clemente
459,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,, ,,,,Proctotrupomorpha,,,Proctotrupomorpha,San Clemente
460,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Eulophidae,,,,Paraolinx,,,Paraolinx,San Clemente
461,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
462,5/4/19,5/4/19 0:00,34488,research,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,San Clemente
463,5/4/19,5/4/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,5,4,2019,,,,,Formicidae,,Crematogastrini,,,,,Crematogastrini,San Clemente
464,4/13/19,4/13/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,4,13,2019,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,San Clemente
465,4/13/19,4/13/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,4,13,2019,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,San Clemente
466,4/13/19,4/13/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,4,13,2019,,,,Anthophila,Megachilidae,,,,Osmia,,,Osmia,San Clemente
467,3/25/19,3/25/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,3,25,2019,,,,,Eulophidae,,,,Paraolinx,,,Paraolinx,San Clemente
468,Sun Apr 18 2021 11:45:20 GMT-0700 (PDT),4/18/21 0:00,246499,needs_id,"San Clemente Island Underwater Range, CA, US",32.847995,-118.439955,San Clemente,4,18,2021,,,,Anthophila,Halictidae,,,,Augochlorella,,pomoniella,Augochlorella pomoniella,San Clemente
469,Sun Apr 18 2021 13:16:54 GMT-0700 (PDT),4/18/21 0:00,246499,needs_id,"San Clemente Island Underwater Range, CA, US",32.83039167,-118.3704133,San Clemente,4,18,2021,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,San Clemente
470,Sun Apr 18 2021 15:01:16 GMT-0700 (PDT),4/18/21 0:00,246499,needs_id,"San Clemente Island Underwater Range, CA, US",33.00173612,-118.5526117,San Clemente,4,18,2021,,,,,Sphecidae,,,,Podalonia,,,Podalonia,San Clemente
471,Tue Apr 20 2021 11:37:26 GMT-0700 (PDT),4/20/21 0:00,266196,needs_id,"San Clemente Island Underwater Range, CA, US",32.80179167,-118.4257283,San Clemente,4,20,2021,,,,,Sphecidae,,,,Podalonia,,,Podalonia,San Clemente
472,Wed Apr 21 2021 11:28:51 GMT-0700 (PDT),4/21/21 0:00,266196,needs_id,"San Clemente Island Underwater Range, CA, US",32.90681333,-118.4750833,San Clemente,4,21,2021,,,,Anthophila,Halictidae,Halictinae,,,,,,Halictinae,San Clemente
473,2021/04/21 2:49 PM PDT,4/21/21 0:00,23091,needs_id,"Los Angeles County, CA, USA",32.91947446,-118.5414895,San Clemente,4,21,2021,,,,,Formicidae,,,,Myrmentoma,,,Myrmentoma,San Clemente
474,3/3/19,3/3/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",32.8779,-118.4353,San Clemente,3,3,2019,,,,,Ichneumonidae,,,,,,,Ichneumonidae,San Clemente
475,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which the specimens were possibly sampled.",32.8775,-118.4349,San Clemente,6,23,2019,,,,,Formicidae,,,,Monomorium,,,Monomorium,San Clemente
476,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which the specimens were possibly sampled.",32.8775,-118.4349,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
477,6/23/19,6/23/19 0:00,34488,needs_id,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which the specimens were possibly sampled.",32.8775,-118.4349,San Clemente,6,23,2019,,Apocrita,,, ,,,,,,,Apocrita,San Clemente
478,Sat Apr 16 2016 09:42:01 GMT-0700 (PDT),4/16/16 0:00,19715,needs_id,"San Nicolas Island, CA",33.246452,-119.499169,San Nicolas,4,16,2016,,,,,Sphecidae,,,,Podalonia,,,Podalonia,San Nicolas
479,Sat Jul 21 2018 09:58:58 GMT-0700 (PDT),7/21/18 0:00,19715,needs_id,"San Nicolas Island, CA",33.246452,-119.499169,San Nicolas,7,21,2018,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
480,Sat Jul 21 2018 09:59:17 GMT-0700 (PDT),7/21/18 0:00,19715,needs_id,"San Nicolas Island, CA",33.246452,-119.499169,San Nicolas,7,21,2018,,,,,Vespidae,Eumeninae,,,,,,Eumeninae,San Nicolas
481,2012/10/13 2:04 PM MST,10/13/12 0:00,19215,research,"Ventura County, CA, USA",33.27966667,-119.5225,San Nicolas,10,13,2012,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,San Nicolas
482,2012/10/14 10:25 AM MST,10/14/12 0:00,19215,needs_id,"Ventura County, CA, USA",33.26275333,-119.4821,San Nicolas,10,14,2012,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,San Nicolas
483,2014/08/28 4:33 PM MST,8/28/14 0:00,19215,research,"Ventura County, CA, USA",33.26219,-119.493272,San Nicolas,8,28,2014,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,San Nicolas
484,Mon Feb 25 2019 15:11:35 GMT-0800 (PST),2/25/19 0:00,173183,needs_id,"San Nicolas Naval Facility, , CA, US",33.26115833,-119.493545,San Nicolas,2,25,2019,,,,,Braconidae,,,,Aleiodes,,,Aleiodes,San Nicolas
485,2019-06-13 11:55:10 AM PDT,6/13/19 0:00,34488,needs_id,"San Nicolas Island, California 93042, USA",33.22156906,-119.4498215,San Nicolas,6,13,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
486,2019-06-12 5:46:21 PM PDT,6/12/19 0:00,34488,needs_id,"San Nicolas Island, California 93042, USA",33.25601578,-119.4868698,San Nicolas,6,12,2019,,,,,Formicidae,,,,,,,Formicidae,San Nicolas
487,2019-06-12 2:26:42 PM PDT,6/12/19 0:00,34488,needs_id,"San Nicolas Island, California 93042, USA",33.26043701,-119.5546494,San Nicolas,6,12,2019,,,,,Crabronidae,,,,Bembix,,,Bembix,San Nicolas
488,2019-06-12 1:18:51 PM PDT,6/12/19 0:00,34488,needs_id,"San Nicolas Island, California 93042, USA",33.260849,-119.5533066,San Nicolas,6,12,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
489,2019/06/12 12:41 PM PDT,6/12/19 0:00,195291,needs_id,Vizcaino Dunes,33.26112511,-119.554681,San Nicolas,6,12,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
490,2019/06/12 1:47 PM PDT,6/12/19 0:00,195291,research,Vizcaino Dunes,33.26112511,-119.554681,San Nicolas,6,12,2019,,,,,Crabronidae,,,,Bembix,,americana,Bembix americana nicolai,San Nicolas
491,2019/06/12 2:24 PM PDT,6/12/19 0:00,195291,needs_id,Vizcaino Dunes,33.26112511,-119.554681,San Nicolas,6,12,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
492,2019/06/12 2:48 PM PDT,6/12/19 0:00,195291,research,Vizcaino Dunes,33.26112511,-119.554681,San Nicolas,6,12,2019,,,,Anthophila,Apidae,,,,Anthophora,,urbana,Anthophora urbana,San Nicolas
493,2019/06/12 2:54 PM PDT,6/12/19 0:00,195291,needs_id,Vizcaino Dunes,33.26112511,-119.554681,San Nicolas,6,12,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,San Nicolas
494,2019/06/12 4:36 PM PDT,6/12/19 0:00,195291,needs_id,"Ventura County, CA, USA",33.25754133,-119.5467956,San Nicolas,6,12,2019,,,,,Formicidae,Myrmicinae,,,,,,Myrmicinae,San Nicolas
