id,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,oauth_appl,place_gues,latitude,longitude,ArcMap_IslandName,positional,public_pos,taxon_geop,coordinate,positionin,position_1,place_coun,species_gu,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus ,subgenus,species,scientific,taxon_id,,
23039211,2019-04-17 12:52:10 PM PDT,4/17/19 0:00,2019-04-17 19:52:10 UTC,Pacific Time (US & Canada),34488,pileated,2019-04-25 06:35:07 UTC,2020-12-11 17:12:09 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/23039211,https://inaturalist-open-data.s3.amazonaws.com/photos/35716890/medium.jpg?1556174110, , ,Add to pollinators project,1,0,2,"Los Angeles County, CA, USA",32.8697319,-118.4961319,San Clemente,0,0, ,FALSE,gps,gps,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
23039267,2019-04-17 8:31:02 PM PDT,4/17/19 0:00,2019-04-18 03:31:02 UTC,Pacific Time (US & Canada),34488,pileated,2019-04-25 06:37:45 UTC,2020-04-23 18:06:55 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/23039267,https://inaturalist-open-data.s3.amazonaws.com/photos/35716974/medium.jpg?1556174267, , , ,2,0,2,"Unnamed Road, California, USA",32.99591428,-118.5521894,San Clemente,6,6, ,FALSE,gps,gps,United States,Netelia,,,,,Ichneumonidae,,,,Netelia,,,Netelia,250370,,
23051314,2019-04-17 10:06:47 PM PDT,4/17/19 0:00,2019-04-18 05:06:47 UTC,Pacific Time (US & Canada),34488,pileated,2019-04-25 14:45:06 UTC,2020-04-23 18:06:56 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/23051314,https://inaturalist-open-data.s3.amazonaws.com/photos/35736968/medium.jpg?1556203509, , , ,1,0,2,"Unnamed Road, California, USA",32.99591512,-118.5521927,San Clemente,11,11, ,FALSE,gps,gps,United States,Netelia,,,,,Ichneumonidae,,,,Netelia,,,Netelia,250370,,
23051323,2019-04-17 10:07:02 PM PDT,4/17/19 0:00,2019-04-18 05:07:02 UTC,Pacific Time (US & Canada),34488,pileated,2019-04-25 14:45:15 UTC,2020-04-23 18:06:35 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/23051323,https://inaturalist-open-data.s3.amazonaws.com/photos/35736979/medium.jpg?1556203518, , , ,1,0,2,"Unnamed Road, California, USA",32.99591512,-118.5521894,San Clemente,6,6, ,FALSE,gps,gps,United States,_±„Û_¡_¼_____ü_«„Ü,,,,,Braconidae,,,,,,,Braconidae,63187,,
23204900,2019/04/26 10:12 AM PDT,4/26/19 0:00,2019-04-26 17:12:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-04-26 19:44:11 UTC,2020-12-27 05:45:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23204900,https://inaturalist-open-data.s3.amazonaws.com/photos/35952677/medium.jpg?1556306694, , , ,3,0,0,"Los Angeles County, CA, USA",32.91966436,-118.5422704,San Clemente,61,61, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
23217395,Fri Apr 26 2019 09:52:30 GMT-0700 (PDT),4/26/19 0:00,2019-04-26 16:52:30 UTC,Pacific Time (US & Canada),1474963,stephlbartlett,2019-04-26 20:39:55 UTC,2019-04-26 20:41:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23217395,https://inaturalist-open-data.s3.amazonaws.com/photos/35976336/medium.jpg?1556311204, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.85568667,-118.4723583,San Clemente,5,5, ,FALSE, , ,United States,Spider Wasps,,,,,Pompilidae,,,,,,,Pompilidae,54028,,
23217471,Fri Apr 26 2019 09:47:56 GMT-0700 (PDT),4/26/19 0:00,2019-04-26 16:47:56 UTC,Pacific Time (US & Canada),1474963,stephlbartlett,2019-04-26 20:40:23 UTC,2020-07-29 16:47:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23217471,https://inaturalist-open-data.s3.amazonaws.com/photos/35976449/medium.jpg?1556311229, , , ,5,1,3,"San Clemente Island Underwater Range, , CA, US",32.85522,-118.472825,San Clemente,5,5, ,FALSE, , ,United States,Carder Bees,,,,Anthophila,Megachilidae,,,,Anthidium,,,Anthidium,57671,,
23424861,2019/04/26 10:52 AM PDT,4/26/19 0:00,2019-04-26 17:52:00 UTC,Pacific Time (US & Canada),455388,blake911,2019-04-27 18:02:13 UTC,2019-04-28 05:47:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23424861,https://inaturalist-open-data.s3.amazonaws.com/photos/36272065/medium.jpeg?1556387489, , , ,2,0,0,"Los Angeles County, CA, USA",32.90938691,-118.5291353,San Clemente,555,555, ,FALSE, , ,United States,Ants,,,,,Formicidae,,,,,,,Formicidae,47336,,
23432162,2019/04/26 12:58 PM PDT,4/26/19 0:00,2019-04-26 19:58:00 UTC,Pacific Time (US & Canada),455388,blake911,2019-04-27 18:30:12 UTC,2020-12-27 05:45:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23432162,https://inaturalist-open-data.s3.amazonaws.com/photos/36281540/medium.jpeg?1556388855, , , ,2,0,0,"Los Angeles County, CA, USA",32.90992311,-118.5285113,San Clemente,345,345, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
23508972,Sat Apr 27 2019 16:41:23 GMT-0700 (PDT),4/27/19 0:00,2019-04-27 23:41:23 UTC,Pacific Time (US & Canada),688240,empid,2019-04-27 23:41:42 UTC,2020-12-27 05:45:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23508972,https://inaturalist-open-data.s3.amazonaws.com/photos/36402274/medium.jpg?1556408505, , , ,3,0,3,"San Clemente Island Underwater Range, , CA, US",32.95223862,-118.5274272,San Clemente,50,50, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
23620998,2019/04/27 4:41 PM PDT,4/27/19 0:00,2019-04-27 23:41:00 UTC,Pacific Time (US & Canada),213838,vireolanius,2019-04-28 13:29:38 UTC,2020-12-27 05:45:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23620998,https://inaturalist-open-data.s3.amazonaws.com/photos/36568642/medium.jpg?1556458151, , , ,2,0,0,"san clemente island, ca",32.946245,-118.523101,San Clemente,302,302, ,FALSE, ,manual,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
23763100,2019/04/28 10:48 AM PDT,4/28/19 0:00,2019-04-28 17:48:00 UTC,Pacific Time (US & Canada),455388,blake911,2019-04-28 22:38:53 UTC,2021-02-18 04:33:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23763100,https://inaturalist-open-data.s3.amazonaws.com/photos/36763452/medium.jpeg?1556490022, , , ,1,0,0,"Los Angeles County, CA, USA",32.90162137,-118.4660439,San Clemente,434,434, ,FALSE, , ,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
23778694,2019/04/27 12:44 PM PDT,4/27/19 0:00,2019-04-27 19:44:00 UTC,Pacific Time (US & Canada),455388,blake911,2019-04-28 23:35:41 UTC,2019-05-01 04:30:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23778694,https://inaturalist-open-data.s3.amazonaws.com/photos/36786362/medium.jpeg?1556493336, , , ,2,0,0,"Los Angeles County, CA, USA",32.97047997,-118.5682608,San Clemente,2311,2311, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
23920402,Sun Apr 28 2019 09:58:04 GMT-0700 (PDT),4/28/19 0:00,2019-04-28 16:58:04 UTC,Pacific Time (US & Canada),1474963,stephlbartlett,2019-04-29 14:17:08 UTC,2019-05-08 11:44:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23920402,https://inaturalist-open-data.s3.amazonaws.com/photos/37006258/medium.jpg?1556547431, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.88245333,-118.5113533,San Clemente,5,5, ,FALSE, , ,United States,Common Digger Bees,,,,Anthophila,Apidae,,,,Anthophora,,,Anthophora,57682,,
24031193,Mon Apr 29 2019 10:15:12 GMT-0700 (PDT),4/29/19 0:00,2019-04-29 17:15:12 UTC,Pacific Time (US & Canada),213838,vireolanius,2019-04-29 21:31:01 UTC,2019-05-01 04:29:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24031193,https://inaturalist-open-data.s3.amazonaws.com/photos/37167323/medium.jpg?1556573465, , , ,1,0,3,"Los Angeles County, US-CA, US",32.84401882,-118.3860915,San Clemente,5,5, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24034329,Mon Apr 29 2019 11:25:16 GMT-0700 (PDT),4/29/19 0:00,2019-04-29 18:25:16 UTC,Pacific Time (US & Canada),213838,vireolanius,2019-04-29 21:41:51 UTC,2019-05-01 16:32:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24034329,https://inaturalist-open-data.s3.amazonaws.com/photos/37171665/medium.jpg?1556574123, , , ,2,0,3,"Los Angeles County, US-CA, US",32.84433038,-118.3839705,San Clemente,5,5, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24046859,2019/04/29 1:25 PM PDT,4/29/19 0:00,2019-04-29 20:25:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-04-29 22:27:46 UTC,2019-05-01 16:31:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24046859,https://inaturalist-open-data.s3.amazonaws.com/photos/37188041/medium.jpg?1556576598, , , ,2,0,0,"Los Angeles County, CA, USA",32.85972175,-118.4132532,San Clemente,86,86, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24047705,2019/04/29 11:57 AM PDT,4/29/19 0:00,2019-04-29 18:57:00 UTC,Pacific Time (US & Canada),455388,blake911,2019-04-29 22:31:29 UTC,2019-05-01 14:06:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24047705,https://inaturalist-open-data.s3.amazonaws.com/photos/37185102/medium.jpeg?1556576138, , , ,1,0,0,"Los Angeles County, CA, USA",32.91830944,-118.4863784,San Clemente,1284,1284, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24241275,Tue Apr 30 2019 13:31:43 GMT-0700 (PDT),4/30/19 0:00,2019-04-30 20:31:43 UTC,Pacific Time (US & Canada),266196,shrike2,2019-05-01 01:38:21 UTC,2019-05-01 04:25:25 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/24241275,https://static.inaturalist.org/photos/37487667/medium.jpg?1556674715, , , ,2,0,3,"Los Angeles County, US-CA, US",32.85640484,-118.4045927,San Clemente,5,5, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24250870,Mon Apr 29 2019 11:50:42 GMT-0700 (PDT),4/29/19 0:00,2019-04-29 18:50:42 UTC,Pacific Time (US & Canada),61862,jrebman,2019-05-01 03:39:56 UTC,2020-04-21 21:55:24 UTC,needs_id, ,https://www.inaturalist.org/observations/24250870,https://static.inaturalist.org/photos/37738476/medium.jpg?1556840304, , , ,2,0,3,"Los Angeles County, US-CA, US",32.91868529,-118.5446844,San Clemente,8,8, ,FALSE, , ,United States,Bembix,,,,,Crabronidae,,,,Bembix,,,Bembix,53067,,
24305518,Wed May 01 2019 11:20:24 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 18:20:24 UTC,Pacific Time (US & Canada),213838,vireolanius,2019-05-01 18:56:33 UTC,2021-03-03 03:55:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24305518,https://inaturalist-open-data.s3.amazonaws.com/photos/37584358/medium.jpg?1556736997, , , ,1,0,3,"Los Angeles County, US-CA, US",32.8851173,-118.4836301,San Clemente,5,5, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
24320962,Wed May 01 2019 07:17:24 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 14:17:24 UTC,Pacific Time (US & Canada),266196,shrike2,2019-05-01 21:59:52 UTC,2019-05-02 20:21:21 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/24320962,https://static.inaturalist.org/photos/37606129/medium.jpg?1556748030, , , ,3,1,3,"Los Angeles County, US-CA, US",32.90907106,-118.5135877,San Clemente,10,10, ,FALSE, , ,United States,Netelia,,,,,Ichneumonidae,,,,Netelia,,,Netelia,250370,,
24340910,Wed May 01 2019 09:08:47 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:08:47 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-02 02:55:39 UTC,2019-05-21 06:34:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/24340910,https://static.inaturalist.org/photos/37638282/medium.jpg?1556765757, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",33.01380833,-118.5679167,San Clemente,5,5, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24340950,Wed May 01 2019 09:02:53 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:02:53 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-02 02:56:27 UTC,2021-04-22 19:58:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/24340950,https://static.inaturalist.org/photos/37638389/medium.jpg?1556765817, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",33.013775,-118.5678117,San Clemente,5,5, ,FALSE, , ,United States,Bindweed Turret Bee,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24341131,Tue Apr 30 2019 18:12:21 GMT-0700 (PDT),4/30/19 0:00,2019-05-01 01:12:21 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-02 02:59:15 UTC,2019-05-02 20:08:49 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24341131,https://static.inaturalist.org/photos/37638686/medium.jpg?1556765964, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.99848418,-118.5528123,San Clemente,5,5, ,FALSE, , ,United States,Ophion Wasps,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
24341335,Tue Apr 30 2019 13:51:39 GMT-0700 (PDT),4/30/19 0:00,2019-04-30 20:51:39 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-02 03:02:48 UTC,2019-05-21 06:34:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/24341335,https://static.inaturalist.org/photos/37639112/medium.jpg?1556766175, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",32.86151167,-118.4169083,San Clemente,959,959, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24341353,Wed May 01 2019 09:07:01 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:07:01 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-02 03:03:13 UTC,2019-05-14 23:04:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/24341353,https://static.inaturalist.org/photos/37678343/medium.jpg?1556803988, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",33.01378612,-118.5679083,San Clemente,5,5, ,FALSE, , ,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24370702,Tue Apr 30 2019 13:07:35 GMT-0700 (PDT),4/30/19 0:00,2019-04-30 20:07:35 UTC,Pacific Time (US & Canada),688240,empid,2019-05-02 14:40:34 UTC,2019-05-12 22:00:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24370702,https://inaturalist-open-data.s3.amazonaws.com/photos/37684135/medium.jpg?1556808037, , , ,3,0,3,"Los Angeles County, US-CA, US",32.84641106,-118.4200271,San Clemente,5,5, ,FALSE, , ,United States,Camponotus hyatti,,,,,Formicidae,,,,,,,Formicidae,47336,,
24407797,Wed May 01 2019 09:00:37 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:00:37 UTC,Pacific Time (US & Canada),61862,jrebman,2019-05-03 00:17:50 UTC,2020-12-27 15:57:07 UTC,needs_id, ,https://www.inaturalist.org/observations/24407797,https://static.inaturalist.org/photos/37742455/medium.jpg?1556842676, , , ,2,0,3,"Los Angeles County, US-CA, US",33.01375365,-118.567685,San Clemente,8,8, ,FALSE, , ,United States,Cutworm Wasps,,,,,Sphecidae,,,,Podalonia,,,Podalonia,154665,,
24407810,Wed May 01 2019 09:04:11 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:04:11 UTC,Pacific Time (US & Canada),61862,jrebman,2019-05-03 00:18:01 UTC,2019-05-08 11:42:19 UTC,needs_id, ,https://www.inaturalist.org/observations/24407810,https://static.inaturalist.org/photos/37742532/medium.jpg?1556842722, , , ,1,0,3,"Los Angeles County, US-CA, US",33.01380083,-118.5678598,San Clemente,16,16, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
24408518,Wed May 01 2019 11:41:46 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 18:41:46 UTC,Pacific Time (US & Canada),61862,jrebman,2019-05-03 00:27:17 UTC,2019-05-03 00:40:32 UTC,needs_id, ,https://www.inaturalist.org/observations/24408518,https://static.inaturalist.org/photos/37743359/medium.jpg?1556843248, , , ,1,0,3,"Los Angeles County, US-CA, US",32.86029532,-118.4610104,San Clemente,16,16, ,FALSE, , ,United States,Spider Wasps,,,,,Pompilidae,,,,,,,Pompilidae,54028,,
24413927,2019/05/02 11:47 AM PDT,5/2/19 0:00,2019-05-02 18:47:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-05-03 02:02:01 UTC,2019-05-21 03:37:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24413927,https://inaturalist-open-data.s3.amazonaws.com/photos/37751273/medium.jpg?1556848583, , , ,3,0,0,"Los Angeles County, CA, USA",32.86504462,-118.425004,San Clemente,59,59, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
24422304,Wed May 01 2019 09:00:15 GMT-0700 (PDT),5/1/19 0:00,2019-05-01 16:00:15 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-03 04:54:13 UTC,2021-02-18 04:32:50 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24422304,https://static.inaturalist.org/photos/37766314/medium.jpg?1556859258, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",33.013775,-118.5676283,San Clemente,5,5, ,FALSE, , ,United States,Cutworm Wasps,,,,,Sphecidae,,,,Podalonia,,,Podalonia,154665,,
24422391,Tue Apr 30 2019 11:32:51 GMT-0700 (PDT),4/30/19 0:00,2019-04-30 18:32:51 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-03 04:56:33 UTC,2021-04-22 19:58:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/24422391,https://static.inaturalist.org/photos/37766478/medium.jpg?1556859405, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",32.86145,-118.4180833,San Clemente,10,10, ,FALSE, , ,United States,Bindweed Turret Bee,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
24422638,Mon Apr 29 2019 11:52:39 GMT-0700 (PDT),4/29/19 0:00,2019-04-29 18:52:39 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-03 05:02:04 UTC,2019-05-21 03:37:30 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24422638,https://static.inaturalist.org/photos/37766910/medium.jpg?1556859730, , , ,3,0,3,"San Clemente Island Underwater Range, , CA, US",32.918675,-118.5444717,San Clemente,10,10, ,FALSE, , ,United States,Nomad Bees,,,,Anthophila,Apidae,,,,Nomada,,,Nomada,53648,,
24424390,Mon Apr 29 2019 11:51:05 GMT-0700 (PDT),4/29/19 0:00,2019-04-29 18:51:05 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-05-03 05:52:27 UTC,2019-05-06 18:09:15 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/24424390,https://static.inaturalist.org/photos/37769609/medium.jpg?1556862755, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",32.91872,-118.5446467,San Clemente,5,5, ,FALSE, , ,United States,Bembix,,,,,Crabronidae,,,,Bembix,,,Bembix,53067,,
24817059,Tue May 07 2019 11:19:21 GMT-0700 (PDT),5/7/19 0:00,2019-05-07 18:19:21 UTC,Pacific Time (US & Canada),688240,empid,2019-05-09 02:00:33 UTC,2019-05-14 15:52:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24817059,https://inaturalist-open-data.s3.amazonaws.com/photos/38382641/medium.jpg?1557367235, , , ,1,0,3,"Los Angeles County, US-CA, US",32.87554441,-118.4854651,San Clemente,5,5, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
24817066,Wed May 08 2019 08:23:16 GMT-0700 (PDT),5/8/19 0:00,2019-05-08 15:23:16 UTC,Pacific Time (US & Canada),688240,empid,2019-05-09 02:00:39 UTC,2019-05-10 13:00:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24817066,https://inaturalist-open-data.s3.amazonaws.com/photos/38382652/medium.jpg?1557367242, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.89855833,-118.515945,San Clemente,5,5, ,FALSE, , ,United States,Odorous House Ant,,,,,Formicidae,,,,Tapinoma,,sessile,Tapinoma sessile,47340,,
24817074,Wed May 08 2019 08:21:08 GMT-0700 (PDT),5/8/19 0:00,2019-05-08 15:21:08 UTC,Pacific Time (US & Canada),688240,empid,2019-05-09 02:00:48 UTC,2019-05-09 18:00:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24817074,https://inaturalist-open-data.s3.amazonaws.com/photos/38382668/medium.jpg?1557367253, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.898655,-118.5159833,San Clemente,5,5, ,FALSE, , ,United States,Monomorium ergatogyna,,,,,Formicidae,,,,Monomorium,,ergatogyna,Monomorium ergatogyna,69098,,
24870793,2019-05-06 3:18:04 PM PDT,5/6/19 0:00,2019-05-06 22:18:04 UTC,Pacific Time (US & Canada),513070,jennyh,2019-05-10 03:30:23 UTC,2020-04-23 13:43:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24870793,https://inaturalist-open-data.s3.amazonaws.com/photos/38469229/medium.jpg?1557459044, , , ,1,0,2,"Unnamed Road, California, USA",32.82648087,-118.3616104,San Clemente,0,0, ,FALSE,gps,gps,United States,Ammophilini,,,,,Sphecidae,,Ammophilini,,,,,Ammophilini,370786,,
24871178,2019-05-07 10:13:39 AM PDT,5/7/19 0:00,2019-05-07 17:13:39 UTC,Pacific Time (US & Canada),513070,jennyh,2019-05-10 03:46:03 UTC,2020-12-27 05:44:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24871178,https://inaturalist-open-data.s3.amazonaws.com/photos/38469969/medium.jpg?1557459994, , , ,4,1,2,"Los Angeles County, CA, USA",32.87023926,-118.495163,San Clemente,0,0, ,FALSE,gps,gps,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
24943500,Sat May 11 2019 10:05:56 GMT-0700 (PDT),5/11/19 0:00,2019-05-11 17:05:56 UTC,Pacific Time (US & Canada),688240,empid,2019-05-11 17:07:59 UTC,2019-05-13 22:29:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24943500,https://inaturalist-open-data.s3.amazonaws.com/photos/38587632/medium.jpg?1557594482, , , ,0,0,3,"San Clemente Island Underwater Range, , CA, US",32.90385463,-118.4630864,San Clemente,10,10, ,FALSE, , ,United States, ,,,,,Formicidae,,,,Camponotus,,hyatti,Camponotus hyatti bakeri,68952,,
25007373,2019-05-07 10:30:40 AM PDT,5/7/19 0:00,2019-05-07 17:30:40 UTC,Pacific Time (US & Canada),513070,jennyh,2019-05-12 17:33:41 UTC,2021-03-03 03:53:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25007373,https://inaturalist-open-data.s3.amazonaws.com/photos/38693771/medium.jpg?1557682424, , , ,1,0,2,"Los Angeles County, CA, USA",32.87003326,-118.4948502,San Clemente,0,0, ,FALSE,gps,gps,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
25088352,2019-05-02 4:52:19 PM PDT,5/2/19 0:00,2019-05-02 23:52:19 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 01:38:18 UTC,2020-12-11 02:11:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/25088352,https://inaturalist-open-data.s3.amazonaws.com/photos/38826895/medium.jpeg?1557797901, , ,Add to pollinators project | From BS.4.2.07,2,0,2,"Los Angeles County, US-CA, US",32.98263168,-118.5707703,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25088367,2019-05-02 4:24:49 PM PDT,5/2/19 0:00,2019-05-02 23:24:49 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 01:38:47 UTC,2020-12-11 02:41:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/25088367,https://inaturalist-open-data.s3.amazonaws.com/photos/38826934/medium.jpg?1557797928, , ,Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.98566055,-118.5726318,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25088551,2019-05-02 2:52:26 PM PDT,5/2/19 0:00,2019-05-02 21:52:26 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 01:43:40 UTC,2020-12-11 02:35:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/25088551,https://inaturalist-open-data.s3.amazonaws.com/photos/38828534/medium.jpg?1557799167, , ,From BS4.2.07 | Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.98273087,-118.5701141,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25090548,2019-05-02 9:35:23 PM PDT,5/2/19 0:00,2019-05-03 04:35:23 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 02:29:54 UTC,2021-01-25 22:58:20 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25090548,https://inaturalist-open-data.s3.amazonaws.com/photos/38830951/medium.jpg?1557800996, , , ,2,0,2,"Unnamed Road, California, USA",32.99597418,-118.5521753,San Clemente,11,11, ,FALSE,gps,gps,United States,Ophion,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
