record,source,month_arabic,day_arabic,year,island,order,family,genus,acceptedGenus,specificEp,acceptedEpithet,scientificName,acceptedScientificName
occurrence,Cal-IBIS,9,15,2015,Anacapa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,6,25,1993,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,6,19,1938,San Clemente,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,6,27,2010,San Clemente,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,8,22,2010,San Clemente,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,5,24,1978,San Miguel,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,17,2015,San Miguel,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,24,1970,San Nicolas,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,1940,San Nicolas,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,1940,San Nicolas,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,6,12,1978,Santa Barbara,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,7,19,2014,Santa Barbara,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,5,3,1999,Santa Catalina,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,7,14,1999,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,8,18,1998,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,8,24,1984,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,8,24,1984,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,9,7,1991,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,9,7,1991,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,7,16,1999,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,5,12,1981,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,9,28,1969,Santa Cruz,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,4,14,2014,Santa Rosa,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,5,26,2010,San Nicolas,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Monomorium,Monomorium,ergatogyna,ergatogyna,Monomorium ergatogyna,Monomorium ergatogyna
occurrence,Cal-IBIS,8,22,2010,San Clemente,Hymenoptera,Formicidae,,,,,Myrmicinae,Myrmicinae
occurrence,Cal-IBIS,6,15,1999,Santa Rosa,Hymenoptera,Formicidae,,,,,Myrmicinae,Myrmicinae
occurrence,Cal-IBIS,6,15,1999,Santa Rosa,Hymenoptera,Formicidae,,,,,Myrmicinae,Myrmicinae
occurrence,Cal-IBIS,6,15,1999,Santa Rosa,Hymenoptera,Formicidae,,,,,Myrmicinae,Myrmicinae
occurrence,Cal-IBIS,6,15,1999,Santa Rosa,Hymenoptera,Formicidae,,,,,Myrmicinae,Myrmicinae
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,2,28,1999,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,4,16,1999,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,4,16,1999,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,2,28,1999,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,11,30,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,12,3,1998,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,7,30,2007,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,6,15,1999,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,5,28,2017,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,,,Pheidole,Pheidole
occurrence,Cal-IBIS,4,14,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,14,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,6,26,1993,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,11,12,1998,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,8,24,1984,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,5,11,1970,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,8,24,1984,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,8,14,1999,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,8,25,1984,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,7,4,2003,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,4,14,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,californica,californica,Pheidole californica,Pheidole californica
occurrence,Cal-IBIS,3,8,2008,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,8,2008,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,26,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,26,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,26,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1965,NA,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,12,7,1963,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,4,1,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,8,22,2010,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,1,31,2010,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,3,25,2011,San Clemente,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,7,NA,2003,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,clementensis,clementensis,Pheidole clementensis,Pheidole clementensis
occurrence,Cal-IBIS,6,26,1993,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,15,2002,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,15,2002,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,15,2002,Santa Catalina,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,16,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,17,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,17,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,20,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,20,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,10,27,1984,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,12,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,4,13,2014,Santa Rosa,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
occurrence,Cal-IBIS,6,17,1967,Santa Cruz,Hymenoptera,Formicidae,Pheidole,Pheidole,hyatti,hyatti,Pheidole hyatti,Pheidole hyatti
