source,month,year,island,acceptedOrder,acceptedFamily,acceptedGenus,acceptedName,latitude,longitude
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96886873,-118.4535949
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85032799,-118.5593609
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85955103,-118.5550295
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91028266,-118.5489058
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93126543,-118.4163302
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84050745,-118.5115234
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91876094,-118.4055485
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.03674116,-118.5452253
iNaturalist,5,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93942186,-118.515579
iNaturalist,5,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99510249,-118.4773616
iNaturalist,5,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87737661,-118.4967168
iNaturalist,7,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80590119,-118.4554817
iNaturalist,9,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.03287737,-118.5006692
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.95222059,-118.5057623
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92193398,-118.4189437
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9424094,-118.5900053
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.02550138,-118.5140479
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83429439,-118.4802622
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.02573434,-118.5158259
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97128638,-118.4156101
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.8464019,-118.5806293
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.86347866,-118.4392731
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96417874,-118.5865095
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97012954,-118.4613124
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.05641235,-118.5232005
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99592713,-118.5467275
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82752653,-118.4153003
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80739554,-118.5589293
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85019887,-118.5581739
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87162472,-118.4334737
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.03582993,-118.6975691
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80038051,-118.2560283
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89568936,-118.5276778
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94782535,-118.5750453
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9948441,-118.4756649
iNaturalist,7,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91249815,-118.5024488
iNaturalist,7,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98370462,-118.540758
iNaturalist,7,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81397013,-118.5801068
iNaturalist,5,2021,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87291078,-118.5643051
iNaturalist,2,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.15886951,-118.4084351
iNaturalist,2,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.12873672,-118.484385
iNaturalist,3,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,32.88995995,-118.2214493
iNaturalist,4,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.10559771,-118.4713901
iNaturalist,12,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.15449509,-118.5762117
iNaturalist,12,2019,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.06003936,-118.4379867
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.18947037,-118.4755347
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.14957102,-118.5021411
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.10867867,-118.4604443
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.15857015,-118.562312
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.12664976,-118.5639512
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.15894869,-118.4196352
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta gabbi,33.06547036,-118.462941
iNaturalist,10,2012,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.31209312,-119.5975316
iNaturalist,10,2012,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.25132592,-119.5145095
iNaturalist,8,2014,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.30393744,-119.4528151
iNaturalist,8,2014,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.36620872,-119.5368231
iNaturalist,2,2019,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.28231784,-119.5844527
iNaturalist,2,2019,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.2509127,-119.5699005
iNaturalist,9,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.50457712,-118.5205456
iNaturalist,3,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.4365236,-118.5188566
iNaturalist,4,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.36866418,-118.5638381
iNaturalist,4,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.38321808,-118.5107257
iNaturalist,5,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.41810061,-118.5490151
iNaturalist,9,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.53886052,-118.5440409
iNaturalist,10,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.35429456,-118.5430489
iNaturalist,8,2015,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta rufocincta,33.57602469,-118.5687846
iNaturalist,NA,NA,NA,Stylommatophora,Xanthonychidae,Micrarionta,Micrarionta rufocincta,33.55737449,-118.4232741
iNaturalist,9,2017,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.253796,-119.535198
iNaturalist,11,2019,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.26576807,-119.4991944
iNaturalist,12,2019,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.27404237,-119.5751192
iNaturalist,2,2017,Santa Catalina,Stylommatophora,Milacidae,NA,NA,33.46716124,-118.5337878
iNaturalist,12,2018,Santa Cruz,Stylommatophora,Milacidae,NA,NA,34.00206512,-119.7429493
iNaturalist,2,2019,Santa Cruz,Stylommatophora,Milacidae,NA,NA,34.01836383,-119.6825417
iNaturalist,1,2020,Santa Cruz,Stylommatophora,Milacidae,NA,NA,34.01892471,-119.6837845
iNaturalist,2,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94532242,-118.5327545
iNaturalist,3,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.945251,-118.532724
iNaturalist,6,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.9452782,-118.5327668
iNaturalist,12,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94521681,-118.5325684
iNaturalist,12,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94549303,-118.5324742
iNaturalist,12,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94598719,-118.5324988
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94506224,-118.5314519
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94502285,-118.5310279
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94519476,-118.5317434
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94526152,-118.5319624
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94496614,-118.5321354
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94530783,-118.5327519
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94546064,-118.5357178
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94763863,-118.5343245
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94759911,-118.5340198
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.9453909,-118.5327688
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94733824,-118.5339029
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94478333,-118.5314033
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94399313,-118.5339469
iNaturalist,1,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94854413,-118.5221543
iNaturalist,2,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94499646,-118.5311088
iNaturalist,2,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94501371,-118.5316913
iNaturalist,5,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94526667,-118.53277
iNaturalist,6,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94557167,-118.5326917
iNaturalist,6,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94539667,-118.5336083
iNaturalist,6,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94534667,-118.5336833
iNaturalist,6,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94528667,-118.5328667
iNaturalist,6,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94521667,-118.53273
iNaturalist,12,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94526333,-118.5327917
iNaturalist,1,2021,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94525174,-118.5327592
iNaturalist,12,2020,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94521475,-118.5327421
iNaturalist,5,2021,San Clemente,Stylommatophora,Helicidae,NA,NA,32.94524667,-118.532775
iNaturalist,2,2019,San Clemente,Stylommatophora,Oxychilidae,NA,NA,33.00222439,-118.5564578
iNaturalist,NA,NA,San Clemente,Stylommatophora,Oxychilidae,NA,NA,33.00229939,-118.5553397
iNaturalist,1,2020,San Clemente,Stylommatophora,Oxychilidae,NA,NA,33.0023291,-118.5559648
iNaturalist,6,2012,Santa Catalina,Stylommatophora,Oxychilidae,NA,NA,33.3428193,-118.3282279
iNaturalist,8,2016,Santa Catalina,Stylommatophora,Oxychilidae,NA,NA,33.33959167,-118.3237367
iNaturalist,9,2019,Santa Catalina,Stylommatophora,Oxychilidae,NA,NA,33.44103364,-118.4986116
iNaturalist,2,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.84647124,-118.4414097
iNaturalist,2,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.8462966,-118.4415203
iNaturalist,6,2019,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.88527706,-118.4901693
iNaturalist,1,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.88547833,-118.4898617
iNaturalist,1,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.88653846,-118.4888355
iNaturalist,2,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.84200116,-118.4422543
iNaturalist,8,2020,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.93030833,-118.5076833
iNaturalist,5,2019,Santa Catalina,Hygrophila (Superorder),Physidae,NA,NA,33.35178722,-118.4323098
iNaturalist,6,2016,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.86384,-118.491671
iNaturalist,7,2019,San Clemente,Hygrophila (Superorder),Physidae,NA,NA,32.85443,-118.4725883
iNaturalist,12,2019,Santa Catalina,Hygrophila (Superorder),Planorbidae,NA,NA,33.36798817,-118.4732855
iNaturalist,3,2018,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta stearnsiana,33.56659824,-118.4886381
iNaturalist,5,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta stearnsiana,31.93192756,-116.6215998
iNaturalist,9,2017,Santa Catalina,NA,Ampullariidae,NA,NA,33.35383747,-118.4396268
iNaturalist,9,2019,Santa Catalina,Stylommatophora,Oreohelicidae,NA,NA,33.25182798,-118.3673884
iNaturalist,12,2018,NA,Stylommatophora,Oreohelicidae ,Radiocentrum,Radiocentrum avalonense,33.20866727,-118.2661837
iNaturalist,2,2019,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00228684,-118.5563191
iNaturalist,3,2019,San Clemente,Stylommatophora,Achatinidae,NA,NA,32.99835968,-118.5529099
iNaturalist,NA,NA,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00220533,-118.5542775
iNaturalist,NA,NA,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00224666,-118.5544193
iNaturalist,4,2019,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00225457,-118.5561258
iNaturalist,12,2019,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00213676,-118.5551998
iNaturalist,12,2019,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00216413,-118.5550967
iNaturalist,1,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00173829,-118.5571548
iNaturalist,1,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00233154,-118.5556596
iNaturalist,2,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00223948,-118.5543324
iNaturalist,2,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00249842,-118.5542947
iNaturalist,2,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00239835,-118.5549532
iNaturalist,3,2020,San Clemente,Stylommatophora,Achatinidae,NA,NA,33.00259445,-118.5556033
iNaturalist,10,2012,San Nicolas,Stylommatophora,Achatinidae,NA,NA,33.26190667,-119.4820217
iNaturalist,8,2014,San Nicolas,Stylommatophora,Achatinidae,NA,NA,33.2620295,-119.4914005
iNaturalist,1,2019,San Nicolas,Stylommatophora,Achatinidae,NA,NA,33.25587833,-119.486145
iNaturalist,2,2019,San Nicolas,Stylommatophora,Achatinidae,NA,NA,33.26100333,-119.494325
iNaturalist,2,2019,San Nicolas,Stylommatophora,Achatinidae,NA,NA,33.25554167,-119.48645
iNaturalist,NA,NA,Santa Catalina,Stylommatophora,Achatinidae,NA,NA,33.44,-118.49833
iNaturalist,12,2019,Santa Catalina,Stylommatophora,Achatinidae,NA,NA,33.3439611,-118.3302544
iNaturalist,3,2019,San Clemente,NA,Gastrodontidae,NA,NA,32.87794112,-118.4357364
iNaturalist,5,2019,San Clemente,NA,Gastrodontidae,NA,NA,32.91421509,-118.4811249
iNaturalist,3,2019,San Clemente,NA,Gastrodontidae,NA,NA,32.87903608,-118.4345851
iNaturalist,NA,NA,San Clemente,NA,Gastrodontidae,NA,NA,32.87548705,-118.4823154
iNaturalist,2,2020,San Clemente,NA,Gastrodontidae,NA,NA,32.84200116,-118.4422543
iNaturalist,2,2020,San Clemente,NA,Gastrodontidae,NA,NA,32.86937726,-118.4314459
iNaturalist,4,2019,Santa Cruz,NA,Gastrodontidae,NA,NA,34.00377167,-119.7595833
iNaturalist,3,2019,San Clemente,NA,NA,NA,NA,32.94604852,-118.5268675
iNaturalist,1,2020,San Clemente,NA,NA,NA,NA,33.00179614,-118.557622
iNaturalist,8,2021,Santa Catalina,NA,NA,NA,NA,33.42828747,-118.4954392
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.94845415,-118.5322166
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0257768,-118.5719494
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.871,-118.448
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.023,-118.595
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.897,-118.525
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.996787,-118.549527
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.887,-118.484
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.023,-118.595
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.873,-118.447
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.873,-118.447
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.873,-118.447
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.024,-118.59
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0214705,-118.5952141
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.9,-118.471
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.901,-118.47
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.898,-118.471
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.025,-118.574
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.001,-118.553
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0018,-118.5559
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0195,-118.573
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.028,-118.602
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.997,-118.549
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.001,-118.567
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.947,-118.535
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0214,-118.5798
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.897,-118.525
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.897,-118.525
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.873,-118.447
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.901,-118.47
iNaturalist,2,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.918764,-118.540278
iNaturalist,2,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00215185,-118.5562581
iNaturalist,2,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00220567,-118.5563442
iNaturalist,2,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.91413833,-118.4846883
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.86756434,-118.4567121
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.99835968,-118.5529099
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00235773,-118.5543435
iNaturalist,NA,NA,San Clemente,Stylommatophora,Succineidae,NA,NA,32.92108939,-118.5538596
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.98180384,-118.5290765
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.95766398,-118.586052
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.98417852,-118.5803469
iNaturalist,3,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.90968793,-118.5290257
iNaturalist,4,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.87900826,-118.4590366
iNaturalist,4,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.82132167,-118.3670717
iNaturalist,4,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00104485,-118.5584221
iNaturalist,4,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00227385,-118.5563814
iNaturalist,5,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00135187,-118.5557012
iNaturalist,6,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.88510745,-118.4902739
iNaturalist,6,2019,San Clemente,Stylommatophora,Succineidae,NA,NA,32.88510703,-118.4902386
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.97623693,-118.5530572
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.94829861,-118.5214203
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00185913,-118.556397
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.00183351,-118.5560037
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.99677485,-118.5577753
iNaturalist,1,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.99509167,-118.5574417
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.99844415,-118.5589642
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.0246585,-118.5901969
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02238333,-118.6003633
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02246413,-118.6005018
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02248232,-118.6003833
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.90056167,-118.4720767
iNaturalist,3,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.90499042,-118.4750414
iNaturalist,3,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.90504729,-118.4748601
iNaturalist,3,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.83617,-118.3798833
iNaturalist,3,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,32.83618,-118.3799133
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02238333,-118.6003639
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02248333,-118.6003806
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02250556,-118.6004722
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02250833,-118.6004694
iNaturalist,2,2020,San Clemente,Stylommatophora,Succineidae,NA,NA,33.02251111,-118.6004639
iNaturalist,6,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.97529637,-118.5494513
iNaturalist,6,2019,San Clemente,Stylommatophora,Helicidae,NA,NA,32.97280314,-118.5476816
iNaturalist,3,2019,San Clemente,NA,Vertiginidae,NA,NA,32.96845432,-118.4184582
iNaturalist,3,2019,San Clemente,NA,Vertiginidae,NA,NA,32.82850304,-118.493829
iNaturalist,4,2019,San Clemente,NA,Vertiginidae,NA,NA,32.91906229,-118.4901217
iNaturalist,4,2019,San Clemente,NA,Vertiginidae,NA,NA,32.87794026,-118.4350922
iNaturalist,3,2019,San Clemente,NA,Vertiginidae,NA,NA,32.89376932,-118.4158951
iNaturalist,3,2020,San Clemente,NA,Vertiginidae,NA,NA,32.90049981,-118.5045343
iNaturalist,6,2019,San Clemente,NA,Vertiginidae,NA,NA,32.87812778,-118.4354861
iNaturalist,7,2020,San Clemente,NA,Vertiginidae,NA,NA,32.87398667,-118.4605167
iNaturalist,7,2020,San Clemente,NA,Vertiginidae,NA,NA,32.87409667,-118.4606467
iNaturalist,9,2019,Santa Catalina,NA,Vertiginidae,NA,NA,33.45049021,-118.514048
iNaturalist,9,2019,Santa Catalina,NA,Vertiginidae,NA,NA,33.4714009,-118.5751059
iNaturalist,3,2019,Santa Barbara,NA,Vertiginidae,NA,NA,33.48109167,-119.0299083
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.87548705,-118.4823154
iNaturalist,3,2020,San Clemente,NA,Vertiginidae,NA,NA,32.89963,-118.5053467
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.84,-118.443
iNaturalist,3,2020,San Clemente,NA,Vertiginidae,NA,NA,32.90049981,-118.5045343
iNaturalist,3,2020,San Clemente,NA,Vertiginidae,NA,NA,32.90049981,-118.5045343
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.841844,-118.442482
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,33.00216532,-118.5581131
iNaturalist,3,2019,San Clemente,NA,Vertiginidae,NA,NA,32.86993833,-118.4950933
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,32.99678667,-118.5495267
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,32.868055,-118.4508333
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,33.02507667,-118.5946633
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,32.904443,-118.471232
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.870182,-118.430303
iNaturalist,2,2019,San Nicolas,NA,Vertiginidae,NA,NA,33.265025,-119.5246972
iNaturalist,11,2019,San Nicolas,NA,Vertiginidae,NA,NA,33.2454834,-119.4510269
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.81132347,-118.5915576
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.82980779,-118.4900943
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,32.80877634,-118.5049912
iNaturalist,2,2020,San Clemente,NA,Vertiginidae,NA,NA,32.90258504,-118.448436
iNaturalist,NA,NA,San Clemente,NA,Vertiginidae,NA,NA,32.86018736,-118.5768711
iNaturalist,2,2019,San Nicolas,NA,Vertiginidae,NA,NA,33.29262743,-119.5254456
iNaturalist,2,2019,San Nicolas,NA,Vertiginidae,NA,NA,33.20516761,-119.4992384
iNaturalist,2,2019,San Nicolas,NA,Vertiginidae,NA,NA,33.20558674,-119.532596
iNaturalist,1,2020,Santa Barbara,NA,Vertiginidae,NA,NA,33.48967781,-119.0077415
