source,id,observed_on_string,observed_on,time_observed_at_split,year,month,day,time_observed_at_split2,time_observed_at_split3,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_phylum_name,taxon_class_name,acceptedOrder,acceptedFamily,acceptedGenus,acceptedName
iNaturalist,37626393,Wed Jan 15 2020 12:47:01 GMT-0800 (PST),1/15/2020 0:00,1/15/2020,2020,1,15,23:47:01,300,Pacific Time (US & Canada),266196,shrike2,2020-01-16 00:09:26 +0300,2020-01-27 04:35:37 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/37626393,https://static.inaturalist.org/photos/59683633/medium.jpg?1579122573,,,,3,0,FALSE,3,"San Clemente Island Underwater Range, CA, US",San Clemente,32.99802372,-118.5549163,10,10,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,ヒメリンゴマイマイ,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37634931,Tue Jan 14 2020 08:16:36 GMT-0800 (PST),1/14/2020 0:00,1/14/2020,2020,1,14,19:16:36,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-16 04:23:38 +0300,2020-01-16 04:26:23 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37634931,https://inaturalist-open-data.s3.amazonaws.com/photos/59698409/medium.jpg?1579137868,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01727366,-118.5956546,8,8,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Corny aspersum,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37672184,Thu Jan 16 2020 10:26:16 GMT-0800 (PST),1/16/2020 0:00,1/16/2020,2020,1,16,21:26:16,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-17 07:31:52 +0300,2020-02-01 04:43:44 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37672184,https://inaturalist-open-data.s3.amazonaws.com/photos/59770857/medium.jpg?1579235519,,,,4,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.00437209,-118.5562866,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37672188,Thu Jan 16 2020 13:35:02 GMT-0800 (PST),1/16/2020 0:00,1/17/2020,2020,1,17,0:35:02,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-17 07:32:05 +0300,2020-01-27 04:35:24 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37672188,https://inaturalist-open-data.s3.amazonaws.com/photos/59770869/medium.jpg?1579235529,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01932368,-118.5834408,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37672208,Thu Jan 16 2020 13:47:32 GMT-0800 (PST),1/16/2020 0:00,1/17/2020,2020,1,17,0:47:32,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-17 07:32:44 +0300,2020-01-27 04:35:24 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37672208,https://inaturalist-open-data.s3.amazonaws.com/photos/59770975/medium.jpg?1579235651,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01877745,-118.5828287,11,11,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37672217,Thu Jan 16 2020 13:56:59 GMT-0800 (PST),1/16/2020 0:00,1/17/2020,2020,1,17,0:56:59,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-17 07:33:09 +0300,2020-01-27 04:35:22 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37672217,https://inaturalist-open-data.s3.amazonaws.com/photos/59770917/medium.jpg?1579235595,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01906859,-118.5835226,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37915318,Thu Jan 23 2020 16:41:48 GMT-0800 (PST),1/23/2020 0:00,1/24/2020,2020,1,24,3:41:48,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-24 17:13:50 +0300,2020-02-03 19:17:18 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37915318,https://inaturalist-open-data.s3.amazonaws.com/photos/60180814/medium.jpg?1579875293,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.99654568,-118.5570241,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37967947,Sat Jan 25 2020 13:02:09 GMT-0800 (PST),1/25/2020 0:00,1/26/2020,2020,1,26,0:02:09,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-26 03:26:23 +0300,2020-02-05 17:32:11 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37967947,https://inaturalist-open-data.s3.amazonaws.com/photos/60271368/medium.jpg?1579998440,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02133974,-118.5861949,7,7,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37968259,Sat Jan 25 2020 13:18:17 GMT-0800 (PST),1/25/2020 0:00,1/26/2020,2020,1,26,0:18:17,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-26 03:37:01 +0300,2020-01-27 04:34:08 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37968259,https://inaturalist-open-data.s3.amazonaws.com/photos/60271983/medium.jpg?1579999091,,,With one Micrarionta gabbi ,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02198442,-118.5856714,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37968338,Sat Jan 25 2020 13:06:13 GMT-0800 (PST),1/25/2020 0:00,1/26/2020,2020,1,26,0:06:13,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-26 03:39:29 +0300,2020-02-05 17:32:06 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37968338,https://inaturalist-open-data.s3.amazonaws.com/photos/60272075/medium.jpg?1579999197,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.0215148,-118.5855694,10,10,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37986227,Sat Jan 25 2020 12:55:48 GMT-0800 (PST),1/25/2020 0:00,1/25/2020,2020,1,25,23:55:48,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-26 17:18:24 +0300,2020-01-26 20:10:02 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37986227,https://inaturalist-open-data.s3.amazonaws.com/photos/60305092/medium.jpg?1580048366,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02087579,-118.5868809,18,18,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,37986561,Sat Jan 25 2020 12:29:44 GMT-0800 (PST),1/25/2020 0:00,1/25/2020,2020,1,25,23:29:44,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-26 17:35:29 +0300,2020-01-28 05:50:21 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/37986561,https://inaturalist-open-data.s3.amazonaws.com/photos/60305726/medium.jpg?1580049381,,,,3,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01879346,-118.5867653,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38009385,Sat Jan 25 2020 09:56:31 GMT-0800 (PST),1/25/2020 0:00,1/25/2020,2020,1,25,20:56:31,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-27 04:05:53 +0300,2020-02-03 19:16:32 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38009385,https://inaturalist-open-data.s3.amazonaws.com/photos/60345198/medium.jpg?1580134345,,,,3,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01693129,-118.6000415,10,10,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38590505,Wed Feb 12 2020 17:25:53 GMT-0800 (PST),2/12/2020 0:00,2/13/2020,2020,2,13,4:25:53,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-13 04:57:12 +0300,2020-02-14 17:10:00 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38590505,https://inaturalist-open-data.s3.amazonaws.com/photos/61352300/medium.jpg?1581559071,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.9968706,-118.5559288,24,24,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38590684,Wed Feb 12 2020 11:01:47 GMT-0800 (PST),2/12/2020 0:00,2/12/2020,2020,2,12,22:01:47,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-13 05:00:52 +0300,2020-02-14 17:09:49 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38590684,https://inaturalist-open-data.s3.amazonaws.com/photos/61352459/medium.jpg?1581559282,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01505818,-118.5848348,13,13,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38652177,Sat Feb 08 2020 08:09:52 GMT-0800 (PST),2/8/2020 0:00,2/8/2020,2020,2,8,19:09:52,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-15 03:02:21 +0300,2020-02-15 05:40:56 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38652177,https://inaturalist-open-data.s3.amazonaws.com/photos/61462074/medium.jpg?1581724950,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.01638724,-118.5796525,10,10,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38778599,Sat Feb 08 2020 13:14:31 GMT-0800 (PST),2/8/2020 0:00,2/9/2020,2020,2,9,0:14:31,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-18 04:21:08 +0300,2020-02-20 00:47:56 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38778599,https://inaturalist-open-data.s3.amazonaws.com/photos/61685136/medium.jpg?1581988890,,,With Xerarionta,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.023936,-118.568223,111,111,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38869463,Wed Feb 19 2020 10:24:08 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,21:24:08,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-20 04:45:06 +0300,2020-02-20 07:27:27 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38869463,https://inaturalist-open-data.s3.amazonaws.com/photos/61810592/medium.jpg?1582163180,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02540379,-118.5857019,13,13,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38869495,Wed Feb 19 2020 10:27:36 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,21:27:36,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-20 04:46:54 +0300,2020-02-20 13:44:04 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38869495,https://inaturalist-open-data.s3.amazonaws.com/photos/61810734/medium.jpg?1582163393,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02530041,-118.5856546,12,12,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38869821,Wed Feb 19 2020 10:51:19 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,21:51:19,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-20 05:02:27 +0300,2020-02-20 07:26:15 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38869821,https://inaturalist-open-data.s3.amazonaws.com/photos/61811310/medium.jpg?1582164229,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02527359,-118.586365,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,38870428,Wed Feb 19 2020 10:48:27 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,21:48:27,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-20 05:26:04 +0300,2020-02-20 07:18:42 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/38870428,https://inaturalist-open-data.s3.amazonaws.com/photos/61812493/medium.jpg?1582165578,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02547982,-118.5859835,12,12,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,39071104,Wed Feb 19 2020 11:20:47 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,22:20:47,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-23 05:41:30 +0300,2020-02-23 05:59:22 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/39071104,https://inaturalist-open-data.s3.amazonaws.com/photos/61996402/medium.jpg?1582425758,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02521433,-118.5870285,26,26,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,39071502,Wed Feb 19 2020 11:16:29 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,22:16:29,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-23 05:52:55 +0300,2020-02-23 05:58:14 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/39071502,https://inaturalist-open-data.s3.amazonaws.com/photos/61997188/medium.jpg?1582426407,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02518461,-118.5865472,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,39227029,Wed Feb 19 2020 09:47:29 GMT-0800 (PST),2/19/2020 0:00,2/19/2020,2020,2,19,20:47:29,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-26 04:15:36 +0300,2020-02-26 04:54:48 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/39227029,https://inaturalist-open-data.s3.amazonaws.com/photos/62206940/medium.jpg?1582679762,,,,1,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.02722619,-118.58467,9,9,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,39973388,Wed Mar 11 2020 07:59:21 GMT-0700 (PDT),3/11/2020 0:00,3/11/2020,2020,3,11,17:59:21,300,Pacific Time (US & Canada),2107152,joseph398,2020-03-14 19:29:38 +0300,2020-03-15 02:00:56 +0300,research,,https://www.inaturalist.org/observations/39973388,https://static.inaturalist.org/photos/63475770/medium.jpg?1584203399,,,,1,0,FALSE,3,"San Clemente Island Underwater Range, CA, US",San Clemente,33.01664445,-118.5965367,16,16,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,40675905,2020/02/19 12:59 PM PST,2/19/2020 0:00,2/19/2020,2020,2,19,23:59:00,300,Pacific Time (US & Canada),266196,shrike2,2020-03-25 05:55:16 +0300,2020-03-25 07:24:42 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/40675905,https://static.inaturalist.org/photos/64478614/medium.jpeg?1585104775,,,,1,0,FALSE,,"Los Angeles, California, United States",San Clemente,33.02758889,-118.5823278,5,5,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,40675906,2020/02/19 1:10 PM PST,2/19/2020 0:00,2/20/2020,2020,2,20,0:10:00,300,Pacific Time (US & Canada),266196,shrike2,2020-03-25 05:55:16 +0300,2020-03-25 07:24:53 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/40675906,https://static.inaturalist.org/photos/64478622/medium.jpg?1585104780,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,33.02765556,-118.5844722,5,5,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,40676012,2020/02/19 10:33 AM PST,2/19/2020 0:00,2/19/2020,2020,2,19,21:33:00,300,Pacific Time (US & Canada),266196,shrike2,2020-03-25 05:58:06 +0300,2020-03-28 23:05:20 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/40676012,https://static.inaturalist.org/photos/64478902/medium.jpeg?1585105021,,,,2,0,FALSE,,"Los Angeles, California, United States",San Clemente,33.02809167,-118.5846417,10,10,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,41779191,2019/06/24 6:44 AM PDT,6/24/2019 0:00,6/24/2019,2019,6,24,16:44:00,300,Pacific Time (US & Canada),173183,serpophaga,2020-04-09 22:38:09 +0300,2020-04-25 07:00:06 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/41779191,https://inaturalist-open-data.s3.amazonaws.com/photos/66288462/medium.jpeg?1586460869,,,,4,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.99701944,-118.5562361,30,30,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,74213312,Fri Apr 16 2021 13:05:26 GMT-0700 (PDT),4/16/2021 0:00,4/16/2021,2021,4,16,23:05:26,300,Pacific Time (US & Canada),246499,sulavanderplank,2021-04-17 08:54:40 +0300,2021-04-18 03:33:22 +0300,research,CC-BY,https://www.inaturalist.org/observations/74213312,https://inaturalist-open-data.s3.amazonaws.com/photos/121268283/medium.jpg?1618638884,,,,2,0,FALSE,3,"San Clemente Island Underwater Range, CA, US",San Clemente,33.02773617,-118.583755,4,4,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Gefleckte Weinbergschnecke,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,913653,Sat Oct 04 2014 12:52:48 GMT-0700 (PDT),10/4/2014 0:00,10/4/2014,2014,10,4,23:52:48,400,Pacific Time (US & Canada),32423,pkleeman,2014-10-08 07:58:35 +0400,2019-10-20 01:17:43 +0300,research,CC-BY-NC,http://www.inaturalist.org/observations/913653,https://inaturalist-open-data.s3.amazonaws.com/photos/1165606/medium.jpg?1412740873,,,,3,0,FALSE,3,"San Nicolas Naval Facility, Channel Is Air Guard Station, CA, US",San Nicolas,33.25832,-119.5207967,,,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,19684317,2012/10/13 1:38 PM MST,10/13/2012 0:00,10/13/2012,2012,10,13,23:38:00,400,Mountain Time (US & Canada),19215,tsirtalis,2019-01-17 03:49:29 +0300,2019-11-05 12:49:30 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19684317,https://static.inaturalist.org/photos/30318367/medium.jpeg?1547683972,,,,2,0,FALSE,,"Ventura County, CA, USA",San Nicolas,33.27858667,-119.5245183,,,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,19684325,2012/10/13 2:07 PM MST,10/13/2012 0:00,10/14/2012,2012,10,14,0:07:00,400,Mountain Time (US & Canada),19215,tsirtalis,2019-01-17 03:49:36 +0300,2019-01-19 23:34:57 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19684325,https://static.inaturalist.org/photos/30318723/medium.jpeg?1547684568,,,,1,0,FALSE,,"Ventura County, CA, USA",San Nicolas,33.27969,-119.5225017,,,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,20859002,2019/02/28 10:29 AM PST,2/28/2019 0:00,2/28/2019,2019,2,28,21:29:00,300,Pacific Time (US & Canada),173183,serpophaga,2019-03-01 23:25:02 +0300,2019-08-14 04:57:43 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/20859002,https://inaturalist-open-data.s3.amazonaws.com/photos/32180184/medium.jpg?1551471876,,,,4,0,FALSE,,"Ventura, California, United States",San Nicolas,33.25754167,-119.5476222,5,5,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,26984576,2019-06-12 4:38:19 PM PDT,6/12/2019 0:00,6/13/2019,2019,6,13,2:38:19,300,Pacific Time (US & Canada),34488,pileated,2019-06-14 23:53:33 +0300,2021-02-11 06:31:56 +0300,research,CC-BY,https://www.inaturalist.org/observations/26984576,https://inaturalist-open-data.s3.amazonaws.com/photos/41938479/medium.jpeg?1560545616,,,,4,0,FALSE,2,"San Nicolas Island, California 93042, USA",San Nicolas,33.25756073,-119.5484695,,,,,FALSE,gps,gps,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,26984996,2019-06-12 1:44:29 PM PDT,6/12/2019 0:00,6/12/2019,2019,6,12,23:44:29,300,Pacific Time (US & Canada),34488,pileated,2019-06-15 00:01:45 +0300,2021-02-11 06:33:00 +0300,research,CC-BY,https://www.inaturalist.org/observations/26984996,https://inaturalist-open-data.s3.amazonaws.com/photos/41939214/medium.jpg?1560546107,,,,2,0,FALSE,2,"San Nicolas Island, California 93042, USA",San Nicolas,33.26055908,-119.5527191,,,,,FALSE,gps,gps,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,26985324,2019-06-12 12:22:01 PM PDT,6/12/2019 0:00,6/12/2019,2019,6,12,22:22:01,300,Pacific Time (US & Canada),34488,pileated,2019-06-15 00:07:02 +0300,2021-02-11 06:33:36 +0300,research,CC-BY,https://www.inaturalist.org/observations/26985324,https://inaturalist-open-data.s3.amazonaws.com/photos/41939643/medium.jpeg?1560546428,,,,5,0,FALSE,2,"San Nicolas Island, California 93042, USA",San Nicolas,33.26081467,-119.5536652,,,,,FALSE,gps,gps,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,62076197,2011/02/07 12:40 PM PST,2/7/2011 0:00,2/7/2011,2011,2,7,23:40:00,300,Pacific Time (US & Canada),14811,snakeinmypocket,2020-10-09 03:20:25 +0300,2020-10-17 02:13:17 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/62076197,https://inaturalist-open-data.s3.amazonaws.com/photos/99377507/medium.jpg?1602186239,,,,1,0,FALSE,,"Ventura County, CA, USA",San Nicolas,33.24256261,-119.4912103,4,4,,,FALSE,,,,Ventura,California,United States,California,Ventura,Caracol europeo de jardín,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,71010950,2018/01/29 11:01 AM PST,1/29/2018 0:00,1/29/2018,2018,1,29,22:01:00,300,Pacific Time (US & Canada),173183,serpophaga,2021-03-11 21:15:37 +0300,2021-03-12 19:53:11 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/71010950,https://inaturalist-open-data.s3.amazonaws.com/photos/115543066/medium.jpeg?1615486280,,,,3,0,FALSE,,"Ventura County, CA, USA",San Nicolas,33.27920278,-119.5438222,10,10,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
iNaturalist,86817817,Sat Jul 10 2021 15:19:50 GMT-0700 (PDT),7/10/2021 0:00,7/11/2021,2021,7,11,1:19:50,300,Pacific Time (US & Canada),2442991,amykhenry,2021-07-13 07:54:59 +0300,2021-07-14 16:28:49 +0300,research,,https://www.inaturalist.org/observations/86817817,https://static.inaturalist.org/photos/143090592/medium.jpg?1626152108,,,,3,0,FALSE,3,"San Nicolas Naval Facility, CA, US",San Nicolas,33.26969162,-119.518405,4318,4318,,,FALSE,,,,Ventura,California,United States,California,Ventura,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298,Mollusca,Gastropoda,Stylommatophora,Helicidae,,
