"","id","observed_o","month","year","observed_1","time_obser","time_zone","user_id","user_login","created_at","updated_at","quality_gr","license","url","image_url","sound_url","tag_list","descriptio","num_identi","num_iden_1","captive_cu","oauth_appl","place_gues","island","latitude","longitude","positional","public_pos","geoprivacy","taxon_geop","coordinate","positionin","position_1","place_coun","place_stat","place_co_1","species_gu","scientificName","common_nam","iconic_tax","taxon_id","taxon_orde","taxon_fami","taxon_genu","taxon_spec","taxon_subs","order","acceptedFamily","acceptedGenus","acceptedName"
"36",6319134,"2017/05/18 11:13 PM PDT",5,2017,"5/18/2017 0:00","2017-05-19 06:13:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-22 16:07:33 UTC","2017-07-08 03:59:04 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6319134","https://inaturalist-open-data.s3.amazonaws.com/photos/7958278/medium.jpeg?1495469214","https://static.inaturalist.org/sounds/14118.m4a?1502951153","sound",,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.02173308,-119.870654,8,8,,,FALSE,,,"Santa Barbara","California","United States","Aglaothorax morsei santacruzae","Aglaothorax morsei santacruzae",,"Insecta",470077,"Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei","Aglaothorax morsei santacruzae","Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei santacruzae"
"37",6361630,"2017/05/24 10:48 AM PDT",5,2017,"5/24/2017 0:00","2017-05-24 17:48:00 UTC","Pacific Time (US & Canada)",223005,"dlbowls","2017-05-25 22:37:10 UTC","2018-11-14 07:19:58 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/6361630","https://inaturalist-open-data.s3.amazonaws.com/photos/8023173/medium.jpg?1495750204",,,"Nymph",2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.04679242,-119.5668054,104,104,,,FALSE,,,"Santa Barbara","California","United States","Scudder's Bush Katydids","Scudderia mexicana","Mexican Bush Katydid","Insecta",153211,"Orthoptera","Tettigoniidae","Scudderia","Scudderia mexicana",,"Orthoptera","Tettigoniidae","Scudderia","Scudderia mexicana"
"38",6364869,"2017/05/20 12:22 PM PDT",5,2017,"5/20/2017 0:00","2017-05-20 19:22:00 UTC","Pacific Time (US & Canada)",317669,"alex_bairstow","2017-05-26 03:32:54 UTC","2017-07-12 03:42:11 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/6364869","https://inaturalist-open-data.s3.amazonaws.com/photos/8027229/medium.jpeg?1495763320",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.01924319,-119.6787634,8,8,,,FALSE,,,"Santa Barbara","California","United States","Scudder's Bush Katydids","Scudderia","Scudder's Bush Katydids","Insecta",55958,"Orthoptera","Tettigoniidae","Scudderia",,,"Orthoptera","Tettigoniidae","Scudderia",
"39",6364893,"2017/05/20 1:33 PM PDT",5,2017,"5/20/2017 0:00","2017-05-20 20:33:00 UTC","Pacific Time (US & Canada)",317669,"alex_bairstow","2017-05-26 03:33:03 UTC","2017-06-13 03:28:24 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6364893","https://inaturalist-open-data.s3.amazonaws.com/photos/8027285/medium.jpeg?1495763447",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.01839395,-119.683173,8,8,,,FALSE,,,"Santa Barbara","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"40",6372681,"2017/05/18 2:27 PM PDT",5,2017,"5/18/2017 0:00","2017-05-18 21:27:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-26 21:53:16 UTC","2017-07-04 06:00:22 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6372681","https://inaturalist-open-data.s3.amazonaws.com/photos/8040214/medium.jpeg?1495832347",,,,1,0,FALSE,,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States","Santa Cruz",33.98662833,-119.7396067,,,,,FALSE,,,"Santa Barbara","California","United States","Caerulean-winged Grasshopper","Trimerotropis pseudofasciata","Caerulean-winged Grasshopper","Insecta",194285,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pseudofasciata",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pseudofasciata"
"41",6373117,"2017/05/18 3:01 PM PDT",5,2017,"5/18/2017 0:00","2017-05-18 22:01:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-26 22:31:17 UTC","2017-07-04 05:58:20 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6373117","https://inaturalist-open-data.s3.amazonaws.com/photos/8042336/medium.jpeg?1495839970",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",33.98476667,-119.7380467,,,,,FALSE,,,"Santa Barbara","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"42",6374588,"2017/05/18 3:39 PM PDT",5,2017,"5/18/2017 0:00","2017-05-18 22:39:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-27 00:45:27 UTC","2021-05-07 21:16:39 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6374588","https://inaturalist-open-data.s3.amazonaws.com/photos/8044129/medium.jpeg?1495845624",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.00055333,-119.7525217,,,,,FALSE,,,"Santa Barbara","California","United States","Morsea islandica","Morsea islandica","Island Monkey Grasshopper","Insecta",225283,"Orthoptera","Eumastacidae","Morsea","Morsea islandica",,"Orthoptera","Eumastacidae","Morsea","Morsea islandica"
"43",6374905,"2017/05/18 4:13 PM PDT",5,2017,"5/18/2017 0:00","2017-05-18 23:13:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-27 01:18:27 UTC","2021-05-14 02:18:46 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/6374905","https://inaturalist-open-data.s3.amazonaws.com/photos/8044515/medium.jpeg?1495847349",,,,0,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",33.99484167,-119.7158933,,,,,FALSE,,,"Santa Barbara","California","United States","Graceful Grasshopper","Chloealtis gracilis","Graceful Grasshopper","Insecta",216780,"Orthoptera","Acrididae","Chloealtis","Chloealtis gracilis",,"Orthoptera","Acrididae","Chloealtis","Chloealtis gracilis"
"44",6382892,"2017/05/19 6:30 AM PDT",5,2017,"5/19/2017 0:00","2017-05-19 13:30:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2017-05-27 19:14:25 UTC","2021-05-07 00:18:20 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6382892","https://inaturalist-open-data.s3.amazonaws.com/photos/8057075/medium.jpeg?1495910315",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.0222355,-119.8713326,90,90,,,FALSE,,,"Santa Barbara","California","United States","Scudder's Bush Katydids","Scudderia","Scudder's Bush Katydids","Insecta",55958,"Orthoptera","Tettigoniidae","Scudderia",,,"Orthoptera","Tettigoniidae","Scudderia",
"45",6386398,"Thu May 25 2017 10:35:02 GMT-0700 (PDT)",5,2017,"5/25/2017 0:00","2017-05-25 17:35:02 UTC","Pacific Time (US & Canada)",380092,"willie7","2017-05-27 22:46:25 UTC","2017-08-16 03:13:25 UTC","needs_id",,"https://www.inaturalist.org/observations/6386398","https://static.inaturalist.org/photos/8063319/medium.jpg?1495928076",,,,2,0,FALSE,3,"Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.39314167,-118.39418,,,,,FALSE,,,"Los Angeles","California","United States","Bird Grasshoppers","Schistocerca","Bird Grasshoppers","Insecta",52159,"Orthoptera","Acrididae","Schistocerca",,,"Orthoptera","Acrididae","Schistocerca",
"46",6464905,"4/22/2012 17:40",4,2012,"4/22/2012 0:00","2012-04-23 00:40:16 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2017-06-02 06:55:15 UTC","2021-05-07 21:16:27 UTC","research",,"https://www.inaturalist.org/observations/6464905","https://static.inaturalist.org/photos/8173727/medium.jpg?1496390690",,"Acrididae, Arthropod, Arthropoda, Bird Grasshopper, CA, Caelifera, California, Channel Islands, Cyrtacanthacridinae, Grasshopper, Gray Bird Grasshopper, Insect, Insecta, Orthoptera, Santa Barbara County, Santa Cruz Island, Schistocerca, Schistocerca nitens, Short-horned Grasshopper, female, nitens, Gray Bird Grasshopper (Schistocerca nitens)","Female gray bird grasshopper from Santa Cruz Island, California",2,0,FALSE,,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US","Santa Cruz",33.997778,-119.724167,,,,,FALSE,,,"Santa Barbara","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"47",6503069,"8/17/2014 13:27",8,2014,"8/17/2014 0:00","2014-08-17 20:27:07 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2017-06-05 03:04:23 UTC","2017-06-05 03:17:11 UTC","needs_id",,"https://www.inaturalist.org/observations/6503069","https://static.inaturalist.org/photos/8231598/medium.jpg?1496631868",,"Acrididae, Arthropod, Arthropoda, CA, Caelifera, California, Channel Islands, Grasshopper, Grayish Sagebrush Grasshopper, Insect, Insecta, Melanoplinae, Melanoplini, Melanoplus, Melanoplus cinereus, Melanoplus cinereus cyanipes, Orthoptera, Santa Barbara County, Santa Cruz Island, Short-horned Grasshopper, Spur-throated Grasshopper, cinereus, cyanipes, female, Grayish Sagebrush Grasshopper (Melanoplus cinereus cyanipes) - Female","Santa Cruz Island, Santa Barbara County, California",0,0,FALSE,,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US","Santa Cruz",33.997778,-119.726111,,,,,FALSE,,,"Santa Barbara","California","United States","Melanoplus cinereus cyanipes","Melanoplus cinereus cyanipes",,"Insecta",121231,"Orthoptera","Acrididae","Melanoplus","Melanoplus cinereus","Melanoplus cinereus cyanipes","Orthoptera","Acrididae","Melanoplus","Melanoplus cinereus cyanipes"
"48",6617502,"2017-06-12 12:11:36 PM PDT",6,2017,"6/12/2017 0:00","2017-06-12 19:11:36 UTC","Pacific Time (US & Canada)",392423,"bjdion","2017-06-13 03:04:13 UTC","2017-10-15 22:42:06 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/6617502","https://inaturalist-open-data.s3.amazonaws.com/photos/8405586/medium.jpeg?1497323161",,,,1,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.36438884,-118.4647021,22,22,,,FALSE,"gps","gps","Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"49",6934967,"2017-06-15 2:35:21 PM PDT",6,2017,"6/15/2017 0:00","2017-06-15 21:35:21 UTC","Pacific Time (US & Canada)",75776,"upandadam","2017-07-05 21:43:20 UTC","2020-04-10 00:23:03 UTC","needs_id",,"https://www.inaturalist.org/observations/6934967","https://static.inaturalist.org/photos/8860550/medium.jpeg?1499291008",,,,3,1,FALSE,2,"Santa Barbara-Santa Maria-Goleta, CA CA","San Miguel",34.04372406,-120.336441,,,,,FALSE,"gps","gps","Santa Barbara","California","United States","Ceuthophilus","Ceuthophilus",,"Insecta",61439,"Orthoptera","Rhaphidophoridae","Ceuthophilus",,,"Orthoptera","Rhaphidophoridae","Ceuthophilus",
"50",7556513,"Fri Aug 11 2017 17:38:15 GMT-0400 (EDT)",8,2017,"8/11/2017 0:00","2017-08-11 21:38:15 UTC","Eastern Time (US & Canada)",486788,"earlyelliott","2017-08-19 16:28:49 UTC","2017-08-20 02:01:06 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/7556513","https://inaturalist-open-data.s3.amazonaws.com/photos/9863933/medium.jpg?1503160151",,,,3,0,FALSE,3,"Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.32860738,-118.3433026,9,9,,,FALSE,,,"Los Angeles","California","United States","Band-winged Grasshoppers","Oedipodinae","Bandwing Grasshoppers","Insecta",129164,"Orthoptera","Acrididae",,,,"Orthoptera","Acrididae",,
"51",8380386,"10/5/2017 18:13",10,2017,"10/5/2017 0:00","2017-10-06 01:13:36 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2017-10-13 02:48:02 UTC","2017-11-04 04:42:43 UTC","needs_id",,"https://www.inaturalist.org/observations/8380386","https://static.inaturalist.org/photos/11145379/medium.jpg?1507862879",,"Acrididae, Arthropod, Arthropoda, Band-winged Grasshopper, CA, Caelifera, California, Grasshopper, Insect, Insecta, Oedipodinae, Orthoptera, Santa Barbara County, Short-horned Grasshopper, Trimerotropini, Trimerotropis, Trimerotropis santabarbara, loc_no_one, male, santabarbara, vis_everyone, Trimerotropis santabarbara - Male","Santa Barbara County, California",0,0,FALSE,,"California, US","Santa Barbara",33.40186853,-119.1964999,,28943,"obscured",,TRUE,,,"Santa Barbara","California","United States","Trimerotropis santabarbara","Trimerotropis santabarbara",,"Insecta",232979,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis santabarbara",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis santabarbara"
"52",8409336,"2017/10/14 11:34 AM PDT",10,2017,"10/14/2017 0:00","2017-10-14 18:34:00 UTC","Pacific Time (US & Canada)",16101,"dpom","2017-10-15 04:48:23 UTC","2017-11-18 03:25:42 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/8409336","https://inaturalist-open-data.s3.amazonaws.com/photos/11191335/medium.jpg?1508042147",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.01890333,-119.68348,,,,,FALSE,,,"Santa Barbara","California","United States","Scudder's Bush Katydids","Scudderia","Scudder's Bush Katydids","Insecta",55958,"Orthoptera","Tettigoniidae","Scudderia",,,"Orthoptera","Tettigoniidae","Scudderia",
"53",8520915,"2017/10/21 10:48 AM PDT",10,2017,"10/21/2017 0:00","2017-10-21 17:48:00 UTC","Pacific Time (US & Canada)",210826,"jmaley","2017-10-23 17:32:04 UTC","2017-10-25 05:29:50 UTC","research","CC-BY","https://www.inaturalist.org/observations/8520915","https://inaturalist-open-data.s3.amazonaws.com/photos/11375506/medium.jpg?1508779197",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.01685,-119.683835,,,,,FALSE,,,"Santa Barbara","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"54",8572449,"10/6/2012 17:18",10,2012,"10/6/2012 0:00","2012-10-07 00:18:26 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2017-10-27 04:12:53 UTC","2021-05-17 22:13:33 UTC","research",,"https://www.inaturalist.org/observations/8572449","https://static.inaturalist.org/photos/11452478/medium.jpg?1509077545",,"Anostostomatidae, Arthropod, Arthropoda, CA, California, Channel Islands, Cnemotettix, Cnemotettix caudulus, Ensifera, Insect, Insecta, Long-horned Orthoptera, Orthoptera, Santa Barbara County, Santa Cruz Island, Silk-spinning Cricket, Tettigoniidea, caudulus, loc_public, vis_everyone, Silk-spinning Cricket (Cnemotettix caudulus)","Santa Cruz Island, Santa Barbara County, California",2,0,FALSE,,"California, United States","Santa Cruz",33.997752,-119.72733,,,,,FALSE,,,"Santa Barbara","California","United States","Cnemotettix caudulus","Cnemotettix caudulus",,"Insecta",503116,"Orthoptera","Anostostomatidae","Cnemotettix","Cnemotettix caudulus",,"Orthoptera","Anostostomatidae","Cnemotettix","Cnemotettix caudulus"
"55",8670812,"2017-11-02 2:12:55 PM PDT",11,2017,"11/2/2017 0:00","2017-11-02 21:12:55 UTC","Pacific Time (US & Canada)",392423,"bjdion","2017-11-03 23:36:02 UTC","2021-05-08 00:26:46 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/8670812","https://inaturalist-open-data.s3.amazonaws.com/photos/11615983/medium.jpeg?1509752169",,,,2,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.43952641,-118.5528071,7,7,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"56",9430690,"Wed Jan 10 2018 08:43:20 GMT-0800 (PST)",1,2018,"1/10/2018 0:00","2018-01-10 16:43:20 UTC","Pacific Time (US & Canada)",280979,"emshaph","2018-01-10 16:55:52 UTC","2018-01-13 04:28:56 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/9430690","https://inaturalist-open-data.s3.amazonaws.com/photos/12818396/medium.jpg?1515603437",,,,1,0,FALSE,3,"1–99 Cove Rd, Avalon, CA, US","Santa Catalina",33.46838391,-118.5318059,22,22,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"57",10122079,"4/23/2012 18:38",4,2012,"4/23/2012 0:00","2012-04-24 01:38:49 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2018-03-07 04:00:55 UTC","2021-05-07 21:15:56 UTC","needs_id",,"https://www.inaturalist.org/observations/10122079","https://static.inaturalist.org/photos/13956745/medium.jpg?1520395233",,"Arthropod, Arthropoda, CA, California, Channel Islands, Ensifera, Insect, Insecta, JC, Jerusalem Cricket, Long-horned Orthoptera, Orthoptera, Santa Barbara County, Santa Cruz Island, Stenopelmatidae, Stenopelmatus, Tettigoniidea, loc_public, potato bug, vis_everyone, Jerusalem Cricket (Stenopelmatus sp.)","Jerusalem cricket nymph from Santa Cruz Island, California.",1,0,FALSE,,"California, United States","Santa Cruz",33.997413,-119.717416,,,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"58",10122083,"4/23/2012 18:26",4,2012,"4/23/2012 0:00","2012-04-24 01:26:40 UTC","Pacific Time (US & Canada)",2616,"alice_abela","2018-03-07 04:01:06 UTC","2021-05-07 21:15:50 UTC","needs_id",,"https://www.inaturalist.org/observations/10122083","https://static.inaturalist.org/photos/13956750/medium.jpg?1520395239",,"Arthropod, Arthropoda, CA, California, Channel Islands, Ensifera, Insect, Insecta, JC, Jerusalem Cricket, Long-horned Orthoptera, Orthoptera, Santa Barbara County, Santa Cruz Island, Stenopelmatidae, Stenopelmatus, Tettigoniidea, loc_public, potato bug, vis_everyone, Jerusalem Cricket (Stenopelmatus sp.)","Jerusalem cricket nymph from Santa Cruz Island, California.",2,0,FALSE,,"California, United States","Santa Cruz",33.997413,-119.717416,,,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"59",10132812,"2018-03-06 1:32:47 PM PST",3,2018,"3/6/2018 0:00","2018-03-06 21:32:47 UTC","Pacific Time (US & Canada)",392423,"bjdion","2018-03-08 00:33:49 UTC","2021-02-13 23:49:51 UTC","needs_id","CC-BY-NC-SA","https://www.inaturalist.org/observations/10132812","https://inaturalist-open-data.s3.amazonaws.com/photos/13975796/medium.jpeg?1520469235",,,,1,0,FALSE,2,"Cape Canyon Trail, Avalon, CA 90704, USA","Santa Catalina",33.38715866,-118.4074436,7,7,,,FALSE,,,"Los Angeles","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"60",10242913,"Wed Mar 14 2018 17:08:18 GMT-0700 (PDT)",3,2018,"3/14/2018 0:00","2018-03-15 00:08:18 UTC","Pacific Time (US & Canada)",819,"rebeccafay","2018-03-15 06:22:41 UTC","2018-03-16 02:36:41 UTC","needs_id","CC0","https://www.inaturalist.org/observations/10242913","https://inaturalist-open-data.s3.amazonaws.com/photos/14165302/medium.jpg?1521094979",,,,2,0,FALSE,3,"Santa Catalina Island, , CA, US","Santa Catalina",33.44629667,-118.4808417,10,10,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"61",10440914,"2018/03/23 4:50 PM PDT",3,2018,"3/23/2018 0:00","2018-03-23 23:50:00 UTC","Pacific Time (US & Canada)",220795,"neontetraploid","2018-03-27 00:35:08 UTC","2018-12-04 03:27:21 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/10440914",,"https://static.inaturalist.org/sounds/18796.mp3?1522110908",,"Habitat: chaparral",1,0,FALSE,,"Los Angeles County, CA, USA","Santa Catalina",33.44450604,-118.4818039,100,100,,,FALSE,,,"Los Angeles","California","United States","Variable Field Cricket","Gryllus lineaticeps","Variable Field Cricket","Insecta",322927,"Orthoptera","Gryllidae","Gryllus","Gryllus lineaticeps",,"Orthoptera","Gryllidae","Gryllus","Gryllus lineaticeps"
"62",10560100,"2018-03-31 9:55:49 AM PDT",3,2018,"3/31/2018 0:00","2018-03-31 16:55:49 UTC","Pacific Time (US & Canada)",75776,"upandadam","2018-04-02 01:20:38 UTC","2021-05-07 21:15:39 UTC","needs_id",,"https://www.inaturalist.org/observations/10560100","https://static.inaturalist.org/photos/14710785/medium.jpg?1522632039",,,,3,0,FALSE,2,"Ventura, CA 93001, USA","Santa Cruz",33.99300766,-119.7149353,,,,,FALSE,"gps","gps","Santa Barbara","California","United States","Dark Jerusalem Cricket","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"63",10582597,"Sat Jan 14 2017 12:24:26 GMT-0800 (PST)",1,2017,"1/14/2017 0:00","2017-01-14 20:24:26 UTC","Pacific Time (US & Canada)",17,"tlim","2018-04-03 00:51:08 UTC","2021-05-07 21:15:22 UTC","research",,"https://www.inaturalist.org/observations/10582597","https://static.inaturalist.org/photos/29922927/medium.jpeg?1546724637",,,,2,0,FALSE,3,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US","Santa Cruz",34.0489695,-119.5634383,,,,,FALSE,,,"Santa Barbara","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"64",10630896,"2018-04-03 6:22:22 PM PDT",4,2018,"4/3/2018 0:00","2018-04-04 01:22:22 UTC","Pacific Time (US & Canada)",75776,"upandadam","2018-04-05 05:10:06 UTC","2018-04-09 04:34:15 UTC","research",,"https://www.inaturalist.org/observations/10630896","https://static.inaturalist.org/photos/14830786/medium.jpg?1522905007",,,,1,0,FALSE,2,"Unnamed Road, Ventura, CA 93001, USA","Santa Cruz",33.99698257,-119.7261734,,,,,FALSE,"gps","gps","Santa Barbara","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"65",10762495,"Tue Apr 10 2018 12:14:05 GMT-0700 (PDT)",4,2018,"4/10/2018 0:00","2018-04-10 19:14:05 UTC","Pacific Time (US & Canada)",266196,"shrike2","2018-04-10 23:02:14 UTC","2021-05-08 00:26:22 UTC","research","CC-BY-NC-ND","https://www.inaturalist.org/observations/10762495","https://inaturalist-open-data.s3.amazonaws.com/photos/15048478/medium.jpg?1523401369",,,,3,0,FALSE,3,"Los Angeles County, US-CA, US","San Clemente",32.99599267,-118.5523125,,,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"66",11188423,"Wed Apr 18 2018 11:44:08 GMT-0700 (PDT)",4,2018,"4/18/2018 0:00","2018-04-18 18:44:08 UTC","Pacific Time (US & Canada)",266196,"shrike2","2018-04-20 00:05:31 UTC","2021-05-08 00:26:14 UTC","research","CC-BY-NC-ND","https://www.inaturalist.org/observations/11188423","https://inaturalist-open-data.s3.amazonaws.com/photos/15854176/medium.jpg?1524182765",,,,2,0,FALSE,3,"Los Angeles County, US-CA, US","San Clemente",32.87915978,-118.4393851,5,5,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"67",11323725,"2018-04-22 9:40:36 AM PDT",4,2018,"4/22/2018 0:00","2018-04-22 16:40:36 UTC","Pacific Time (US & Canada)",725443,"jujuba","2018-04-22 16:42:29 UTC","2021-05-08 00:26:09 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/11323725","https://static.inaturalist.org/photos/16123449/medium.jpeg?1524415354",,,,2,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.34346008,-118.3296127,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"68",11329854,"2018/04/21 12:17 AM PDT",4,2018,"4/21/2018 0:00","2018-04-21 07:17:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2018-04-22 18:59:16 UTC","2021-05-07 21:14:59 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/11329854","https://inaturalist-open-data.s3.amazonaws.com/photos/16134051/medium.jpeg?1524423549",,,,3,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",33.99455,-119.711885,,,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
