,acceptedName...1,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,scientificName,acceptedName...17,taxonID,scientif_1,genus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparation,country,stateProvi,county,municipali,ISLAND,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references,order,acceptedFamily,acceptedGenus,acceptedName
29,"Melanoplus devastator Scudder, 1878",1558592,ANSP,ORTH,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,9c6cf1d9-92f6-472d-a869-4895b70c62ca,ANSP-ENT-60907,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus devastator,"Melanoplus devastator Scudder, 1878",268759,"Scudder, 1878",Melanoplus,devastator,,,ANSP Orthopterist,,,,,0,,,0,8/7/1907,1907,8,7,219,,"VIII, 7 '07",,,0,,,,,,,Adult,Male,1,,,Pinned specimen,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.383361,-118.417576,WGS84,20245,,,,GeoLocate,,,0,0,,,,,,,spellecchias,7/11/2019 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0e5d5d5c-ad7b-4130-a025-6029cfb84614,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558592,Orthoptera,Acrididae,Melanoplus,Melanoplus devastator
30,"Melanoplus devastator Scudder, 1878",1558591,ANSP,ORTH,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,b645e36b-983a-42cb-b49f-f1d02e53f724,ANSP-ENT-60906,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus devastator,"Melanoplus devastator Scudder, 1878",268759,"Scudder, 1878",Melanoplus,devastator,,,ANSP Orthopterist,,,,,0,,,0,8/4/1907,1907,8,4,216,,"VIII, 4 '07",,,0,,,,,,,Adult,Male,1,,,Pinned specimen,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.383361,-118.417576,WGS84,20245,,,,GeoLocate,,,0,0,,,,,,,spellecchias,7/11/2019 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8a147911-a98c-4a47-a0c9-91a4b5e80e43,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558591,Orthoptera,Acrididae,Melanoplus,Melanoplus devastator
31,"Melanoplus devastator Scudder, 1878",1558590,ANSP,ORTH,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,db99bb8f-3d86-41c8-a333-b3cce3381620,ANSP-ENT-60905,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus devastator,"Melanoplus devastator Scudder, 1878",268759,"Scudder, 1878",Melanoplus,devastator,,,ANSP Orthopterist,,,,,0,,,0,8/3/1907,1907,8,3,215,,"VIII, 3 '07",,,0,,,,,,,Adult,Male,1,,,Pinned specimen,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.383361,-118.417576,WGS84,20245,,,,GeoLocate,,,0,0,,,,,,,spellecchias,7/11/2019 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e2b15e91-dc15-45bc-8e4d-b82013bcf422,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558590,Orthoptera,Acrididae,Melanoplus,Melanoplus devastator
32,"Paropomala Scudder, 1899",1574994,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,f7c269fb-2e92-42f0-95aa-1782daeed8cb,UCSB-IZC00015458,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Paropomala,"Paropomala Scudder, 1899",65720,"Scudder, 1899",Paropomala,,,,Rachel Behm,2017,,,,0,,,0,1974-05-00,1974,5,0,0,,May-74,,,0,,,,,,,,,1,,,Pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,nuzha_baksh,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c5113d6a-aaa3-4a1b-a62c-08b72e32753e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574994,Orthoptera,Acrididae,Paropomala,
33,"Trimerotropis fontana Thomas, 1876",1558589,UMMZ,ummzi,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,f6f37ddf-1385-4577-8c05-6520dd4c915f,UMMZI-00168150,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis fontana,"Trimerotropis fontana Thomas, 1876",429347,"Thomas, 1876",Trimerotropis,fontana,,,T.H. Hubbell,,,,,0,,,0,8/3/1907,1907,8,3,215,,8/3/1907,,,0,,,,,,,adult,M,0,,,Pinned - 1,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.3833,-118.4167,,0,,,,,,,0,0,,,,,,,,6/1/2006 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9a07c693-1220-49f1-9ed2-2cd2bfe701de,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558589,Orthoptera,Acrididae,Trimerotropis,Trimerotropis fontana
34,"Trimerotropis pallidipennis (Burmeister, 1838)",1575930,UMMZ,ummzi,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,652ca364-7383-4201-a304-1381414d418e,UMMZI-00172529,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis pallidipennis,"Trimerotropis pallidipennis (Burmeister, 1838)",429364,"(Burmeister, 1838)",Trimerotropis,pallidipennis,,,,,,,,0,,C.L. Hubbs,0,8/28/1934,1934,8,28,240,,8/28/1934,,,155,,,,,,,adult,F,0,,,Pinned - 1,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,34.012509,-119.730634,,0,,,,,,,0,0,,0.974358974,,,,,,6/28/2006 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d498149c-fcfc-4f89-af04-a116f67dd3dd,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575930,Orthoptera,Acrididae,Trimerotropis,Trimerotropis pallidipennis
35,"Trimerotropis pseudofasciata Scudder, 1876",1556157,UA,UAIC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,40040464-1d4f-4f65-ba16-f7f09f864801,UAIC1046976,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis pseudofasciata,"Trimerotropis pseudofasciata Scudder, 1876",429366,"Scudder, 1876",Trimerotropis,pseudofasciata,,,,,,,,0,,,0,,,,0,0,,,,,0,,,,,,,,,0,,,,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.383361,-118.417576,WGS84,5421,,,,GeoLocate,,,0,0,,,,,,,ahoover15,8/5/2016 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6f4cebfd-1821-42c2-aff9-ee2632de77b1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556157,Orthoptera,Acrididae,Trimerotropis,Trimerotropis pseudofasciata
36,"Trimerotropis pseudofasciata Scudder, 1876",1558587,UMMZ,ummzi,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,da6e9a3b-560f-49b4-b868-a27e1997af92,UMMZI-00173122,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis pseudofasciata,"Trimerotropis pseudofasciata Scudder, 1876",429366,"Scudder, 1876",Trimerotropis,pseudofasciata,,,T.H. Hubbell,,,,,0,,,0,8/3/1907,1907,8,3,215,,8/3/1907,,,0,,,,,,,adult,M,0,,,Pinned - 1,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.3833,-118.4167,,0,,,,,,,0,0,,,,,,,,6/30/2006 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b1c9e825-fc6b-40bb-b109-7a2249665352,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558587,Orthoptera,Acrididae,Trimerotropis,Trimerotropis pseudofasciata
37,"Trimerotropis pseudofasciata Scudder, 1876",1558588,UMMZ,ummzi,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,db93af71-8afd-4188-b549-0cf0daec112a,UMMZI-00173123,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis pseudofasciata,"Trimerotropis pseudofasciata Scudder, 1876",429366,"Scudder, 1876",Trimerotropis,pseudofasciata,,,Hebard,,,,,0,,,0,8/7/1907,1907,8,7,219,,8/7/1907,,,0,,,,,,,adult,M,0,,,Pinned - 1,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.3833,-118.4167,,0,,,,,,,0,0,,,,,,,,6/30/2006 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:45e42a5e-8d25-434e-8594-533809206652,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558588,Orthoptera,Acrididae,Trimerotropis,Trimerotropis pseudofasciata
38,Gryllus,1574991,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,0f02606e-3a66-46fe-8a4b-1f92d0340146,UCSB-IZC00014618,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus,737313,"Linnaeus, 1758",Gryllus,,,,Rachel Behm,2019,,,,0,,,0,3/26/1989,1989,3,26,85,,3/26/1989,(found on) Mcadara Wenner's leg,,0,,,,,,,,,1,,,Pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,clchung,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:578fde08-e096-4a51-9133-219b076a3898,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574991,Orthoptera,Gryllidae,Gryllus,
39,Gryllus,1574208,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,5622b7ff-e825-4c2e-873b-faadf1465cd8,UCSB-IZC00031790,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus,737313,"Linnaeus, 1758",Gryllus,,,,Rachel Behm,2019,,,,0,,,0,6/20/1979,1979,6,20,171,,20-Jun-79,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,34.016667,-119.716667,WGS84,20369,,entan (2019-08-19 15:59:52),,georef batch tool 2019-08-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c843994a-8ae3-4d4f-8499-f11fe980a665,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574208,Orthoptera,Gryllidae,Gryllus,
40,Gryllus,1574207,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,cd6ad05b-7f1a-46b8-9bb5-f0ac1795f192,UCSB-IZC00032135,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus,737313,"Linnaeus, 1758",Gryllus,,,,Rachel Behm,2019,,,,0,,,0,1976-03-00,1976,3,0,0,,Mar-76,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,34.016667,-119.716667,WGS84,20369,,entan (2019-08-19 15:59:52),,georef batch tool 2019-08-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e92af47d-1698-4bb1-9063-6260feacbdea,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574207,Orthoptera,Gryllidae,Gryllus,
41,Gryllus,1574206,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,f4c625f5-c916-4ccc-a84f-45bdd3d4f61c,UCSB-IZC00032103,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus,737313,"Linnaeus, 1758",Gryllus,,,,Rachel Behm,2019,,,,0,,,0,5/26/1973,1973,5,26,146,,26-May-73,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,34.016667,-119.716667,WGS84,20369,,entan (2019-08-19 15:59:52),,georef batch tool 2019-08-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b4144957-a061-4133-b1ad-a55dbe1c62f7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574206,Orthoptera,Gryllidae,Gryllus,
42,Oecanthinae,1574990,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,24ebb7f8-5c8e-4ed2-824b-e595e869181c,UCSB-IZC00014599,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthinae,732122,,,,,,,,,,,0,,,0,,,,0,0,,,,,0,,,,,,,,,1,,,Pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,clchung,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0d350ec0-0d97-422e-8a0f-3b87a1343160,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574990,Orthoptera,Gryllidae,,
43,Oecanthinae,1574791,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,450359c4-32f3-40aa-a241-988ca2049699,UCSB-IZC00031952,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthinae,732122,,,,,,,,,,,0,,,0,1976-06-00,1976,6,0,0,,Jun-76,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:bc21b78b-44a7-42ba-95c5-6487c1273bb1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574791,Orthoptera,Gryllidae,,
44,Oecanthinae,1574790,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,4c53371c-5ff9-4704-a15d-7e01e35da643,UCSB-IZC00031962,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthinae,732122,,,,,,,,,,,0,,,0,5/23/1975,1975,5,23,143,,23-May-75,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:bde72a9c-6d4a-4ed0-b6fa-105bf1eb4a2c,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574790,Orthoptera,Gryllidae,,
45,Oecanthinae,1574792,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,76df955f-1418-4eeb-a617-f6cf580fedb8,UCSB-IZC00032007,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthinae,732122,,,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e94f4c35-f23e-4dc5-98a1-25c00b37dd4d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574792,Orthoptera,Gryllidae,,
46,Oecanthinae,1574789,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,fa27e744-2815-44bf-8b43-601f7057f8e7,UCSB-IZC00031714,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthinae,732122,,,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0642ddf9-8862-4124-b691-3821daf3c5a3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574789,Orthoptera,Gryllidae,,
47,Ammopelmatus,1567489,EMEC,EMEC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:catalog:EMEC:EMEC:1072143,EMEC1072143,,Animalia,Arthropoda,Insecta,Orthoptera,Stenopelmatidae,Stenopelmatus,Ammopelmatus,739003,"Burmeister, 1838",Stenopelmatus,,,,,,,,,0,,J. Liebherr,0,2/3/1979,1979,2,3,34,,2/3/1979,,,0,,,,,,,adult,,1,,,pin,United States,California,Santa Barbara,,Santa Cruz,"Santa Cruz Island, University of California Field Station headquarters",Santa Cruz,,33.99701,-119.72603,WGS1984,100,,,,,,,0,0,,,,,,,,4/16/2015 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:80c19f23-2768-44ce-86bf-ab47f36acb55,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567489,Orthoptera,Stenopelmatidae,Stenopelmatus,
48,Ammopelmatus longispinus,1579518,UCM,UCMC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,eb636eb5-d75b-46fb-ae7a-6a0bcdcca17d,UCMC 0094186,,Animalia,Arthropoda,Insecta,Orthoptera,Stenopelmatidae,Stenopelmatus longispinus,Ammopelmatus longispinus,764598,"Brunner, 1888",Stenopelmatus,longispinus,,,,,,,,0,,J. Henderson,0,6/16/1909,1909,6,16,167,,6/16/1909,,,0,,,,,,,adult,,1,,,pinned,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.40025,-118.41867,,19613,,,,,,,100,530,,,,,,,,6/29/2017 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:70d2e80d-58f4-4ef9-b710-3b577d162c68,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1579518,Orthoptera,Stenopelmatidae,Ammopelmatus,Ammopelmatus longispina
49,Tettigoniidae,1574995,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,6d242729-69f9-4122-9b9b-352d0a6a9a5f,UCSB-IZC00015537,,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Tettigoniidae,Tettigoniidae,729706,"Krauss, 1902",,,,,,,,,,0,,,0,1974-05-00,1974,5,0,0,,May-74,,,0,,,,,,,,,1,,,Pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,clchung,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:249fd2a8-aaea-4a9f-b489-80a2f41c2d13,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574995,Orthoptera,Tettigoniidae,,
