"","source","year","month","island","order","acceptedFamily","acceptedGenus","acceptedName"
"10277","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10278","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10279","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10280","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10281","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10282","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10283","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10284","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10285","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10286","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10287","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10288","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10289","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10290","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10291","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10292","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10293","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10294","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10295","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10296","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10297","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10298","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10299","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10300","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10301","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10302","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10303","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10304","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10305","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10306","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10307","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10308","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10309","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10310","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10311","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10312","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10313","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10314","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10315","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10316","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10317","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10318","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10319","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10320","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10321","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10322","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10323","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10324","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10325","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10326","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10327","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10328","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10329","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10330","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10331","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10332","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10333","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10334","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10335","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10336","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10337","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10338","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10339","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10340","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10341","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10342","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10343","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10344","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10345","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10346","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10347","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10348","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10349","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10350","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10351","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10352","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10353","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10354","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10355","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10356","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10357","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10358","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10359","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10360","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10361","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10362","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10363","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10364","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10365","LACM",1941,3,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10366","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10367","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10368","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10369","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10370","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10371","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10372","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10373","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10374","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10375","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10376","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10377","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10378","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10379","LACM",1939,8,"Santa Cruz","Coleoptera","Anobiidae","Lasioderma","Lasioderma serricorne"
"10380","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10381","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10382","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10383","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10384","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10385","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10386","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10387","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10388","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10389","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10390","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10391","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10392","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10393","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10394","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10395","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10396","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10397","LACM",,6,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10398","LACM",1939,4,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10399","LACM",1939,12,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10400","LACM",1939,12,"San Clemente","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10401","LACM",,9,"Santa Catalina","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10402","LACM",1941,4,"Santa Rosa","Coleoptera","Eucnemidae","Dromaeolus","Dromaeolus hospitalis"
"10403","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia ruficollis"
"10404","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia ruficollis"
"10405","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia ruficollis"
"10406","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia ruficollis"
"10407","LACM",1939,8,"Santa Cruz","Coleoptera","Cleridae","Necrobia","Necrobia ruficollis"
"10408","LACM",1941,3,"Santa Cruz","Coleoptera",,,
"10409","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10410","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10411","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10412","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10413","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10414","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10415","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10416","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10417","LACM",1940,8,"Anacapa","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10418","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10419","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10420","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10421","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10422","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10423","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10424","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10425","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10426","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10427","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10428","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10429","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10430","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10431","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10432","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10433","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10434","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10435","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10436","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10437","LACM",1940,4,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10438","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10439","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10440","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10441","LACM",1939,7,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10442","LACM",1939,7,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10443","LACM",1939,7,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10444","LACM",1940,12,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10445","LACM",1939,7,"San Nicolas","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10446","LACM",1939,8,"San Miguel","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10447","LACM",1939,7,"San Miguel","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10448","LACM",1939,7,"San Miguel","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10449","LACM",1939,7,"San Miguel","Coleoptera","Cleridae","Necrobia","Necrobia rufipes"
"10450","LACM",1982,6,"Santa Catalina","Coleoptera",,,
"10451","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10452","LACM",1941,3,"Santa Catalina","Coleoptera",,,
"10453","LACM",1941,3,"Santa Catalina","Coleoptera",,,
"10454","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10455","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10456","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10457","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10458","LACM",1941,4,"Santa Cruz","Coleoptera",,,
"10459","LACM",1981,8,"Santa Catalina","Coleoptera",,,
"10460","LACM",1982,8,"Santa Catalina","Coleoptera",,,
"10461","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10462","LACM",1982,7,"Santa Catalina","Coleoptera",,,
"10463","LACM",1980,3,"San Nicolas","Coleoptera",,,
"10464","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10465","LACM",1981,8,"Santa Catalina","Coleoptera",,,
"10466","LACM",1981,1,"Santa Catalina","Coleoptera",,,
"10467","LACM",1983,7,"Santa Catalina","Coleoptera",,,
"10468","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10469","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10470","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10471","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10472","LACM",1984,7,"Santa Catalina","Coleoptera",,,
"10473","LACM",1981,5,"Santa Catalina","Coleoptera",,,
"10474","LACM",1980,8,"Santa Catalina","Coleoptera",,,
"10475","LACM",1941,3,"Santa Cruz","Coleoptera",,,
"10476","LACM",1981,7,"Santa Catalina","Coleoptera","Elateridae","Athous","Athous nigropilis"
"10477","LACM",1980,8,"Santa Catalina","Coleoptera","Elateridae","Athous","Athous nigropilis"
"10478","LACM",1980,8,"Santa Catalina","Coleoptera","Elateridae","Athous","Athous nigropilis"
"10479","LACM",1981,1,"Santa Catalina","Coleoptera","Elateridae","Ampedus","Ampedus longicornis"
"10480","LACM",1981,1,"Santa Catalina","Coleoptera","Elateridae","Ampedus","Ampedus longicornis"
"10481","LACM",1981,4,"Santa Catalina","Coleoptera","Elateridae","Dalopius",
"10482","LACM",1981,3,"Santa Cruz","Coleoptera","Elateridae","Dalopius",
"10483","LACM",1939,8,"San Miguel","Coleoptera",,,
"10484","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10485","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10486","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10487","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10488","LACM",1941,3,"Santa Cruz","Coleoptera",,,
"10489","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10490","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10491","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10492","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10493","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10494","LACM",1941,,"Santa Cruz","Coleoptera",,,
"10495","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10496","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10497","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10498","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10499","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10500","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10501","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10502","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10503","LACM",1941,3,"Santa Cruz","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10504","LACM",1941,4,"Santa Rosa","Coleoptera","Elateridae","Euthysanius","Euthysanius lautus"
"10505","LACM",1980,3,"San Nicolas","Coleoptera","Elateridae","Hemicrepidius","Hemicrepidius californicus"
"10506","LACM",1982,2,"San Nicolas","Coleoptera","Elateridae","Hemicrepidius","Hemicrepidius californicus"
"10507","LACM",1980,3,"San Nicolas","Coleoptera","Elateridae","Hemicrepidius","Hemicrepidius californicus"
"10508","LACM",1980,3,"San Nicolas","Coleoptera","Elateridae","Hemicrepidius","Hemicrepidius californicus"
"10509","LACM",1981,7,"Santa Catalina","Coleoptera","Elateridae","Melanotus","Melanotus longulus"
"10510","LACM",1941,4,"Santa Rosa","Coleoptera","Elateridae","Conoderus","Conoderus amplicollis"
"10511","LACM",1939,4,"San Clemente","Coleoptera","Elateridae","Limonius","Limonius canus"
"10512","LACM",1939,8,"Santa Cruz","Coleoptera","Elateridae","Dalopius","Dalopius luteolus"
"10513","LACM",1939,8,"Santa Cruz","Coleoptera","Elateridae","Dalopius","Dalopius luteolus"
"10514","LACM",1979,6,"Santa Cruz","Coleoptera","Elateridae","Octinodes","Octinodes frater"
"10515","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10516","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10517","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10518","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10519","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10520","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10521","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10522","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10523","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10524","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10525","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10526","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10527","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10528","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10529","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10530","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10531","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10532","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10533","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10534","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10535","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10536","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10537","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10538","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10539","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10540","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10541","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10542","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10543","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10544","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10545","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10546","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10547","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10548","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10549","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10550","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10551","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10552","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10553","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10554","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
"10555","LACM",1939,11,"San Clemente","Coleoptera","Curculionidae","Trigonoscuta","Trigonoscuta clemente clemente"
