record,source,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,iconic_taxon_name,taxon_id,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,id,month,year,time_obser,ved_at,time_3,time_zone,scientificName,order,acceptedName,common_name,user_login,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.87047577,-118.4959183,,,,,FALSE,gps,gps,Eustala,Arachnida,135256,Araneidae,Araneidae,Eustala,Eustala,,,25095362,5,2019,5/7/19,21:09:19,100,Pacific Time (US & Canada),Eustala,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/25095362,https://inaturalist-open-data.s3.amazonaws.com/photos/38839606/medium.jpg?1557808108,From BS.4.7.3,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.82644323,-118.3615284,5,5,,,FALSE,,,Eustala,Arachnida,135256,Araneidae,Araneidae,Eustala,Eustala,,,28817659,7,2019,7/14/19,16:53:32,100,Pacific Time (US & Canada),Eustala,Araneae,,,shrike2,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/28817659,https://static.inaturalist.org/photos/44945859/medium.jpg?1563133417,,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.85634167,-118.4700783,5,5,,,FALSE,,,Eustala,Arachnida,135256,Araneidae,Araneidae,Eustala,Eustala,,,23219188,4,2019,4/26/19,16:54:41,100,Pacific Time (US & Canada),Eustala,Araneae,,,stephlbartlett,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23219188,https://inaturalist-open-data.s3.amazonaws.com/photos/35979085/medium.jpg?1556311751,,1,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.90937833,-118.5178,6,6,,,FALSE,,,Entelegyne Spiders,Arachnida,135256,Araneidae,Araneidae,Eustala,Eustala,,,77147334,5,2021,5/3/21,20:59:24,100,Pacific Time (US & Canada),Eustala,Araneae,,,linneah848,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/77147334,https://inaturalist-open-data.s3.amazonaws.com/photos/126156684/medium.jpg?1620089566,,1,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island, California, USA",San Clemente,32.885839,-118.515562,222,222,,,FALSE,,,Southern Bolas Spider,Arachnida,153560,Araneidae,Araneidae,Mastophora,Mastophora,Mastophora cornigera,,29352545,7,2019,7/20/19,2:01:00,100,Pacific Time (US & Canada),Mastophora cornigera,Araneae,Mastophora cornigera,Southern Bolas Spider,jim_carretta,research,CC-BY-NC,https://www.inaturalist.org/observations/29352545,https://inaturalist-open-data.s3.amazonaws.com/photos/45805845/medium.jpeg?1563842986,One of those bird-dropping spiders?,2,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704",Santa Catalina,33.35125732,-118.4391251,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,5091592,2,2017,2/11/17,22:45:55,0,Pacific Time (US & Canada),Metepeira,Araneae,,,bjdion,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/5091592,https://inaturalist-open-data.s3.amazonaws.com/photos/6255318/medium.jpg?1486853193,,2,0,FALSE,2
occurrence,iNaturalist,"Channel Islands National Park, , CA, US",Santa Barbara,33.480505,-119.0296388,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,21470763,3,2019,3/22/19,0:35:36,0,Pacific Time (US & Canada),Metepeira,Araneae,,,serpophaga,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21470763,https://inaturalist-open-data.s3.amazonaws.com/photos/33221871/medium.jpg?1553220993,,2,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Cruz,34.02915833,-119.5817717,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,39739973,3,2020,3/8/20,21:51:07,0,Pacific Time (US & Canada),Metepeira,Araneae,,,castillejajosie,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39739973,https://inaturalist-open-data.s3.amazonaws.com/photos/63083887/medium.jpg?1583731205,,1,0,FALSE,3
occurrence,iNaturalist,"Howland Landing, Avalon, CA 90704, USA",Santa Catalina,33.45949603,-118.5265549,11,11,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,21692447,3,2019,3/27/19,23:39:34,0,Pacific Time (US & Canada),Metepeira,Araneae,,,grehanburns,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21692447,https://inaturalist-open-data.s3.amazonaws.com/photos/33589333/medium.jpeg?1553753630,,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.91881943,-118.4902954,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,28229877,6,2019,6/19/19,18:05:40,100,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/28229877,https://inaturalist-open-data.s3.amazonaws.com/photos/43991663/medium.jpeg?1562336124,,0,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.88426993,-118.4907143,107,107,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,32783393,9,2019,9/15/19,17:20:00,100,Pacific Time (US & Canada),Metepeira,Araneae,,,sue_meiman,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/32783393,https://inaturalist-open-data.s3.amazonaws.com/photos/51442059/medium.jpg?1568574138,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",Santa Catalina,33.39614444,-118.3647528,40,40,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,39187182,6,2019,6/17/19,20:31:00,100,Pacific Time (US & Canada),Metepeira,Araneae,,,ectothermist,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39187182,https://inaturalist-open-data.s3.amazonaws.com/photos/62136100/medium.jpg?1582590857,Web spun on boat.,0,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.86962891,-118.4941483,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,21832614,3,2019,3/27/19,20:40:12,0,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/21832614,https://inaturalist-open-data.s3.amazonaws.com/photos/33822074/medium.jpg?1554051903,,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.86987017,-118.4951008,6,6,,,FALSE,,,,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,22664016,4,2019,4/17/19,17:42:04,100,Pacific Time (US & Canada),Metepeira,Araneae,,,demi5,needs_id,,https://www.inaturalist.org/observations/22664016,https://static.inaturalist.org/photos/35116589/medium.jpeg?1555606333,BS17.3,0,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.8247757,-118.358078,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,25096246,5,2019,5/6/19,19:49:46,100,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/25096246,https://inaturalist-open-data.s3.amazonaws.com/photos/38841049/medium.jpeg?1557809785,From BS.4.6.2,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.99763667,-118.554825,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,48333543,5,2020,5/31/20,2:15:20,100,Pacific Time (US & Canada),Metepeira,Araneae,,,vireolanius,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48333543,https://inaturalist-open-data.s3.amazonaws.com/photos/76686221/medium.jpg?1591192113,,1,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.44041217,-118.4817098,8,8,,,FALSE,,,Orbweavers,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,38406514,2,2020,2/7/20,15:25:21,0,UTC,Metepeira,Araneae,,,redkarryn,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38406514,https://inaturalist-open-data.s3.amazonaws.com/photos/61033826/medium.jpeg?1581122534,Spider web,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.82571,-118.3595367,,,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,21802933,3,2019,3/24/19,18:17:00,0,Pacific Time (US & Canada),Metepeira,Araneae,,,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21802933,https://inaturalist-open-data.s3.amazonaws.com/photos/33763003/medium.jpeg?1553979550,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.869765,-118.49512,,,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,21824724,3,2019,3/27/19,17:28:00,0,Pacific Time (US & Canada),Metepeira,Araneae,,,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21824724,https://inaturalist-open-data.s3.amazonaws.com/photos/33810394/medium.jpeg?1554039324,,2,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",Santa Catalina,33.472785,-118.5511333,,,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,3803265,8,2016,8/1/16,2:09:00,100,Pacific Time (US & Canada),Metepeira,Araneae,,,yetikat,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3803265,https://inaturalist-open-data.s3.amazonaws.com/photos/4441641/medium.jpg?1470326893,OLYMPUS DIGITAL CAMERA,1,0,FALSE,
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.95318667,-118.5273133,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,31185713,8,2019,8/15/19,0:02:37,100,Pacific Time (US & Canada),Metepeira,Araneae,,,sulavanderplank,needs_id,CC-BY,https://www.inaturalist.org/observations/31185713,https://static.inaturalist.org/photos/48834722/medium.jpg?1566358646,,1,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.95337167,-118.5269617,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,31202623,8,2019,8/14/19,23:58:06,100,Pacific Time (US & Canada),Metepeira,Araneae,,,sulavanderplank,needs_id,CC-BY,https://www.inaturalist.org/observations/31202623,https://static.inaturalist.org/photos/48812732/medium.jpg?1566340487,,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.87839167,-118.4928967,15,15,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,51962081,7,2020,7/4/20,16:18:48,100,Pacific Time (US & Canada),Metepeira,Araneae,,,shrike2,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/51962081,https://static.inaturalist.org/photos/82582032/medium.jpg?1593904688,,1,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.92494167,-118.4927883,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,57763729,8,2020,8/27/20,18:56:10,100,Pacific Time (US & Canada),Metepeira,Araneae,,,vireolanius,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/57763729,https://inaturalist-open-data.s3.amazonaws.com/photos/92166764/medium.jpg?1598556601,,1,0,FALSE,3
occurrence,iNaturalist,"San Nicolas Island, CA",San Nicolas,33.246452,-119.499169,8236,8236,,,FALSE,,google,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,6002812,4,2017,4/22/17,20:49:32,100,Pacific Time (US & Canada),Metepeira,Araneae,,,gbentall,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/6002812,https://inaturalist-open-data.s3.amazonaws.com/photos/7508415/medium.jpg?1493435254,,1,0,FALSE,3
occurrence,iNaturalist,"San Nicolas Island, California 93042, USA",San Nicolas,33.22087479,-119.4496765,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,26983792,6,2019,6/13/19,19:30:06,100,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/26983792,https://inaturalist-open-data.s3.amazonaws.com/photos/41937251/medium.jpeg?1560544698,,0,0,FALSE,2
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Barbara,33.47673744,-119.0353209,1189,1189,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,32798869,3,2019,3/22/19,0:38:00,0,Pacific Time (US & Canada),Metepeira,Araneae,,,serpophaga,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/32798869,https://inaturalist-open-data.s3.amazonaws.com/photos/51467605/medium.jpeg?1568587353,,0,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,33.99727531,-119.6824766,977,977,,,FALSE,,,Spiders,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,28441093,7,2019,7/7/19,23:08:00,100,Pacific Time (US & Canada),Metepeira,Araneae,,,skepticgam,needs_id,,https://www.inaturalist.org/observations/28441093,https://static.inaturalist.org/photos/44335564/medium.jpeg?1562602661,"Spider was wrapping a live insect (I think).  When startled, spider retreated to a structure suspended with its silk, see photos.",1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",San Miguel,34.0316366,-120.4332853,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,38525996,2,2020,2/10/20,1:34:12,0,Pacific Time (US & Canada),Metepeira,Araneae,,,matt_g,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38525996,https://inaturalist-open-data.s3.amazonaws.com/photos/61242519/medium.jpeg?1581389236,,2,0,FALSE,2
occurrence,iNaturalist,"Santa Barbara Island, Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",Santa Barbara,33.47959167,-119.0319888,5,5,,,FALSE,,,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,27608789,6,2019,6/23/19,16:29:51,100,Pacific Time (US & Canada),Metepeira,Araneae,,,sulavanderplank,needs_id,CC-BY,https://www.inaturalist.org/observations/27608789,https://static.inaturalist.org/photos/42975455/medium.jpg?1561429723,,2,0,FALSE,3
occurrence,iNaturalist,"Unnamed Road, California, USA",San Clemente,32.82646942,-118.3614349,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,25096004,5,2019,5/6/19,22:38:39,100,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/25096004,https://inaturalist-open-data.s3.amazonaws.com/photos/38840596/medium.jpeg?1557809315,From BS.4.6.1,1,0,FALSE,2
occurrence,iNaturalist,"Ventura County, US-CA, US",San Nicolas,33.22120285,-119.4495468,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,26983614,6,2019,6/13/19,21:09:43,100,Pacific Time (US & Canada),Metepeira,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/26983614,https://inaturalist-open-data.s3.amazonaws.com/photos/41936969/medium.jpeg?1560544412,,0,0,FALSE,2
occurrence,iNaturalist,"Ventura, CA 93001, USA",Anacapa,34.012875,-119.3714083,,,,,FALSE,gps,gps,Metepeira,Arachnida,49337,Araneidae,Araneidae,Metepeira,Metepeira,,,54014769,7,2020,7/20/20,3:08:59,100,Pacific Time (US & Canada),Metepeira,Araneae,,,leptonia,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54014769,https://inaturalist-open-data.s3.amazonaws.com/photos/85927960/medium.jpeg?1595469365,,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.82637405,-118.361412,,,,,FALSE,gps,gps,Metepeira spinipes,Arachnida,297289,Araneidae,Araneidae,Metepeira,Metepeira,Metepeira spinipes,,28220603,6,2019,6/20/19,19:48:28,100,Pacific Time (US & Canada),Metepeira spinipes,Araneae,Metepeira spinipes,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/28220603,https://inaturalist-open-data.s3.amazonaws.com/photos/43976748/medium.jpg?1562313237,,1,0,FALSE,2
occurrence,iNaturalist,"Cherry Cove, , CA, US",Santa Catalina,33.45076167,-118.5104533,17,17,,,FALSE,,,Spotted Orbweavers,Arachnida,85035,Araneidae,Araneidae,Neoscona,Neoscona,,,25659687,5,2019,5/24/19,5:41:58,100,Pacific Time (US & Canada),Neoscona,Araneae,,Spotted Orbweavers,madtiller,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25659687,https://inaturalist-open-data.s3.amazonaws.com/photos/39770454/medium.jpg?1558674439,,0,0,FALSE,3
occurrence,iNaturalist,"106 Sumner Ave, Avalon, CA 90704, USA",Santa Catalina,33.350498,-118.3291652,32,32,,,FALSE,,,Spotted Orbweaver,Arachnida,85034,Araneidae,Araneidae,Neoscona,Neoscona,Neoscona crucifera,,25266015,5,2019,5/17/19,17:00:47,100,Pacific Time (US & Canada),Neoscona crucifera,Araneae,Neoscona crucifera,Spotted Orbweaver,ecozippertfb,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25266015,https://inaturalist-open-data.s3.amazonaws.com/photos/39116087/medium.jpeg?1558109049,,0,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",,33.22504522,-118.3938796,17,28984,obscured,,TRUE,gps,gps,Spotted Orbweaver,Arachnida,85034,Araneidae,Araneidae,Neoscona,Neoscona,Neoscona crucifera,,31864358,8,2019,8/30/19,23:33:58,100,Pacific Time (US & Canada),Neoscona crucifera,Araneae,Neoscona crucifera,Spotted Orbweaver,ecozippertfb,research,CC-BY-NC,https://www.inaturalist.org/observations/31864358,https://inaturalist-open-data.s3.amazonaws.com/photos/49916350/medium.jpeg?1567277945,Daily hiding spot. This orbweaver is nocturnal. Has been hunting here for a few months now.,1,0,FALSE,2
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.37009064,-118.3484074,22,22,,,FALSE,,,Spotted Orbweaver,Arachnida,85034,Araneidae,Araneidae,Neoscona,Neoscona,Neoscona crucifera,,22260572,4,2019,4/10/19,0:27:02,100,Pacific Time (US & Canada),Neoscona crucifera,Araneae,Neoscona crucifera,Spotted Orbweaver,andrew517,research,,https://www.inaturalist.org/observations/22260572,https://static.inaturalist.org/photos/34471196/medium.jpg?1554852845,,1,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.36831333,-118.3485633,4,4,,,FALSE,,,,Arachnida,85034,Araneidae,Araneidae,Neoscona,Neoscona,Neoscona crucifera,,23307425,4,2019,4/25/19,4:45:27,100,Pacific Time (US & Canada),Neoscona crucifera,Araneae,Neoscona crucifera,Spotted Orbweaver,andrew517,needs_id,,https://www.inaturalist.org/observations/23307425,https://static.inaturalist.org/photos/36113242/medium.jpg?1556339527,,0,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Anacapa,34.01546388,-119.3632283,5,5,,,FALSE,,,Zygiella,Arachnida,141755,Araneidae,Araneidae,Zygiella,Zygiella,,,65624484,11,2020,11/25/20,1:35:12,0,Pacific Time (US & Canada),Zygiella,Araneae,,,serpophaga,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65624484,https://inaturalist-open-data.s3.amazonaws.com/photos/105656921/medium.jpg?1606371078,,2,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.99599075,-118.5523453,,,,,FALSE,gps,gps,Silver-sided Sector Spider,Arachnida,155279,Araneidae,Araneidae,Zygiella,Zygiella,Zygiella x-notata,,28241594,6,2019,6/27/19,6:04:27,100,Pacific Time (US & Canada),Zygiella x-notata,Araneae,Zygiella x-notata,Silver-sided Sector Spider,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/28241594,https://inaturalist-open-data.s3.amazonaws.com/photos/44010364/medium.jpg?1562348941,,0,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.47286176,-118.5492276,10,10,,,FALSE,,,Orbweavers,Arachnida,155279,Araneidae,Araneidae,Zygiella,Zygiella,Zygiella x-notata,,12803014,5,2018,5/24/18,4:16:39,100,Pacific Time (US & Canada),Zygiella x-notata,Araneae,Zygiella x-notata,Silver-sided Sector Spider,bjdion,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/12803014,https://inaturalist-open-data.s3.amazonaws.com/photos/18564245/medium.jpeg?1527268451,In porta potty at Parsons Landing,1,0,FALSE,2
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,33.99541,-119.7170317,,,,,FALSE,,,Silver-sided Sector Spider,Arachnida,155279,Araneidae,Araneidae,Zygiella,Zygiella,Zygiella x-notata,,6374909,5,2017,5/19/17,0:20:00,100,Pacific Time (US & Canada),Zygiella x-notata,Araneae,Zygiella x-notata,Silver-sided Sector Spider,silversea_starsong,research,CC-BY-NC,https://www.inaturalist.org/observations/6374909,https://inaturalist-open-data.s3.amazonaws.com/photos/8044643/medium.jpeg?1495847750,,1,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",San Clemente,32.8779,-118.4353,40,40,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,73337343,,,,,,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/73337343,https://inaturalist-open-data.s3.amazonaws.com/photos/119693178/medium.jpg?1617909772,"Collected via beat sheet of Lyonothamnus floribundus ssp. aspleniifolius in a steep, forested, canyon. Images by Sara D. Kovalsky.",1,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",San Clemente,32.8779,-118.4353,40,40,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,73773725,,,,,,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/73773725,https://inaturalist-open-data.s3.amazonaws.com/photos/120479009/medium.jpg?1618253813,"Collected via beat sheet from Lyonothamnus floribundus ssp. aspleniifolius in a steep, forested, canyon. Images by Noah D. Colby.",0,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which specimens were sampled.",San Clemente,32.8775,-118.4349,130,130,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,75696877,,,,,,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/75696877,https://inaturalist-open-data.s3.amazonaws.com/photos/123862903/medium.jpg?1619727675,"Collected from a steep, forested, canyon via beat sheet of from Quercus tomentella. Images by Samantha K. Taylor.",0,0,FALSE,
occurrence,iNaturalist,"Isthmus Cove, CA, US",Santa Catalina,33.44138025,-118.4932134,68,68,,,FALSE,,,,Arachnida,120955,Bdellidae,Bdellidae,,,,,36204255,11,2019,11/29/19,16:56:02,0,UTC,Bdellidae,Trombidiformes,,Snout Mites,gabriel483,needs_id,,https://www.inaturalist.org/observations/36204255,https://static.inaturalist.org/photos/57201103/medium.jpg?1575075631,,0,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.87782116,-118.4354395,81,81,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,21810284,3,2019,3/26/19,3:59:00,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21810284,https://inaturalist-open-data.s3.amazonaws.com/photos/34125731/medium.jpeg?1554456573,,0,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.87243903,-118.4359614,97,97,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,21822909,3,2019,3/27/19,2:31:00,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21822909,https://inaturalist-open-data.s3.amazonaws.com/photos/33806358/medium.jpeg?1554033181,From Ironwood litter,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.89268667,-118.5211867,,,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,39396005,2,2020,2/27/20,0:36:00,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39396005,https://inaturalist-open-data.s3.amazonaws.com/photos/62495562/medium.jpeg?1583050194,,0,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.88653846,-118.4888355,9,9,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,37714609,1,2020,1/12/20,18:23:28,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/37714609,https://inaturalist-open-data.s3.amazonaws.com/photos/59845907/medium.jpg?1579370867,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.99576167,-118.5572233,,,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,38194317,1,2020,1/30/20,3:26:00,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38194317,https://inaturalist-open-data.s3.amazonaws.com/photos/60660429/medium.jpeg?1580587111,,0,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.84207,-118.4421967,,,,,FALSE,,,Snout Mites,Arachnida,120955,Bdellidae,Bdellidae,,,,,39394370,2,2020,2/23/20,19:29:00,0,Pacific Time (US & Canada),Bdellidae,Trombidiformes,,Snout Mites,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39394370,https://inaturalist-open-data.s3.amazonaws.com/photos/62486712/medium.jpeg?1583041037,,0,0,FALSE,
