record,source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,IslandName_fromArcMap,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
occurrence,Cal-IBIS,1559499,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,becdfb5d-1d79-49e9-a10c-b6747549b0c6,SDSU_HA1646, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"M Hedin, S Foldi", ,4/26/06,2006,4,26,116,0,4/26/06, ,"stabilized dunefield, Astragalus + Atriplex",MCH 06_072, , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, dunefield S of landing field",San Clemente, ,32.98726,-118.5734,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:aea9de87-e163-49f3-a0bc-d634d2696c99,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559499
occurrence,Cal-IBIS,1559497,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c375d845-cbab-41e7-997e-1ff7e5028149,SDSU_HA1644, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"M Hedin, S Foldi", ,4/26/06,2006,4,26,116,0,4/26/06, ,"stabilized dunefield, Astragalus + Atriplex",MCH 06_072, , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, dunefield S of landing field",San Clemente, ,32.98726,-118.5734,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:93c2a5d3-42f9-4c37-bdde-10dea7a213a8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559497
occurrence,Cal-IBIS,1559492,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,19a34fe1-525d-4eaf-ae7a-2d5afe90dca6,SDSU_G3029, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"C Richart, D Eslava", ,4/16/19,2019,4,16,106,0,4/16/19, ,Vegetation and sand adjacent to active dunes, , , , , , , ,adult,F,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3b77b965-2612-4e98-bbeb-04c074d86529,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559492
occurrence,Cal-IBIS,1559489,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,64a09899-1545-4f00-a34a-afe9c97d35d7,SDSU_G3026, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"C Richart, D Eslava", ,4/16/19,2019,4,16,106,0,4/16/19, ,Vegetation and sand adjacent to active dunes, , , , , , , ,adult,F,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c070b817-a2ca-4f37-81f9-9294f91dfad0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559489
occurrence,Cal-IBIS,1559494,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,87e553b2-a23c-44cb-a68d-191b568ff8bb,SDSU_G3031, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,C Richart, ,4/12/19,2019,4,12,102,0,4/12/19, , , , , , , , , ,adult,M,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5206e5e0-ce17-418c-9c2f-99b658066144,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559494
occurrence,Cal-IBIS,1559493,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,bb716206-de21-4cc6-83d4-7f454ffd4c0d,SDSU_G3030, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,C Richart, ,4/12/19,2019,4,12,102,0,4/12/19, , , , , , , , , ,adult,M,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:822872d9-3491-4e32-ba2f-903128148195,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559493
occurrence,Cal-IBIS,1559490,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c2417343-a85c-490a-983d-56449d0238cd,SDSU_G3027, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"C Richart, D Eslava", ,4/16/19,2019,4,16,106,0,4/16/19, ,Vegetation and sand adjacent to active dunes, , , , , , , ,adult,M,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8d947d3f-3e3c-4f6e-a3e9-02929d89ae73,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559490
occurrence,Cal-IBIS,1559491,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,fca161ee-8741-449e-8b9f-0ec31376db72,SDSU_G3028, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,M Hedin,"C Richart, D Eslava", ,4/16/19,2019,4,16,106,0,4/16/19, ,Vegetation and sand adjacent to active dunes, , , , , , , ,adult,M,0, , , ,United States,California,Los Angeles, ,San Clemente,"San Clemente Island, Flasher Dunes",San Clemente, ,32.9904,-118.5753,WGS84,0, , , , , , ,0, , , , , , , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a2e54b86-d1a3-4063-80ac-90ef60c6b8ce,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1559491
occurrence,Cal-IBIS,1576368,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,03062f86-566c-4f2e-ab11-c3cabc381d46,SDSU_HA1633, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,M4,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c4eb7972-622b-458b-85d0-1715eac7cf0b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576368
occurrence,Cal-IBIS,1576367,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,181597cb-1205-4282-b9c8-3a9818c553d8,SDSU_HA1632, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,M1,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:93f26356-c737-431e-bb3d-f1a20fa658b6,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576367
occurrence,Cal-IBIS,1576370,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,25c3dc54-493b-472b-8e58-118026a98bce,SDSU_HA1635, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,M,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:192a1577-224d-447e-a557-ea5f78f9801f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576370
occurrence,Cal-IBIS,1576371,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,7752ad0c-09fc-4544-b177-62db46e1efa6,SDSU_HA1636, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,M,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:30a48af1-739f-48c9-aea5-340ec4994e6b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576371
occurrence,Cal-IBIS,1576369,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,80c71e39-a212-4590-8979-e00dab2a99ea,SDSU_HA1634, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,M,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f06662b4-b9d9-4894-8c49-a6bd0b78ad71,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576369
occurrence,Cal-IBIS,1576366,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,99203e3a-3454-4ffe-b9a0-9363dd2f993d,SDSU_HA1631, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/9/05,2005,10,9,282,0,10/9/05, ,saltgrass patches,SEF 05_039, , , , , , , ,F,0, , , ,United States,California,Ventura, ,San Miguel,"San Miguel Island, behind dunes near trail at Cuyler Harbor",San Miguel, ,34.04582,-120.3506,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:944adaaa-e011-4407-85cb-0987cedc822d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1576366
occurrence,Cal-IBIS,1556389,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,630d0b81-e856-4499-90b1-3cfa0d494116,SDSU_HA1499, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/26/04,2004,10,26,300,0,10/26/04, ,grass field, , , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor campground",Santa Catalina, ,33.38688,-118.474,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b7757cb9-d854-4103-a18b-914822b60724,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556389
occurrence,Cal-IBIS,1556392,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,648e8795-301f-454c-8f75-c710242edb1b,SDSU_HA1502, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/26/04,2004,10,26,300,0,10/26/04, ,grass field, , , , , , , , ,M3,0, , , ,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor campground",Santa Catalina, ,33.38688,-118.474,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6be4215c-2295-4c8c-bd74-d3c421ec4d0c,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556392
occurrence,Cal-IBIS,1556388,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,98cc5bec-80fd-4530-9476-da53cb1e7421,SDSU_HA1498, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/26/04,2004,10,26,300,0,10/26/04, ,grass field, , , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor campground",Santa Catalina, ,33.38688,-118.474,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:96705985-e2ba-4f86-ad91-4f4c3b28da37,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556388
occurrence,Cal-IBIS,1556391,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,ae0f5f2c-6dff-4da7-ac59-0e5965f91f3b,SDSU_HA1501, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/26/04,2004,10,26,300,0,10/26/04, ,grass field, , , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor campground",Santa Catalina, ,33.38688,-118.474,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:bfce20cd-6b70-4b93-9883-ec9a117e235b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556391
occurrence,Cal-IBIS,1556390,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,e1392174-14a7-4b37-8e17-10ee169398b5,SDSU_HA1500, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/26/04,2004,10,26,300,0,10/26/04, ,grass field, , , , , , , , ,F,0, , , ,United States,California,Los Angeles, ,Santa Catalina,"Santa Catalina Island, Little Harbor campground",Santa Catalina, ,33.38688,-118.474,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:98d357c5-2239-4ade-a301-99a9ff1429ae,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556390
occurrence,Cal-IBIS,1565284,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,1cf436fe-1c1c-4a75-9329-ca0940c052de,SDSU_G2181, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:58a608e6-9ffa-4c94-86da-141c5900e718,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565284
occurrence,Cal-IBIS,1565285,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,31902aac-02d6-484a-ad72-2d8c52a0d2ef,SDSU_HA1496, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/25/04,2004,10,25,299,0,10/25/04, ,saltgrass patch, , , , , , , , ,M,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.04522,-119.5536,WGS84,0,"34Â¼048 N, 119Â¼552 W", , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b344e37b-f1d4-4846-96c0-ebdec8ce1647,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565285
occurrence,Cal-IBIS,1565281,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,3a0b8691-84dc-47f5-be15-2afaf8e6c88f,SDSU_G2176, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c68823a6-acc4-4348-87bc-18c2839625d8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565281
occurrence,Cal-IBIS,1565280,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,3ede5a30-9276-4954-83bd-c7583a786c8a,SDSU_G2175, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:43c2e46f-6baa-4411-89ea-e97247444c63,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565280
occurrence,Cal-IBIS,1565279,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,61169da9-3f42-4b28-b35a-cabb14add44e,SDSU_G2174, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:49664def-25f0-4367-9856-e44535a4fefe,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565279
occurrence,Cal-IBIS,1565282,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,8dcf782c-be3f-445a-a885-00d64101ed15,SDSU_G2177, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,imm,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f40ff7eb-504d-494d-825d-452dd15cebeb,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565282
occurrence,Cal-IBIS,1565283,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,97de9d1c-86d8-4e70-b77a-dcbc3ede83fc,SDSU_G2180, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d297c76d-7276-4fdf-ba8f-14a7aaf7c77f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565283
occurrence,Cal-IBIS,1565278,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,d70727b3-8804-4cc2-b0b6-9144aa6d7d86,SDSU_G2173, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,B Boyer,B Boyer, ,5/27/16,2016,5,27,148,0,5/27/16, ,"patchy, low-lying vegetation",BB 16_009, , , , , , ,adult,F,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.048908,-119.55684,WGS84,0, , , , , , ,0, , , , ,2, , ,preprocessed,10/31/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9e68d620-c1ad-4f90-b5d6-448d19d37831,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565278
occurrence,Cal-IBIS,1565286,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,ec335bbe-b7e6-47ff-82c2-92ca4c1da10b,SDSU_HA1497, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/25/04,2004,10,25,299,0,10/25/04, ,saltgrass patch, , , , , , , , ,M1,0, , , ,United States,California,Santa Barbara, ,Santa Cruz,"Santa Cruz Island, near Scorpion Anchorage",Santa Cruz, ,34.04522,-119.5536,WGS84,0,"34Â¼048 N, 119Â¼552 W", , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:df1100e0-3318-4e3a-99dd-6ef38c49afaa,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565286
occurrence,Cal-IBIS,1582319,SDSU,TAC, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,164d18fa-6672-4815-85b9-ee5fc49949f0,SDSU_HA1495, ,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticidae,Habronattus tarsalis,Habronattus tarsalis,219841,"(Banks, 1904)",Habronattus,Habronattus,tarsalis, , ,S Foldi,S Foldi, ,10/19/04,2004,10,19,293,0,10/19/04, ,saltgrass, , , , , , , , ,M3,0, , , ,United States,California,Santa Barbara, ,Santa Rosa,"Santa Rosa Island, near Bechers Bay, by ranch just west of pier",Santa Rosa, ,34.00716,-120.0495,WGS84,0, , , , , , ,0, , , , , , , , ,11/24/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:7c538fd9-42c5-4ee4-a816-74b314ad38f4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1582319
