id,observed_on_string,source,year,month,,observed_on,time_observed_at,time_zone,user_id,observed_on_date,observed_on_time,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,acceptedName,common_name,iconic_taxon_name,taxon_id,taxon_order_name,acceptedOrder,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,taxon_variety_name
21813992,2019/03/26 7:41 AM PDT,iNaturalist,2019,3,,3/26/2019  12:00:00 AM,2019-03-26 14:41:00 UTC,Pacific Time (US & Canada),12809,3/26/19,12:00:00,cedric_lee,2019-03-31 03:56:57 UTC,2020-04-23 22:36:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21813992,https://inaturalist-open-data.s3.amazonaws.com/photos/33786790/medium.jpeg?1553999383,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.85550167,-118.415195,,,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
39389217,2020/02/21 2:06 PM PST,iNaturalist,2020,2,,2/21/2020  12:00:00 AM,2020-02-21 22:06:00 UTC,Pacific Time (US & Canada),12809,2/21/20,12:00:00,cedric_lee,2020-03-01 04:57:00 UTC,2020-03-01 04:57:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39389217,https://inaturalist-open-data.s3.amazonaws.com/photos/62477846/medium.jpeg?1583033640,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.87327333,-118.4475333,,,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
24072411,Mon Apr 29 2019 17:03:26 GMT-0700 (PDT),iNaturalist,2019,4,,4/29/2019  12:00:00 AM,2019-04-30 00:03:26 UTC,Pacific Time (US & Canada),1512775,4/29/19,12:00:00,parisrebl,2019-04-30 00:03:42 UTC,2019-05-02 00:59:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24072411,https://inaturalist-open-data.s3.amazonaws.com/photos/37228929/medium.jpg?1556582634,,,,2,0,FALSE,3,"Avalon Cayon Rd, Avalon, CA, US",Santa Catalina,33.33002047,-118.336993,5,5,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
23311912,Fri Apr 26 2019 22:07:06 GMT-0700 (PDT),iNaturalist,2019,4,,4/26/2019  12:00:00 AM,2019-04-27 05:07:06 UTC,Pacific Time (US & Canada),1503626,4/26/19,12:00:00,pmaas1,2019-04-27 05:07:38 UTC,2019-05-07 19:15:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23311912,https://inaturalist-open-data.s3.amazonaws.com/photos/36281698/medium.jpg?1556388881,,,,1,0,FALSE,3,"Catalina Island Golf Course, Avalon, CA, US",Santa Catalina,33.33568659,-118.3313299,10,10,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
39395969,2020/02/24 11:22 AM PST,iNaturalist,2020,2,,2/24/2020  12:00:00 AM,2020-02-24 19:22:00 UTC,Pacific Time (US & Canada),12809,2/24/20,12:00:00,cedric_lee,2020-03-01 08:51:10 UTC,2020-03-01 08:51:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39395969,https://inaturalist-open-data.s3.amazonaws.com/photos/62494079/medium.jpeg?1583048549,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.86917521,-118.43423,56,56,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
40418267,2020/03/10 4:16 PM PDT,iNaturalist,2020,3,,3/10/2020  12:00:00 AM,2020-03-10 23:16:00 UTC,Pacific Time (US & Canada),266196,3/10/20,12:00:00,shrike2,2020-03-21 23:47:12 UTC,2020-03-27 20:21:37 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/40418267,https://static.inaturalist.org/photos/64165111/medium.jpeg?1584834424,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,33.00227778,-118.5551222,5,5,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
19450212,2019/01/05 10:49 AM PST,iNaturalist,2019,1,,1/5/2019  12:00:00 AM,2019-01-05 18:49:00 UTC,Pacific Time (US & Canada),266196,1/5/19,12:00:00,shrike2,2019-01-05 22:00:10 UTC,2019-01-06 08:01:33 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/19450212,https://inaturalist-open-data.s3.amazonaws.com/photos/29923570/medium.jpg?1546725407,,,,2,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.90188333,-118.4719694,,,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
38661384,2/4/20,iNaturalist,2020,2,,2/4/2020  12:00:00 AM,,Pacific Time (US & Canada),12809,2/4/20,12:00:00,cedric_lee,2020-02-15 06:53:54 UTC,2020-02-15 06:53:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38661384,https://inaturalist-open-data.s3.amazonaws.com/photos/61476403/medium.jpeg?1581745629,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.999485,-118.5541117,,,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
38661385,2/4/20,iNaturalist,2020,2,,2/4/2020  12:00:00 AM,,Pacific Time (US & Canada),12809,2/4/20,12:00:00,cedric_lee,2020-02-15 06:53:54 UTC,2020-02-15 06:53:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38661385,https://inaturalist-open-data.s3.amazonaws.com/photos/61476429/medium.jpeg?1581745665,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.99887,-118.553615,,,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
22409909,Sat Apr 13 2019 06:58:39 GMT-0700 (PDT),iNaturalist,2019,4,,4/13/2019  12:00:00 AM,2019-04-13 13:58:39 UTC,Pacific Time (US & Canada),1474963,4/13/19,12:00:00,stephlbartlett,2019-04-13 14:22:52 UTC,2019-04-24 16:35:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22409909,https://inaturalist-open-data.s3.amazonaws.com/photos/34710617/medium.jpg?1555165375,,,,2,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.99610833,-118.5519033,5,5,,,FALSE,,,Stone Centipedes,Lithobiomorpha,,Stone Centipedes,Animalia,122235,Lithobiomorpha,Lithobiomorpha,,,,,,,
22966066,2019/04/06 12:34 PM PDT,iNaturalist,2019,4,,4/6/2019  12:00:00 AM,2019-04-06 19:34:00 UTC,Pacific Time (US & Canada),86100,4/6/19,12:00:00,naturenate,2019-04-23 22:12:05 UTC,2019-07-11 02:26:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22966066,https://static.inaturalist.org/photos/35597992/medium.jpeg?1556056761,,,,1,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.36641553,-118.3497662,98,98,,,FALSE,,,Theatops posticus,Theatops posticus,Theatops posticus,,Animalia,322414,Scolopendromorpha,Scolopendromorpha,Plutoniumidae,Plutoniumidae,Theatops,Theatops,Theatops posticus,,
10692298,2018-04-07 6:36:00 PM PDT,iNaturalist,2018,4,,4/7/2018  12:00:00 AM,2018-04-08 01:36:00 UTC,Pacific Time (US & Canada),392423,4/7/18,12:00:00,bjdion,2018-04-08 01:40:19 UTC,2019-10-12 02:11:27 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/10692298,https://inaturalist-open-data.s3.amazonaws.com/photos/14931723/medium.jpeg?1523151627,,,,2,0,FALSE,2,"1 Airport Rd, Avalon, CA 90704, USA",Santa Catalina,33.40084982,-118.4145458,1032,1032,,,FALSE,gps,gps,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
6499485,2017-06-04 3:32:05 PM PDT,iNaturalist,2017,6,,6/4/2017  12:00:00 AM,2017-06-04 22:32:05 UTC,Pacific Time (US & Canada),392423,6/4/17,12:00:00,bjdion,2017-06-04 22:35:42 UTC,2020-05-06 22:24:25 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6499485,https://inaturalist-open-data.s3.amazonaws.com/photos/8225376/medium.jpeg?1496616122,,,,3,0,FALSE,2,"100 Avalon Canyon Road Avalon, CA 90704",Santa Catalina,33.32996548,-118.3373353,15,15,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
4980400,2017-01-20 1:09:36 PM PST,iNaturalist,2017,1,,1/20/2017  12:00:00 AM,2017-01-20 21:09:36 UTC,Pacific Time (US & Canada),392423,1/20/17,12:00:00,bjdion,2017-01-21 02:40:47 UTC,2020-09-01 13:31:43 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/4980400,https://inaturalist-open-data.s3.amazonaws.com/photos/6080186/medium.jpeg?1484966458,,,Under a rock in moist clay soil,4,0,FALSE,2,"Avalon, CA 90704",Santa Catalina,33.35261917,-118.4427719,,,,,FALSE,gps,gps,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
6660208,2017-06-14 8:38:19 AM PDT,iNaturalist,2017,6,,6/14/2017  12:00:00 AM,2017-06-14 15:38:19 UTC,Pacific Time (US & Canada),392423,6/14/17,12:00:00,bjdion,2017-06-14 23:19:37 UTC,2019-10-12 02:26:57 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6660208,https://inaturalist-open-data.s3.amazonaws.com/photos/8438292/medium.jpeg?1497482387,,,,3,0,FALSE,2,"Avalon, CA 90704",Santa Catalina,33.36649976,-118.3562933,6,6,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
7314251,2017/08/01 3:58 PM PDT,iNaturalist,2017,8,,8/1/2017  12:00:00 AM,2017-08-01 22:58:00 UTC,Pacific Time (US & Canada),557855,8/1/17,12:00:00,bgarrett3003,2017-08-02 01:37:26 UTC,2020-05-06 22:14:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7314251,https://inaturalist-open-data.s3.amazonaws.com/photos/9469771/medium.jpeg?1501637528,,,We found this centipede in my daughters shoe after she put it on!!!  ,3,0,FALSE,,"Avalon, CA 90704, USA",Santa Catalina,33.354369,-118.331755,27,27,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
58281075,2007/05/02 7:39 AM UTC,iNaturalist,2007,5,,5/2/2007  12:00:00 AM,,UTC,2560609,5/2/07,12:00:00,grayzork,2020-09-01 21:36:23 UTC,2020-09-04 23:01:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58281075,https://inaturalist-open-data.s3.amazonaws.com/photos/93030349/medium.jpeg?1598995706,,,,3,0,FALSE,,"Avalon, CA 90704, USA",Santa Catalina,33.34699358,-118.3287272,4,4,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
1472729,5/16/12 14:52,iNaturalist,2012,5,,5/16/2012  12:00:00 AM,2012-05-16 21:52:46 UTC,Pacific Time (US & Canada),95810,5/16/12,12:00:00,kiloueka,2015-05-10 09:12:50 UTC,2020-07-17 11:35:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472729,https://inaturalist-open-data.s3.amazonaws.com/photos/1825835/medium.JPG?1431249177,,,,3,0,FALSE,,Little Harbor Campground,Santa Catalina,33.386534,-118.473733,195,195,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
5260100,2017/03/04 6:38 PM PST,iNaturalist,2017,3,,3/4/2017  12:00:00 AM,2017-03-05 02:38:00 UTC,Pacific Time (US & Canada),86100,3/4/17,12:00:00,naturenate,2017-03-09 20:55:30 UTC,2020-09-01 13:43:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5260100,https://static.inaturalist.org/photos/6509536/medium.jpeg?1489092822,,,,4,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.36568,-118.3499717,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
5264064,2017/03/06 11:49 AM PST,iNaturalist,2017,3,,3/6/2017  12:00:00 AM,2017-03-06 19:49:00 UTC,Pacific Time (US & Canada),86100,3/6/17,12:00:00,naturenate,2017-03-10 04:41:02 UTC,2020-09-01 13:42:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5264064,https://static.inaturalist.org/photos/6515079/medium.jpeg?1489119797,,,,5,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.35939,-118.3649517,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
7314252,2017/08/01 3:59 PM PDT,iNaturalist,2017,8,,8/1/2017  12:00:00 AM,2017-08-01 22:59:00 UTC,Pacific Time (US & Canada),557855,8/1/17,12:00:00,bgarrett3003,2017-08-02 01:37:26 UTC,2020-05-06 22:13:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7314252,https://inaturalist-open-data.s3.amazonaws.com/photos/9469775/medium.jpeg?1501637551,,,,3,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.3557675,-118.3378601,1953,1953,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
12004426,2018/04/28 6:29 PM PDT,iNaturalist,2018,4,,4/28/2018  12:00:00 AM,2018-04-29 01:29:00 UTC,Pacific Time (US & Canada),6971,4/28/18,12:00:00,silversea_starsong,2018-05-01 19:21:00 UTC,2019-10-12 02:09:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12004426,https://inaturalist-open-data.s3.amazonaws.com/photos/17200162/medium.jpeg?1525202007,,,,3,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.385465,-118.4056433,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
12177859,2018/03/07 1:31 PM PST,iNaturalist,2018,3,,3/7/2018  12:00:00 AM,2018-03-07 21:31:00 UTC,Pacific Time (US & Canada),81668,3/7/18,12:00:00,monicatydlaska,2018-05-05 23:35:29 UTC,2019-10-12 02:09:31 UTC,research,,https://www.inaturalist.org/observations/12177859,https://static.inaturalist.org/photos/17485158/medium.jpeg?1525563318,,,,3,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.35612222,-118.3598556,5,5,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
12800184,2018/04/07 3:02 PM PDT,iNaturalist,2018,4,,4/7/2018  12:00:00 AM,2018-04-07 22:02:00 UTC,Pacific Time (US & Canada),986349,4/7/18,12:00:00,mohope,2018-05-25 15:28:59 UTC,2019-02-15 04:09:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12800184,https://inaturalist-open-data.s3.amazonaws.com/photos/18558916/medium.jpg?1527261725,,,Found under a rock on the airport loop trail ,4,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.39690899,-118.410902,61,61,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
22266092,2019/04/03 4:53 PM PDT,iNaturalist,2019,4,,4/3/2019  12:00:00 AM,2019-04-03 23:53:00 UTC,Pacific Time (US & Canada),86100,4/3/19,12:00:00,naturenate,2019-04-10 02:07:02 UTC,2019-04-10 03:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22266092,https://static.inaturalist.org/photos/34479457/medium.jpeg?1554860732,,,,2,0,FALSE,,"Los Angeles, California, United States",Santa Catalina,33.3516,-118.3620733,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
22961346,2019/04/05 1:19 PM PDT,iNaturalist,2019,4,,4/5/2019  12:00:00 AM,2019-04-05 20:19:00 UTC,Pacific Time (US & Canada),86100,4/5/19,12:00:00,naturenate,2019-04-23 20:44:53 UTC,2019-10-12 01:47:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22961346,https://static.inaturalist.org/photos/35590679/medium.jpeg?1556051650,,,,2,0,FALSE,,"Los Angeles, California, United States",Santa Catalina,33.37687833,-118.39522,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
63337064,2020/10/19 11:52 AM PDT,iNaturalist,2020,10,,10/19/2020  12:00:00 AM,2020-10-19 18:52:00 UTC,Pacific Time (US & Canada),86100,10/19/20,12:00:00,naturenate,2020-10-23 19:17:31 UTC,2020-10-24 23:14:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63337064,https://static.inaturalist.org/photos/101629200/medium.jpg?1603480218,,,,2,0,FALSE,,"Los Angeles, California, United States",Santa Catalina,33.36689144,-118.3501312,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
24621824,Sat May 04 2019 23:57:24 GMT-0700 (PDT),iNaturalist,2019,5,,5/4/2019  12:00:00 AM,2019-05-05 06:57:24 UTC,Pacific Time (US & Canada),1576631,5/4/19,12:00:00,b_badway,2019-05-05 21:34:19 UTC,2019-05-06 02:21:04 UTC,research,,https://www.inaturalist.org/observations/24621824,https://static.inaturalist.org/photos/38070536/medium.jpg?1557092113,,,,1,0,FALSE,3,"Middle Ranch Rd, , CA, US",Santa Catalina,33.35593833,-118.4384783,16,16,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
1635825,4/1/10 20:06,iNaturalist,2010,4,,4/1/2010  12:00:00 AM,2010-04-02 01:06:13 UTC,Central Time (US & Canada),105431,4/1/10,12:00:00,shaunmichael,2015-06-15 18:56:45 UTC,2021-07-06 22:46:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1635825,https://static.inaturalist.org/photos/2006556/medium.jpg?1434394633,,,found while digging up fennel plants,3,0,FALSE,,"Mt. Orizaba, CA",Santa Catalina,33.377824,-118.417821,,,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
24339553,Wed May 01 2019 10:22:23 GMT-0700 (PDT),iNaturalist,2019,5,,5/1/2019  12:00:00 AM,2019-05-01 17:22:23 UTC,Pacific Time (US & Canada),1576631,5/1/19,12:00:00,b_badway,2019-05-02 02:34:52 UTC,2019-05-02 14:02:28 UTC,research,,https://www.inaturalist.org/observations/24339553,https://static.inaturalist.org/photos/37635715/medium.jpg?1556764526,,,,2,0,FALSE,3,"Santa Catalina Island, , CA, US",Santa Catalina,33.35011333,-118.4328,6,6,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
27658808,Sat Jun 22 2019 11:10:58 GMT-0700 (PDT),iNaturalist,2019,6,,6/22/2019  12:00:00 AM,2019-06-22 18:10:58 UTC,Pacific Time (US & Canada),152848,6/22/19,12:00:00,aaron_echols,2019-06-25 21:56:51 UTC,2021-04-28 00:17:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27658808,https://inaturalist-open-data.s3.amazonaws.com/photos/43056216/medium.jpg?1561499832,,,,1,0,FALSE,3,"Shark Harbor, , CA, US",Santa Catalina,33.3829,-118.4729617,16,16,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
22227111,2019-04-06 9:02:53 PM PDT,iNaturalist,2019,4,,4/6/2019  12:00:00 AM,2019-04-07 04:02:53 UTC,Pacific Time (US & Canada),86100,4/6/19,12:00:00,naturenate,2019-04-09 04:52:54 UTC,2019-04-09 14:25:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22227111,https://static.inaturalist.org/photos/34418973/medium.jpeg?1554785580,,,,2,0,FALSE,2,"Trans Catalina Trail, Avalon, CA 90704, USA",Santa Catalina,33.38559341,-118.47332,,,,,FALSE,gps,gps,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
60740672,Fri Sep 25 2020 10:41:48 GMT-0700 (PDT),iNaturalist,2020,9,,9/25/2020  12:00:00 AM,2020-09-25 17:41:48 UTC,Pacific Time (US & Canada),1577747,9/25/20,12:00:00,victoria279,2020-09-25 18:52:20 UTC,2020-09-27 03:53:33 UTC,research,,https://www.inaturalist.org/observations/60740672,https://static.inaturalist.org/photos/97144696/medium.jpg?1601059944,,,,1,0,FALSE,3,"USC Wrigley Marine Science Center, CA, US",Santa Catalina,33.44508752,-118.4818054,24,24,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
5652558,Tue Apr 11 2017 14:16:52 GMT-0700 (PDT),iNaturalist,2017,4,,4/11/2017  12:00:00 AM,2017-04-11 21:16:52 UTC,Pacific Time (US & Canada),280979,4/11/17,12:00:00,emshaph,2017-04-11 21:18:11 UTC,2020-09-01 13:56:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5652558,https://inaturalist-open-data.s3.amazonaws.com/photos/6997795/medium.jpg?1491946409,,,,4,0,FALSE,3,"W End Rd, Avalon, CA, US",Santa Catalina,33.46822097,-118.5311457,22,22,,,FALSE,,,Common Desert Centipede,Scolopendra polymorpha,Scolopendra polymorpha,Common Desert Centipede,Animalia,53762,Scolopendromorpha,Scolopendromorpha,Scolopendridae,Scolopendridae,Scolopendra,Scolopendra,Scolopendra polymorpha,,
8844283,2017-11-17 11:38:08 AM PST,iNaturalist,2017,11,,11/17/2017  12:00:00 AM,2017-11-17 19:38:08 UTC,Pacific Time (US & Canada),392423,11/17/17,12:00:00,bjdion,2017-11-18 02:12:52 UTC,2018-09-12 03:05:44 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/8844283,https://inaturalist-open-data.s3.amazonaws.com/photos/11884549/medium.jpeg?1510971180,,,,1,0,FALSE,2,"Los Angeles County, US-CA, US",Santa Catalina,33.38927267,-118.3918864,9,9,,,FALSE,,,Centipedes,Scolopocryptops gracilis,Scolopocryptops gracilis,Western Fire Centipede,Animalia,322407,Scolopendromorpha,Scolopendromorpha,Scolopocryptopidae,Scolopocryptopidae,Scolopocryptops,Scolopocryptops,Scolopocryptops gracilis,,
30333938,2019/08/05 8:10 AM PDT,iNaturalist,2019,8,,8/5/2019  12:00:00 AM,2019-08-05 15:10:00 UTC,Pacific Time (US & Canada),223005,8/5/19,12:00:00,dlbowls,2019-08-06 22:19:13 UTC,2019-08-14 17:44:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30333938,https://inaturalist-open-data.s3.amazonaws.com/photos/47374762/medium.jpeg?1565124201,,,,2,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,34.04779111,-119.5682247,61,61,,,FALSE,,,Western Fire Centipede,Scolopocryptops gracilis,Scolopocryptops gracilis,Western Fire Centipede,Animalia,322407,Scolopendromorpha,Scolopendromorpha,Scolopocryptopidae,Scolopocryptopidae,Scolopocryptops,Scolopocryptops,Scolopocryptops gracilis,,
5260101,2017/03/04 6:40 PM PST,iNaturalist,2017,3,,3/4/2017  12:00:00 AM,2017-03-05 02:40:00 UTC,Pacific Time (US & Canada),86100,3/4/17,12:00:00,naturenate,2017-03-09 20:55:30 UTC,2017-11-29 22:59:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5260101,https://static.inaturalist.org/photos/6509552/medium.jpeg?1489092871,,,,1,0,FALSE,,"Los Angeles County, CA, USA",Santa Catalina,33.36558333,-118.3499733,,,,,FALSE,,,Tropical Centipedes,Scolopendromorpha,,Tropical Centipedes,Animalia,53763,Scolopendromorpha,Scolopendromorpha,,,,,,,
