record,source,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,acceptedName,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,id,month,year,time_observed_at_date,time_observed_at_time,time_obs_3,time_zone,user_login,created_at,updated_at,quality_grade,license,url,image_url,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04975732,-119.558315,2,2,,,FALSE,,,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,22868164,4,2019,4/15/19,23:22:00,300,Pacific Time (US & Canada),diego4nature,2019-04-22 08:39:03 +0300,2019-04-23 06:22:01 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/22868164,https://inaturalist-open-data.s3.amazonaws.com/photos/35444791/medium.jpeg?1555908663,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04932778,-119.5632861,10,10,,,FALSE,,,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,40804264,7,2019,7/6/19,20:47:00,300,Pacific Time (US & Canada),emilychebul,2020-03-27 09:53:05 +0300,2020-03-28 04:52:16 +0300,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/40804264,https://inaturalist-open-data.s3.amazonaws.com/photos/64685260/medium.jpeg?1585291346,1,0,FALSE,
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.44519519,-118.4812751,5,5,,,FALSE,,,,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,20795543,2,2019,2/27/19,5:57:13,300,Pacific Time (US & Canada),jenn60,2019-02-27 05:57:21 +0300,2020-04-09 23:57:12 +0300,needs_id,,https://www.inaturalist.org/observations/20795543,https://static.inaturalist.org/photos/32072587/medium.jpg?1551236270,0,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, California 90704, USA",Santa Catalina,33.45097733,-118.5061951,,,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,30170790,7,2019,7/24/19,18:58:47,300,Pacific Time (US & Canada),bugboy129,2019-08-04 17:14:07 +0300,2019-08-04 17:14:11 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/30170790,https://inaturalist-open-data.s3.amazonaws.com/photos/47120784/medium.jpg?1564928049,0,0,FALSE,2
occurrence,iNaturalist,"Santa Cruz Island, California 93001, USA",Santa Cruz,34.0419838,-119.5872385,1312,1312,,,FALSE,,,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,11423861,4,2018,4/18/18,21:50:00,300,Eastern Time (US & Canada),bryanjbd,2018-04-25 20:08:30 +0300,2019-04-21 20:33:10 +0300,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/11423861,https://inaturalist-open-data.s3.amazonaws.com/photos/16291208/medium.jpeg?1524676023,2,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island, California 93001, USA",Santa Cruz,34.02521515,-119.6934738,,,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,39074817,2,2020,2/23/20,0:52:41,300,Pacific Time (US & Canada),christopher_berry,2020-02-23 07:43:02 +0300,2020-02-26 07:08:35 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39074817,https://inaturalist-open-data.s3.amazonaws.com/photos/62002674/medium.jpeg?1582432985,2,0,FALSE,2
occurrence,iNaturalist,"Santa Rosa Island Airstrip, Coastal Rd, California, USA",Santa Rosa,33.99707412,-120.0473727,66,66,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,21458317,4,2018,4/8/18,23:54:01,300,Pacific Time (US & Canada),naresha,2019-03-21 22:03:14 +0300,2019-03-27 06:03:11 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21458317,https://inaturalist-open-data.s3.amazonaws.com/photos/33200994/medium.jpeg?1553194996,1,0,FALSE,2
occurrence,iNaturalist,"Smugglers Rd, Ventura, CA 93001, USA",Santa Cruz,34.04763794,-119.5571823,,,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,21622323,3,2019,3/16/19,21:25:16,300,Pacific Time (US & Canada),nico08,2019-03-26 07:53:52 +0300,2019-04-18 23:09:54 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21622323,https://inaturalist-open-data.s3.amazonaws.com/photos/33474489/medium.jpeg?1553576040,1,0,FALSE,2
occurrence,iNaturalist,"Unnamed Road, California, USA",San Clemente,32.82553811,-118.3599417,352,352,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,21251572,,,,,,Pacific Time (US & Canada),pileated,2019-03-15 09:07:33 +0300,2020-04-23 21:20:33 +0300,needs_id,CC-BY,https://www.inaturalist.org/observations/21251572,https://inaturalist-open-data.s3.amazonaws.com/photos/32856893/medium.jpg?1552630055,0,0,FALSE,2
occurrence,iNaturalist,"Unnamed Road, California, USA",San Clemente,32.82543564,-118.3592987,,,,,FALSE,gps,gps,Tiger Moths,Arctiini,,Tiger Moths,Insecta,82089,Lepidoptera,Erebidae,Erebidae,,,,,23038918,4,2019,4/15/19,0:40:31,300,Pacific Time (US & Canada),pileated,2019-04-25 09:21:23 +0300,2021-01-26 07:35:38 +0300,needs_id,CC-BY,https://www.inaturalist.org/observations/23038918,https://inaturalist-open-data.s3.amazonaws.com/photos/35716435/medium.jpeg?1556173292,0,0,FALSE,2
occurrence,iNaturalist,"1–99 Cove Rd, , CA, US",Santa Catalina,33.46901798,-118.5327951,22,22,,,FALSE,,,Black Witch,Ascalapha odorata,Ascalapha odorata,Black Witch,Insecta,61503,Lepidoptera,Erebidae,Erebidae,Ascalapha,Ascalapha,Ascalapha odorata,,14408611,7,2018,7/16/18,7:33:05,300,Pacific Time (US & Canada),emshaph,2018-07-16 09:48:04 +0300,2018-07-18 17:30:23 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/14408611,https://inaturalist-open-data.s3.amazonaws.com/photos/21434252/medium.jpg?1531723958,2,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.87689,-118.43483,,,,,FALSE,,,Caenurgia,Caenurgia,,,Insecta,174584,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,,,35645595,4,2019,4/15/19,3:16:00,300,Pacific Time (US & Canada),stephanomeria,2019-11-13 20:06:50 +0300,2020-04-28 20:02:48 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/35645595,https://inaturalist-open-data.s3.amazonaws.com/photos/56229126/medium.jpg?1573664470,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.91577,-118.48598,,,,,FALSE,,,Caenurgia,Caenurgia,,,Insecta,174584,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,,,35645596,5,2019,5/9/19,3:11:00,300,Pacific Time (US & Canada),stephanomeria,2019-11-13 20:06:50 +0300,2020-04-28 20:03:00 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/35645596,https://inaturalist-open-data.s3.amazonaws.com/photos/56229333/medium.jpg?1573664606,2,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.86829667,-118.4896417,,,,,FALSE,,,Caenurgia,Caenurgia,,,Insecta,174584,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,,,21908436,3,2019,3/28/19,20:41:00,300,Pacific Time (US & Canada),cedric_lee,2019-04-02 17:08:52 +0300,2021-01-27 02:16:41 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21908436,https://inaturalist-open-data.s3.amazonaws.com/photos/33947287/medium.jpeg?1554212826,1,0,FALSE,
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.36844667,-118.350555,4,4,,,FALSE,,,,Caenurgia,,,Insecta,174584,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,,,24873715,5,2019,5/8/19,2:48:37,300,Pacific Time (US & Canada),andrew517,2019-05-10 08:21:12 +0300,2020-06-03 23:06:34 +0300,needs_id,,https://www.inaturalist.org/observations/24873715,https://static.inaturalist.org/photos/38474266/medium.jpg?1557465737,0,0,FALSE,3
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,5275511,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-10 23:50:00 +0300,2020-08-12 07:44:25 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5275511,https://inaturalist-open-data.s3.amazonaws.com/photos/6520439/medium.jpg?1489175823,1,0,FALSE,
occurrence,iNaturalist,"Channel Islands, Channel Islands National Park, Santa Barbara, California, United States",Santa Cruz,34.01913667,-119.6829283,,,,,FALSE,,,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,1805812,7,2015,7/24/15,7:05:46,300,Pacific Time (US & Canada),kueda,2015-07-27 07:49:48 +0300,2020-08-12 07:46:13 +0300,research,CC0,http://www.inaturalist.org/observations/1805812,https://inaturalist-open-data.s3.amazonaws.com/photos/2188291/medium.jpg?1437972595,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.9960022,-118.5523376,,,,,FALSE,gps,gps,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,28241624,6,2019,6/27/19,9:47:27,300,Pacific Time (US & Canada),pileated,2019-07-05 20:49:26 +0300,2021-01-26 20:16:26 +0300,research,CC-BY,https://www.inaturalist.org/observations/28241624,https://inaturalist-open-data.s3.amazonaws.com/photos/44010417/medium.jpg?1562348973,2,0,FALSE,2
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.996055,-118.5522533,10,10,,,FALSE,,,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,31362315,8,2019,8/23/19,22:22:50,300,Pacific Time (US & Canada),vireolanius,2019-08-23 22:23:47 +0300,2019-08-24 04:08:47 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/31362315,https://inaturalist-open-data.s3.amazonaws.com/photos/49078682/medium.jpg?1566588236,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.899475,-118.4701833,5,5,,,FALSE,,,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,72303139,3,2021,3/28/21,20:40:53,300,Pacific Time (US & Canada),vireolanius,2021-03-28 23:50:46 +0300,2021-03-29 00:15:17 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/72303139,https://inaturalist-open-data.s3.amazonaws.com/photos/117858885/medium.jpg?1616964788,1,0,FALSE,3
occurrence,iNaturalist,"san clemente island, ca",San Clemente,32.880251,-118.444516,604,604,,,FALSE,,manual,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,23352928,4,2019,4/26/19,18:59:00,300,Pacific Time (US & Canada),vireolanius,2019-04-27 16:00:24 +0300,2020-09-19 06:12:23 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23352928,https://inaturalist-open-data.s3.amazonaws.com/photos/36177220/medium.jpg?1556369928,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99872667,-119.7272517,,,,,FALSE,,,Caenurgia togataria,Caenurgia togataria,Caenurgia togataria,,Insecta,332300,Lepidoptera,Erebidae,Erebidae,Caenurgia,Caenurgia,Caenurgia togataria,,1786772,7,2015,7/21/15,2:14:04,300,Pacific Time (US & Canada),kueda,2015-07-21 20:03:08 +0300,2020-08-12 07:46:28 +0300,research,CC0,http://www.inaturalist.org/observations/1786772,https://inaturalist-open-data.s3.amazonaws.com/photos/2163332/medium.jpg?1437498205,1,0,FALSE,
occurrence,iNaturalist,"Unnamed Road, California, USA",San Clemente,32.99591006,-118.5521964,11,11,,,FALSE,gps,gps,Caenurgina,Caenurgina,,,Insecta,52901,Lepidoptera,Erebidae,Erebidae,Caenurgina,Caenurgia,,,23051354,4,2019,4/18/19,8:09:25,300,Pacific Time (US & Canada),pileated,2019-04-25 17:45:45 +0300,2021-01-27 04:28:06 +0300,needs_id,CC-BY,https://www.inaturalist.org/observations/23051354,https://inaturalist-open-data.s3.amazonaws.com/photos/35737030/medium.jpg?1556203549,0,0,FALSE,2
occurrence,iNaturalist,"Channel Islands National Park, Channel Islands National Pk, CA, US",Santa Cruz,33.99698333,-119.7259133,,,,,FALSE,,,Underwings,Catocala,,Underwing Moths,Insecta,83842,Lepidoptera,Erebidae,Erebidae,Catocala,Catocala,,,1786559,7,2015,7/21/15,18:43:24,300,Pacific Time (US & Canada),robberfly,2015-07-21 18:47:31 +0300,2021-07-20 21:15:49 +0300,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1786559,https://inaturalist-open-data.s3.amazonaws.com/photos/2162994/medium.jpg?1437493677,3,0,FALSE,3
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99706167,-119.7256683,,28902,,,FALSE,,,Catocala,Catocala,,Underwing Moths,Insecta,83842,Lepidoptera,Erebidae,Erebidae,Catocala,Catocala,,,1805051,7,2015,7/23/15,8:30:06,300,Pacific Time (US & Canada),kueda,2015-07-27 02:17:49 +0300,2021-07-20 21:03:31 +0300,needs_id,CC0,http://www.inaturalist.org/observations/1805051,https://inaturalist-open-data.s3.amazonaws.com/photos/2187077/medium.jpg?1437952686,0,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Fieldstation, Santa Barbara County, CA, USA",Santa Cruz,33.997173,-119.72586,146,28902,,,FALSE,,manual,Cisthene deserta,Cisthene deserta,Cisthene deserta,,Insecta,326818,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene deserta,,1789985,7,2015,7/21/15,7:52:37,300,Pacific Time (US & Canada),kueda,2015-07-22 19:58:51 +0300,2019-04-16 20:35:05 +0300,research,CC0,http://www.inaturalist.org/observations/1789985,https://inaturalist-open-data.s3.amazonaws.com/photos/2167977/medium.jpg?1437584358,2,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.34583075,-118.3347511,1589,1589,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,5253067,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 02:26:20 +0300,2018-07-10 05:51:25 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5253067,https://inaturalist-open-data.s3.amazonaws.com/photos/6498983/medium.jpg?1489009123,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,5255030,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 06:35:06 +0300,2020-06-03 23:09:04 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5255030,https://inaturalist-open-data.s3.amazonaws.com/photos/6502464/medium.jpg?1489028733,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,5255039,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 06:35:08 +0300,2018-07-10 05:51:17 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5255039,https://inaturalist-open-data.s3.amazonaws.com/photos/6502470/medium.jpg?1489028742,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.34197208,-118.3228426,20,20,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,34125497,10,2019,10/5/19,20:36:00,300,Pacific Time (US & Canada),psyllidhipster,2019-10-09 21:27:53 +0300,2020-07-29 18:44:02 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/34125497,https://inaturalist-open-data.s3.amazonaws.com/photos/53667058/medium.jpeg?1570644848,1,0,FALSE,
occurrence,iNaturalist,"Channel Islands National Park, Channel Islands National Pk, CA, US",Santa Cruz,33.997305,-119.72512,,,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,1786385,7,2015,7/21/15,7:42:17,300,Pacific Time (US & Canada),robberfly,2015-07-21 18:05:23 +0300,2018-07-15 04:20:28 +0300,research,CC-BY-NC,http://www.inaturalist.org/observations/1786385,https://inaturalist-open-data.s3.amazonaws.com/photos/2162828/medium.jpg?1437491151,2,0,FALSE,3
occurrence,iNaturalist,"Santa Cruz Island Fieldstation, Santa Barbara County, CA, USA",Santa Cruz,33.997173,-119.72586,146,28902,,,FALSE,,manual,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,1789979,7,2015,7/21/15,7:49:04,300,Pacific Time (US & Canada),kueda,2015-07-22 19:58:46 +0300,2019-04-16 20:35:01 +0300,research,CC0,http://www.inaturalist.org/observations/1789979,https://inaturalist-open-data.s3.amazonaws.com/photos/2167971/medium.jpg?1437584351,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,34.00027333,-119.7340983,,28874,,,FALSE,,,Cisthene faustinula,Cisthene faustinula,Cisthene faustinula,,Insecta,143987,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene faustinula,,1791925,7,2015,7/22/15,7:05:46,300,Pacific Time (US & Canada),kueda,2015-07-23 09:15:06 +0300,2019-03-26 04:39:43 +0300,research,CC0,http://www.inaturalist.org/observations/1791925,https://inaturalist-open-data.s3.amazonaws.com/photos/2170831/medium.jpg?1437632130,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Cisthene liberomacula,Cisthene liberomacula,Cisthene liberomacula,,Insecta,325654,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene liberomacula,,5275524,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-10 23:50:06 +0300,2020-06-03 23:08:37 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5275524,https://inaturalist-open-data.s3.amazonaws.com/photos/6520456/medium.jpg?1489175841,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.34197208,-118.3228426,20,20,,,FALSE,,,Cisthene liberomacula,Cisthene liberomacula,Cisthene liberomacula,,Insecta,325654,Lepidoptera,Erebidae,Erebidae,Cisthene,Cisthene,Cisthene liberomacula,,34125494,10,2019,10/5/19,9:50:00,300,Pacific Time (US & Canada),psyllidhipster,2019-10-09 21:27:52 +0300,2020-07-29 18:44:22 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/34125494,https://inaturalist-open-data.s3.amazonaws.com/photos/53667037/medium.jpeg?1570644833,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Crambidia suffusa,Crambidia suffusa,Crambidia suffusa,,Insecta,217670,Lepidoptera,Erebidae,Erebidae,Crambidia,Crambidia,Crambidia suffusa,,5255064,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 06:35:17 +0300,2017-05-02 21:58:59 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5255064,https://inaturalist-open-data.s3.amazonaws.com/photos/6502495/medium.jpg?1489028777,0,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01890493,-119.8747373,977,977,,,FALSE,,,Brown Ctenucha,Ctenucha brunnea,Ctenucha brunnea,Brown Ctenucha,Insecta,63800,Lepidoptera,Erebidae,Erebidae,Ctenucha,Ctenucha,Ctenucha brunnea,,28835334,7,2019,7/9/19,1:23:00,300,Pacific Time (US & Canada),skepticgam,2019-07-15 03:13:34 +0300,2020-08-16 18:22:15 +0300,research,,https://www.inaturalist.org/observations/28835334,https://static.inaturalist.org/photos/44974744/medium.jpg?1563149492,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Rosa,33.955135,-119.9798817,,,,,FALSE,,,Brown Ctenucha,Ctenucha brunnea,Ctenucha brunnea,Brown Ctenucha,Insecta,63800,Lepidoptera,Erebidae,Erebidae,Ctenucha,Ctenucha,Ctenucha brunnea,,25298789,5,2019,5/11/19,22:22:00,300,Pacific Time (US & Canada),silversea_starsong,2019-05-18 07:26:46 +0300,2020-08-16 18:22:41 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25298789,https://inaturalist-open-data.s3.amazonaws.com/photos/39170364/medium.jpeg?1558153330,1,0,FALSE,
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Cruz,34.03007632,-119.8720638,13477,13477,,,FALSE,,,Handmaidens,Ctenuchina,,Handmaidens,Insecta,82101,Lepidoptera,Erebidae,Erebidae,,,,,49198838,6,2020,6/11/20,1:04:33,300,Pacific Time (US & Canada),zccas,2020-06-11 08:15:48 +0300,2020-12-02 05:49:21 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/49198838,https://inaturalist-open-data.s3.amazonaws.com/photos/78096302/medium.jpg?1591852553,2,0,FALSE,3
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.34213891,-118.3282338,9,9,,,FALSE,,,Butterflies and Moths,Drasteria,,,Insecta,173730,Lepidoptera,Erebidae,Erebidae,Drasteria,Drasteria,,,25909025,5,2019,5/28/19,2:05:59,300,Pacific Time (US & Canada),jeanshelton,2019-05-28 02:06:53 +0300,2020-08-28 00:04:54 +0300,needs_id,,https://www.inaturalist.org/observations/25909025,https://static.inaturalist.org/photos/40183430/medium.jpeg?1558998473,1,0,FALSE,2
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.34432667,-118.3284633,,,,,FALSE,,,Drasteria divergens,Drasteria divergens,Drasteria divergens,,Insecta,218721,Lepidoptera,Erebidae,Erebidae,Drasteria,Drasteria,Drasteria divergens,,65463798,8,2020,8/26/20,0:34:00,300,Pacific Time (US & Canada),silversea_starsong,2020-11-23 11:54:37 +0300,2021-03-05 17:30:26 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/65463798,https://inaturalist-open-data.s3.amazonaws.com/photos/105371958/medium.jpeg?1606120789,3,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,34.00031167,-119.7341283,,,,,FALSE,,,Drasteria edwardsii,Drasteria edwardsii,Drasteria edwardsii,,Insecta,346313,Lepidoptera,Erebidae,Erebidae,Drasteria,Drasteria,Drasteria edwardsii,,1791942,7,2015,7/22/15,7:37:32,300,Pacific Time (US & Canada),kueda,2015-07-23 09:16:14 +0300,2021-04-17 21:36:45 +0300,research,CC0,http://www.inaturalist.org/observations/1791942,https://inaturalist-open-data.s3.amazonaws.com/photos/2170848/medium.jpg?1437632179,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99762167,-119.727475,,28902,,,FALSE,,,Drasteria howlandii,Drasteria howlandii,Drasteria howlandii,,Insecta,218724,Lepidoptera,Erebidae,Erebidae,Drasteria,Drasteria,Drasteria howlandii,,1789991,7,2015,7/21/15,8:16:41,300,Pacific Time (US & Canada),kueda,2015-07-22 19:59:28 +0300,2021-07-20 21:13:16 +0300,needs_id,CC0,http://www.inaturalist.org/observations/1789991,https://inaturalist-open-data.s3.amazonaws.com/photos/2167983/medium.jpg?1437584383,0,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99706167,-119.7256683,,28902,,,FALSE,,,Drasteria howlandii,Drasteria howlandii,Drasteria howlandii,,Insecta,218724,Lepidoptera,Erebidae,Erebidae,Drasteria,Drasteria,Drasteria howlandii,,1805053,7,2015,7/23/15,8:29:53,300,Pacific Time (US & Canada),kueda,2015-07-27 02:17:59 +0300,2021-07-20 21:03:30 +0300,needs_id,CC0,http://www.inaturalist.org/observations/1805053,https://inaturalist-open-data.s3.amazonaws.com/photos/2187082/medium.jpg?1437952697,0,0,FALSE,
occurrence,iNaturalist, santa cruz island,Santa Cruz,34.002716,-119.611958,7963,7963,,,FALSE,,,"Underwing, Tiger, and Tussock Moths and Allies",Erebidae,,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Lepidoptera,Erebidae,Erebidae,,,,,1675195,,,,,,Eastern Time (US & Canada),crusty,2015-06-23 17:17:08 +0300,2017-05-02 21:36:55 +0300,needs_id,CC-BY,http://www.inaturalist.org/observations/1675195,https://inaturalist-open-data.s3.amazonaws.com/photos/2037935/medium.JPG?1435069065,3,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.8763459,-118.485085,46,46,,,FALSE,,,"Underwing, Tiger, Tussock, and Allied Moths",Erebidae,,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Lepidoptera,Erebidae,Erebidae,,,,,50467521,6,2020,6/21/20,20:02:00,300,Pacific Time (US & Canada),sue_meiman,2020-06-21 23:40:35 +0300,2020-06-21 23:40:35 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/50467521,https://inaturalist-open-data.s3.amazonaws.com/photos/80131540/medium.jpg?1592771563,0,0,FALSE,
