"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName"
"2761","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"2762","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Nasusina","Nasusina inferior"
"2763","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Nasusina","Nasusina inferior"
"2764","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Nasusina","Nasusina inferior"
"2765","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria",
"2766","Cal-IBIS",5,1973,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria darwiniata"
"2767","Cal-IBIS",5,1973,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria darwiniata"
"2768","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria darwiniata"
"2769","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2770","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2771","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2772","Cal-IBIS",8,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2773","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2774","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2775","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2776","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2777","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2778","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2779","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2780","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"2781","Cal-IBIS",9,1932,"Santa Catalina","Lepidoptera","Geometridae","Nemoria","Nemoria pistaciaria"
"2782","Cal-IBIS",4,1932,"Santa Catalina","Lepidoptera","Geometridae","Nemoria","Nemoria pistaciaria"
"2783","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Orthonama","Orthonama obstipata"
"2784","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Orthonama","Orthonama obstipata"
"2785","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2786","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2787","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2788","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2789","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2790","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2791","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2792","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2793","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2794","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2795","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2796","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2797","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2798","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2799","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2800","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2801","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2802","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2803","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2804","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2805","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2806","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2807","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2808","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2809","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2810","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2811","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2812","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2813","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2814","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2815","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2816","Cal-IBIS",12,1981,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2817","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2818","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2819","Cal-IBIS",7,1974,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2820","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2821","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2822","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2823","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2824","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2825","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2826","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2827","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2828","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2829","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2830","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2831","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2832","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2833","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2834","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2835","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2836","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2837","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2838","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2839","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2840","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2841","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2842","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2843","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2844","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2845","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2846","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2847","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2848","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2849","Cal-IBIS",7,1974,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2850","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2851","Cal-IBIS",8,1969,"San Nicolas","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2852","Cal-IBIS",8,1969,"San Nicolas","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2853","Cal-IBIS",8,1969,"San Nicolas","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2854","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2855","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2856","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2857","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2858","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2859","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2860","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2861","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2862","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2863","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2864","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2865","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2866","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2867","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2868","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2869","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2870","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2871","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2872","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2873","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2874","Cal-IBIS",10,1972,"Santa Rosa","Lepidoptera","Geometridae","Perizoma","Perizoma custodiata"
"2875","Cal-IBIS",4,1939,"San Clemente","Lepidoptera","Geometridae","Perizoma","Perizoma epictata"
"2876","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero",
"2877","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero",
"2878","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero",
"2879","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero",
"2880","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero",
"2881","Cal-IBIS",4,1932,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero behrensaria"
"2882","Cal-IBIS",4,1932,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero behrensaria"
"2883","Cal-IBIS",5,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero behrensaria"
"2884","Cal-IBIS",3,1932,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero catalina"
"2885","Cal-IBIS",3,2011,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero catalina"
"2886","Cal-IBIS",3,2011,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero catalina"
"2887","Cal-IBIS",3,2011,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero catalina"
"2888","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2889","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2890","Cal-IBIS",8,1968,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2891","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2892","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2893","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2894","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2895","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2896","Cal-IBIS",4,1980,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2897","Cal-IBIS",11,1972,"San Clemente","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2898","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2899","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2900","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2901","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2902","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2903","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2904","Cal-IBIS",8,1971,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2905","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2906","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2907","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2908","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2909","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2910","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2911","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2912","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2913","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2914","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2915","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2916","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2917","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2918","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2919","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2920","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2921","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2922","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2923","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2924","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2925","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2926","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2927","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2928","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2929","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2930","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2931","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2932","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2933","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2934","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2935","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2936","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2937","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2938","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2939","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2940","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2941","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2942","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2943","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2944","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2945","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2946","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2947","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2948","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2949","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2950","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2951","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2952","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2953","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2954","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2955","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2956","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2957","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2958","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2959","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2960","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2961","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2962","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2963","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2964","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2965","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2966","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2967","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2968","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2969","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2970","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2971","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2972","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2973","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2974","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2975","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2976","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2977","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2978","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2979","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2980","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2981","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2982","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2983","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2984","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2985","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2986","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2987","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2988","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2989","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2990","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2991","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2992","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2993","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2994","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2995","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2996","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2997","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2998","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"2999","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3000","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3001","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3002","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3003","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3004","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3005","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3006","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3007","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
