kingdom,phylum,class,order,Family_5,scientificName,sciname_3,count,assign_by_island,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha clevelandii var. clevelandii,Cryptantha clevelandii,6,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha clevelandii var. florosa,Cryptantha hipidissima,60,NA,Keep,1,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha hispidissima,Cryptantha hipidissima,2,NA,Keep,1,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha intermedia,Cryptantha intermedia,94,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha leiocarpa,Cryptantha leiocarpa,6,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima,Cryptantha maritima,119,NA,Keep,NA,NA,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima var. maritima,Cryptantha maritima,9,NA,Keep,NA,NA,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima var. pilosa,Cryptantha maritima,1,NA,Keep,NA,NA,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha micromeres,Cryptantha micromeres,19,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha microstachys,Cryptantha microstachys,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata,Cryptantha muricata,5,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata var. jonesii,Cryptantha muricata,5,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata var. muricata,Cryptantha muricata,1,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha traskiae,Cryptantha traskiae,132,NA,Keep,NA,NA,NA,NA,NA,1,1,1
NA,NA,NA,NA,Boraginaceae,NA,Cryptantha wigginsii,NA,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium candicans,Echium candicans,6,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Harpagonella palmeri,Harpagonella palmeri,90,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya palmeri,Pectocarya,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya heterocarpa,Pectocarya heterocarpa,4,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis,Pectocarya linearis subsp. ferocula,14,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis subsp. ferocula,Pectocarya linearis subsp. ferocula,159,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis var. ferocula,Pectocarya linearis subsp. ferocula,15,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya penicillata,Pectocarya penicillata,3,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys acanthocarpus,Plagiobothrys acanthocarpus,12,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys arizonicus var. catalinensis,Plagiobothrys canescens var. catalinensis,1,NA,Keep,NA,?,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys canescens,Plagiobothrys canescens var. catalinensis,132,NA,Keep,NA,?,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys canescens var. catalinensis,Plagiobothrys canescens var. catalinensis,45,NA,Keep,NA,?,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus,Plagiobothrys collinus,32,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus,Plagiobothrys collinus var. californicus,3,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. californicus,Plagiobothrys collinus var. californicus,5,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus var. fulvescens,Plagiobothrys collinus var. fulvescens,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. fulvescens,Plagiobothrys collinus var. fulvescens,10,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus var. gracilis,Plagiobothrys collinus var. gracilis,1,NA,Keep,1,NA,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. gracilis,Plagiobothrys collinus var. gracilis,124,NA,Keep,1,NA,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Athysanus pusillus,Athysanus pusillus,66,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis hoffmannii,Boechera hoffmannii,2,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis maxima var. hoffmannii,Boechera hoffmannii,1,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera hoffmannii,Boechera hoffmannii,16,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica nigra,Brassica nigra,98,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica rapa,Brassica rapa,43,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica rapa var. rapa,Brassica rapa,3,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica tournefortii,Brassica tournefortii,32,NA,Keep,NA,NA,NA,NA,NA,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula,Cakile edentula,17,NA,Keep,1,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula subsp. edentula,Cakile edentula,2,NA,Keep,1,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula var. edentula,Cakile edentula,4,NA,Keep,1,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile maritima,Cakile maritima subsp. maritima,219,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile maritima subsp. maritima,Cakile maritima subsp. maritima,20,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella bursa-pastoris,Capsella bursa-pastoris,139,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica,Cardamine californica,96,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica var. californica,Cardamine californica,3,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica var. integrifolia,Cardamine californica,15,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dentaria californica,Cardamine californica,4,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dentaria integrifolia var. californica,Cardamine californica,4,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine oligosperma,Cardamine oligosperma,1,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Caulanthus lasiophyllus,Caulanthus lasiophyllus,164,NA,Keep,1,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Guillenia lasiophylla,Caulanthus lasiophyllus,58,NA,Keep,1,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thelypodium lasiophyllum,Caulanthus lasiophyllus,10,NA,Keep,1,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata,Descurainia pinnata,39,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. brachycarpa,Descurainia pinnata,5,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. halictorum,Descurainia pinnata,1,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. menziesii,Descurainia pinnata,16,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dithyrea maritima,Dithyrea maritima,37,NA,Keep,1,NA,NA,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia,Draba cuneifolia,10,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia var. cuneifolia,Draba cuneifolia,1,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia var. integrifolia,Draba cuneifolia,2,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum ammophilum,Erysimum ammophilum,9,NA,Keep,1,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum cheiri,Erysimum cheiri,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum insulare,Erysimum insulare,53,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum insulare subsp. insulare,Erysimum insulare,9,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica geniculata,Hirschfeldia incana,40,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hirschfeldia incana,Hirschfeldia incana,31,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis incana,Hirschfeldia incana,44,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hornungia procumbens,Hornungia procumbens,92,NA,Keep,1,1,1,1,1,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hutchinsia procumbens,Hornungia procumbens,19,NA,Keep,1,1,1,1,1,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hymenolobus procumbens,Hornungia procumbens,1,NA,Keep,1,1,1,1,1,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Coronopus didymus,Lepidium didymum,1,NA,Keep,NA,NA,NA,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium didymum,Lepidium didymum,30,NA,Keep,NA,NA,NA,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardaria draba,Lepidium draba,11,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium draba,Lepidium draba,36,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium draba subsp. draba,Lepidium draba,2,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,97,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum subsp. lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,28,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum var. lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,58,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum var. wrightii,Lepidium lasiocarpum subsp. lasiocarpum,1,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium latipes,Lepidium latipes,68,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium latipes var. latipes,Lepidium latipes,1,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum,Lepidium nitidum,345,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum var. howellii,Lepidium nitidum,4,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum var. nitidum,Lepidium nitidum,13,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum,Lepidium oblongum,235,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum var. insulare,Lepidium oblongum,12,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum var. oblongum,Lepidium oblongum,1,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium strictum,Lepidium strictum,44,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum,Lepidium virginicum subsp. menziesii,16,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum subsp. menziesii,Lepidium virginicum subsp. menziesii,3,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. menziesii,Lepidium virginicum subsp. menziesii,5,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. pubescens,Lepidium virginicum subsp. menziesii,14,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. robinsonii,Lepidium virginicum subsp. menziesii,29,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia maritima,Lobularia maritima,41,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium officinale,Nasturtium officinale,44,NA,Keep,NA,NA,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa nasturtium-aquaticum,Nasturtium officinale,8,NA,Keep,NA,NA,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,75,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,109,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sibara filifolia,Sibara filifolia,40,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica kaber,Sinapis arvensis,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis arvensis,Sinapis arvensis,44,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,9,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium irio,Sisymbrium irio,48,NA,Keep,NA,NA,NA,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,100,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium orientale,Sisymbrium orientale,132,NA,Keep,NA,NA,NA,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus conchuliferus,Thysanocarpus conchuliferus,49,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,38,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. amplectens,Thysanocarpus curvipes,10,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. curvipes,Thysanocarpus curvipes,1,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. elegans,Thysanocarpus curvipes,1,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. crenatus,Thysanocarpus curvipes,1,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. ramosus,Thysanocarpus curvipes,4,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus,Thysanocarpus laciniatus,272,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. laciniatus,Thysanocarpus laciniatus,7,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Tropidocarpum gracile,Tropidocarpum gracile,14,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis glabra,Turritis glabra,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Turritis glabra,Turritis glabra,4,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Bergerocactus emoryi,Bergerocactus emoryi,74,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia prolifera,Cylindropuntia prolifera,121,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia prolifera,Cylindropuntia prolifera,22,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Trichocereus candicans,Echinopsis candicans,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia ficus-indica,Opuntia ficus-indica,7,NA,Keep,NA,NA,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia engelmannii var. littoralis,Opuntia littoralis,2,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia littoralis,Opuntia littoralis,180,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia littoralis var. littoralis,Opuntia littoralis,2,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia oricola,Opuntia oricola,47,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia occidentalis,Opuntia x occidentalis,3,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Githopsis diffusa subsp. diffusa,Githopsis diffusa subsp. diffusa,16,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia dunnii var. serrata,Lobelia dunnii var. serrata,3,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis biflora,Triodanis biflora,61,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,97,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera hispidula var. vacillans,Lonicera hispidula,65,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera interrupta,Lonicera interrupta,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,?
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata,Lonicera subspicata,20,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. denudata,Lonicera subspicata var. denudata,6,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. johnstonii,Lonicera subspicata var. denudata,6,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. subspicata,Lonicera subspicata var. subspicata,7,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos albus var. mollis,Symphoricarpos mollis,1,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos mollis,Symphoricarpos mollis,106,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cardionema ramosissimum,Cardionema ramosissimum,71,NA,Keep,1,1,1,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,90,NA,Keep,1,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria cinerea,Herniaria hirsuta var. cinerea,2,NA,Keep,1,1,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta,Herniaria hirsuta var. cinerea,7,NA,Keep,1,1,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta subsp. cinerea,Herniaria hirsuta var. cinerea,7,NA,Keep,1,1,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta var. cinerea,Herniaria hirsuta var. cinerea,42,NA,Keep,1,1,NA,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Loeflingia squarrosa,Loeflingia squarrosa,8,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria douglasii,Minuartia douglasii,2,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Minuartia douglasii,Minuartia douglasii,19,NA,Keep,NA,1,1,NA,NA,NA,1,1
