id,observed_on_string,source,year,month,observed_on,time_observed_at,time_zone,user_id,observed_on,,,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,acceptedOrder,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,acceptedName,taxon_subspecies_name,Notes
35706066,2019/07/08 5:31 PM EDT,iNaturalist,2019,7,7/8/19 0:00,2019-07-08 21:31:00 UTC,Eastern Time (US & Canada),577059,7/8/19,12:00:00,AM,oridgen10,2019-11-15 17:01:17 UTC,2019-11-15 20:24:12 UTC,research,,https://www.inaturalist.org/observations/35706066,https://static.inaturalist.org/photos/56335907/medium.jpg?1573836878,,,,1,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,33.99508269,-119.6426511,977,977,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
38044631,2019/10/20 3:37 PM EDT,iNaturalist,2019,10,10/20/19 0:00,2019-10-20 19:37:00 UTC,Eastern Time (US & Canada),36578,10/20/19,12:00:00,AM,aegolius,2020-01-28 00:53:39 UTC,2020-01-30 17:47:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/38044631,https://inaturalist-open-data.s3.amazonaws.com/photos/60406941/medium.jpeg?1580171977,,,,1,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,33.99923333,-119.7152417,,,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
15994391,Fri Jul 13 2018 15:43:49 GMT-0700 (PDT),iNaturalist,2018,7,7/13/18 0:00,2018-07-13 22:43:49 UTC,Pacific Time (US & Canada),280979,7/13/18,12:00:00,AM,emshaph,2018-08-29 07:04:13 UTC,2018-08-31 01:16:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15994391,https://inaturalist-open-data.s3.amazonaws.com/photos/23950130/medium.jpg?1535526261,,,,1,0,FALSE,3,"Santa Catalina Island, , CA, US",Santa Catalina,33.46088939,-118.5471293,44,44,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
30460021,2019-08-08 9:32:59 AM PDT,iNaturalist,2019,8,8/8/19 0:00,2019-08-08 16:32:59 UTC,Pacific Time (US & Canada),1643748,8/8/19,12:00:00,AM,ryan584,2019-08-09 02:17:12 UTC,2019-08-10 06:54:54 UTC,research,,https://www.inaturalist.org/observations/30460021,https://static.inaturalist.org/photos/47590484/medium.jpeg?1565317041,,,,2,0,FALSE,2,"Santa Catalina Island, California 90704, USA",Santa Catalina,33.37669205,-118.4636762,132,132,,,FALSE,gps,gps,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
1786875,7/20/15 16:47,iNaturalist,2015,7,7/20/15 0:00,2015-07-20 23:47:09 UTC,Pacific Time (US & Canada),1,7/20/15,12:00:00,AM,kueda,2015-07-21 17:54:43 UTC,2019-04-16 17:34:15 UTC,research,CC0,http://www.inaturalist.org/observations/1786875,https://inaturalist-open-data.s3.amazonaws.com/photos/2163492/medium.jpg?1437501285,,Argia,,2,0,FALSE,,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99912833,-119.7244433,,28902,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
1805005,7/22/15 12:17,iNaturalist,2015,7,7/22/15 0:00,2015-07-22 19:17:55 UTC,Pacific Time (US & Canada),1,7/22/15,12:00:00,AM,kueda,2015-07-26 23:15:04 UTC,2019-05-04 06:19:47 UTC,research,CC0,http://www.inaturalist.org/observations/1805005,https://inaturalist-open-data.s3.amazonaws.com/photos/2187041/medium.jpg?1437952521,,Vivid Dancer,,1,0,FALSE,,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,34.00859,-119.7465467,,28874,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
2500108,5/26/06,iNaturalist,2006,5,5/26/06 0:00,,Pacific Time (US & Canada),15969,5/26/06,12:00:00,AM,travislongcore,2015-12-24 06:34:39 UTC,2016-01-03 10:43:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2500108,https://inaturalist-open-data.s3.amazonaws.com/photos/2808191/medium.jpg?1450938884,,,,2,0,FALSE,,"Santa Cruz Island, CA",Santa Cruz,33.998134,-119.717975,220,220,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
7755603,9/1/17 16:26,iNaturalist,2017,9,9/1/17 0:00,2017-09-01 23:26:00 UTC,Arizona,39264,9/1/17,12:00:00,AM,dcoopercem,2017-09-02 23:37:14 UTC,2018-08-21 06:52:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/7755603,https://inaturalist-open-data.s3.amazonaws.com/photos/10184100/medium.jpg?1504394858,,,,1,0,FALSE,,"Santa Rosa Island, Santa Barbara County, CA, USA",Santa Rosa,33.99947887,-120.0581818,1067,1067,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
1830343,Sat Aug 01 2015 13:30:12 GMT-0700 (PDT),iNaturalist,2015,8,8/1/15 0:00,2015-08-01 20:30:12 UTC,Pacific Time (US & Canada),3494,8/1/15,12:00:00,AM,damontighe,2015-08-04 03:31:19 UTC,2016-08-08 21:57:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1830343,https://inaturalist-open-data.s3.amazonaws.com/photos/2222267/medium.jpg?1438659119,,,,2,0,FALSE,3,"W End Rd, Avalon, CA, US",Santa Catalina,33.46777833,-118.5655217,,,,,FALSE,,,Vivid Dancer,Argia vivida,Vivid Dancer,Insecta,56240,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Argia,Argia,Argia vivida,Argia vivida,,
39658448,Sat Mar 07 2020 09:24:18 GMT-0800 (PST),iNaturalist,2020,3,3/7/20 0:00,2020-03-07 09:24:18 UTC,UTC,2135101,3/7/20,12:00:00,AM,zccas,2020-03-07 18:32:11 UTC,2020-03-29 23:12:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39658448,https://inaturalist-open-data.s3.amazonaws.com/photos/62939591/medium.jpg?1583605939,,,,1,0,FALSE,3,"Channel Islands National Park, CA, US",Santa Cruz,33.99812868,-119.7152297,37,37,,,FALSE,,,Narrow-winged Damselflies,Coenagrionidae,Narrow-winged Damselflies,Insecta,47925,Odonata,Odonata,Coenagrionidae,Coenagrionidae,,,,,,
15000638,2018/07/11 4:36 PM PDT,iNaturalist,2018,7,7/11/18 0:00,2018-07-11 23:36:00 UTC,Pacific Time (US & Canada),266196,7/11/18,12:00:00,AM,shrike2,2018-07-31 23:43:55 UTC,2018-08-02 05:46:54 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/15000638,https://inaturalist-open-data.s3.amazonaws.com/photos/22379962/medium.jpg?1533080444,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92261906,-118.500446,1046,1046,,,FALSE,,,Narrow-winged Damselflies,Coenagrionidae,Narrow-winged Damselflies,Insecta,47925,Odonata,Odonata,Coenagrionidae,Coenagrionidae,,,,,,
34840930,2019/10/24 9:36 AM PDT,iNaturalist,2019,10,10/24/19 0:00,2019-10-24 16:36:00 UTC,Pacific Time (US & Canada),23091,10/24/19,12:00:00,AM,sue_meiman,2019-10-24 19:28:00 UTC,2019-10-24 19:28:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34840930,https://inaturalist-open-data.s3.amazonaws.com/photos/54883567/medium.jpg?1571945045,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.90389555,-118.5031498,89,89,,,FALSE,,,Narrow-winged Damselflies,Coenagrionidae,Narrow-winged Damselflies,Insecta,47925,Odonata,Odonata,Coenagrionidae,Coenagrionidae,,,,,,
27816925,Wed Jun 26 2019 10:34:00 GMT-0700 (PDT),iNaturalist,2019,6,6/26/19 0:00,2019-06-26 17:34:00 UTC,Pacific Time (US & Canada),841826,6/26/19,12:00:00,AM,enviroval,2019-06-28 16:45:12 UTC,2019-07-01 19:10:19 UTC,needs_id,,https://www.inaturalist.org/observations/27816925,https://static.inaturalist.org/photos/43320362/medium.jpg?1561740341,,,,1,0,FALSE,3,"Airport Rd, , CA, US",Santa Catalina,33.38178969,-118.3922572,53,53,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
15000630,2018/07/11 4:20 PM PDT,iNaturalist,2018,7,7/11/18 0:00,2018-07-11 23:20:00 UTC,Pacific Time (US & Canada),266196,7/11/18,12:00:00,AM,shrike2,2018-07-31 23:43:48 UTC,2018-08-02 05:26:52 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/15000630,https://inaturalist-open-data.s3.amazonaws.com/photos/22379905/medium.jpg?1533080382,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92261906,-118.500446,1046,1046,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
32722363,2019/09/14 10:37 AM PDT,iNaturalist,2019,9,9/14/19 0:00,2019-09-14 17:37:00 UTC,Pacific Time (US & Canada),23091,9/14/19,12:00:00,AM,sue_meiman,2019-09-14 20:41:58 UTC,2019-09-16 01:47:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/32722363,https://inaturalist-open-data.s3.amazonaws.com/photos/51340114/medium.jpg?1568493103,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.87333503,-118.4477697,75,75,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
51850924,2020/06/15 4:40 PM PDT,iNaturalist,2020,6,6/15/20 0:00,2020-06-15 23:40:00 UTC,Pacific Time (US & Canada),266196,6/15/20,12:00:00,AM,shrike2,2020-07-03 23:32:54 UTC,2020-07-04 04:20:14 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/51850924,https://static.inaturalist.org/photos/82400250/medium.jpeg?1593818292,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92451036,-118.4986781,2067,2067,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
56524330,2020/08/14 9:01 AM PDT,iNaturalist,2020,8,8/14/20 0:00,2020-08-14 16:01:00 UTC,Pacific Time (US & Canada),266196,8/14/20,12:00:00,AM,shrike2,2020-08-15 15:55:27 UTC,2020-08-15 15:55:27 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/56524330,https://static.inaturalist.org/photos/90083739/medium.jpeg?1597506769,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.87313333,-118.4476222,,,,,FALSE,,,Enallagma,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
56541483,2020/08/14 7:35 AM PDT,iNaturalist,2020,8,8/14/20 0:00,2020-08-14 14:35:00 UTC,Pacific Time (US & Canada),266196,8/14/20,12:00:00,AM,shrike2,2020-08-15 18:20:52 UTC,2020-08-15 18:20:52 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/56541483,https://static.inaturalist.org/photos/90111183/medium.jpeg?1597515378,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.93013889,-118.5075556,20,20,,,FALSE,,,Enallagma,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
56541494,2020/08/13 7:47 AM PDT,iNaturalist,2020,8,8/13/20 0:00,2020-08-13 14:47:00 UTC,Pacific Time (US & Canada),266196,8/13/20,12:00:00,AM,shrike2,2020-08-15 18:20:56 UTC,2020-08-15 18:20:56 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/56541494,https://static.inaturalist.org/photos/90111427/medium.jpeg?1597515439,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.9302,-118.5076222,20,20,,,FALSE,,,Enallagma,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
1794393,7/23/15,iNaturalist,2015,7,7/23/15 0:00,,Pacific Time (US & Canada),13979,7/23/15,12:00:00,AM,robberfly,2015-07-24 02:30:36 UTC,2015-11-15 18:13:18 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1794393,https://inaturalist-open-data.s3.amazonaws.com/photos/2174306/medium.JPG?1437705127,,,,1,0,FALSE,,"Prisoner's Harbor, Santa Cruz Island",Santa Cruz,34.018831,-119.681972,,,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
30844877,Wed Aug 14 2019 15:47:20 GMT-0700 (PDT),iNaturalist,2019,8,8/14/19 0:00,2019-08-14 22:47:20 UTC,Pacific Time (US & Canada),213838,8/14/19,12:00:00,AM,vireolanius,2019-08-15 00:17:33 UTC,2019-08-16 06:18:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/30844877,https://inaturalist-open-data.s3.amazonaws.com/photos/48215613/medium.jpg?1565828258,,,,2,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.93058,-118.5072417,5,5,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
31154753,Thu Aug 15 2019 10:21:51 GMT-0700 (PDT),iNaturalist,2019,8,8/15/19 0:00,2019-08-15 17:21:51 UTC,Pacific Time (US & Canada),246499,8/15/19,12:00:00,AM,sulavanderplank,2019-08-20 02:13:28 UTC,2019-08-20 02:13:55 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/31154753,https://static.inaturalist.org/photos/48733373/medium.jpg?1566267232,,,,0,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.87347,-118.4480217,5,5,,,FALSE,,,,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
66732553,Fri Jun 21 2019 12:00:00 GMT-0700 (PDT),iNaturalist,2019,6,6/21/19 0:00,2019-06-21 19:00:00 UTC,Pacific Time (US & Canada),195291,6/21/19,12:00:00,AM,stephanomeria,2020-12-18 11:52:33 UTC,2020-12-24 22:21:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/66732553,https://inaturalist-open-data.s3.amazonaws.com/photos/107644155/medium.jpg?1608292373,,,SBBG-SCL-TIC_003025,1,0,FALSE,3,"San Clemente Island Underwater Range, CA, US",San Clemente,32.87502864,-118.4468115,309,309,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
14092031,2018/06/11 4:35 PM PDT,iNaturalist,2018,6,6/11/18 0:00,2018-06-11 23:35:00 UTC,Pacific Time (US & Canada),213838,6/11/18,12:00:00,AM,vireolanius,2018-07-06 02:13:56 UTC,2018-08-19 18:56:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/14092031,https://inaturalist-open-data.s3.amazonaws.com/photos/20866063/medium.jpg?1530843118,,,,1,0,FALSE,,"san clemente island, ca",San Clemente,32.930444,-118.507166,274,274,,,FALSE,,manual,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
16404529,2018/09/09 5:13 PM PDT,iNaturalist,2018,9,9/9/18 0:00,2018-09-10 00:13:00 UTC,Pacific Time (US & Canada),213838,9/9/18,12:00:00,AM,vireolanius,2018-09-10 23:54:37 UTC,2018-09-11 03:42:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/16404529,https://inaturalist-open-data.s3.amazonaws.com/photos/24675968/medium.jpg?1536623663,,SCI,,2,0,FALSE,,"san clemente island, ca",San Clemente,32.930877,-118.506997,274,274,,,FALSE,,manual,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
56512411,2020/08/13 5:08 PM PDT,iNaturalist,2020,8,8/13/20 0:00,2020-08-14 00:08:00 UTC,Pacific Time (US & Canada),213838,8/13/20,12:00:00,AM,vireolanius,2020-08-15 14:06:05 UTC,2020-08-15 14:14:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/56512411,https://inaturalist-open-data.s3.amazonaws.com/photos/90064254/medium.jpg?1597499900,,,,0,0,FALSE,,"san clemente island, ca",San Clemente,32.93008,-118.506921,61,61,,,FALSE,,manual,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
33761427,2019/09/22 3:05 PM HST,iNaturalist,2019,9,9/22/19 0:00,2019-09-23 01:05:00 UTC,Hawaii,160274,9/22/19,12:00:00,AM,camerondeckert,2019-10-02 18:00:54 UTC,2019-10-02 22:14:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/33761427,https://inaturalist-open-data.s3.amazonaws.com/photos/53058852/medium.jpg?1570039032,,,"I wish I had another photo, but this one did not cooperate. The cerci look more like E. annexum or E. boreale; I'm not seeing the long cerci if E. civile.  As there are no iNat records of E. annexum or boreale for the Channel Islands, I'd appreciate any feedback.",0,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,34.01941667,-119.6823667,10,10,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
68527649,2019/09/22 12:54 PM PDT,iNaturalist,2019,9,9/22/19 0:00,2019-09-22 19:54:00 UTC,Pacific Time (US & Canada),160274,9/22/19,12:00:00,AM,camerondeckert,2021-01-24 03:50:11 UTC,2021-01-26 01:23:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/68527649,https://inaturalist-open-data.s3.amazonaws.com/photos/110984418/medium.jpg?1611460065,,,,1,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,34.01939833,-119.682745,,,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
1792904,7/22/15,iNaturalist,2015,7,7/22/15 0:00,,Pacific Time (US & Canada),13979,7/22/15,12:00:00,AM,robberfly,2015-07-23 17:04:22 UTC,2015-11-15 18:13:18 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1792904,https://inaturalist-open-data.s3.amazonaws.com/photos/2172179/medium.jpg?1437671084,,,"Had a fantastic keying session with Paul 'euproserpinus"""" Johnson with this one. Just not good enough photo to distinguish tip between Boreal and Northern. And these might be lumped now anyway?",1,0,FALSE,,"Santa Cruz Island, Channel Islands National Pk, CA, US",Santa Cruz,34.007882,-119.745183,220,220,,,FALSE,,,Bluets,Enallagma,Bluets,Insecta,50175,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,,,,
10482498,2017/09/20 12:19 PM PDT,iNaturalist,2017,9,9/20/17 0:00,2017-09-20 19:19:00 UTC,Pacific Time (US & Canada),213838,9/20/17,12:00:00,AM,vireolanius,2018-03-29 01:48:20 UTC,2018-08-20 05:32:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10482498,https://inaturalist-open-data.s3.amazonaws.com/photos/14574498/medium.jpg?1522287808,,,,2,0,FALSE,,"lemon tank, san clemente island, ca",San Clemente,32.929151,-118.506646,222,222,,open,FALSE,,,Tule Bluet,Enallagma carunculatum,Tule Bluet,Insecta,99895,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma carunculatum,Enallagma carunculatum,,
8064304,2017/09/20 12:19 PM PDT,iNaturalist,2017,9,9/20/17 0:00,2017-09-20 19:19:00 UTC,Pacific Time (US & Canada),213838,9/20/17,12:00:00,AM,vireolanius,2017-09-24 01:16:56 UTC,2017-09-24 02:25:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8064304,https://inaturalist-open-data.s3.amazonaws.com/photos/10687335/medium.jpg?1506215736,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.9295044,-118.506915,60,60,,open,FALSE,,,Tule Bluet,Enallagma carunculatum,Tule Bluet,Insecta,99895,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma carunculatum,Enallagma carunculatum,,
16498704,2018/09/13 10:11 AM PDT,iNaturalist,2018,9,9/13/18 0:00,2018-09-13 17:11:00 UTC,Pacific Time (US & Canada),23091,9/13/18,12:00:00,AM,sue_meiman,2018-09-13 18:59:40 UTC,2018-09-14 02:51:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16498704,https://inaturalist-open-data.s3.amazonaws.com/photos/24827890/medium.jpg?1536864623,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.99752699,-118.552164,186,186,,open,FALSE,,,Tule Bluet,Enallagma carunculatum,Tule Bluet,Insecta,99895,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma carunculatum,Enallagma carunculatum,,
30459731,Thu Aug 08 2019 15:39:12 GMT-0700 (PDT),iNaturalist,2019,8,8/8/19 0:00,2019-08-08 22:39:12 UTC,Pacific Time (US & Canada),1100206,8/8/19,12:00:00,AM,pandbmom,2019-08-09 02:09:29 UTC,2019-08-09 04:49:01 UTC,research,,https://www.inaturalist.org/observations/30459731,https://static.inaturalist.org/photos/47590031/medium.jpg?1565316576,,,,1,0,FALSE,3,"Channel Islands National Park, , CA, US",Santa Cruz,34.05397202,-119.5625222,64,64,,,FALSE,,,Familiar Bluet,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
8456776,2017/10/13 1:51 PM HST,iNaturalist,2017,10,10/13/17 0:00,2017-10-13 23:51:00 UTC,Hawaii,364713,10/13/17,12:00:00,AM,terrilldactyl,2017-10-18 20:41:17 UTC,2017-10-18 20:41:17 UTC,needs_id,,https://www.inaturalist.org/observations/8456776,https://static.inaturalist.org/photos/11270416/medium.jpg?1508357232,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.93435237,-118.5067749,977,977,,,FALSE,,,Familiar Bluet,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
15000633,2018/07/11 4:22 PM PDT,iNaturalist,2018,7,7/11/18 0:00,2018-07-11 23:22:00 UTC,Pacific Time (US & Canada),266196,7/11/18,12:00:00,AM,shrike2,2018-07-31 23:43:50 UTC,2018-08-01 02:55:11 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/15000633,https://inaturalist-open-data.s3.amazonaws.com/photos/22379928/medium.jpg?1533080402,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92261906,-118.500446,1046,1046,,,FALSE,,,Familiar Bluet,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
15000634,2018/07/11 4:22 PM PDT,iNaturalist,2018,7,7/11/18 0:00,2018-07-11 23:22:00 UTC,Pacific Time (US & Canada),266196,7/11/18,12:00:00,AM,shrike2,2018-07-31 23:43:50 UTC,2018-08-17 21:39:14 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/15000634,https://inaturalist-open-data.s3.amazonaws.com/photos/22379932/medium.jpg?1533080406,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92261906,-118.500446,1046,1046,,,FALSE,,,Bluets,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
15000636,2018/07/11 4:31 PM PDT,iNaturalist,2018,7,7/11/18 0:00,2018-07-11 23:31:00 UTC,Pacific Time (US & Canada),266196,7/11/18,12:00:00,AM,shrike2,2018-07-31 23:43:53 UTC,2018-08-01 02:56:13 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/15000636,https://inaturalist-open-data.s3.amazonaws.com/photos/22379955/medium.jpg?1533080434,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92261906,-118.500446,1046,1046,,,FALSE,,,Familiar Bluet,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
32266489,2019/07/24 3:51 PM PDT,iNaturalist,2019,7,7/24/19 0:00,2019-07-24 22:51:00 UTC,Pacific Time (US & Canada),266196,7/24/19,12:00:00,AM,shrike2,2019-09-07 13:58:55 UTC,2019-09-09 01:58:18 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/32266489,https://static.inaturalist.org/photos/50591986/medium.jpg?1567863924,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92955665,-118.506815,213,213,,,FALSE,,,Familiar Bluet,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
32266492,2019/07/24 3:54 PM PDT,iNaturalist,2019,7,7/24/19 0:00,2019-07-24 22:54:00 UTC,Pacific Time (US & Canada),266196,7/24/19,12:00:00,AM,shrike2,2019-09-07 13:58:57 UTC,2019-09-07 13:58:57 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/32266492,https://static.inaturalist.org/photos/50592026/medium.jpg?1567863944,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.92955665,-118.506815,213,213,,,FALSE,,,Enallagma civile,Enallagma civile,Familiar Bluet,Insecta,99897,Odonata,Odonata,Coenagrionidae,Coenagrionidae,Enallagma,Enallagma,Enallagma civile,Enallagma civile,,
