kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,assign by island,needs review,MASTER_ELIM,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia cheiranthifolia subsp. suffruticosa,camissoniopsis cheiranthifolia subsp. suffruticosa,assign by island,,KEEP,0,,,,,,,,
,,,,,camissonia claviformis subsp. claviformis,chylismia claviformis subsp. claviformis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia guadalupensis subsp. clementina,camissoniopsis guadalupensis subsp. clementina,assign by island,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia hirtella,camissoniopsis hirtella,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia ignota,camissoniopsis ignota,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia intermedia,camissoniopsis intermedia,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia micrantha,camissoniopsis micrantha,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia robusta,camissoniopsis robusta,,,KEEP,4,1,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia strigulosa,camissonia strigulosa,,,KEEP,1,,1,,,,,,
,,,,,camissoniopsis bistorta x cheiranthifolia,,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis cheiranthifolia,camissoniopsis cheiranthifolia,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis cheiranthifolia subsp. cheiranthifolia,camissoniopsis cheiranthifolia subsp. cheiranthifolia,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis cheiranthifolia subsp. suffruticosa,camissoniopsis cheiranthifolia subsp. suffruticosa,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis guadalupensis,camissoniopsis guadalupensis subsp. clementina,assign by island,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis guadalupensis subsp. clementina,camissoniopsis guadalupensis subsp. clementina,assign by island,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis hirtella,camissoniopsis hirtella,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis ignota,camissoniopsis ignota,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis intermedia,camissoniopsis intermedia,,,KEEP,3,1,,1,,,,,1
,,,,,camissoniopsis lewisii,camissoniopsis lewisii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis micrantha,camissoniopsis micrantha,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis robusta,camissoniopsis robusta,,,KEEP,4,1,,1,,,,1,1
,,,,,cannabis sativa,cannabis sativa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,capsella bursa-pastoris,capsella bursa-pastoris,,,KEEP,5,1,1,1,,,,1,1
,,,,,capsella procumbens,,,Yes,,0,,,,,,,,
,,,,,capsella procumbens var. davidsonii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardamine californica,cardamine californica,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardamine californica var. californica,cardamine californica,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardamine californica var. integrifolia,cardamine californica,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardamine oligosperma,cardamine oligosperma,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardaria draba,lepidium draba,,,KEEP,3,,1,1,,,,,1
,,,,,cardaria glabra,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,cardionema ramosissima,cardionema ramosissimum,,,KEEP,4,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,cardionema ramosissimum,cardionema ramosissimum,,,KEEP,4,1,1,1,,,,1,
,,,,,cardiospermum corindum,cardiospermum corindum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,carduus pycnocephalus,carduus pycnocephalus subsp. pycnocephalus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,carduus pycnocephalus subsp. pycnocephalus,carduus pycnocephalus subsp. pycnocephalus,,,KEEP,4,1,1,1,,,,,1
,,,,,carex aquatilis var. dives,carex aquatilis var. dives,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex barbarae,carex barbarae,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex globosa,carex globosa,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex gracilior,carex gracilior,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex harfordii,carex harfordii,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex pansa,carex pansa,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex praegracilis,carex praegracilis,,,KEEP,3,1,1,,,,,,1
,,,,,carex schottii,carex schottii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex senta,carex senta,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex subbracteata,carex subbracteata,,,KEEP,2,,1,1,,,,,
,,,,,carex subbracteata subsp. subbracteata,,,Yes,,0,,,,,,,,
,,,,,carex subfusca,carex subfusca,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex triquetra,carex triquetra,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex tumulicola,carex tumulicola,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,carpobrotus aequilaterus,carpobrotus chilensis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,carpobrotus chilensis,carpobrotus chilensis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,carpobrotus edulis,carpobrotus edulis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja affinis,castilleja affinis subsp. affinis,,,KEEP,5,1,1,1,1,,,,1
,,,,,castilleja affinis hybrid,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja affinis subsp. affinis,castilleja affinis subsp. affinis,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja affinis subsp. insularis,castilleja affinis subsp. affinis,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja affinis var. affinis,castilleja affinis subsp. affinis,,,KEEP,5,1,1,1,1,,,,1
,,,,,castilleja anacapensis,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja attenuata,castilleja affinis subsp. affinis,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora,castilleja densiflora,,,KEEP,4,1,1,1,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora subsp. densiflora,castilleja densiflora,,,KEEP,4,1,1,1,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora subsp. gracilis,castilleja densiflora,,,KEEP,4,1,1,1,,,1,,
,,,,,castilleja densiflora var. gracilis,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja exserta,castilleja exserta subsp. exserta,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja exserta subsp. exserta,castilleja exserta subsp. exserta,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja foliolosa,castilleja foliolosa,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja grisea,castilleja grisea,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja hololeuca,castilleja hololeuca,,,KEEP,4,1,1,1,1,,,,
,,,,,castilleja lanata,castilleja lanata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja lanata subsp. hololeuca,castilleja hololeuca,,,KEEP,4,1,1,1,1,,,,
,,,,,castilleja latifolia subsp. insularis,,,Yes,,0,,,,,,,,
,,,,,castilleja miniata,castilleja miniata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja mollis,castilleja mollis,,,KEEP,2,1,1,,,,,,
,,,,,castilleja wightii,castilleja wightii,,,ELIM,0,,,,,,,,
,,,,,casuarina equisetifolia,casuarina equisetifolia,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,catapodium rigidum,desmazeria rigida,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,caucalis microcarpa,yabea microcarpa,,,KEEP,3,,,1,,,,1,1
,,,,,caulanthus inflatus,caulanthus inflatus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,caulanthus lasiophyllus,caulanthus lasiophyllus,,,KEEP,7,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus,ceanothus arboreus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus var. glaber,ceanothus arboreus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus var. glabra,ceanothus arboreus,,,KEEP,3,,1,1,,,,,1
,,,,,ceanothus arboreus x c. spinosus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arborius,ceanothus arboreus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus crassifolius,ceanothus crassifolius,,,Problem - check if keep,0,,,,,,,,
,,,,,ceanothus crassifolius var. planus,ceanothus crassifolius var. planus,,,ELIM,0,,,,,,,,
,,,,,ceanothus cuneatus,ceanothus cuneatus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus insularis,ceanothus megacarpus var. insularis,,,KEEP,5,,1,1,1,,,1,1
,,,,,ceanothus integerrimus,ceanothus integerrimus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus,ceanothus megacarpus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus insularis,ceanothus megacarpus var. insularis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus subsp. insularis,ceanothus megacarpus var. insularis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus subsp. megacarpus,ceanothus megacarpus var. megacarpus,,,KEEP,4,,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus var. insularis,ceanothus megacarpus var. insularis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus var. megacarpus,ceanothus megacarpus var. megacarpus,,,KEEP,4,,,1,1,,,1,1
,,,,,ceanothus oliganthus,ceanothus oliganthus,,,ELIM,0,,,,,,,,
,,,,,cedrus deodara,cedrus deodara,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,cenchrus clandestinus,pennisetum clandestinum,,,KEEP,6,1,1,1,1,,1,,1
,,,,,cenchrus echinatus,cenchrus echinatus,,,ELIM,0,,,,,,,,
,,,,,cenchrus setaceus,cenchrus setaceus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea benedicta,centaurea benedicta,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea cineraria,centaurea cineraria,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea cyanus,centaurea cyanus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea melitensis,centaurea melitensis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea solstitialis,centaurea solstitialis,,,KEEP,4,,1,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,centaurium davyi,zeltnera davyi,,,KEEP,3,,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,centaurium venustum,zeltnera venusta,,,KEEP,2,,,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,centranthus ruber,centranthus ruber,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centromadia fitchii,centromadia fitchii,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centromadia pungens subsp. pungens,centromadia pungens subsp. pungens,,,KEEP,1,,,,,,,,1
,,,,,centunculus minimus,anagallis minima,,,ELIM,0,,,,,,,,
,,,,,cerastium arvense,cerastium arvense,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,cerastium glomeratum,cerastium glomeratum,,,KEEP,6,1,1,1,1,,,1,1
,,,,,ceratonia siliqua,ceratonia siliqua,,,ELIM,0,,,,,,,,
,,,,,cercidium floridum subsp. peninsulare,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus alnifolius,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betulifolius var. blancheae,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides subsp. blancheae,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
,,,,,cercocarpus betuloides var. betuloides,cercocarpus betuloides var. betuloides,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides var. blancheae,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
,,,,,cercocarpus betuloides var. multiflorus,cercocarpus betuloides var. multiflorus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides var. traskiae,cercocarpus traskiae,,,KEEP,1,,,,,,,,1
,,,,,cercocarpus ledifolius,cercocarpus ledifolius,,,ELIM,0,,,,,,,,
,,,,,cercocarpus montanus,cercocarpus montanus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus montanus var. blancheae,cercocarpus betuloides var. blancheae,,,KEEP,3,,1,1,,,,,1
,,,,,cercocarpus montanus var. glaber,cercocarpus betuloides var. betulodies,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus traskiae,cercocarpus traskiae,,,KEEP,1,,,,,,,,1
,,,,,cercocarpus traskiae var. blancheae,,,Yes,,0,,,,,,,,
,,,,,cercocarpus traskiae var. traskiae,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula,chaenactis glabriuscula,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. glabriuscula,chaenactis glabriuscula,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. lanosa,chaenactis glabriuscula,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. megacephala,chaenactis glabriuscula,,,KEEP,1,,1,,,,,,
,,,,,chamaerops humilis,chamaerops humilis,,,ELIM,0,,,,,,,,
,,,,,chamaesyce abramsiana,euphorbia abramsiana,,,ELIM,0,,,,,,,,
,,,,,chamaesyce maculata,chamaesyce maculata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,chamaesyce serpens,euphorbia serpens,,,KEEP,2,,,,,,,1,1
,,,,,chamaesyce serpillifolia,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,chamaesyce serpyllifolia,euphorbia serpens,,,KEEP,2,,,,,,,1,1
,,,,,chasmanthe floribunda,chasmanthe floribunda,,,ELIM,0,,,,,,,,
,,,,,cheilanthes californica,cheilanthes californica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,cheilanthes clevelandii,myriopteris clevelandii,,,KEEP,2,,1,1,,,,,
,,,,,cheilanthes clevelandii var. clokeyi,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,cheilanthes newberryi,myriopteris newberryi,,,KEEP,1,,,,,,,1,
,,,,,chenopodiastrum murale,,,Yes,,0,,,,,,,,
,,,,,chenopodium album,chenopodium album,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium ambrosioides,dysphania ambrosioides,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium ambrosioides var. ambrosioides,dysphania ambrosioides,,,KEEP,5,,1,1,,,1,1,1
,,,,,chenopodium ambrosioides var. suffruticosum,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium berlandieri,chenopodium berlandieri,,,KEEP,5,,1,1,1,,1,,1
,,,,,chenopodium berlandieri subsp. sinuatum,,,Yes,,0,,,,,,,,
,,,,,chenopodium berlandieri var. sinuatum,chenopodium berlandieri var. sinuatum,,,ELIM,0,,,,,,,,
,,,,,chenopodium berlandieri var. zschackei,chenopodium berlandieri var. zschackei,,,ELIM,0,,,,,,,,
,,,,,chenopodium bolandieri,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium californicum,chenopodium californicum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium macrospermum,chenopodium macrospermum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium macrospermum var. farinosum,chenopodium macrospermum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium multifidum,dysphania multifida,,,KEEP,2,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium murale,chenopodium murale,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,chileranthemum lottiae,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,chloris virgata,chloris virgata,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Agavaceae,chlorogalum pomeridianum,chlorogalum pomeridianum var. pomeridianum,,,KEEP,2,,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Agavaceae,chlorogalum pomeridianum var. pomeridianum,chlorogalum pomeridianum var. pomeridianum,,,KEEP,2,,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe coriacea,lastarriaea coriacea,,,KEEP,3,,1,1,,,,,1
,,,,,chorizanthe insularis,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe leptotheca,chorizanthe leptotheca,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe staticoides,chorizanthe staticoides,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe wheeleri,chorizanthe wheeleri,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chrysanthemum coronarium,glebionis coronaria,,,KEEP,4,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cichorium intybus,cichorium intybus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium brevistylum,cirsium brevistylum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale,cirsium occidentale,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. californicum,cirsium occidentale,,,KEEP,6,1,1,1,,,1,1,1
,,,,,cirsium occidentale var. compactum,cirsium occidentale var. compactum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. coulteri,cirsium occidentale,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. occidentale,cirsium occidentale,,,KEEP,6,1,1,1,,,1,1,1
,,,,,cirsium ochrocentrum,cirsium ochrocentrum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium undulatum,cirsium undulatum,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium vulgare,cirsium vulgare,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,cistanthe maritima,cistanthe maritima,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,cistanthe monandra,calyptridium monandrum,,,KEEP,1,,,1,,,,,
,,,,,cistus incanus,cistus incanus,,,ELIM,0,,,,,,,,
,,,,,cistus purpureus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia davyi,clarkia davyi,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia epilobioides,clarkia epilobioides,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia prostrata,clarkia prostrata,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia purpurea,clarkia purpurea subsp. quadrivulnera,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia purpurea subsp. quadrivulnera,clarkia purpurea subsp. quadrivulnera,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia unguiculata,clarkia unguiculata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia parviflora,claytonia parviflora subsp. parviflora,,,KEEP,5,1,,1,,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia parviflora subsp. parviflora,claytonia parviflora subsp. parviflora,,,KEEP,5,1,,1,,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata,claytonia perfoliata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata subsp. mexicana,claytonia perfoliata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata subsp. perfoliata,claytonia perfoliata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata var. perfoliata,claytonia perfoliata,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,clematis biflora,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis lasiantha,clematis lasiantha,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis ligusticifolia,clematis ligusticifolia,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis ligusticifolia var. californica,clematis ligusticifolia,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis pauciflora,clematis pauciflora,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,cleome isomeris,peritoma arborea,,,KEEP,3,,1,,,,,1,1
