Latitude,Longitude,lat_round,long_round,lat_long,locality,count,centroid
34.033,-120.364,34.033,-120.364,"34.033, -120.364","San Miguel Island: E side of island, San Miguel Hill",1,
34.033,-120.364,34.033,-120.364,"34.033, -120.364",San Miguel Island: Near San Miguel Peak;,1,
34.033,-120.364,34.033,-120.364,"34.033, -120.364",San Miguel Island:San Miguel Hill,1,
34.033,-120.364,34.033,-120.364,"34.033, -120.364","San Miguel Island:San Miguel Hill, NPS transect 10b",1,
34.033,-120.364,34.033,-120.364,"34.033, -120.364","San Miguel Island:San Miguel Pk, ca. 100 m SW of weather Stn at summit",1,
34.033,-120.3629,34.033,-120.3629,"34.033, -120.3629",San Miguel Island: just E of summit ofSan Miguel Hill,1,
34.033,-120.357,34.033,-120.357,"34.033, -120.357","San Miguel Island: trail between Lester Ranch airfield andSan Miguel Pk, ca. 0.4 mi E ofSan Miguel Pk, just W of Triangulation Pt Ranch",1,
34.03296,-120.35275,34.033,-120.3528,"34.033, -120.3528",San Miguel Island. Old ranch area near head of Canyon del Mar.,1,
34.03301,-120.34534,34.033,-120.3453,"34.033, -120.3453","San Miguel Island: upper reaches of a fork of Willow Cyn, off E end of airfield (first gully E of airfield)",1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island: Willow Cyn,16,
34.033,-120.329,34.033,-120.329,"34.033, -120.329","San Miguel Island: bottom of Willow Cyn, SE of the ranch house",6,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island. Bottom of Willow Canyon southeast of the ranch house.,2,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island Willow Cyn,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island. Bottom of Willow Cyn SE of the ranch house,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island. Southeast or ranch house; sandy bottom of Willow Canyon near Trypha,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island. Willow Canyon.,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island: open portion of Willow Cyn,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island: Willow Cyn area,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island: Willow Cyn at spring,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329",San Miguel Island: Willow Cyn E of the old ranch house,1,
34.033,-120.329,34.033,-120.329,"34.033, -120.329","San Miguel Island: Willow Cyn, SE of the ranch house",1,
34.033,-119.869,34.033,-119.869,"34.033, -119.869","Santa Cruz Island: rd to Forney Cove, just above north Christi beach",1,
34.033,-119.8175,34.033,-119.8175,"34.033, -119.8175","Santa Cruz Island: NW flank of Pk 1848, W of Lagunitas Secas",1,
34.033,-119.777,34.033,-119.777,"34.033, -119.777",Santa Cruz Island: ca. 0.8 km NW of Devil's Pk,1,
34.033,-119.766,34.033,-119.766,"34.033, -119.766","Santa Cruz Island: N side of North Ridge, just E of saddle at head of W fork of Orizaba Cyn, E of Picacho Diablo",1,
34.033,-119.76,34.033,-119.76,"34.033, -119.76",Santa Cruz Island. N side of ridge of island above middle W fork of Orizaba Canyon,1,
34.033,-119.76,34.033,-119.76,"34.033, -119.76",Santa Cruz Island: above middle W fork of Orizaba Cyn,1,
34.033,-119.7582,34.033,-119.7582,"34.033, -119.7582","Santa Cruz Island: head of S fork of Dick's Cyn, ca. 0.6 mi E of Pk 2113",1,
34.033,-119.7548,34.033,-119.7548,"34.033, -119.7548",Santa Cruz Island: ridge above Orizaba Cyn,1,
34.033,-119.753,34.033,-119.753,"34.033, -119.753","Santa Cruz Island: small E side branch of the upper W fork of Orizaba Cyn, (head of fork is S of Frys Harbor)",4,
34.033,-119.721,34.033,-119.721,"34.033, -119.721",Santa Cruz Island: ca. 1 mi W of Pelican Bay,1,
34.033,-119.7051,34.033,-119.7051,"34.033, -119.7051",w side Pelican Bay; Santa Cruz Island,1,
34.033,-119.5901,34.033,-119.5901,"34.033, -119.5901","Santa Cruz Island: Mountain Pasture, upper-most major fork heading SW from Scorpion Cyn toward Canada de la Calera",1,
34.033,-119.5667,34.033,-119.5667,"34.033, -119.5667",Santa Cruz Island: east side of island,5,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535",On relatively protected slopes on volcanic rock above Scropion Bay at extreme east end of island.,1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara Co.: Santa Cruz Island. Above and to east of Scorpion Bay, east end of island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara County: Santa Cruz Island, above and to east of Scorpion Bay, east end of island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara County: Santa Cruz Island, above and to the east of Scorpion Bay, east end of Island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535",Santa Barbara County: Santa Cruz Island.,1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara County: Santa Cruz Island. Above and to E of Scorpion Bay, E end of island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara County: Santa Cruz Island. E of Scorpion Bay, E end of island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535","Santa Barbara County: Santa Cruz Island. On volcanic slopes above and to the east of Scorpion Bay, east end of island.",1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535",Santa Barbara County: Santa Cruz Island. Volcanic slopes above and to east of Scorpion Bay on extreme east end of island.,1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535",Santa Cruz Island. East end of Scorpion bay.,1,
34.033,-119.5535,34.033,-119.5535,"34.033, -119.5535",Santa Cruz Island. Rare in shade in canyons draining north slope of main ridge above Scorpion Bay at extreme east end of island.,1,
34.033,-119.5237,34.033,-119.5237,"34.033, -119.5237",Santa Cruz Island: between San Pedro Pt and Hungryman's Gulch,1,
34.0329,-120.4377,34.0329,-120.4377,"34.0329, -120.4377",San Miguel Island: ca. 0.5 mi NE of Adam's Cove,1,
34.03291,-120.41246,34.0329,-120.4125,"34.0329, -120.4125",San Miguel Island. Tyler's Bight.,1,
34.03286,-120.38875,34.0329,-120.3888,"34.0329, -120.3888","San Miguel Island: Point Bennett Trail, ca. 0.40 mi SSW of summit of Green Mtn",1,
34.0329,-119.70366,34.0329,-119.7037,"34.0329, -119.7037",Just back of Pelican Harbor (Bay) by spring. Santa Cruz Island.,1,
34.0329,-119.70075,34.0329,-119.7008,"34.0329, -119.7008","Santa Cruz Island: E side of Pelican Bay, at tip of peninsula.",1,
34.0327777,-120.4116667,34.0328,-120.4117,"34.0328, -120.4117",Northwest Harbor of San Clemente Island.,1,
34.0327777,-120.411666,34.0328,-120.4117,"34.0328, -120.4117",Northwest Harbor of San Clemente Island.,1,
34.032777,-120.411666,34.0328,-120.4117,"34.0328, -120.4117",Northwest Harbor of San Clemente Island.,1,
34.0328,-120.382,34.0328,-120.382,"34.0328, -120.382",San Miguel Island: cyn extending SE from Green Mtn,1,
34.03276,-120.38202,34.0328,-120.382,"34.0328, -120.382",San Miguel Island. Upper part of largest canyon S of Green Mtn.,1,
34.0328,-120.3305,34.0328,-120.3305,"34.0328, -120.3305","San Miguel Island: S of Willow Cyn, 4 km E ofSan Miguel Peak",1,
34.0328,-120.0562,34.0328,-120.0562,"34.0328, -120.0562",Santa Rosa Island: NW side of Carrington Point peninsula.,1,
34.03281,-120.04467,34.0328,-120.0447,"34.0328, -120.0447","Santa Rosa Island, NE end of the island, near first small point north of East Point",1,
34.032814,-119.869943,34.0328,-119.8699,"34.0328, -119.8699","Santa Cruz Island: 0.4 mi. from Corrals north of Christy [Christi] Ranch, along road to Fraser Point.",1,
34.0328,-119.7039,34.0328,-119.7039,"34.0328, -119.7039",Santa Cruz Island. Pelican Harbor.,2,
34.0328,-119.7008,34.0328,-119.7008,"34.0328, -119.7008","Santa Cruz Island: point at E of bay, Pelican Harbor",1,
34.03267,-120.36985,34.0327,-120.3699,"34.0327, -120.3699","just w of San Miguel Hill (San Miguel Island); California Channel Islands, San Miguel Island",1,
34.03267,-120.33006,34.0327,-120.3301,"34.0327, -120.3301",San Miguel Island. Southeast of ranch house in Willow Canyon.,1,
34.0327,-119.8186,34.0327,-119.8186,"34.0327, -119.8186","Santa Cruz Island: above head of E Twin Cyn, N side of N ridge, on N flanks of Peak 1848 E",1,
34.0326,-120.342,34.0326,-120.342,"34.0326, -120.342","San Miguel Island: SSE of site of Lester Ranch, S of Cuyler Harbor",1,
34.032589,-119.849995,34.0326,-119.85,"34.0326, -119.85","Santa Cruz Island, west end of Santa Cruz island.",1,
34.0326,-119.5507,34.0326,-119.5507,"34.0326, -119.5507","Santa Cruz Island: rd between Scorpion and Smugglers ranches, just E of Benchmark 808",2,
34.0326,-119.5507,34.0326,-119.5507,"34.0326, -119.5507","along road between Smugglers Ranches and Scorpion (just e of Benchmark 808, Santa Cruz Island); California Islands, Santa Cruz Island",1,
34.03253,-120.44306,34.0325,-120.4431,"34.0325, -120.4431",San Miguel Island: near Point Bennet.,1,
34.0325,-120.329,34.0325,-120.329,"34.0325, -120.329","San Miguel Island: Willow Cyn, above dry falls",1,
34.0325,-120.328,34.0325,-120.328,"34.0325, -120.328",San Miguel Island: W fork of Willow Cyn,2,
34.0325,-120.328,34.0325,-120.328,"34.0325, -120.328",San Miguel Island: Willow Cyn between falls and NPS dune drift measurement station,2,
34.0325,-120.328,34.0325,-120.328,"34.0325, -120.328","San Miguel Island, at the Toyon in the west fork of Willow Canyon",1,
34.0325,-120.328,34.0325,-120.328,"34.0325, -120.328",San Miguel Island. West fork of Willow Canyon,1,
34.0325,-120.328,34.0325,-120.328,"34.0325, -120.328","San Miguel Island: Willow Cyn, between falls and NPS dune drift measurement station (NPS transect 7)",1,
34.0325,-120.3195,34.0325,-120.3195,"34.0325, -120.3195",San Miguel Island: cyn bottom E of the big bend of Willow Cyn,1,
34.0325,-120.3195,34.0325,-120.3195,"34.0325, -120.3195",San Miguel Island; Canyon bottom east of the big bend of Willow Canyon.,1,
34.03245,-119.70325,34.0325,-119.7033,"34.0325, -119.7033",Santa Cruz Island: Site of Eaton resort at Pelican Bay.,1,
34.0325,-119.703056,34.0325,-119.7031,"34.0325, -119.7031",Santa Cruz Island: Pelican Bay,5,
34.032498,-119.702944,34.0325,-119.7029,"34.0325, -119.7029","Santa Barbara Islands, Pelican Bay, bluff facing ocean",1,
34.0325,-119.7009,34.0325,-119.7009,"34.0325, -119.7009",Santa Cruz Island: E side of Pelican Harbor,1,
34.032468,-119.573585,34.0325,-119.5736,"34.0325, -119.5736",Santa Cruz Island. Between Scorpion and Smugglers drainages.,1,
34.0325,-119.527,34.0325,-119.527,"34.0325, -119.527","Hungry Man's Gulch, Santa Cruz Island.",1,
34.0325,-119.527,34.0325,-119.527,"34.0325, -119.527",Santa Cruz Island. Hungry Man's Gulch.,1,
34.0325,-119.527,34.0325,-119.527,"34.0325, -119.527",Santa Cruz Island: Hungry Man's Gulch,1,
34.03237,-120.43658,34.0324,-120.4366,"34.0324, -120.4366",San Miguel Island,1,
34.032432,-120.41985,34.0324,-120.4199,"34.0324, -120.4199","San Miguel Island: Channel Islands National Park, above W end of ""Tyler Bight"".",1,
34.03243,-120.36542,34.0324,-120.3654,"34.0324, -120.3654","San Miguel Island. Island Fox monitoring grid at/near San Miguel Hill, on south side of San Miguel Hill, NNW of the highest point on San Miguel Hill.",1,
34.032425,-120.318452,34.0324,-120.3185,"34.0324, -120.3185","San Miguel Island. E end of island, in dunes just E of bottom of Willow Canyon (just SW of NPS vegetation transect #16).",1,
34.0324,-119.8185,34.0324,-119.8185,"34.0324, -119.8185","Santa Cruz Island: N ridge, on Pk 1848",2,
34.0324,-119.81848,34.0324,-119.8185,"34.0324, -119.8185",n ridge Santa Cruz Island (on Peak 1848),1,
34.0324,-119.81848,34.0324,-119.8185,"34.0324, -119.8185","Santa Cruz Island: N ridge, on Pk 1848",1,
34.0324,-119.8104,34.0324,-119.8104,"34.0324, -119.8104","Santa Cruz Island: Indian mound at mouth of Lagunitas Secas, ca. 2 mi W of Picacho Diablo",1,
34.032282,-120.397775,34.0323,-120.3978,"34.0323, -120.3978","San Miguel Island. SW side of island, just E of Tyler Bight.",2,
34.03232,-120.38991,34.0323,-120.3899,"34.0323, -120.3899","San Miguel Island: Point Bennett Trail, just SW of base of Green Mtn, ca. 0.47 mi SSW of summit of Green Mtn",1,
34.0323,-120.3605,34.0323,-120.3605,"34.0323, -120.3605","San Miguel Island: trail to San Miguel Hill, between airstrip and ball-bearing area, close to hilltop",1,
34.03231,-120.32281,34.0323,-120.3228,"34.0323, -120.3228","San Miguel Island, half way up Canyon del Mar from its mouth.",1,
34.0323333,-120.051,34.0323,-120.051,"34.0323, -120.051","Santa Rosa Island, Carrington Point",1,
34.0323,-119.8086,34.0323,-119.8086,"34.0323, -119.8086","Santa Cruz Island: Lagunitas Secas (depression, ca. 2 mi NW of Centinela and 1.5 mi W of Picacho Diablo)",2,
34.0323,-119.8086,34.0323,-119.8086,"34.0323, -119.8086","Santa Cruz Island: bottom of Lagunitas Secas, depression W of Picacho Diablo",1,
34.0323,-119.8086,34.0323,-119.8086,"34.0323, -119.8086","Santa Cruz Island: Lagunitas Secas, ca. 6 mi WNW of Stanton Ranch and 1.5 mi SSE of Cueva Valdez",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",Santa Cruz Island. Pelican Bay .,2,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703","Pelican Bay Santa Barbara Islands, Santa Cruz Island, Pelican Bay (Santa Cruz Island, Santa Barbara Islands)",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703","Pelican Bay Santa Cruz Island; Santa Barbara Islands, Santa Cruz Island",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",Pelican Bay; Santa Cruz Island,1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703","Santa Cruz Island. Pelican Bay, just W of foundations, Ira Eaton Resort ruins. SCI Volcanics",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703","Santa Cruz Island. Pelican Bay, lower flats at Eaton resort.",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703","Santa Cruz Island. Pelican Bay, on flats above Ira Eaton Resort ruins.",1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",Santa Cruz Island. Pelican Bay.,1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",vicinity of Pelican Bay (Santa Cruz Island); Santa Cruz Island,1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",Vicinity of Pelican Bay Santa Cruz Island,1,
34.03232,-119.70298,34.0323,-119.703,"34.0323, -119.703",vicinity Pelican Bay; Santa Cruz Island,1,
34.032318,-119.70298,34.0323,-119.703,"34.0323, -119.703",Pelican Bay Santa Cruz Island,1,
34.032318,-119.70298,34.0323,-119.703,"34.0323, -119.703",Vicinity of Pelican Bay Santa Cruz Island,1,
34.0323,-119.703,34.0323,-119.703,"34.0323, -119.703","Channel Islands; Santa Cruz Island Pelican Bay, Santa Cruz Island",1,
34.0323,-119.703,34.0323,-119.703,"34.0323, -119.703",Santa Cruz Island: above middle of Pelican Harbor between Tinker''s Cyn and bay,1,
34.03221,-120.325,34.0322,-120.325,"34.0322, -120.325","San Miguel Island: near N rim of main branch of Willow Cyn, at jct of forks, ca. 0.74 mi NNE of Triangulation Station Knox",1,
34.0322,-119.7856,34.0322,-119.7856,"34.0322, -119.7856",Santa Cruz Island: NW of Picacho Diablo,3,
34.0322,-119.7856,34.0322,-119.7856,"34.0322, -119.7856",Santa Cruz Island: top of ridge 1 mi NW of Picacho Diablo,2,
34.0322,-119.7856,34.0322,-119.7856,"34.0322, -119.7856",Santa Cruz Island: woodland NW of Picacho Diablo,2,
34.0322,-119.7856,34.0322,-119.7856,"34.0322, -119.7856",Santa Cruz Island: NW of Picacho Diablo.,1,
34.0322,-119.7856,34.0322,-119.7856,"34.0322, -119.7856","Woodland northwest of Picacho Diablo, Santa Cruz Island.",1,
34.0322,-119.70445,34.0322,-119.7045,"34.0322, -119.7045","Santa Cruz Island: burn above Eaton's, Pelican Harbor",1,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",Santa Cruz Island. NE-facing bluffs (facing Santa Barbara Channel) from Prisoners' Harbor to Pelican Bay,2,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",Santa Cruz Island. NE-facing bluffs (facing Santa Barbara Channel) S of Pelican Bay.,2,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",NE-facing bluffs (facing Santa Barbara Channel) from Prisoners' Harbor to Pelican Bay,1,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",s of Pelican Bay (ne-facing bluffs facing Santa Barbara Channel); Santa Cruz Isl.,1,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",Santa Cruz Island. NE-facing bluffs (facing Santa Barbara Channel) from Prisoners' Harbor to Pelican Bay.,1,
34.0322,-119.7043,34.0322,-119.7043,"34.0322, -119.7043",Santa Cruz Island: NE-facing bluffs (facing Santa Barbara Channel) S of Pelican Bay.,1,
34.0322,-119.7035,34.0322,-119.7035,"34.0322, -119.7035",Eatons Camp Santa Cruz Island,1,
34.0322,-119.7035,34.0322,-119.7035,"34.0322, -119.7035","Eatons Camp Santa Cruz Island, Pelican Bay",1,
34.0322,-119.7035,34.0322,-119.7035,"34.0322, -119.7035","Santa Cruz Island: Pelican Bay, W of ruins of Eaton Resort, along trail to W end of bay.",1,
34.0322,-119.7032,34.0322,-119.7032,"34.0322, -119.7032","Santa Cruz Island. Pelican Bay, at ruins of Eaton Resort.",2,
34.0322,-119.7032,34.0322,-119.7032,"34.0322, -119.7032","Santa Cruz Island; Pelican Bay, at ruins of Eaton Resort.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7",Santa Cruz Island: small cove E of Pelican Bay at canyon mouth.,9,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7",Santa Cruz Island: small cove E of Pelican Bay at cyn mouth.,1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at canyon mouth, along trail.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at canyon mouth, at cliff base, on boulders at toe.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at canyon mouth, in boulders at cliff toe.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at canyon mouth, in shaded volcanic rock cave.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at canyon mouth, on lava rock.",1,
34.03216,-119.70004,34.0322,-119.7,"34.0322, -119.7","Santa Cruz Island: small cove E of Prisoners Harbor at cyn mouth, along slope above boulders at cliff edge.",1,
34.03221,-119.69978,34.0322,-119.6998,"34.0322, -119.6998","Santa Cruz Island: near beach, Pelican Bay",1,
34.0321,-120.4013,34.0321,-120.4013,"34.0321, -120.4013","San Miguel Island: just E of Tyler Bight, SW side of island",2,
34.0321,-120.4013,34.0321,-120.4013,"34.0321, -120.4013","San Miguel Island: SW side of island, just E of Tyler Bight.",1,
34.03207,-119.76387,34.0321,-119.7639,"34.0321, -119.7639","Santa Cruz Island: N side of N ridge of island above head of Dick's Cyn, SE of Pk 2113",1,
34.0321,-119.704,34.0321,-119.704,"34.0321, -119.704","Channel Islands; Santa Cruz Island, Pelican Harbor S.C.I",1,
34.032088,-119.702596,34.0321,-119.7026,"34.0321, -119.7026","Santa Cruz Island, Pelican Bay.",1,
34.0321,-119.7017,34.0321,-119.7017,"34.0321, -119.7017",Santa Cruz Island; wall of canyon at Pelican Bay.,1,
34.0321,-119.7009,34.0321,-119.7009,"34.0321, -119.7009",Santa Cruz Island: At top of NW-facing coastal bluffs at E. end of Pelican Bay.,1,
34.03208,-119.70046,34.0321,-119.7005,"34.0321, -119.7005","Santa Cruz Island. Lower portion of Tinker's Canyon, just E of Pelican Bay.",1,
34.03208,-119.70046,34.0321,-119.7005,"34.0321, -119.7005","Santa Cruz Island. Tinker's Cove, just east of Pelican Bay.",1,
34.0321,-119.575,34.0321,-119.575,"34.0321, -119.575","Santa Barbara County: Santa Cruz Island, near ridge top between Prisoner's Harbor and Pelican Bay.",1,
34.0321,-119.575,34.0321,-119.575,"34.0321, -119.575","Santa Cruz Island. Slopes overlooking S fork of Scorpion Canyon, ca. 0.5 miles W of Peak 865.",1,
34.0321,-119.575,34.0321,-119.575,"34.0321, -119.575","Santa Cruz Island: side cyn draining into S fork of Scorpion Cyn, ca. 0.5 mi W of Pk 865",1,
34.0321,-119.575,34.0321,-119.575,"34.0321, -119.575","Santa Cruz Island: slopes overlooking S fork of Scorpion Cyn, ca. 0.5 mi W of Pk 865",1,
34.032,-120.39,34.032,-120.39,"34.032, -120.39",San Miguel Island: SW of Green Mtn,2,
34.032,-120.384,34.032,-120.384,"34.032, -120.384",San Miguel Island: S end of Green Mtn,1,
34.032,-120.361,34.032,-120.361,"34.032, -120.361",San Miguel Island: just E ofSan Miguel Hill,1,
34.031967,-120.354021,34.032,-120.354,"34.032, -120.354","San Miguel Island. S side of island, about 0.55 air mi ENE of San Miguel Hill.",1,
34.032,-120.3435,34.032,-120.3435,"34.032, -120.3435",San Miguel Island: SE of ranch houses,3,
34.032,-120.3435,34.032,-120.3435,"34.032, -120.3435",San Miguel Island: grassy mesa SE of ranch houses,1,
34.032,-120.3435,34.032,-120.3435,"34.032, -120.3435",San Miguel Island: old bulldozed rd on mesa SE of ranch houses,1,
34.032,-120.3435,34.032,-120.3435,"34.032, -120.3435",San Miguel Island: SE of Lester Ranch,1,
34.032,-120.3405,34.032,-120.3405,"34.032, -120.3405",San Miguel Island: Willow Cyn 0.8 mi SE of old ranch house,1,
34.032,-120.333,34.032,-120.333,"34.032, -120.333",San Miguel Island: SE of ranch and S of Willow Cyn,1,
34.032,-120.325,34.032,-120.325,"34.032, -120.325","San Miguel Island: below sand drift, Willow Cyn",2,
34.032,-120.323,34.032,-120.323,"34.032, -120.323",San Miguel Island: jct of the W and N forks of Willow Cyn,4,
34.032,-120.323,34.032,-120.323,"34.032, -120.323","San Miguel Island, at junction of W and N forks of Willow Canyon",3,
34.032,-120.323,34.032,-120.323,"34.032, -120.323","At the jct of the W and N forks of Willow Canyon, San Miguel Island.",1,
34.032,-120.323,34.032,-120.323,"34.032, -120.323","San Miguel Island: between sand drift and Toyon Cyn, NE portion of island",1,
34.032,-120.323,34.032,-120.323,"34.032, -120.323","San Miguel Island: crk bank, N fork of Willow Cyn, ca. 0.75 mi inland from mouth",1,
34.032,-120.323,34.032,-120.323,"34.032, -120.323","San Miguel Island: N fork of Willow Cyn, ca. 0.75 mi inland from mouth",1,
34.032,-120.3203,34.032,-120.3203,"34.032, -120.3203",San Miguel Island: ca 1 mi above mouth of Willow Cyn at jct of first major tributary from south,1,
34.032,-120.32,34.032,-120.32,"34.032, -120.32","San Miguel Island: SE of ranch house, above Willow Cyn",1,
34.032,-120.312,34.032,-120.312,"34.032, -120.312","San Miguel Island: open portion, Willow Cyn, just above east air strip",1,
34.032,-120.0555,34.032,-120.0555,"34.032, -120.0555",Santa Rosa Island: NW side of Carrington Point peninsula,1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176","Santa Cruz Island: near summit of Pk 1848, ca. 2 mi W of Picacho Diablo",1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176",Santa Cruz Island: Pk 1848,1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176",Santa Cruz Island: Pk 1848 (conical peak) directly S of Cueva Valdez and 2 mi W of Picacho Diablo,1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176","Santa Cruz Island: Pk 1848, ca. 0.5 mi W of Lagunitas Secas",1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176","Santa Cruz Island: Pk 1848, ca. 2 mi W of Picacho Diablo",1,
34.032,-119.8176,34.032,-119.8176,"34.032, -119.8176","Santa Cruz Island: Pk 1848, W of Lagunitas, ca. 2 mi W of Picacho Diablo",1,
34.03197,-119.8176,34.032,-119.8176,"34.032, -119.8176","Santa Cruz Island: top of Pk 1848, W of Lagunitas, E of Alta 2",2,
34.032,-119.8152,34.032,-119.8152,"34.032, -119.8152",Santa Cruz Island: ca. 0.75 mi W of Lagunitas Saddle,1,
34.032,-119.8099,34.032,-119.8099,"34.032, -119.8099",Santa Cruz Island: E end of Lagunitas Secas area,5,
34.032,-119.783,34.032,-119.783,"34.032, -119.783",Santa Cruz Island: 0.25 mi N of Picacho Diablo,1,
34.032,-119.7806,34.032,-119.7806,"34.032, -119.7806",Santa Cruz Island: N side of first saddle E of Picacho Diablo,1,
34.032,-119.716,34.032,-119.716,"34.032, -119.716",Santa Cruz Island: East side of E Twin Harbor Cyn,1,
34.032,-119.704,34.032,-119.704,"34.032, -119.704",Santa Cruz Island: center of Pelican Harbor,1,
34.032,-119.704,34.032,-119.704,"34.032, -119.704","Santa Cruz Island: W of Ira Eaton Resort ruins, along trail to W end of Pelican Bay",1,
34.032,-119.7033,34.032,-119.7033,"34.032, -119.7033",Santa Cruz Island: 1 mi from Pelican Harbor,1,
34.032,-119.703,34.032,-119.703,"34.032, -119.703",Santa Cruz Island: Pelican Bay,4,
34.03199663,-119.702973,34.032,-119.703,"34.032, -119.703","Vicinity of Pelican Bay, Santa Cruz Island",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028",Santa Cruz Island: Pelican Bay at foundations of Ira Eaton Resort ruins,2,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, at E end of bay",2,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, on flats above Ira Eaton Resort ruins",2,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: above site of Eaton Resort, Pelican Bay",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Eaton's, Pelican Harbor",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: flat behind site of Ira Eaton Resort, Pelican Bay",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028",Santa Cruz Island: Pelican Bay at site of Eaton resort,1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, at resort site, W side of upper flats",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, at ruins of Eaton resort",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, at site of Eaton resort",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, at site of old foundations of the Eaton resort",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, flats just S of ruins of Eaton resort; just W of Ficus trees",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, in cyn just inland from site of Eaton resort",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, just inland from site of Eaton resort",1,
34.032,-119.7028,34.032,-119.7028,"34.032, -119.7028","Santa Cruz Island: Pelican Bay, just W of foundations, Ira Eaton Resort ruins",1,
