kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Sort by island?,Needs_review,MASTER_ELIM,Total isls,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,comarostaphylis diversifolia var. planifolia,comarostaphylis diversifolia subsp. planifolia,,,KEEP,4,,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,constancea nevinii,constancea nevinii,,,KEEP,3,,,,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,conyza bonariensis,erigeron bonariensis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,conyza canadensis,erigeron canadensis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,conyza coulteri,laennecia coulteri,,,KEEP,5,,1,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,coreopsis gigantea,leptosyne gigantea,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. californica,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. latifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. robusta,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. virgata,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. viscidula,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,coronopus didymus,lepidium didymum,,,KEEP,3,,,,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. connata,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. erectoides,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. eremica,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. subsimplex,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula erecta,crassula connata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum greenei,crocanthemum greenei,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum scoparium,crocanthemum scoparium,,,KEEP,3,,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum scoparium var. scoparium,crocanthemum scoparium,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum scoparium var. vulgare,crocanthemum scoparium,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Crossosomataceae,crossosoma californica,crossosoma californicum,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Crossosomataceae,crossosoma californicum,crossosoma californicum,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,croton californicus,croton californicus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,croton californicus var. mohavensis,croton californicus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,croton setiger,croton setiger,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,croton setigerus,croton setiger,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha clevelandii,cryptantha clevelandii,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha clevelandii var. clevelandii,cryptantha clevelandii,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha clevelandii var. florosa,cryptantha hipidissima,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha hipidissima,cryptantha hipidissima,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha hispidissima,cryptantha hipidissima,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha maritima,cryptantha maritima,,,KEEP,4,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha maritima var. maritima,cryptantha maritima,,,KEEP,4,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha maritima var. pilosa,cryptantha maritima,,,KEEP,4,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha muricata,cryptantha muricata,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha muricata var. jonesii,cryptantha muricata,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha muricata var. muricata,cryptantha muricata,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha wigginsii,cryptantha wigginsii,,,KEEP,1,,,,,,,,1
,,,,,cuscuta californica,cuscuta californica var. californica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta californica var. breviflora,cuscuta occidentalis,,,KEEP,2,,,,,,,1,1
,,,,,cuscuta californica var. californica,cuscuta californica var. californica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta ceanothi,cuscuta subinclusa,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta occidentalis,cuscuta occidentalis,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta salina,cuscuta salina,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta salina var. salina,cuscuta salina,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta subinclusa,cuscuta subinclusa,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,cyathea cooperi,sphaeropteris cooperi,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,cylindropuntia prolifera,cylindropuntia prolifera,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cynara cardunculus,cynara cardunculus subsp. flavescens,,,KEEP,4,,,1,,,1,1,1
,,,,,cynara cardunculus subsp. cardunculus,cynara cardunculus subsp. cardunculus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cynara cardunculus subsp. flavescens,cynara cardunculus subsp. flavescens,,,KEEP,4,,,1,,,1,1,1
,,,,,cynara scolymus,cynara cardunculus subsp. cardunculus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,cyperus alternifolius,cyperus involucratus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,cyperus esculentus,cyperus esculentus var. leptostachyus,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,cyperus esculentus var. leptostachyus,cyperus esculentus var. leptostachyus,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,cyperus involucratus,cyperus involucratus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,cytisus linifolius,genista linifolia,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,cytisus monspessulanus,genista monspessulana,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,datura innoxia,datura wrightii,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,datura wrightii,datura wrightii,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra clementina,deinandra clementina,,,KEEP,6,,,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra fasciculata,deinandra fasciculata,,,KEEP,6,,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra increscens,deinandra increscens subsp. increscens,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra increscens subsp. increscens,deinandra increscens subsp. increscens,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,delairea odorata,delairea odorata,,,KEEP,3,,1,,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,delphinium kinkiense,delphinium variegatum subsp. kinkiense,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,delphinium variegatum subsp. kinkiense,delphinium variegatum subsp. kinkiense,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,dendromecon harfordii,dendromecon harfordii,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,dendromecon rigida,dendromecon rigida,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,dendromecon rigida subsp. harfordii,dendromecon harfordii,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,dendromecon rigida subsp. rhamnoides,dendromecon harfordii,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,dendromecon rigida subsp. rigida,dendromecon rigida,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,dentaria californica,cardamine californica,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,dentaria integrifolia var. californica,cardamine californica,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,deschampsia atropurpurea,deschampsia atropurpurea,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata,descurainia pinnata,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata subsp. brachycarpa,descurainia pinnata,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata subsp. halictorum,descurainia pinnata,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata subsp. menziesii,descurainia pinnata,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,desmazeria rigida,desmazeria rigida,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dichelostemma capitatum,dipterostemon capitatus subsp. capitatus,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dichelostemma capitatum subsp. capitatum,dipterostemon capitatus subsp. capitatus,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dichelostemma pulchellum,dipterostemon capitatus subsp. capitatus,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus aurantiacus,diplacus aurantiacus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus latifolius,diplacus aurantiacus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus longiflorus,diplacus longiflorus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus parviflorus,diplacus parviflorus,,,KEEP,5,1,1,1,1,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus puniceus,diplacus puniceus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus traskiae,diplacus traskiae,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dipterostemon capitatus,dipterostemon capitatus subsp. capitatus,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dipterostemon capitatus subsp. capitatus,dipterostemon capitatus subsp. capitatus,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,dissanthelium californicum,poa thomasii,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis littoralis,distichlis littoralis,,,KEEP,2,,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata,distichlis spicata,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata subsp. spicata,distichlis spicata,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata subsp. stricta,distichlis spicata,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata var. spicata,distichlis spicata,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata var. stolonifera,distichlis spicata,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,dodecatheon cleavelandii,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,dodecatheon clevelandii,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,dodecatheon clevelandii subsp. insulare,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,dodecatheon clevelandii var. insulare,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,draba cuneifolia,draba cuneifolia,,,KEEP,4,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,draba cuneifolia var. cuneifolia,draba cuneifolia,,,KEEP,4,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,draba cuneifolia var. integrifolia,draba cuneifolia,,,KEEP,4,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,drymocallis glandulosa,drymocallis glandulosa var. wrangelliana,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,drymocallis glandulosa var. wrangelliana,drymocallis glandulosa var. wrangelliana,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya caespitosa,dudleya caespitosa,,,KEEP,1,,,,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya cespitosa,dudleya caespitosa,,,KEEP,1,,,,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya hassei,dudleya virens subsp. hassei,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya virens subsp. hassei,dudleya virens subsp. hassei,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,dysphania ambrosioides,dysphania ambrosioides,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,dysphania multifida,dysphania multifida,,,KEEP,2,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,eleocharis erythropoda,eleocharis macrostachya,,,KEEP,4,,1,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,eleocharis macrostachya,eleocharis macrostachya,,,KEEP,4,,1,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus condensatus,elymus condensatus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus glaucus,elymus glaucus subsp. glaucus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus glaucus subsp. glaucus,elymus glaucus subsp. glaucus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus pacificus,elymus pacificus,,,KEEP,3,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus tritcoides,elymus triticoides,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus triticoides,elymus triticoides,,,KEEP,6,1,1,1,1,,1,,1
,,,,,elymus triticoides subsp. multiflorus,elymus x gouldii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus triticoides subsp. triticoides,elymus triticoides,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,emmenanthe penduliflora,emmenanthe penduliflora var. penduliflora,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,emmenanthe penduliflora var. penduliflora,emmenanthe penduliflora var. penduliflora,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium adenocaulon,epilobium ciliatum subsp. ciliatum,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium californicum,epilobium ciliatum subsp. ciliatum,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium canum,epilobium canum subsp. canum,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium canum subsp. canum,epilobium canum subsp. canum,,,KEEP,6,1,1,1,1,,,1,1
,,,,,epilobium canum subsp. garrettii,epilobium canum subsp. garrettii,,,ELIM,0,,,,,,,,
,,,,,epilobium canum subsp. latifolium,epilobium canum subsp. garrettii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium canum subsp. mexicanum,epilobium canum subsp. canum,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium ciliatum,epilobium ciliatum subsp. ciliatum,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium ciliatum subsp. ciliatum,epilobium ciliatum subsp. ciliatum,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum funstonii,equisetum laevigatum,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum hyemale,equisetum hyemale subsp. affine,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum hyemale subsp. affine,equisetum hyemale subsp. affine,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum hyemale var. affine,equisetum hyemale subsp. affine,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum hyemale var. californicum,equisetum hyemale subsp. affine,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum laevigatum,equisetum laevigatum,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum maximum,equisetum telmateia subsp. braunii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum telmateia,equisetum telmateia subsp. braunii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum telmateia subsp. braunii,equisetum telmateia subsp. braunii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum telmateia var. braunii,equisetum telmateia subsp. braunii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erechtites glomerata,senecio glomeratus,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,eremocarpus setiger,croton setiger,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,eremocarpus setigerus,croton setiger,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron bonariensis,erigeron bonariensis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron canadensis,erigeron canadensis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron foliosus,erigeron foliosus var. foliosus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron foliosus var. foliosus,erigeron foliosus var. foliosus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron foliosus var. stenophyllus,erigeron foliosus var. foliosus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron sumatrensis,erigeron sumatrensis,,,KEEP,2,1,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,eriodictyon traskiae subsp. traskiae,eriodictyon traskiae subsp. traskiae,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum fasciculatum,eriogonum fasciculatum,,,KEEP,2,,,,,,1,,1
,,,,,eriogonum fasciculatum subsp. foliolosum,eriogonum fasciculatum var. foliolosum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum fasciculatum subsp. polifolium,eriogonum fasciculatum,,,KEEP,2,,,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum fasciculatum var. fasciculatum,eriogonum fasciculatum,,,KEEP,2,,,,,,1,,1
,,,,,eriogonum fasciculatum var. foliolosum,eriogonum fasciculatum var. foliolosum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum fasciculatum var. polifolium,eriogonum fasciculatum,,,KEEP,2,,,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum giganteum subsp. compactum,eriogonum giganteum var. compactum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum giganteum subsp. formosum,eriogonum giganteum var. formosum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum giganteum var. compactum,eriogonum giganteum var. compactum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum giganteum var. formosum,eriogonum giganteum var. formosum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum grande subsp. rubescens,eriogonum grande var. rubescens,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum grande subsp. timorum,eriogonum grande var. timorum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum grande var. dunklei,eriogonum grande var. rubescens,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum grande var. rubescens,eriogonum grande var. rubescens,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,eriogonum grande var. timorum,eriogonum grande var. timorum,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,eriophyllum confertiflorum,eriophyllum confertiflorum var. confertiflorum,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,eriophyllum confertiflorum var. confertiflorum,eriophyllum confertiflorum var. confertiflorum,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,eriophyllum nevinii,constancea nevinii,,,KEEP,3,,,,,1,,1,1
