scientificName,acceptedName
Gaura sinuata,Oenothera sinuosa
Oenothera sinuosa,Oenothera sinuosa
Oligomeris linifolia,Oligomeris linifolia
Ophioglossum californicum,Ophioglossum californicum
Opuntia elata,Opuntia elata
Opuntia engelmannii,Opuntia engelmannii
Opuntia ficus-indica,Opuntia ficus-indica
Opuntia engelmannii var. littoralis,Opuntia littoralis
Opuntia littoralis,Opuntia littoralis
Opuntia littoralis var. littoralis,Opuntia littoralis
Opuntia leptocarpa,Opuntia macrorhiza
Opuntia oricola,Opuntia oricola
Opuntia streptacantha,Opuntia streptacantha
Opuntia occidentalis,Opuntia X occidentalis
Opuntiella californica,Opuntiella californica
Cryptantha cinerea var. abortiva,Oreocarya suffruticosa var. abortiva
Oryza sativa,Oryza sativa
Oxalis articulata subsp. rubra,Oxalis articulata subsp. rubra
Oxalis rubra,Oxalis articulata subsp. rubra
Oxalis albicans subsp. californica,Oxalis californica
Oxalis californica,Oxalis californica
Oxalis corniculata,Oxalis corniculata
Oxalis debilis,Oxalis debilis
Oxalis pes-caprae,Oxalis pes-caprae
Oxalis albicans subsp. pilosa,Oxalis pilosa
Oxalis corniculata subsp. pilosa,Oxalis pilosa
Oxalis pilosa,Oxalis pilosa
Oxytropis borealis var. australis,Oxytropis borealis var. australis
Paeonia californica,Paeonia californica
Panicum capillare,Panicum capillare
Panicum miliaceum subsp. miliaceum,Panicum miliaceum subsp. miliaceum
Papaver californicum,Papaver californicum
Papaver heterophyllum,Papaver heterophyllum
Stylomecon heterophylla,Papaver heterophyllum
Papaver somniferum,Papaver somniferum
Pappostipa speciosa,Pappostipa speciosa
Parapholis incurva,Parapholis incurva
Albizia distachya,Paraserianthes lophantha
Albizia lophantha,Paraserianthes lophantha
Paraserianthes lophantha,Paraserianthes lophantha
Parietaria debilis,Parietaria floridana
Parietaria floridana,Parietaria floridana
Parietaria hespera,Parietaria hespera
Parietaria hespera var. californica,Parietaria hespera var. californica
Parietaria hespera var. hespera,Parietaria hespera var. hespera
Parietaria judaica,Parietaria judaica
Paspalum dilatatum,Paspalum dilatatum
Paspalum distichum,Paspalum distichum
Pectocarya palmeri,Pectocarya
Pectocarya heterocarpa,Pectocarya heterocarpa
Pectocarya linearis,Pectocarya linearis
Pectocarya linearis subsp. ferocula,Pectocarya linearis subsp. ferocula
Pectocarya linearis var. ferocula,Pectocarya linearis subsp. ferocula
Pectocarya penicillata,Pectocarya penicillata
Pelargonium peltatum,Pelargonium peltatum
Pelargonium X hortorum,Pelargonium x hortorum
Cenchrus clandestinus,Pennisetum clandestinum
Pennisetum clandestinum,Pennisetum clandestinum
Pentachaeta exilis,Pentachaeta exilis
Pentachaeta lyonii,Pentachaeta lyonii
Cleome isomeris,Peritoma arborea
Isomeris arborea,Peritoma arborea
Isomeris arborea var. insularis,Peritoma arborea
Peritoma arborea,Peritoma arborea
Peritoma arborea var. angustata,Peritoma arborea var. angustata
Peritoma arborea var. arborea,Peritoma arborea var. arborea
Peritoma arborea var. globosa,Peritoma arborea var. globosa
Perityle emoryi,Perityle emoryi
Polygonum coccineum,Persicaria amphibia
Persicaria lapathifolia,Persicaria lapathifolia
Polygonum lapathifolium,Persicaria lapathifolia
Petroselinum crispum,Petroselinum crispum
Petunia parviflora,Petunia parviflora
Phacelia campanularia,Phacelia campanularia
Phacelia cicutaria,Phacelia cicutaria
Phacelia cicutaria subsp. hispida,Phacelia cicutaria var. hispida
Phacelia cicutaria var. hispida,Phacelia cicutaria var. hispida
Phacelia ciliata,Phacelia ciliata
Phacelia davidsonii,Phacelia davidsonii
Phacelia cinerea,Phacelia distans
Phacelia distans,Phacelia distans
Phacelia douglasii,Phacelia douglasii
Phacelia floribunda,Phacelia floribunda
Phacelia grandiflora,Phacelia grandiflora
Phacelia cicutaria var. hubbyi,Phacelia hubbyi
Phacelia insularis,Phacelia insularis
Phacelia insularis var. continentis,Phacelia insularis var. continentis
Phacelia divaricata var. insularis,Phacelia insularis var. insularis
Phacelia insularis var. insularis,Phacelia insularis var. insularis
Phacelia leonis,Phacelia leonis
Phacelia lyonii,Phacelia lyonii
Phacelia minor,Phacelia minor
Phacelia ramosissima,Phacelia ramosissima
Phacelia ramosissima var. austrolitoralis,Phacelia ramosissima
Phacelia ramosissima var. latifolia,Phacelia ramosissima
Phacelia ramosissima var. montereyensis,Phacelia ramosissima
Phacelia ramosissima var. subglabra,Phacelia ramosissima
Phacelia stellaris,Phacelia stellaris
Phacelia tanacetifolia,Phacelia tanacetifolia
Phacelia viscida,Phacelia viscida
Phaeoceros proskaueri,Phaeoceros proskaueri
Phalaris aquatica,Phalaris aquatica
Phalaris canariensis,Phalaris canariensis
Phalaris caroliniana,Phalaris caroliniana
Phalaris coerulescens,Phalaris coerulescens
Phalaris lemmonii,Phalaris lemmonii
Phalaris minor,Phalaris minor
Phalaris paradoxa,Phalaris paradoxa
Phoenix canariensis,Phoenix canariensis
Pholistoma auritum,Pholistoma auritum
Pholistoma auritum var. auritum,Pholistoma auritum var. auritum
Pholistoma racemosum,Pholistoma racemosum
Pholistoma racemosa,Pholistoma racemosum 
Phormium tenax,Phormium tenax
Phycodrys setchellii,Phycodrys setchellii
Lippia nodiflora var. rosea,Phyla nodiflora
Phyla nodiflora,Phyla nodiflora
Phyllospadix scouleri,Phyllospadix scouleri
Phyllospadix torreyi,Phyllospadix torreyi
Physalis philadelphica,Physalis philadelphica
Pickeringia montana,Pickeringia montana
Pickeringia montana var. montana,Pickeringia montana var. montana
Pikea californica,Pikea californica
Pinus canariensis,Pinus canariensis
Pinus coulteri,Pinus coulteri
Pinus halepensis,Pinus halepensis
Pinus muricata,Pinus muricata
Pinus remorata,Pinus muricata
Pinus muricata var. muricata,Pinus muricata var. muricata
Pinus muricata var. remorata,Pinus muricata var. remorata
Pinus muricata var. stantonii,Pinus muricata var. remorata
Pinus remorata var. remorata,Pinus muricata var. remorata
Pinus pinea,Pinus pinea
Pinus quadrifolia,Pinus quadrifolia
Pinus insignis,Pinus radiata
Pinus radiata,Pinus radiata
Pinus torreyana,Pinus torreyana
Pinus torreyana subsp. insularis,Pinus torreyana subsp. insularis
Pinus torreyana var. insularis,Pinus torreyana subsp. Insularis 
Pinus torreyana subsp. torreyana,Pinus torreyana subsp. torreyana
Piperia cooperi,Piperia cooperi
Piperia elegans,Piperia elegans
Piperia elongata,Piperia elongata
Platanthera elongata,Piperia elongata
Piperia michaelii,Piperia michaelii
Piperia unalascensis,Piperia unalascensis
Platanthera cooperi,Piperia unalascensis
Platanthera unalascensis,Piperia unalascensis
Achnatherum miliaceum,Piptatherum miliaceum
Oryzopsis miliacea,Piptatherum miliaceum
Piptatherum miliaceum,Piptatherum miliaceum
Stipa miliacea,Piptatherum miliaceum
Piptatherum miliaceum subsp. miliaceum,Piptatherum miliaceum subsp. miliaceum
Pisum sativum,Pisum sativum
Pittosporum undulatum,Pittosporum undulatum
Plagiobothrys acanthocarpus,Plagiobothrys acanthocarpus
Plagiobothrys bracteatus,Plagiobothrys bracteatus
Plagiobothrys canescens,Plagiobothrys canescens
Plagiobothrys canescens var. canescens,Plagiobothrys canescens var. canescens
Plagiobothrys arizonicus var. catalinensis,Plagiobothrys canescens var. catalinensis
Plagiobothrys canescens var. catalinensis,Plagiobothrys canescens var. catalinensis
Plagiobothrys collinus,Plagiobothrys collinus
Plagiobothrys californicus,Plagiobothrys collinus var. californicus
Plagiobothrys collinus var. californicus,Plagiobothrys collinus var. californicus
Plagiobothrys californicus var. fulvescens,Plagiobothrys collinus var. fulvescens
Plagiobothrys collinus var. fulvescens,Plagiobothrys collinus var. fulvescens
Plagiobothrys californicus var. gracilis,Plagiobothrys collinus var. gracilis
Plagiobothrys collinus var. gracilis,Plagiobothrys collinus var. gracilis
Plantago coronopus,Plantago coronopus
Plantago elongata,Plantago elongata
Plantago elongata subsp. pentasperma,Plantago elongata
Plantago bigelovii subsp. californica,Plantago erecta
Plantago erecta,Plantago erecta
Plantago lanceolata,Plantago lanceolata
Plantago major,Plantago major
Plantago maritima,Plantago maritima
Plantago ovata,Plantago ovata
Plantago insularis,Plantago ovata var. insularis 
Plantago patagonica,Plantago patagonica
Plantago hirtella var. galeottiana,Plantago subnuda
Plantago subnuda,Plantago subnuda
Platanthera elegans,Platanthera elegans
Habenaria elegans,Platanthera elegans subsp. elegans
Habenaria hyperborea,Platanthera hyperborea
Habenaria psycodes,Platanthera psycodes
Platanus racemosa var. racemosa,Platanus racemosa
Platanus racemosa,Platanus racemosa
Platystemon californicus,Platystemon californicus
Platystemon californicus var. californicus,Platystemon californicus
Platystemon californicus var. ciliatus,Platystemon californicus 
Platystemon californicus var. crinitus,Platystemon californicus 
Platystemon californicus var. nutans,Platystemon californicus 
Platystemon californicus var. ornithopus,Platystemon californicus 
Platythamnion pectinatum,Platythamnion pectinatum
Plectritis ciliosa,Plectritis ciliosa
Pleuridium acuminatum,Pleuridium acuminatum
Plocamium cartilagineum,Plocamium cartilagineum
Plocamium pacificum,Plocamium pacificum
Plocamium violaceum,Plocamium violaceum
Pluchea odorata,Pluchea odorata
Pluchea odorata var. odorata,Pluchea odorata var. odorata
Pluchea purpurascens,Pluchea odorata var. odorata
Pluchea sericea,Pluchea sericea
Poa annua,Poa annua
Poa douglasii,Poa douglasii
Poa bolanderi subsp. howellii,Poa howellii
Poa howellii,Poa howellii
Poa infirma,Poa infirma
Poa palustris,Poa palustris
Poa pratensis,Poa pratensis
Poa secunda,Poa secunda
Poa nevadensis,Poa secunda subsp. juncifolia 
Poa scabrella,Poa secunda subsp. secunda
Poa secunda subsp. secunda,Poa secunda subsp. secunda
Dissanthelium californicum,Poa thomasii
Pogonophorella californica,Pogonophorella californica
Pohlia wahlenbergii,Pohlia wahlenbergii
Polycarpon depressum,Polycarpon depressum
Polycarpon tetraphyllum,Polycarpon tetraphyllum
Polycarpon tetraphyllum subsp. tetraphyllum,Polycarpon tetraphyllum
Polygala californica,Polygala californica
Polygonum argyrocoleon,Polygonum argyrocoleon
Polygonum aviculare,Polygonum aviculare
Polygonum aviculare subsp. aviculare,Polygonum aviculare subsp. aviculare
Polygonum aviculare subsp. buxiforme,Polygonum aviculare subsp. buxiforme
Polygonum arenastrum,Polygonum aviculare subsp. depressum
Polygonum aviculare subsp. depressum,Polygonum aviculare subsp. depressum
Polygonum aviculare subsp. neglectum,Polygonum aviculare subsp. neglectum
Polygonum paronychia,Polygonum paronychia
Polypogon australis,Polypogon australis
Polypogon interruptus,Polypogon interruptus
Polypogon maritimus,Polypogon maritimus
Polypogon monspeliensis,Polypogon monspeliensis
Agrostis semiverticillata,Polypogon viridis 
Agrostis viridis,Polypogon viridis 
Polypogon semiverticillatus,Polypogon viridis 
Polypogon viridis,Polypogon viridis 
Polysiphonia acuminata,Polysiphonia acuminata
Polysiphonia hendryi,Polysiphonia hendryi
Polysiphonia paniculata,Polysiphonia paniculata
Polysiphonia scopulorum,Polysiphonia scopulorum
Populus balsamifera,Populus balsamifera
Populus fremontii,Populus fremontii
Populus fremontii subsp. fremontii,Populus fremontii subsp. fremontii
Populus balsamifera subsp. trichocarpa,Populus trichocarpa
Populus trichocarpa,Populus trichocarpa
Populus x parryi,Populus x parryi
Porphyra perforata,Porphyra perforata
Portulaca oleracea,Portulaca oleracea
Portulacaria afra,Portulacaria afra
Potamogeton crispus,Potamogeton crispus
Potamogeton foliosus,Potamogeton foliosus
Potamogeton pusillus,Potamogeton pusillus
Potentilla anserina subsp. pacifica,Potentilla anserina subsp. pacifica
Potentilla anserina var. grandis,Potentilla anserina subsp. pacifica
Potentilla gracilis,Potentilla gracilis
Poterium sanguisorba,Poterium sanguisorba
Sanguisorba minor,Poterium sanguisorba
Sanguisorba minor subsp. muricata,Poterium sanguisorba
Prenanthella exigua,Prenanthella exigua
Primula clevelandii,Primula clevelandii
Dodecatheon cleavelandii,Primula clevelandii var. clevelandii
Dodecatheon clevelandii,Primula clevelandii var. clevelandii
Dodecatheon clevelandii subsp. insulare,Primula clevelandii var. insularis
Dodecatheon clevelandii var. insulare,Primula clevelandii var. insularis
Primula clevelandii var. insularis,Primula clevelandii var. insularis
Prionitis australis,Prionitis australis
Prionitis cornea,Prionitis cornea
Prionitis lanceolata,Prionitis lanceolata
Prosopis glandulosa var. torreyana,Prosopis glandulosa var. torreyana
Prunus dulcis,Prunus dulcis
Prunus ilicifolia,Prunus ilicifolia
Prunus ilicifolia subsp. ilicifolia,Prunus ilicifolia subsp. ilicifolia
Prunus ilicifolia lyonii,Prunus ilicifolia subsp. lyonii
Prunus lyoni,Prunus ilicifolia subsp. lyonii
Prunus ilicifolia subsp. lyonii,Prunus ilicifolia subsp. lyonii
Prunus lyonii,Prunus ilicifolia subsp. lyonii
Prunus occidentalis,Prunus occidentalis
Prunus persica,Prunus persica
Gnaphalium beneolens,Pseudognaphalium beneolens
Pseudognaphalium beneolens,Pseudognaphalium beneolens
Gnaphalium bicolor,Pseudognaphalium biolettii
Pseudognaphalium biolettii,Pseudognaphalium biolettii
Gnaphalium californicum,Pseudognaphalium californicum
Pseudognaphalium californicum,Pseudognaphalium californicum
Pseudognaphalium canescens,Pseudognaphalium canescens
Gnaphalium luteoalbum,Pseudognaphalium luteoalbum
Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum
Gnaphalium canescens subsp. microcephalum,Pseudognaphalium microcephalum
Gnaphalium microcephalum,Pseudognaphalium microcephalum
Pseudognaphalium microcephalum,Pseudognaphalium microcephalum
Gnaphalium ramosissimum,Pseudognaphalium ramosissimum
Pseudognaphalium ramosissimum,Pseudognaphalium ramosissimum
Gnaphalium chilense,Pseudognaphalium stramineum
Gnaphalium stramineum,Pseudognaphalium stramineum
Pseudognaphalium stramineum,Pseudognaphalium stramineum
Psilocarphus brevissimus,Psilocarphus brevissimus
Psilocarphus brevissimus var. brevissimus,Psilocarphus brevissimus var. brevissimus
Psilocarphus tenellus,Psilocarphus tenellus
Psilocarphus tenellus var. tenellus,Psilocarphus tenellus
Psorothamnus emoryi,Psorothamnus emoryi
Pterochondria woodii,Pterochondria woodii
Pterocladia capillacea,Pterocladia capillacea
Pterocladia media,Pterocladia media
Pterosiphonia baileyi,Pterosiphonia baileyi
Pterosiphonia dendroidea,Pterosiphonia dendroidea
Pterosiphonia pennata,Pterosiphonia pennata
Pterostegia drymarioides,Pterostegia drymarioides
Pugetia fragilissima,Pugetia fragilissima
Pulicaria paludosa,Pulicaria paludosa
Pyrola asarifolia,Pyrola asarifolia
Pyrrocoma apargioides,Pyrrocoma apargioides
Quercus agrifolia,Quercus agrifolia
Quercus agrifolia var. agrifolia,Quercus agrifolia var. agrifolia
Quercus berberidifolia,Quercus berberidifolia
Quercus chrysolepis,Quercus chrysolepis
Quercus douglasii,Quercus douglasii
Quercus dumosa,Quercus dumosa
Quercus durata var. durata,Quercus durata var. durata
Quercus engelmannii,Quercus engelmannii
Quercus ilex,Quercus ilex
Quercus kelloggii,Quercus kelloggii
Quercus lobata,Quercus lobata
Quercus pacifica,Quercus pacifica
Quercus parvula,Quercus parvula
Quercus parvula var. parvula,Quercus parvula var. parvula
Quercus parvula var. shrevei,Quercus parvula var. shrevei
Quercus tomentella,Quercus tomentella
Quercus vacciniifolia,Quercus vacciniifolia
Quercus wislizeni,Quercus wislizeni
Quercus wislizenii,Quercus wislizeni
Quercus wislizeni var. frutescens,Quercus wislizeni var. frutescens
Quercus wislizeni var. wislizeni,Quercus wislizeni var. wislizeni
Quercus X jolonensis,Quercus x jolonensis
Quercus dumosa var. macdonaldii,Quercus x macdonaldii
Quercus x macdonaldii,Quercus x macdonaldii
Rafinesquia californica,Rafinesquia californica
Ranunculus californicus,Ranunculus californicus
Ranunculus californicus var. californicus,Ranunculus californicus var. californicus
Ranunculus californicus var. cuneatus,Ranunculus californicus var. cuneatus
Ranunculus hebecarpus,Ranunculus hebecarpus
Raphanus raphanistrum,Raphanus raphanistrum
Raphanus sativus,Raphanus sativus
Reseda alba,Reseda alba
Reseda odorata,Reseda odorata
Frangula californica,Rhamnus californica
Rhamnus californica,Rhamnus californica
Rhamnus ilicifolia,Rhamnus ilicifolia
Rhamnus crocea subsp. pirifolia,Rhamnus pirifolia
Rhamnus crocea var. pirifolia,Rhamnus pirifolia
Rhamnus pirifolia,Rhamnus pirifolia
Rhodoglossum affine,Rhodoglossum affine
Rhodoglossum californicum,Rhodoglossum californicum
Rhodymenia californica,Rhodymenia californica
Rhodymenia pacifica,Rhodymenia pacifica
Rhodymenia rhizoides,Rhodymenia rhizoides
Rhus integrifolia,Rhus integrifolia
Rhus ovata,Rhus ovata
Ribes amarum,Ribes amarum
Ribes indecorum,Ribes indecorum
Ribes malvaceum,Ribes malvaceum
Ribes malvaceum var. clementinum,Ribes malvaceum var. clementinum
Ribes malvaceum var. malvaceum,Ribes malvaceum var. malvaceum
Ribes malvaceum var. viridifolium,Ribes malvaceum var. viridifolium
Ribes menziesii,Ribes menziesii
Ribes menziesii var. menziesii,Ribes menziesii var. menziesii
Ribes montigenum,Ribes montigenum
Ribes nevadense,Ribes nevadense
Ribes menziesii var. thacherianum,Ribes thacherianum
Ribes thacherianum,Ribes thacherianum
Ribes thatcherianum,Ribes thacherianum
Ribes viburnifolium,Ribes viburnifolium
Riccia nigrella,Riccia nigrella
Riccia sorocarpa,Riccia sorocarpa
Riccia trichocarpa,Riccia trichocarpa
Ricinus communis,Ricinus communis
Robinia pseudoacacia,Robinia pseudoacacia
Romneya coulteri,Romneya coulteri
Rosa californica,Rosa californica
Rosmarinus officinalis,Rosmarinus officinalis
Rubus armeniacus,Rubus armeniacus
Rubus discolor,Rubus armeniacus
Rubus pensilvanicus,Rubus pensilvanicus
Rubus ulmifolius,Rubus ulmifolius
Rubus ursinus,Rubus ursinus
Rubus vitifolius,Rubus ursinus
Rumex acetosella,Rumex acetosella
Rumex angiocarpus,Rumex acetosella
Rumex californicus,Rumex californicus
Rumex salicifolius var. denticulatus,Rumex californicus
Rumex conglomeratus,Rumex conglomeratus
Rumex crispus,Rumex crispus
Rumex fueginus,Rumex fueginus
Rumex maritimus,Rumex fueginus
Rumex maritimus subsp. fueginus,Rumex fueginus
Rumex longifolius,Rumex longifolius
Rumex obtusifolius,Rumex obtusifolius
Rumex pulcher,Rumex pulcher
Rumex salicifolius,Rumex salicifolius
Rumex salicifolius var. salicifolius,Rumex salicifolius
Ruppia maritima,Ruppia cirrhosa
Ruta graveolens,Ruta graveolens
Sagina apetala,Sagina apetala
Sagina decumbens,Sagina decumbens
Sagina decumbens subsp. occidentalis,Sagina decumbens subsp. occidentalis
Sagina occidentalis,Sagina decumbens subsp. occidentalis
Salicornia depressa,Salicornia depressa
Salicornia pacifica,Salicornia pacifica
Salicornia virginica,Salicornia pacifica
Salix bonplandiana,Salix bonplandiana
Salix exigua,Salix exigua
Salix exigua var. hindsiana,Salix exigua var. hindsiana
Salix hindsiana,Salix exigua var. hindsiana
Salix gooddingii,Salix gooddingii
Salix laevigata,Salix laevigata
Salix lasiandra var. lasiandra,Salix lasiandra var. lasiandra
Salix lucida subsp. lasiandra,Salix lasiandra var. lasiandra 
Salix lasiolepis,Salix lasiolepis
Salix lasiolepis var. bigelovii,Salix lasiolepis
Salix lasiolepis var. lasiolepis,Salix lasiolepis
Salix sitchensis,Salix sitchensis
Salsola australis,Salsola australis
Salsola kali,Salsola australis
Salsola tragus,Salsola tragus
Salvia apiana,Salvia apiana
Salvia brandegeei,Salvia brandegeei
Salvia clevelandii,Salvia clevelandii
Salvia columbariae,Salvia columbariae
Salvia columbariae var. columbariae,Salvia columbariae
Salvia dorrii var. pilosa,Salvia dorrii var. pilosa
Salvia leucophylla,Salvia leucophylla
Salvia mellifera,Salvia mellifera
Salvia officinalis,Salvia officinalis
Sambucus cerulea,Sambucus nigra subsp. caerulea
Sambucus glauca,Sambucus nigra subsp. caerulea
Sambucus mexicana,Sambucus nigra subsp. caerulea
Sambucus nigra subsp. caerulea,Sambucus nigra subsp. caerulea
Sambucus nigra subsp. cerulea,Sambucus nigra subsp. caerulea
Samolus parviflorus,Samolus parviflorus
Sanicula arguta,Sanicula arguta
Sanicula crassicaulis,Sanicula crassicaulis
Sanicula hoffmannii,Sanicula hoffmannii
Sanicula laciniata,Sanicula laciniata
Sarcocornia perennis,Sarcocornia perennis
Sarcodiotheca furcata,Sarcodiotheca furcata
Sarcodiotheca gaudichaudii,Sarcodiotheca gaudichaudii
Scabiosa stellata,Scabiosa stellata
Schinus molle,Schinus molle
Schinus terebinthifolius,Schinus terebinthifolius
Schismus arabicus,Schismus arabicus
Schismus barbatus,Schismus barbatus
Schizymenia pacifica,Schizymenia pacifica
Schoenoplectus americanus,Schoenoplectus americanus
Schoenoplectus californicus,Schoenoplectus californicus
Scirpus californicus,Schoenoplectus californicus
Schoenoplectus pungens,Schoenoplectus pungens
Scirpus pungens,Schoenoplectus pungens
Schoenoplectus pungens var. badius,Schoenoplectus pungens var. longispicatus
Schoenoplectus pungens var. longispicatus,Schoenoplectus pungens var. longispicatus
Scinaia johnstoniae,Scinaia johnstoniae
Scirpus microcarpus,Scirpus microcarpus
Scleropodium cespitans,Scleropodium cespitans
Scolochloa festucacea,Scolochloa festucacea
Scrophularia californica,Scrophularia californica
Scrophularia californica subsp. californica,Scrophularia californica
Scrophularia villosa,Scrophularia villosa
Scutellaria tuberosa,Scutellaria tuberosa
Scutellaria tuberosa var. similis,Scutellaria tuberosa
Selaginella bigelovii,Selaginella bigelovii
Selaginella wallacei,Selaginella wallacei
Senecio aphanactis,Senecio aphanactis
Senecio flaccidus,Senecio flaccidus
Senecio douglasii,Senecio flaccidus var. douglasii
Senecio flaccidus var. douglasii,Senecio flaccidus var. douglasii
Erechtites glomerata,Senecio glomeratus
Senecio glomeratus,Senecio glomeratus
Senecio lyonii,Senecio lyonii
Senecio vulgaris,Senecio vulgaris
Senna artemisioides,Senna artemisioides
Sesuvium verrucosum,Sesuvium verrucosum
Sibara filifolia,Sibara filifolia
Sidalcea malvaeflora,Sidalcea malviflora
Sidalcea malviflora,Sidalcea malviflora
Sidalcea malviflora subsp. californica,Sidalcea malviflora subsp. californica
Sidalcea malviflora subsp. malviflora,Sidalcea malviflora subsp. malviflora
Sidalcea neomexicana,Sidalcea neomexicana
Silene antirrhina,Silene antirrhina
Silene gallica,Silene gallica
Silene laciniata,Silene laciniata
Silene laciniata subsp. californica,Silene laciniata subsp. californica
Silene laciniata subsp. laciniata,Silene laciniata subsp. laciniata
Silene laciniata subsp. major,Silene laciniata subsp. laciniata
Silene multinervia,Silene multinervia
Silene noctiflora,Silene noctiflora
Silybum marianum,Silybum marianum
Brassica kaber,Sinapis arvensis
Sinapis arvensis,Sinapis arvensis
Sisymbrium altissimum,Sisymbrium altissimum
Sisymbrium irio,Sisymbrium irio
Sisymbrium officinale,Sisymbrium officinale
Sisymbrium orientale,Sisymbrium orientale
Sisyrinchium bellum,Sisyrinchium bellum
Smithora naiadum,Smithora naiadum
Solanum americanum,Solanum americanum
Solanum nodiflorum,Solanum americanum
Solanum angustifolium,Solanum angustifolium
Solanum douglasii,Solanum douglasii
Solanum elaeagnifolium,Solanum elaeagnifolium
Solanum rostratum,Solanum rostratum
Solanum umbelliferum,Solanum umbelliferum
Solanum clokeyi,Solanum wallacei
Solanum wallacei,Solanum wallacei
Solanum wallacei subsp. clokeyi,Solanum wallacei
Solanum wallacei var. clokeyi,Solanum wallacei
Solanum wallacei var. wallacei,Solanum wallacei 
Solanum wrightii,Solanum wrightii
Solanum xanti,Solanum xanti
Solanum xanti var. xanti,Solanum xanti
Soleirolia soleirolii,Soleirolia soleirolii
Solidago spathulata,Solidago spathulata
Solidago velutina,Solidago velutina
Solidago californica,Solidago velutina subsp. californica
Soliva sessilis,Soliva sessilis
Sollya fusiformis,Sollya fusiformis
Sonchus asper,Sonchus asper
Sonchus asper subsp. asper,Sonchus asper subsp. asper
Sonchus oleraceus,Sonchus oleraceus
Sonchus tenerrimus,Sonchus tenerrimus
Sorghum bicolor,Sorghum bicolor
Sorghum halepense,Sorghum halepense
Spartium junceum,Spartium junceum
Spergula arvensis,Spergula arvensis
Spergularia bocconi,Spergularia bocconi
Spergularia bocconii,Spergularia bocconi
Spergularia macrotheca,Spergularia macrotheca
Spergularia macrotheca var. leucantha,Spergularia macrotheca var. leucantha
Spergularia macrotheca var. macrotheca,Spergularia macrotheca var. macrotheca
Spergularia marina,Spergularia marina
Spergularia salina,Spergularia marina
Spergularia platensis,Spergularia platensis
Spergularia rubra,Spergularia rubra
Spergularia villosa,Spergularia villosa
Spinacia oleracea,Spinacia oleracea
Stachys ajugoides,Stachys ajugoides
Stachys bullata,Stachys bullata
Stachys stebbinsii,Stachys stebbinsii
Microseris heterocarpa,Stebbinsoseris heterocarpa
Stebbinsoseris heterocarpa,Stebbinsoseris heterocarpa
Stellaria media,Stellaria media
Stellaria neglecta,Stellaria neglecta
Stellaria nitens,Stellaria nitens
Stellaria media subsp. pallida,Stellaria pallida
Stellaria pallida,Stellaria pallida
Machaerocereus gummosus,Stenocereus gummosus
Stenogramme interrupta,Stenogramme interrupta
Stenotaphrum secundatum,Stenotaphrum secundatum
Stephanomeria cichoriacea,Stephanomeria cichoriacea
Stephanomeria diegensis,Stephanomeria diegensis
Stephanomeria exigua,Stephanomeria exigua
Stephanomeria exigua subsp. coronaria,Stephanomeria exigua subsp. coronaria
Stephanomeria parryi,Stephanomeria parryi
Stephanomeria virgata,Stephanomeria virgata
Stephanomeria virgata subsp. pleurocarpa,Stephanomeria virgata subsp. pleurocarpa
Stephanomeria virgata subsp. virgata,Stephanomeria virgata subsp. virgata
Stillingia linearifolia,Stillingia linearifolia
Nassella cernua,Stipa cernua
Stipa cernua,Stipa cernua
Nassella lepida,Stipa lepida
Stipa lepida,Stipa lepida
Nassella pulchra,Stipa pulchra
Stipa pulchra,Stipa pulchra
Nassella tenuissima,Stipa tenuissima
Stipa tenuissima,Stipa tenuissima
Strelitzia nicolai,Strelitzia nicolai
Potamogeton pectinatus,Stuckenia pectinata
Stuckenia pectinata,Stuckenia pectinata
Stylocline gnaphalioides,Stylocline gnaphaloides
Stylocline gnaphaloides,Stylocline gnaphaloides
Suaeda calceoliformis,Suaeda calceoliformis
Suaeda californica,Suaeda californica
Suaeda californica var. californica,Suaeda californica
Suaeda nigra,Suaeda nigra
Suaeda californica var. pubescens,Suaeda taxifolia
Suaeda californica var. taxifolia,Suaeda taxifolia
Suaeda taxifolia,Suaeda taxifolia
Suaeda taxifolia subsp. brevifolia,Suaeda taxifolia
Symphoricarpos albus,Symphoricarpos albus
Symphoricarpos albus var. laevigatus,Symphoricarpos albus var. laevigatus
Symphoricarpos albus var. mollis,Symphoricarpos mollis
Symphoricarpos mollis,Symphoricarpos mollis
Aster chilensis,Symphyotrichum chilense
Symphyotrichum chilense,Symphyotrichum chilense
Symphyotrichum subspicatum,Symphyotrichum subspicatum
Symphyotrichum subulatum,Symphyotrichum subulatum
Symphyotrichum subulatum var. elongatum,Symphyotrichum subulatum var. elongatum
Aster subulatus var. ligulatus,Symphyotrichum subulatum var. ligulatum
Symphyotrichum subulatum var. ligulatum,Symphyotrichum subulatum var. ligulatum
Aster exilis,Symphyotrichum subulatum var. ligulatum 
Symphyotrichum subulatum var. parviflorum,Symphyotrichum subulatum var. parviflorum
Symphyotrichum subulatum var. squamatum,Symphyotrichum subulatum var. squamatum
Syntrichopappus fremontii,Syntrichopappus fremontii
Tamarix aphylla,Tamarix aphylla
Tamarix parviflora,Tamarix parviflora
Tamarix ramosissima,Tamarix ramosissima
Caesalpinia spinosa,Tara spinosa
Taraxacum erythrospermum,Taraxacum erythrospermum
Taraxacum laevigatum,Taraxacum erythrospermum
Taraxacum officinale,Taraxacum officinale
Targionia hypophylla,Targionia hypophylla
