Family,OG_spname,Eliminate,Updated_name
Asteraceae,Pentachaeta lyonii,,
Cleomaceae,Peritoma arborea,,
Capparaceae,Peritoma arborea var. angustata,,Peritoma arborea
Cleomaceae,Peritoma arborea var. arborea,,Peritoma arborea
Cleomaceae,Peritoma arborea var. globosa,,Peritoma arborea
Asteraceae,Perityle emoryi,,
Polygonaceae,Persicaria amphibia,1,
Polygonaceae,Persicaria lapathifolia,,
Apiaceae,Petroselinum crispum,1,
Solanaceae,Petunia parviflora,,
Hydrophyllaceae,Phacelia campanularia,1,
Hydrophyllaceae,Phacelia cicutaria,,
Hydrophyllaceae,Phacelia cicutaria var. hispida,,
Hydrophyllaceae,Phacelia ciliata,,
Hydrophyllaceae,Phacelia davidsonii,1,
Hydrophyllaceae,Phacelia distans,,
Hydrophyllaceae,Phacelia douglasii,,
Hydrophyllaceae,Phacelia floribunda,,
Hydrophyllaceae,Phacelia grandiflora,,
Hydrophyllaceae,Phacelia hubbyi,,
Hydrophyllaceae,Phacelia insularis,,
Hydrophyllaceae,Phacelia insularis var. continentis,1,
Hydrophyllaceae,Phacelia insularis var. insularis,,
Hydrophyllaceae,Phacelia leonis,1,
Hydrophyllaceae,Phacelia lyonii,,
Hydrophyllaceae,Phacelia minor,,
Hydrophyllaceae,Phacelia ramosissima,,
Hydrophyllaceae,Phacelia tanacetifolia,1,
Hydrophyllaceae,Phacelia viscida,,
Poaceae,Phalaris aquatica,,
Poaceae,Phalaris canariensis,,
Poaceae,Phalaris caroliniana,,
Poaceae,Phalaris coerulescens,1,
Poaceae,Phalaris lemmonii,,
Poaceae,Phalaris minor,,
Poaceae,Phalaris paradoxa,,
Hydrophyllaceae,Pholistoma auritum,,Pholistoma auritum var. auritum
Hydrophyllaceae,Pholistoma auritum var. auritum,,
Hydrophyllaceae,Pholistoma racemosum ,,
Asphodelaceae,Phormium tenax,1,
Verbenaceae,Phyla nodiflora,,
Zosteraceae,Phyllospadix scouleri,,
Zosteraceae,Phyllospadix torreyi,,
Solanaceae,Physalis philadelphica,1,
Fabaceae,Pickeringia montana,,Pickeringia montana var. montana
Fabaceae,Pickeringia montana var. montana,,
Pinaceae,Pinus canariensis,,
Pinaceae,Pinus coulteri,1,
Pinaceae,Pinus halepensis,,
Pinaceae,Pinus muricata,,
Pinaceae,Pinus muricata var. muricata,,
Pinaceae,Pinus muricata var. remorata,1,
Pinaceae,Pinus pinea,,
Pinaceae,Pinus quadrifolia,1,
Pinaceae,Pinus radiata,,
Pinaceae,Pinus torreyana,,
Pinaceae,Pinus torreyana subsp. insularis,,Pinus torreyana subsp. insularis
Pinaceae,Pinus torreyana subsp. Insularis ,,Pinus torreyana subsp. insularis
Pinaceae,Pinus torreyana subsp. torreyana,,Pinus torreyana subsp. insularis
Orchidaceae,Piperia cooperi,,
Orchidaceae,Piperia elegans,,
Orchidaceae,Piperia elongata,,
Orchidaceae,Piperia michaelii,,
Orchidaceae,Piperia unalascensis,,
Poaceae,Piptatherum miliaceum,,Stipa miliacea var. miliacea
Poaceae,Piptatherum miliaceum subsp. miliaceum,,Stipa miliacea var. miliacea
Fabaceae,Pisum sativum,,
Pittosporaceae,Pittosporum undulatum,,
Boraginaceae,Plagiobothrys acanthocarpus,,
Boraginaceae,Plagiobothrys bracteatus,1,
Boraginaceae,Plagiobothrys canescens,,Plagiobothrys canescens var. catalinensis
Boraginaceae,Plagiobothrys canescens var. canescens,1,
Boraginaceae,Plagiobothrys canescens var. catalinensis,,
Boraginaceae,Plagiobothrys collinus,,
Boraginaceae,Plagiobothrys collinus var. californicus,,
Boraginaceae,Plagiobothrys collinus var. fulvescens,,
Boraginaceae,Plagiobothrys collinus var. gracilis,,
Plantaginaceae,Plantago coronopus,,
Plantaginaceae,Plantago elongata,,
Plantaginaceae,Plantago erecta,,
Plantaginaceae,Plantago lanceolata,,
Plantaginaceae,Plantago major,,
Plantaginaceae,Plantago maritima,,
Plantaginaceae,Plantago ovata,,Plantago ovata var. insularis 
Plantaginaceae,Plantago ovata var. insularis ,,
Plantaginaceae,Plantago patagonica,1,
Plantaginaceae,Plantago subnuda,,
Orchidaceae,Platanthera elegans,1,
Orchidaceae,Platanthera elegans subsp. elegans,1,
Orchidaceae,Platanthera hyperborea,1,
Orchidaceae,Platanthera psycodes,1,
Platanaceae,Platanus racemosa,,
Papaveraceae,Platystemon californicus ,,
Caprifoliaceae,Plectritis ciliosa,,
Asteraceae,Pluchea odorata,,Pluchea odorata var. odorata
Asteraceae,Pluchea odorata var. odorata,,
Asteraceae,Pluchea sericea,,
Poaceae,Poa annua,,
Poaceae,Poa douglasii,,
Poaceae,Poa howellii,,
Poaceae,Poa infirma,1,
Poaceae,Poa palustris,,
Poaceae,Poa pratensis,1,
Poaceae,Poa secunda,,Poa secunda subsp. secunda
Poaceae,Poa secunda subsp. juncifolia ,,Poa secunda subsp. secunda
Poaceae,Poa secunda subsp. secunda,,
Poaceae,Poa thomasii,,
Caryophyllaceae,Polycarpon depressum,,
Caryophyllaceae,Polycarpon tetraphyllum,,
Polygalaceae,Polygala californica,,
Polygonaceae,Polygonum argyrocoleon,,
Polygonaceae,Polygonum aviculare,,
Polygonaceae,Polygonum aviculare subsp. aviculare,,Polygonum aviculare
Polygonaceae,Polygonum aviculare subsp. buxiforme,,Polygonum aviculare
Polygonaceae,Polygonum aviculare subsp. depressum,,Polygonum aviculare
Polygonaceae,Polygonum aviculare subsp. neglectum,,Polygonum aviculare
Polygonaceae,Polygonum paronychia,1,
Poaceae,Polypogon australis,1,
Poaceae,Polypogon interruptus,,
Poaceae,Polypogon maritimus,1,
Poaceae,Polypogon monspeliensis,,
Poaceae,Polypogon viridis ,,
Salicaceae,Populus fremontii,,Populus fremontii subsp. fremontii
Salicaceae,Populus fremontii subsp. fremontii,,
Salicaceae,Populus trichocarpa,,
Salicaceae,Populus x parryi,1,
Portulacaceae,Portulaca oleracea,,
Didiereaceae,Portulacaria afra,1,
Potamogetonaceae,Potamogeton crispus,,
Potamogetonaceae,Potamogeton foliosus,,Potamogeton foliosus subsp. foliosus
Potamogetonaceae,Potamogeton pusillus,1,
Rosaceae,Potentilla anserina subsp. pacifica,,
Rosaceae,Potentilla gracilis,1,
Rosaceae,Poterium sanguisorba,,
Asteraceae,Prenanthella exigua,1,
Primulaceae,Primula clevelandii,,Primula clevelandii var. insularis
Primulaceae,Primula clevelandii var. clevelandii,,Primula clevelandii var. insularis
Primulaceae,Primula clevelandii var. insularis,,
Fabaceae,Prosopis glandulosa var. torreyana,1,
Rosaceae,Prunus dulcis,1,
Rosaceae,Prunus ilicifolia,,
Rosaceae,Prunus ilicifolia subsp. ilicifolia,1,
Rosaceae,Prunus ilicifolia subsp. lyonii,,
Rosaceae,Prunus occidentalis,1,
Rosaceae,Prunus persica,1,
Asteraceae,Pseudognaphalium beneolens,,
Asteraceae,Pseudognaphalium biolettii,,
Asteraceae,Pseudognaphalium californicum,,
Asteraceae,Pseudognaphalium canescens,,
Asteraceae,Pseudognaphalium luteoalbum,,
Asteraceae,Pseudognaphalium microcephalum,,
Asteraceae,Pseudognaphalium ramosissimum,,
Asteraceae,Pseudognaphalium stramineum,,
Asteraceae,Psilocarphus brevissimus,,Psilocarphus brevissimus var. brevissimus
Asteraceae,Psilocarphus brevissimus var. brevissimus,,
Asteraceae,Psilocarphus tenellus,,
Fabaceae,Psorothamnus emoryi,1,
Polygonaceae,Pterostegia drymarioides,,
Asteraceae,Pulicaria paludosa,,
Ericaceae,Pyrola asarifolia,1,
Asteraceae,Pyrrocoma apargioides,1,
Fagaceae,Quercus agrifolia,,Quercus agrifolia var. agrifolia
Fagaceae,Quercus agrifolia var. agrifolia,,
Fagaceae,Quercus berberidifolia,1,
Fagaceae,Quercus chrysolepis,,
Fagaceae,Quercus douglasii,,
Fagaceae,Quercus dumosa,1,
Fagaceae,Quercus durata var. durata,1,
Fagaceae,Quercus engelmannii,,
Fagaceae,Quercus ilex,1,
Fagaceae,Quercus kelloggii,,
Fagaceae,Quercus lobata,,
Fagaceae,Quercus pacifica,,
Fagaceae,Quercus parvula,,
Fagaceae,Quercus parvula var. parvula,,
Fagaceae,Quercus parvula var. shrevei,1,
Fagaceae,Quercus tomentella,,
Fagaceae,Quercus vacciniifolia,1,
Fagaceae,Quercus wislizeni,1,
Fagaceae,Quercus wislizeni var. frutescens,1,
Fagaceae,Quercus wislizeni var. wislizeni,1,
Fagaceae,Quercus x jolonensis,1,
Fagaceae,Quercus x macdonaldii,,
Asteraceae,Rafinesquia californica,,
Ranunculaceae,Ranunculus californicus,,
Ranunculaceae,Ranunculus californicus var. californicus,1,
Ranunculaceae,Ranunculus californicus var. cuneatus,,
Ranunculaceae,Ranunculus hebecarpus,,
Brassicaceae,Raphanus raphanistrum,,
Brassicaceae,Raphanus sativus,,
Resedaceae,Reseda alba,1,
Resedaceae,Reseda odorata,,
Rhamnaceae,Rhamnus californica,,Frangula californica
Rhamnaceae,Rhamnus ilicifolia,1,
Rhamnaceae,Rhamnus pirifolia,,
Anacardiaceae,Rhus integrifolia,,
Anacardiaceae,Rhus ovata,,
Grossulariaceae,Ribes amarum,1,
Grossulariaceae,Ribes indecorum,,
Grossulariaceae,Ribes malvaceum,,
Grossulariaceae,Ribes malvaceum var. clementinum,1,Ribes malvaceum var. malvaceum
Grossulariaceae,Ribes malvaceum var. malvaceum,,
Grossulariaceae,Ribes malvaceum var. viridifolium,1,
Grossulariaceae,Ribes menziesii,1,
Grossulariaceae,Ribes menziesii var. menziesii,1,
Grossulariaceae,Ribes montigenum,1,
Grossulariaceae,Ribes nevadense,1,
Grossulariaceae,Ribes thacherianum,,
Grossulariaceae,Ribes viburnifolium,,
Euphorbiaceae,Ricinus communis,,
Fabaceae,Robinia pseudoacacia,,
Papaveraceae,Romneya coulteri,,
Rosaceae,Rosa californica,,
Lamiaceae,Rosmarinus officinalis,1,
Rosaceae,Rubus armeniacus,,
Rosaceae,Rubus pensilvanicus,1,
Rosaceae,Rubus ulmifolius,1,
Rosaceae,Rubus ursinus,,
Polygonaceae,Rumex acetosella,,
Polygonaceae,Rumex californicus,1,
Polygonaceae,Rumex conglomeratus,,
Polygonaceae,Rumex crispus,,
Polygonaceae,Rumex fueginus,1,
Polygonaceae,Rumex longifolius,1,
Polygonaceae,Rumex obtusifolius,,
Polygonaceae,Rumex pulcher,,
Polygonaceae,Rumex salicifolius,,
Ruppiaceae,Ruppia cirrhosa,1,
Rutaceae,Ruta graveolens,1,
Caryophyllaceae,Sagina apetala,,
Caryophyllaceae,Sagina decumbens,,Sagina decumbens subsp. occidentalis
Caryophyllaceae,Sagina decumbens subsp. occidentalis,,
Chenopodiaceae,Salicornia depressa,1,
Chenopodiaceae,Salicornia pacifica,,
Salicaceae,Salix bonplandiana,,Salix laevigata
Salicaceae,Salix exigua,,
Salicaceae,Salix exigua var. hindsiana,1,
Salicaceae,Salix gooddingii,,
Salicaceae,Salix laevigata,,
Salicaceae,Salix lasiandra var. lasiandra ,,
Salicaceae,Salix lasiolepis,,
Salicaceae,Salix sitchensis,1,
Chenopodiaceae,Salsola australis,,
Chenopodiaceae,Salsola tragus,,
Lamiaceae,Salvia apiana,,
Lamiaceae,Salvia brandegeei,,
Lamiaceae,Salvia columbariae,,
Lamiaceae,Salvia dorrii var. pilosa,1,
Lamiaceae,Salvia leucophylla,,
Lamiaceae,Salvia mellifera,,
Adoxaceae,Sambucus nigra subsp. caerulea,,
Primulaceae,Samolus parviflorus,,
Apiaceae,Sanicula arguta,,
Apiaceae,Sanicula crassicaulis,,
Apiaceae,Sanicula hoffmannii,,
Apiaceae,Sanicula laciniata,1,
Amaranthaceae,Sarcocornia perennis,1,
Caprifoliaceae,Scabiosa stellata,1,
Anacardiaceae,Schinus molle,,
Anacardiaceae,Schinus terebinthifolius,1,
Poaceae,Schismus arabicus,,
Poaceae,Schismus barbatus,,
Cyperaceae,Schoenoplectus americanus,,
Cyperaceae,Schoenoplectus californicus,,
Cyperaceae,Schoenoplectus pungens,1,
Cyperaceae,Schoenoplectus pungens var. longispicatus,,
Cyperaceae,Scirpus microcarpus,,
Poaceae,Scolochloa festucacea,1,
Scrophulariaceae,Scrophularia californica,,
Scrophulariaceae,Scrophularia villosa,,
Lamiaceae,Scutellaria tuberosa,,
Selaginellaceae,Selaginella bigelovii,,
Selaginellaceae,Selaginella wallacei,1,
Asteraceae,Senecio aphanactis,,
Asteraceae,Senecio flaccidus,,Senecio flaccidus var. douglasii
Asteraceae,Senecio flaccidus var. douglasii,,
Asteraceae,Senecio glomeratus,,
Asteraceae,Senecio lyonii,,
Asteraceae,Senecio vulgaris,,
Fabaceae,Senna artemisioides,1,
Aizoaceae,Sesuvium verrucosum,,
Brassicaceae,Sibara filifolia,,
Malvaceae,Sidalcea malviflora,,
Malvaceae,Sidalcea malviflora subsp. californica,1,
Malvaceae,Sidalcea malviflora subsp. malviflora,,
Malvaceae,Sidalcea neomexicana,1,
Caryophyllaceae,Silene antirrhina,,
Caryophyllaceae,Silene gallica,,
Caryophyllaceae,Silene laciniata,,
Caryophyllaceae,Silene laciniata subsp. californica,1,
Caryophyllaceae,Silene laciniata subsp. laciniata,,
Caryophyllaceae,Silene multinervia,,
Caryophyllaceae,Silene noctiflora,1,
Asteraceae,Silybum marianum,,
Brassicaceae,Sinapis arvensis,,
Brassicaceae,Sisymbrium altissimum,,
Brassicaceae,Sisymbrium irio,,
Brassicaceae,Sisymbrium officinale,,
Brassicaceae,Sisymbrium orientale,,
Iridaceae,Sisyrinchium bellum,,
Solanaceae,Solanum americanum,,
Solanaceae,Solanum douglasii,,
Solanaceae,Solanum elaeagnifolium,,
Solanaceae,Solanum rostratum,,
Solanaceae,Solanum umbelliferum,1,
Solanaceae,Solanum wallacei ,,
Solanaceae,Solanum xanti,1,
Urticaceae,Soleirolia soleirolii,,
Asteraceae,Solidago spathulata,1,
Asteraceae,Solidago velutina,,Solidago velutina subsp. californica
Asteraceae,Solidago velutina subsp. californica,,
Asteraceae,Soliva sessilis,,
Pittosporaceae,Sollya fusiformis,1,
Asteraceae,Sonchus asper,,Sonchus asper subsp. asper
Asteraceae,Sonchus asper subsp. asper,,
Asteraceae,Sonchus oleraceus,,
Asteraceae,Sonchus tenerrimus,,
Poaceae,Sorghum bicolor,1,
Poaceae,Sorghum halepense,1,
Fabaceae,Spartium junceum,1,
Caryophyllaceae,Spergula arvensis,,
Caryophyllaceae,Spergularia bocconi,,
Caryophyllaceae,Spergularia macrotheca,,
Caryophyllaceae,Spergularia macrotheca var. leucantha,,
Caryophyllaceae,Spergularia macrotheca var. macrotheca,,
Caryophyllaceae,Spergularia marina,,
Caryophyllaceae,Spergularia platensis,1,
Caryophyllaceae,Spergularia rubra,1,
Caryophyllaceae,Spergularia villosa,,
Amaranthaceae,Spinacia oleracea,1,
Lamiaceae,Stachys ajugoides,,
Lamiaceae,Stachys bullata,,
Lamiaceae,Stachys stebbinsii,1,
Asteraceae,Stebbinsoseris heterocarpa,,
Caryophyllaceae,Stellaria media,,
Caryophyllaceae,Stellaria neglecta,1,
Caryophyllaceae,Stellaria nitens,,
Caryophyllaceae,Stellaria pallida,,
Cactaceae,Stenocereus gummosus,1,
Poaceae,Stenotaphrum secundatum,,
Asteraceae,Stephanomeria cichoriacea,,
Asteraceae,Stephanomeria diegensis,,
Asteraceae,Stephanomeria exigua,,Stephanomeria exigua subsp. coronaria
Asteraceae,Stephanomeria exigua subsp. coronaria,,
Asteraceae,Stephanomeria parryi,1,
Asteraceae,Stephanomeria virgata,,
Asteraceae,Stephanomeria virgata subsp. pleurocarpa,,
Asteraceae,Stephanomeria virgata subsp. virgata,,
Euphorbiaceae,Stillingia linearifolia,,
Poaceae,Stipa cernua,,
Poaceae,Stipa lepida,,
Poaceae,Stipa pulchra,,
Poaceae,Stipa tenuissima,,
Strelitziaceae,Strelitzia nicolai,1,
Potamogetonaceae,Stuckenia pectinata,,
Asteraceae,Stylocline gnaphaloides,,
Chenopodiaceae,Suaeda calceoliformis,,
Chenopodiaceae,Suaeda californica,,
Chenopodiaceae,Suaeda nigra,1,
Chenopodiaceae,Suaeda taxifolia,,
Caprifoliaceae,Symphoricarpos albus,1,
Caprifoliaceae,Symphoricarpos albus var. laevigatus,1,
Caprifoliaceae,Symphoricarpos mollis,,
Asteraceae,Symphyotrichum chilense,,
Asteraceae,Symphyotrichum subspicatum,1,
Asteraceae,Symphyotrichum subulatum,,
Asteraceae,Symphyotrichum subulatum var. elongatum,1,
Asteraceae,Symphyotrichum subulatum var. ligulatum ,1,
Asteraceae,Symphyotrichum subulatum var. parviflorum,1,
Asteraceae,Symphyotrichum subulatum var. squamatum,1,
Asteraceae,Syntrichopappus fremontii,1,
Tamaricaceae,Tamarix aphylla,,
Tamaricaceae,Tamarix parviflora,,
Tamaricaceae,Tamarix ramosissima,,
Fabaceae,Tara spinosa,1,
Asteraceae,Taraxacum erythrospermum,,
Asteraceae,Taraxacum officinale,,
Aizoaceae,Tetragonia tetragonioides,,
Brassicaceae,Thysanocarpus conchuliferus,,
Brassicaceae,Thysanocarpus curvipes,,
Brassicaceae,Thysanocarpus curvipes subsp. amplectens,,Thysanocarpus curvipes
Brassicaceae,Thysanocarpus curvipes subsp. curvipes,,Thysanocarpus curvipes
Brassicaceae,Thysanocarpus curvipes subsp. elegans,,Thysanocarpus curvipes
Brassicaceae,Thysanocarpus laciniatus,,
Apiaceae,Torilis arvensis,,
Apiaceae,Torilis nodosa,,
Anacardiaceae,Toxicodendron diversilobum,,
Melanthiaceae,Toxicoscordion fremontii,,
Asteraceae,Tragopogon porrifolius,,
Zygophyllaceae,Tribulus terrestris,,
Lamiaceae,Trichostema lanceolatum,,
Fabaceae,Trifolium albopurpureum,,
Fabaceae,Trifolium amplectens var. truncatum,,Trifolium depauperatum var. truncatum
Fabaceae,Trifolium barbigerum,,
Fabaceae,Trifolium ciliolatum,,
Fabaceae,Trifolium depauperatum,,
Fabaceae,Trifolium depauperatum var. amplectens,,
Fabaceae,Trifolium depauperatum var. truncatum,,
Fabaceae,Trifolium dichotomum,1,
Fabaceae,Trifolium fucatum,,
Fabaceae,Trifolium gracilentum,,
Fabaceae,Trifolium hirtum,,
Fabaceae,Trifolium howellii,1,
Fabaceae,Trifolium macraei,,
Fabaceae,Trifolium macrocephalum,1,
Fabaceae,Trifolium microcephalum,,
Fabaceae,Trifolium microdon,,
Fabaceae,Trifolium obtusiflorum,1,
Fabaceae,Trifolium palmeri,,
Fabaceae,Trifolium repens,,
Fabaceae,Trifolium variegatum,1,
Fabaceae,Trifolium willdenovii,,
Juncaginaceae,Triglochin striata,1,
Campanulaceae,Triodanis biflora,,
Poaceae,Triticum aestivum,,
Tropaeolaceae,Tropaeolum majus,,
Brassicaceae,Tropidocarpum gracile,,
Brassicaceae,Turritis glabra,,
Typhaceae,Typha angustifolia,,
Typhaceae,Typha domingensis,,
Typhaceae,Typha latifolia,,
Lauraceae,Umbellularia californica,1,
Asteraceae,Uropappus lindleyi,,
Urticaceae,Urtica dioica,,
Urticaceae,Urtica dioica subsp. gracilis,,
Urticaceae,Urtica dioica subsp. holosericea,,
Urticaceae,Urtica urens,,
Ericaceae,Vaccinium ovatum,,
Asteraceae,Venegasia carpesioides,,
Scrophulariaceae,Verbascum thapsus,,
Verbenaceae,Verbena bracteata,,
Verbenaceae,Verbena lasiostachys,,
Verbenaceae,Verbena lasiostachys var. lasiostachys,,
Verbenaceae,Verbena lasiostachys var. scabrida,,
Verbenaceae,Verbena pulchella,1,
Asteraceae,Verbesina encelioides,1,
Asteraceae,Verbesina encelioides var. exauriculata,1,
Plantaginaceae,Veronica anagallis-aquatica,,
Plantaginaceae,Veronica arvensis,,
Plantaginaceae,Veronica catenata,1,
Plantaginaceae,Veronica peregrina,,
Plantaginaceae,Veronica peregrina subsp. xalapensis,1,
Plantaginaceae,Veronica persica,1,
Fabaceae,Vicia americana,,
Fabaceae,Vicia americana subsp. americana,,
Fabaceae,Vicia benghalensis,,
Fabaceae,Vicia hassei,,
Fabaceae,Vicia hirsuta,1,
Fabaceae,Vicia ludoviciana,,
Fabaceae,Vicia ludoviciana subsp. ludoviciana,,
Fabaceae,Vicia ludoviciana var. ludoviciana ,,Vicia ludoviciana subsp. ludoviciana
Fabaceae,Vicia sativa,,
Fabaceae,Vicia sativa subsp. nigra,,
Fabaceae,Vicia sativa subsp. sativa,,
Fabaceae,Vicia villosa,,
Fabaceae,Vicia villosa subsp. varia,,
Fabaceae,Vicia villosa subsp. villosa,1,
Apocynaceae,Vinca major,,
Violaceae,Viola pedata,1,
Violaceae,Viola pedunculata,,
Vitaceae,Vitis girdiana,,
Vitaceae,Vitis labrusca,1,
Vitaceae,Vitis vinifera,1,
Poaceae,Vulpia octoflora,,Festuca octoflora
Poaceae,Vulpia octoflora var. glauca,,Festuca octoflora
Arecaceae,Washingtonia filifera,1,
Arecaceae,Washingtonia robusta,,
Asteraceae,Xanthium spinosum,,
Asteraceae,Xanthium strumarium,,
Ericaceae,Xylococcus bicolor,,
Apiaceae,Yabea microcarpa,,
Agavaceae,Yucca gigantea,1,
Agavaceae,Yucca gloriosa,1,
Potamogetonaceae,Zannichellia palustris,,
Araceae,Zantedeschia aethiopica,,
Poaceae,Zea mays,1,
Gentianaceae,Zeltnera davyi,,
Gentianaceae,Zeltnera venusta,,
Zosteraceae,Zostera japonica,1,
Zosteraceae,Zostera marina,,
Zosteraceae,Zostera pacifica,,
