locality_latlong,Freq,id,island,latitude,longitude,locality,year,taxa
33.953056-120.132222,1,735664045,Santa Rosa,33.953056,-120.132222,Santa Rosa Island; Canyon just NNW of Burma Oaks,2009,mammal
33.955833-120.002778,1,735666587,Santa Rosa,33.955833,-120.002778,Santa Rosa Island; Old Ranch House Canyon,1975,mammal
33.957222-120.126111,1,735665516,Santa Rosa,33.957222,-120.126111,Santa Rosa Island; Upper section of canyon,2010,mammal
33.957778-120.095,1,735662866,Santa Rosa,33.957778,-120.095,"Santa Rosa Island; Trap Canyon, upper section",2010,mammal
33.959722-120.121944,1,735671905,Santa Rosa,33.959722,-120.121944,"Santa Rosa Island; Arlington Canyon, upper section",2011,mammal
33.96-120.134722,1,735671598,Santa Rosa,33.96,-120.134722,"Santa Rosa Island; Arlington Canyon,  mid canyon",2008,mammal
33.963611-120.068611,1,735663535,Santa Rosa,33.963611,-120.068611,Santa Rosa Island; Quemada Canyon,2009,mammal
33.96598158-120.1101235,5,1145829544,Santa Rosa,33.96598158,-120.1101235,"Santa Rosa Island, Channel Islands",1928,mammal
33.966667-119.7,1,735670966,Santa Cruz,33.966667,-119.7,Santa Cruz Island; Coches Prietos,1927,mammal
33.966667-120.1,65,177164775,Santa Rosa,33.966667,-120.1,SANTA ROSA IS,NA,mammal
33.966667-120.1,65,177170979,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; 2 MI SE RANCH HOUSE,1927,mammal
33.966667-120.1,65,177170976,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; 1 MI SW OF RANCH HOUSE,1927,mammal
33.966667-120.1,65,177163973,Santa Rosa,33.966667,-120.1,"SANTA ROSA IS; 2 1/2 MI SW OF RANCH HOUSE, NEAR COAST",1927,mammal
33.966667-120.1,65,177163974,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; 1 MI SE RANCH HOUSE,1927,mammal
33.966667-120.1,65,177163972,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; 1/4 MI SW OF RANCH HOUSE,1927,mammal
33.966667-120.1,65,177151496,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; N END,1927,mammal
33.966667-120.1,65,177151493,Santa Rosa,33.966667,-120.1,SANTA ROSA IS; E SLOPE,1927,mammal
33.9675-119.704167,3,735671517,Santa Cruz,33.9675,-119.704167,Santa Cruz Island; Coches Prietos Harbor,1977,mammal
33.969444-119.708056,1,735671558,Santa Cruz,33.969444,-119.708056,Santa Cruz Island; Mouth of Islay Canyon,1984,mammal
33.970556-120.143333,1,735675107,Santa Rosa,33.970556,-120.143333,"Santa Rosa Island; Arlington Canyon,  mid canyon halfway up hillside",2010,mammal
33.973056-120.131111,1,735662724,Santa Rosa,33.973056,-120.131111,"Santa Rosa Island; Arlington Canyon,  mid canyon near Signal Road",2010,mammal
33.973611-119.758333,1,735674577,Santa Cruz,33.973611,-119.758333,Santa Cruz Island; Willows Canyon,1987,mammal
33.975-120.201667,1,735671293,Santa Rosa,33.975,-120.201667,"Santa Rosa Island; Pocket Field, near Bee Canyon",2008,mammal
33.977222-120.092222,1,735666109,Santa Rosa,33.977222,-120.092222,"Santa Rosa Island; Trap Canyon, upper section",2010,mammal
33.97955614-119.8392786,5,1145830637,Santa Cruz,33.97955614,-119.8392786,"Johnson's, Santa Cruz Island",1928,mammal
33.9825-120.075278,1,735662367,Santa Rosa,33.9825,-120.075278,Santa Rosa Island; Black Mountain,1975,mammal
33.98286904-119.9796397,12,1065400584,Santa Rosa,33.98286904,-119.9796397,Santa Rosa Id; Skunk Point,1939,mammal
33.983333-120.024444,6,735664808,Santa Rosa,33.983333,-120.024444,Santa Rosa Island; Torrey Pines stand,1975,mammal
33.983333-120.024444,6,735674865,Santa Rosa,33.983333,-120.024444,Santa Rosa Island; Torrey Pine,1976,mammal
33.985833-119.853611,2,735675221,Santa Cruz,33.985833,-119.853611,Santa Cruz Island; Posos Canyon,1982,mammal
33.9878436-119.7427335,2,1145876685,Santa Cruz,33.9878436,-119.7427335,"328 E Islay Street, Santa Barbara",1938,mammal
33.988611-119.676667,1,735666046,Santa Cruz,33.988611,-119.676667,"Santa Cruz Island; E End of Central Valley, Trapline 239",1988,mammal
33.989444-119.676667,1,735665623,Santa Cruz,33.989444,-119.676667,"Santa Cruz Island; E End of Central Valley, Trapline 238",1988,mammal
33.990556-120.118333,1,735662908,Santa Rosa,33.990556,-120.118333,Santa Rosa Island; Smith Hwy,1993,mammal
33.991111-119.684722,1,735670568,Santa Cruz,33.991111,-119.684722,"Santa Cruz Island; E End of Central Valley, Trapline 241",1988,mammal
33.99130338-120.0374641,8,1145680502,Santa Rosa,33.99130338,-120.0374641,"Becher's Bay, Santa Rosa Island",1950,mammal
33.99130338-120.0374641,8,1145680577,Santa Rosa,33.99130338,-120.0374641,"Vail Ranch, Bechers Bay, Santa Rosa Island",1950,mammal
33.991389-119.677778,1,735671625,Santa Cruz,33.991389,-119.677778,Santa Cruz Island; Orchard E of Airstrip,1988,mammal
33.991389-120.037222,2,735664380,Santa Rosa,33.991389,-120.037222,Santa Rosa Island; Bechers Bay,1949,mammal
33.994722-120.173611,1,735664587,Santa Rosa,33.994722,-120.173611,Santa Rosa Island; Tecolote Canyon,NA,mammal
33.995-120.0325,1,735669285,Santa Rosa,33.995,-120.0325,Santa Rosa Island; Bechers Bay,1976,mammal
33.99551458-119.7147619,18,1145676347,Santa Cruz,33.99551458,-119.7147619,"Stanton Ranch headquarters, Santa Cruz Island",1948,mammal
33.995833-119.714444,6,735664419,Santa Cruz,33.995833,-119.714444,Santa Cruz Island; Main Ranch,1982,mammal
33.995833-119.714444,6,735666735,Santa Cruz,33.995833,-119.714444,Santa Cruz Island; Stanton Ranch,1991,mammal
33.995833-119.716111,1,735672113,Santa Cruz,33.995833,-119.716111,Santa Cruz Island; Canada de la Casa; Old Winery Building,1943,mammal
33.995833-119.716389,7,735674026,Santa Cruz,33.995833,-119.716389,Santa Cruz Island; Cow Barn at Ranch in Central Valley,1979,mammal
33.995833-119.716944,1,735671117,Santa Cruz,33.995833,-119.716944,Santa Cruz Island; Central Valley; Main Ranch,1978,mammal
33.99589-119.715528,1,1145757117,Santa Cruz,33.99589,-119.715528,"Big Bam near Ranch house, Santa Cruz Island",1988,mammal
33.996306-119.727639,6,1145795367,Santa Cruz,33.996306,-119.727639,"University of California Field Station, Santa Cruz Island Reserve",2005,mammal
33.996944-119.726111,10,735672396,Santa Cruz,33.996944,-119.726111,"Santa Cruz Island; Central Valley, UC Field Station",1980,mammal
33.996959-119.72689,2,1656640644,Santa Cruz,33.996959,-119.72689,"Santa Cruz Island, University of California Santa Barbara Field Station",1967,mammal
33.996959-119.72689,2,1656637350,Santa Cruz,33.996959,-119.72689,"Santa Cruz Island, near University of California Santa Barbara Biological Research Station",1967,mammal
33.997222-119.743333,1,735667820,Santa Cruz,33.997222,-119.743333,Santa Cruz Island; 1 mi W of UC Field Station,1991,mammal
33.9975-119.684167,1,735672316,Santa Cruz,33.9975,-119.684167,Santa Cruz Island; 1.5 mi S of Prisoners Harbor,NA,mammal
33.997778-120.060833,10,735674361,Santa Rosa,33.997778,-120.060833,Santa Rosa Island; Cherry Canyon,1986,mammal
33.999167-119.737778,1,735674651,Santa Cruz,33.999167,-119.737778,Santa Cruz Island; Canada del Medio,1978,mammal
34-119.666667,3,1935831894,Santa Cruz,34,-119.666667,NA,1939,mammal
34-119.6667,5,1039520875,Santa Cruz,34,-119.6667,"Canada del Medio, 1.5 mi W of Stanton Ranch",1967,mammal
34-119.6667,5,1039528402,Santa Cruz,34,-119.6667,NA,1978,mammal
34-119.716667,1,2564818553,Santa Cruz,34,-119.716667,Santa Cruz Island,1939,mammal
34-119.8,1,2381392720,Santa Cruz,34,-119.8,Santa Cruz I.,1929,mammal
34.000146-119.740194,39,1656643705,Santa Cruz,34.000146,-119.740194,Santa Cruz Island,1990,mammal
34.001389-120.047778,1,735665387,Santa Rosa,34.001389,-120.047778,Santa Rosa Island; Bechers Bay; Bunkhouse,1984,mammal
34.00172742-119.7125429,4,1145676447,Santa Cruz,34.00172742,-119.7125429,"0.5 mi N Stanton Ranch headquarters, Santa Cruz Island",1948,mammal
34.003056-120.055,7,735672032,Santa Rosa,34.003056,-120.055,Santa Rosa Island; Windmill Creek,1975,mammal
34.003056-120.243056,1,735670844,Santa Rosa,34.003056,-120.243056,Santa Rosa Island; N Shore E of Sandy Point,1994,mammal
34.003309-119.394268,1,1656634219,Anacapa,34.003309,-119.394268,"Channel Islands National Monument, Anacapa Island",1957,mammal
34.00334359-119.6830923,1,1065391389,Santa Cruz,34.00334359,-119.6830923,"Santa Cruz Id; Prisoner's Harbor, 1 mi S",1967,mammal
34.004-119.392,56,2381406288,Anacapa,34.004,-119.392,Anacapa I.,1964,mammal
34.004-119.392,56,2381404925,Anacapa,34.004,-119.392,Middle Anacapa I.,1963,mammal
34.004167-120.194444,8,735674903,Santa Rosa,34.004167,-120.194444,Santa Rosa Island; Skull Gulch,NA,mammal
34.0043-119.73426,1,2598688803,Santa Cruz,34.0043,-119.73426,Santa Cruz Island,NA,mammal
34.00433164-119.3920097,52,1065426660,Anacapa,34.00433164,-119.3920097,Anacapa Id; Mid Anacapa Id,1940,mammal
34.00433164-119.3920097,52,1065396273,Anacapa,34.00433164,-119.3920097,Anacapa Id; Mid Anacapa Id; Sheep Ranch Landing,1940,mammal
34.00444-119.39861,1,1262403112,Anacapa,34.00444,-119.39861,"Anacapa Island, 850+/- ft.",1964,mammal
34.004444-119.398611,118,735679348,Anacapa,34.004444,-119.398611,Anacapa Island; Middle Island,1978,mammal
34.004444-119.398611,118,735678441,Anacapa,34.004444,-119.398611,Anacapa Island; Middle of island,1978,mammal
34.004444-120.201389,1,735668033,Santa Rosa,34.004444,-120.201389,Santa Rosa Island; Garanon Canyon Mouth,1988,mammal
34.00457363-119.3929398,3,1145887394,Anacapa,34.00457363,-119.3929398,"old sheep landing, Anacapa Island [Middle]",1940,mammal
34.004722-120.051667,5,735675237,Santa Rosa,34.004722,-120.051667,Santa Rosa Island; Ranch House,1976,mammal
34.004722-120.051667,5,735663191,Santa Rosa,34.004722,-120.051667,Santa Rosa Island; Bechers Bay; Ranch House,1976,mammal
34.004722-120.143889,1,735669630,Santa Rosa,34.004722,-120.143889,Santa Rosa Island; Twin Peaks Road above Dry Canyon,2009,mammal
34.005-120.175556,1,735668926,Santa Rosa,34.005,-120.175556,Santa Rosa Island; E Mouth of Arlington Canyon,2008,mammal
34.00552156-119.3986799,5,1065418860,Anacapa,34.00552156,-119.3986799,Anacapa Id,1975,mammal
34.005554-120.193054,1,1699195886,Santa Rosa,34.005554,-120.193054,"Santa Rosa Island, NW coast, 300-500 yards inland and about 20 yards back from the edge of the Garanon wave-cut platform",NA,mammal
34.005833-120.190833,2,735674492,Santa Rosa,34.005833,-120.190833,Santa Rosa Island; Tecolote Point,NA,mammal
34.006111-120.176111,1,735667294,Santa Rosa,34.006111,-120.176111,Santa Rosa Island; Arlington Canyon,1979,mammal
34.006667-119.654722,1,735666343,Santa Cruz,34.006667,-119.654722,Santa Cruz Island; Del Norte area,1981,mammal
34.006667-120.051389,2,735665397,Santa Rosa,34.006667,-120.051389,Santa Rosa Island; Ranch House,1963,mammal
34.006944-119.763889,4,735665165,Santa Cruz,34.006944,-119.763889,Santa Cruz Island; Portezuela,1991,mammal
34.007222-119.767222,1,735663201,Santa Cruz,34.007222,-119.767222,Santa Cruz Island; Central Valley,1987,mammal
34.007222-120.050556,4,735671918,Santa Rosa,34.007222,-120.050556,"Santa Rosa Island; Barn, Ranch",1975,mammal
34.0075-120.051111,8,735671976,Santa Rosa,34.0075,-120.051111,Santa Rosa Island; Bechers Bay; Barn,1976,mammal
34.0075-120.051111,8,735674570,Santa Rosa,34.0075,-120.051111,Santa Rosa Island; Bechers Bay; Ranch,1976,mammal
34.0075-120.051389,86,735674624,Santa Rosa,34.0075,-120.051389,Santa Rosa Island; Bechers Bay; Ranch,1988,mammal
34.0075-120.051389,86,735671497,Santa Rosa,34.0075,-120.051389,Santa Rosa Island; Ranch,1975,mammal
34.0075-120.051389,86,735675065,Santa Rosa,34.0075,-120.051389,Santa Rosa Island; Ranch House,1976,mammal
34.0075-120.051389,86,735672569,Santa Rosa,34.0075,-120.051389,"Santa Rosa Island; Ranch, Cook Shack",1976,mammal
34.0075-120.051389,86,735674746,Santa Rosa,34.0075,-120.051389,"Santa Rosa Island; Ranch House Kitchen, barn",1976,mammal
34.0075-120.051389,86,735672122,Santa Rosa,34.0075,-120.051389,Santa Rosa Island; Ranch House Kitchen,1976,mammal
34.0075-120.051389,86,735668588,Santa Rosa,34.0075,-120.051389,Santa Rosa Island; Ranch kitchen,1975,mammal
34.009722-120.055833,1,735673125,Santa Rosa,34.009722,-120.055833,Santa Rosa Island; 0.3 mi NW of Ranch,1988,mammal
34.010556-119.424167,49,735679355,Anacapa,34.010556,-119.424167,Anacapa Island; West Island,1978,mammal
34.0106-119.4252,10,2381405172,Anacapa,34.0106,-119.4252,West Anacapa I.,1963,mammal
34.010833-119.674722,1,735674920,Santa Cruz,34.010833,-119.674722,Santa Cruz Island; Navy Road 1.5 mi S Prisoner's Harbor,1979,mammal
34.01096821-119.4257526,35,1065413620,Anacapa,34.01096821,-119.4257526,Anacapa Id; W Anacapa Id,1940,mammal
34.01096821-119.4257526,35,1065396126,Anacapa,34.01096821,-119.4257526,Anacapa Id; W Anacapa Id; Fish Camp,1940,mammal
34.011667-119.694167,1,735664190,Santa Cruz,34.011667,-119.694167,Santa Cruz Island; Canada del Puerto,1979,mammal
34.01259282-119.6147048,3,1145676433,Santa Cruz,34.01259282,-119.6147048,"4 mi E Prinsoner's Harbor, Santa Cruz Island",1948,mammal
34.01355511-119.4299617,2,1065383667,Anacapa,34.01355511,-119.4299617,Anacapa Id; W Anacapa Id; Oak Canyon,1940,mammal
34.014073-119.7225093,16,1145865157,Santa Cruz,34.014073,-119.7225093,"Santa Cruz Island, Channel Islands",1903,mammal
34.014167-120.098056,3,735672182,Santa Rosa,34.014167,-120.098056,Santa Rosa Island; Lobo Canyon,1975,mammal
34.014206-119.366636,23,1656639998,Anacapa,34.014206,-119.366636,"Channel Islands National Monument, Anacapa east Island",1958,mammal
34.01424654-119.3675133,47,1065387148,Anacapa,34.01424654,-119.3675133,Anacapa Id; E Anacapa Id,1940,mammal
34.01424654-119.3675133,47,1065404505,Anacapa,34.01424654,-119.3675133,Anacapa Id; E Anacapa Id; Fish Camp,1940,mammal
34.01429-119.36779,6,665892694,Anacapa,34.01429,-119.36779,"Channel Islands National Park, East Anacapa Island",1997,mammal
34.014444-119.366389,18,735679353,Anacapa,34.014444,-119.366389,Anacapa Island; East Island,1979,mammal
34.01445651-119.7893378,2,1145676448,Santa Cruz,34.01445651,-119.7893378,"5.5 mi W Stanton Ranch headquarters, Santa Cruz Island",1948,mammal
34.015833-119.359444,1,735676498,Anacapa,34.015833,-119.359444,Anacapa Island; East Island; Below lighthouse,1978,mammal
34.015833-119.363333,1,735677505,Anacapa,34.015833,-119.363333,Anacapa Island; East End; near church,1976,mammal
34.015847-119.677221,1,1039525147,Santa Cruz,34.015847,-119.677221,Loma Pelona road ca. 0.5 mi up from Prisoners Harbor,NA,mammal
34.016389-120.365,1,735670857,San Miguel,34.016389,-120.365,San Miguel Island,2010,mammal
34.016667-119.566667,58,177164776,Santa Cruz,34.016667,-119.566667,"SANTA CRUZ IS; LAGUNA ANCHOR AREA, WEST SHORE",1929,mammal
34.016667-119.566667,58,177171099,Santa Cruz,34.016667,-119.566667,SANTA CRUZ IS,1928,mammal
34.016667-119.566667,58,177171096,Santa Cruz,34.016667,-119.566667,PRISONER'S HARBOR CREEK; SANTA CRUZ IS,1977,mammal
34.016667-119.566667,58,177171056,Santa Cruz,34.016667,-119.566667,SANTA CRUZ IS; PORTE ZUELA,1929,mammal
34.016667-119.566667,58,177171048,Santa Cruz,34.016667,-119.566667,SANTA CRUZ IS; MAIN RANCH,1929,mammal
34.016667-119.566667,58,177164041,Santa Cruz,34.016667,-119.566667,SANTA CRUZ IS; SUR RANCH,1929,mammal
34.016667-119.566667,58,177164037,Santa Cruz,34.016667,-119.566667,PRISONERS HARBOR; SANTA CRUZ IS,1928,mammal
34.016667-119.716667,89,735670804,Santa Cruz,34.016667,-119.716667,Santa Cruz Island,1927,mammal
34.016667-119.716667,89,177164774,Santa Cruz,34.016667,-119.716667,SIERRA BLANCA; SANTA CRUZ IS,1927,mammal
34.016667-119.716667,89,177164773,Santa Cruz,34.016667,-119.716667,PROTOZUELA; SANTA CRUZ IS,1927,mammal
34.016667-119.716667,89,735674328,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; Well Canyon; below Arco Well,1981,mammal
34.016667-119.716667,89,177171010,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS,1928,mammal
34.016667-119.716667,89,177171007,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; PORTE ZUELA,1927,mammal
34.016667-119.716667,89,177171006,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; PRISONERS HARBOR,1927,mammal
34.016667-119.716667,89,177171004,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; COCHIE PRIETA,1927,mammal
34.016667-119.716667,89,177171002,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 2 1/2 MI SE AT SUR RANCH,1927,mammal
34.016667-119.716667,89,177171001,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 1 MI S OF RANCH,1927,mammal
34.016667-119.716667,89,177170999,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 2 MI S OF RANCH,1927,mammal
34.016667-119.716667,89,177170995,Santa Cruz,34.016667,-119.716667,"SANTA CRUZ IS; CHINA BASIN, 10 MI SE OF RANCH",1927,mammal
34.016667-119.716667,89,177164034,Santa Cruz,34.016667,-119.716667,PRISONERS HARBOR; SANTA CRUZ IS,1927,mammal
34.016667-119.716667,89,177150611,Santa Cruz,34.016667,-119.716667,COCHIE PRIETA; SANTA CRUZ IS,1927,mammal
34.016667-119.716667,89,177150610,Santa Cruz,34.016667,-119.716667,"SANTA CRUZ IS; ABOVE PELICAN BAY, BIG PINES",1927,mammal
34.016667-119.716667,89,177150609,Santa Cruz,34.016667,-119.716667,"SANTA CRUZ IS; ABOVE PELICAN BAY, DEEP ROCK CANYON",1927,mammal
34.016667-119.716667,89,177150608,Santa Cruz,34.016667,-119.716667,"SANTA CRUZ IS; ABOVE PELICAN BAY, PINE FOREST",1927,mammal
34.016667-119.716667,89,177150598,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 1 MI N OF RANCH,1927,mammal
34.016667-119.716667,89,177150597,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 1 MI SW OF RANCH,1927,mammal
34.016667-119.716667,89,177150593,Santa Cruz,34.016667,-119.716667,SANTA CRUZ IS; 3 MI S OF RANCH,1927,mammal
34.016667-119.716667,89,177150591,Santa Cruz,34.016667,-119.716667,PRISONERS HARBOR; 12 MI W,1927,mammal
34.01667-119.727656,2,1145107420,Santa Cruz,34.01667,-119.727656,Santa Cruz Island,1977,mammal
34.01689-119.855924,1,1656643482,Santa Cruz,34.01689,-119.855924,"Cristi Ranch, Santa Cruz Island",1983,mammal
34.018561-119.683641,1,1656637351,Santa Cruz,34.018561,-119.683641,"Santa Cruz Island, Prison Barn",1967,mammal
34.018889-119.6825,1,735670599,Santa Cruz,34.018889,-119.6825,"Santa Cruz Island; Prisoners Harbor, Cattle Corral",1986,mammal
34.018889-119.851944,1,735662099,Santa Cruz,34.018889,-119.851944,Santa Cruz Island; Christy Airstrip,1990,mammal
34.019167-119.681111,4,735674956,Santa Cruz,34.019167,-119.681111,"Santa Cruz Island; Prisoners Harbor, Trapline 248",1988,mammal
34.019167-119.848333,1,735671788,Santa Cruz,34.019167,-119.848333,Santa Cruz Island; E End of Airstrip,1988,mammal
34.01937113-119.6835915,104,1065372349,Santa Cruz,34.01937113,-119.6835915,Santa Cruz Id; Prisoner's Harbor,1967,mammal
34.01937113-119.6835915,104,1065419454,Santa Cruz,34.01937113,-119.6835915,Santa Cruz Id; Prisoners Harbor (line 246),1988,mammal
34.019444-119.681944,1,735669274,Santa Cruz,34.019444,-119.681944,"Santa Cruz Island; Prisoners Harbor, Trapline 247",1988,mammal
34.019444-119.684444,3,735662783,Santa Cruz,34.019444,-119.684444,Santa Cruz Island; Prisoners Harbor,1989,mammal
34.019444-119.854167,1,735674060,Santa Cruz,34.019444,-119.854167,"Santa Cruz Island; flat just N of junction Ridge Road and Christy Valley Rd, by Christy airport",1994,mammal
34.0195441-119.6866125,84,1145676359,Santa Cruz,34.0195441,-119.6866125,Prisoner's Harbor,1948,mammal
34.0195441-119.6866125,84,1145680552,Santa Cruz,34.0195441,-119.6866125,"Prisoner's Harbor, Santa Cruz Island",1950,mammal
34.019722-119.8725,1,735672355,Santa Cruz,34.019722,-119.8725,Santa Cruz Island; along rd at first ridge W of Christy Ranch,1996,mammal
34.02-119.543,12,2381399392,Santa Cruz,34.02,-119.543,"Santa Cruz I., Smuggler's Cove",1938,mammal
34.02033908-119.6868136,1,1065352556,Santa Cruz,34.02033908,-119.6868136,Prisoners' Harbor,1939,mammal
34.021111-120.3125,1,735662858,San Miguel,34.021111,-120.3125,San Miguel Island; Above SE Beach,1996,mammal
34.021389-119.683889,1,735664474,Santa Cruz,34.021389,-119.683889,Santa Cruz Island; Prisoners Harbor,1966,mammal
34.021389-119.683891,6,735662387,Santa Cruz,34.021389,-119.683891,Santa Cruz Island; Prisoners Harbor,1979,mammal
34.021393-119.68485,15,1039528383,Santa Cruz,34.021393,-119.68485,"Tule marsh, Prisoners Harbor",1970,mammal
34.02165372-119.8701267,2,1145676298,Santa Cruz,34.02165372,-119.8701267,"Christi Ranch, W end of Santa Cruz Island",1948,mammal
34.021944-119.870556,3,735674960,Santa Cruz,34.021944,-119.870556,Santa Cruz Island; Christy Ranch,1991,mammal
34.021944-119.870556,3,735665874,Santa Cruz,34.021944,-119.870556,Santa Cruz Island; Christy Ranch on dirt road from Casa Vieja down to beach,1996,mammal
34.021944-120.321667,1,735662494,San Miguel,34.021944,-120.321667,San Miguel Island; Gangplank,2010,mammal
34.02222066-119.8768278,7,1145708592,Santa Cruz,34.02222066,-119.8768278,"Christi Beach, Santa Cruz Island",1966,mammal
34.02226407-119.5408303,2,1145830622,Santa Cruz,34.02226407,-119.5408303,"Smuggler's Cove, Santa Cruz Island",1928,mammal
34.0225-120.360556,1,735661882,San Miguel,34.0225,-120.360556,"San Miguel Island; Harland Canyon, Upper terrace above Crook Pt.",2011,mammal
34.023333-120.378611,2,735674216,San Miguel,34.023333,-120.378611,San Miguel Island; Mouth of S Green Mt. Canyon,1978,mammal
34.024167-119.609167,1,735674926,Santa Cruz,34.024167,-119.609167,Santa Cruz Island; China Beach,1984,mammal
34.024444-120.130556,1,735665784,Santa Rosa,34.024444,-120.130556,Santa Rosa Island; Canada Verde Dunes,NA,mammal
34.025349-119.577942,1,2331334300,Santa Cruz,34.025349,-119.577942,Santa Cruz Island,2012,mammal
34.026111-120.332778,1,735668143,San Miguel,34.026111,-120.332778,San Miguel Island,2009,mammal
34.027205-119.571768,2,1145702270,Santa Cruz,34.027205,-119.571768,"Naval Compound, Santa Cruz Island",1964,mammal
34.02972728-120.4519448,1,1145709994,San Miguel,34.02972728,-120.4519448,"Point Bennett, San Miguel Island",1970,mammal
34.030278-120.051944,1,735666047,Santa Rosa,34.030278,-120.051944,Santa Rosa Island; Carrington Pasture,1977,mammal
34.03054934-120.4402076,5,1145710008,San Miguel,34.03054934,-120.4402076,"Adams Cove, San Miguel Island",1970,mammal
34.031389-120.416667,1,735674695,San Miguel,34.031389,-120.416667,"San Miguel Island; Tyler Bight, 1/2 way down slope",2010,mammal
34.03237613-119.7715366,254,1065413221,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id,NA,mammal
34.03237613-119.7715366,254,1065384823,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id; E end,1989,mammal
34.03237613-119.7715366,254,1065369255,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id; Middle Ranch Canyon,1939,mammal
34.03237613-119.7715366,254,686377269,Santa Cruz,34.03237613,-119.7715366,"SANTA CRUZ ISLAND, W SIDE OF; JOHNSON'S LANDING",1928,mammal
34.03237613-119.7715366,254,1065359686,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Id; Stanton Winery, Canada de la Casa",1939,mammal
34.03237613-119.7715366,254,1065423976,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id; Middle Ranch,1939,mammal
34.03237613-119.7715366,254,1065416473,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Id; Canada de la Casa, Stanton Winery",1938,mammal
34.03237613-119.7715366,254,1065398500,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Id; Stanton Ranch, Old Winery",1939,mammal
34.03237613-119.7715366,254,1065397763,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id; Station Winery,1938,mammal
34.03237613-119.7715366,254,1065427011,Santa Cruz,34.03237613,-119.7715366,Santa Cruz Id; Ranch Canyon,1939,mammal
34.03237613-119.7715366,254,1065409711,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Island, west end",1983,mammal
34.03237613-119.7715366,254,1065370662,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Id; East end Central Valley, 0.1 mi S of dump (line 244)",1988,mammal
34.03237613-119.7715366,254,1065362012,Santa Cruz,34.03237613,-119.7715366,"Santa Cruz Id; Central Valley, NW of airstrip (line 241)",1988,mammal
34.0327746-119.7037621,13,1065422520,Santa Cruz,34.0327746,-119.7037621,Santa Cruz Id; Pelican Bay,1941,mammal
34.032778-120.369167,1,735673026,San Miguel,34.032778,-120.369167,San Miguel Island; San Miguel Peak; W slope,1979,mammal
34.03320782-120.3641619,110,1065392837,San Miguel,34.03320782,-120.3641619,San Miguel Id; Cuylor's Harbor,1939,mammal
34.03320782-120.3641619,110,1065364153,San Miguel,34.03320782,-120.3641619,San Miguel Id; Cuylor's Harbor; Nidever Caynon,1939,mammal
34.03320782-120.3641619,110,1065360587,San Miguel,34.03320782,-120.3641619,San Miguel Id; Cuylor's Harbor; Nidever Canyon,1939,mammal
34.03320782-120.3641619,110,812651385,San Miguel,34.03320782,-120.3641619,San Miguel Island,1971,mammal
34.03320782-120.3641619,110,1065410771,San Miguel,34.03320782,-120.3641619,San Miguel Id; Cuyler's Harbor,1939,mammal
34.03320782-120.3641619,110,1065427508,San Miguel,34.03320782,-120.3641619,"San Miguel Island, Cuyler Beach",1970,mammal
34.03320782-120.3641619,110,1065423887,San Miguel,34.03320782,-120.3641619,San Miguel Id; Nidever Canyon,1939,mammal
34.03320782-120.3641619,110,1065421724,San Miguel,34.03320782,-120.3641619,San Miguel Id; Rancho Rambouillet,1939,mammal
34.03320782-120.3641619,110,1065387436,San Miguel,34.03320782,-120.3641619,San Miguel Id,1930,mammal
34.03320782-120.3641619,110,1065381294,San Miguel,34.03320782,-120.3641619,San Miguel Id; Hoffman Point,1939,mammal
34.033333-120.383333,2,177171092,San Miguel,34.033333,-120.383333,SAN MIGUEL IS,1927,mammal
34.034151-120.373756,5,1656637176,San Miguel,34.034151,-120.373756,San Miguel Island,1956,mammal
34.034168-120.046669,1,1698837849,Santa Rosa,34.034168,-120.046669,Santa Rosa Island,NA,mammal
34.034722-120.3525,2,735666442,San Miguel,34.034722,-120.3525,San Miguel Island; 1/4 mi SW airstrip,1978,mammal
34.036389-120.328333,1,735662437,San Miguel,34.036389,-120.328333,San Miguel Island; 1.5 mi NW Point Caldwell,1996,mammal
