locality_latlong,Freq,id,island,latitude,longitude,locality,year,taxa
34.04448-119.89033,1,2065763,Santa Cruz,34.04448,-119.89033,"Santa Cruz Island, Blackpoint 02 nest ledge",2007,aves
34.045017-119.722822,1,1961194,Santa Cruz,34.045017,-119.722822,"Santa Cruz Island, Orizaba Harbor",1937,aves
34.045695-120.380188,1,1959840,San Miguel,34.045695,-120.380188,San Miguel Island,1910,aves
34.046329-120.378707,25,1960946,San Miguel,34.046329,-120.378707,San Miguel Island,1927,aves
34.046329-120.378707,25,1960557,San Miguel,34.046329,-120.378707,"San Miguel Island, (SC-6)",1988,aves
34.046329-120.378707,25,1961819,San Miguel,34.046329,-120.378707,"San Miguel Island, Rocks near",1910,aves
34.046344-119.548902,19,1961209,Santa Cruz,34.046344,-119.548902,"Santa Cruz Island, Scorpion Rock",1992,aves
34.046344-119.548902,19,1961944,Santa Cruz,34.046344,-119.548902,"Santa Cruz Island, Scorpion Harbor; on small rocky islet.",1928,aves
34.046344-119.548902,19,2065619,Santa Cruz,34.046344,-119.548902,"Santa Cruz Island, Scorpion Bay",1931,aves
34.046344-119.548902,19,2065866,Santa Cruz,34.046344,-119.548902,"Santa Cruz Island, Scorpion Harbor, small island near",1928,aves
34.04649-119.59428,1,1963319,Santa Cruz,34.04649,-119.59428,"Santa Cruz Island, Ghirini Knife Edge Cliff",2007,aves
34.046971-119.722933,98,1960572,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba (Sppit) Rock",1994,aves
34.046971-119.722933,98,1959741,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba (Sppitt) Rock",1992,aves
34.046971-119.722933,98,1962280,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock",1996,aves
34.046971-119.722933,98,1962297,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock; location originally labelled as ""Sppit Rock""",1995,aves
34.046971-119.722933,98,1961011,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Exact location unknown; probably Orizaba Rock",1995,aves
34.046971-119.722933,98,1962046,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba (Sppit) Rock, north side",1994,aves
34.046971-119.722933,98,1961830,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Cove; Orizaba Rock",1997,aves
34.046971-119.722933,98,1960773,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock nest #738",2008,aves
34.046971-119.722933,98,1962478,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock nest #745A",2008,aves
34.046971-119.722933,98,1960342,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock. Nest #357",2009,aves
34.046971-119.722933,98,1959780,Santa Cruz,34.046971,-119.722933,"Santa Cruz Island, Orizaba Rock-426",2011,aves
34.047043-120.331319,8,1961196,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman 06 nest ledge #1 scrape",2007,aves
34.047043-120.331319,8,1963531,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman 06 nest ledge #2 scrape",2007,aves
34.047043-120.331319,8,2065764,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman 06 nest ledge #3 scrape",2007,aves
34.047043-120.331319,8,1963104,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman 06 nest nexdoor #4 scrape",2007,aves
34.047043-120.331319,8,1960556,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman Point (SC-6)",1989,aves
34.047043-120.331319,8,1961104,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman Point MC-17",1993,aves
34.047043-120.331319,8,1962177,San Miguel,34.047043,-120.331319,"San Miguel Island, Hoffman Point, (75 ft down from Hoffman Point), MC-17",1992,aves
34.047549-119.824661,1,1961189,Santa Cruz,34.047549,-119.824661,"Santa Cruz Island, northwest end of",1989,aves
34.047919-119.552514,27,1961794,Santa Cruz,34.047919,-119.552514,"Santa Cruz Island, Scorpion Harbor",1941,aves
34.047919-119.552514,27,1963259,Santa Cruz,34.047919,-119.552514,"Santa Cruz Island, Scorpion Harbor; 1/4 mile offshore from main island",1929,aves
34.047919-119.552514,27,1961982,Santa Cruz,34.047919,-119.552514,"Santa Cruz Island, Scorpion Harbor; bird rock",1928,aves
34.047919-119.552514,27,1961764,Santa Cruz,34.047919,-119.552514,"Santa Cruz Island, Scorpion Harbor; on small detached island",1936,aves
34.047919-119.552514,27,2065694,Santa Cruz,34.047919,-119.552514,"Santa Cruz Island, Scorpion Harbor; small island near harbor",1928,aves
34.047919-119.552514,27,1961258,Santa Cruz,34.047919,-119.552514,"Santa Cruz island, Scorpion Harbor",1936,aves
34.048836-119.591046,1,1962485,Santa Cruz,34.048836,-119.591046,"Santa Cruz Island, Potato Rock",1992,aves
34.049138-119.590891,2,1962449,Santa Cruz,34.049138,-119.590891,"Santa Cruz Island, Potato Bay",1931,aves
34.051-119.572506,204,1961219,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave",1997,aves
34.051-119.572506,204,1963528,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave EAB #43",2008,aves
34.051-119.572506,204,1960560,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave nest #825",2008,aves
34.051-119.572506,204,1960770,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave nest #914",2007,aves
34.051-119.572506,204,1962894,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, NE shore; from chamber H (Side)",1994,aves
34.051-119.572506,204,1959734,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, near cavern point",1994,aves
34.051-119.572506,204,1963107,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, near cavern point, Northeast coast",1994,aves
34.051-119.572506,204,1963321,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, near cavern point, northeast coast",1994,aves
34.051-119.572506,204,1961629,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, Nest #35; near cavern point, northeast coast",1994,aves
34.051-119.572506,204,1962684,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, Nest #8; near cavern point,northeast coast",1994,aves
34.051-119.572506,204,1963133,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave, seacave near Cavern point, northeast coast",1994,aves
34.051-119.572506,204,1962043,Santa Cruz,34.051,-119.572506,"Santa Cruz Island, Bat Cave. Nest #828-W",2009,aves
34.052034-119.561787,42,1962494,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove, Cave #4",1994,aves
34.052034-119.561787,42,2065768,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove, Cave #5",1994,aves
34.052034-119.561787,42,2065789,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove; Cave #5",1996,aves
34.052034-119.561787,42,1960997,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern point Cove; Cove #5",1997,aves
34.052034-119.561787,42,1960176,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Caves; Cave #4",1994,aves
34.052034-119.561787,42,1960561,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove Cave. Nest 335",2008,aves
34.052034-119.561787,42,1960344,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern point Cove, Cave #5, northeast coast",1994,aves
34.052034-119.561787,42,1960362,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern point Cove, Cove #5",1997,aves
34.052034-119.561787,42,1959749,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove; Cave #4",1996,aves
34.052034-119.561787,42,1960789,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern point Cove; Cave #5",1997,aves
34.052034-119.561787,42,1962699,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern Point Cove; Cove #5",1997,aves
34.052034-119.561787,42,1961644,Santa Cruz,34.052034,-119.561787,"Santa Cruz Island, Cavern point; Cave #4",1997,aves
34.052747-120.346263,15,1961062,San Miguel,34.052747,-120.346263,"San Miguel Island, above Cuyler Harbor",1986,aves
34.05317-120.38699,1,1960586,San Miguel,34.05317,-120.38699,"San Miguel Island, Carbon Point",2007,aves
34.054441-120.424335,11,1960980,San Miguel,34.054441,-120.424335,"San Miguel Island, 1 kilometer west of Otter Harbor",1992,aves
34.054441-120.424335,11,1960569,San Miguel,34.054441,-120.424335,"San Miguel Island, Otter Harbor; 1 kilometer west of",1992,aves
34.054441-120.427043,4,1963116,San Miguel,34.054441,-120.427043,"San Miguel Island, Otter Harbor; 1.25 kilometer west of",1992,aves
34.054643-120.386159,1,2065848,San Miguel,34.054643,-120.386159,"San Miguel Island, Carbon Point",2013,aves
34.056446-119.761787,1,1963400,Santa Cruz,34.056446,-119.761787,"Santa Cruz Island, Punta Diablo",2013,aves
34.05783-120.334257,6,1961318,San Miguel,34.05783,-120.334257,Prince Island,1912,aves
34.05783-120.334257,6,1960677,San Miguel,34.05783,-120.334257,"Prince Island, 1/2 mile from San Miguel Island",1910,aves
34.05783-120.334257,6,1961319,San Miguel,34.05783,-120.334257,"San Miguel Island, Prince Island",1885,aves
34.05783-120.334258,1,2065662,San Miguel,34.05783,-120.334258,"San Miguel Island, Prince Island; 1/2 mile from",1910,aves
34.057927-119.766476,2,1960175,Santa Cruz,34.057927,-119.766476,"Santa Cruz Island, Diablo Rock",1995,aves
34.057927-119.766476,2,1962047,Santa Cruz,34.057927,-119.766476,"Santa Cruz Island, Diablo Rocks (SB-SZI-06) area, southeast rock",1994,aves
34.057929-120.333896,123,1960250,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Island",1905,aves
34.057929-120.333896,123,1960647,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Island; 1/2 mile from",1910,aves
34.057929-120.333896,123,2065876,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Island; 35 miles off Santa Barbara",1906,aves
34.057929-120.333896,123,1961726,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Islet",1927,aves
34.057929-120.333896,123,1962575,San Miguel,34.057929,-120.333896,Prince Island,1910,aves
34.057929-120.333896,123,1962153,San Miguel,34.057929,-120.333896,"Prince Island, 1/2 mile from San Miguel Island",1910,aves
34.057929-120.333896,123,1962788,San Miguel,34.057929,-120.333896,"Prince Island, 35 miles off of Santa Barbara",1905,aves
34.057929-120.333896,123,1960874,San Miguel,34.057929,-120.333896,"Prince Island, 35 miles off Santa Barbara",1905,aves
34.057929-120.333896,123,1960040,San Miguel,34.057929,-120.333896,"Prince Island, near San Miguel Island",1906,aves
34.057929-120.333896,123,1963530,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Island, North of",1928,aves
34.057929-120.333896,123,1962743,San Miguel,34.057929,-120.333896,"San Miguel Island, Prince Rock off",1906,aves
34.058322-119.766897,2,1959977,Santa Cruz,34.058322,-119.766897,"Santa Cruz Island, Little Diablo Rock",1995,aves
34.059258-120.355533,5,1960563,San Miguel,34.059258,-120.355533,"San Miguel Island, Bat Rock",1998,aves
34.059258-120.355533,5,2065677,San Miguel,34.059258,-120.355533,"San Miguel Island, Bat Rock MC-28",1993,aves
34.064859-120.355726,2,1963119,San Miguel,34.064859,-120.355726,"San Miguel Island, Hare Island",1992,aves
34.069304-119.858176,1,1961763,Santa Cruz,34.069304,-119.858176,"Santa Cruz Island, ""Painted Cave""",1913,aves
34.070418-119.920964,1,1959747,Santa Cruz,34.070418,-119.920964,"Santa Cruz Island, Shipwreck Cave",1997,aves
34.07091-120.36172,1,1961193,San Miguel,34.07091,-120.36172,"San Miguel Island, Salvador nest ledge",2007,aves
34.072427-119.875143,82,1962682,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the Birds eggs",2009,aves
34.072427-119.875143,82,1962919,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the birds eggs",1996,aves
34.072427-119.875143,82,1961843,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of bird eggs",1997,aves
34.072427-119.875143,82,1961424,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of birds eggs",1992,aves
34.072427-119.875143,82,1959961,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of bird's eggs",1997,aves
34.072427-119.875143,82,1962263,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of Birds Eggs nest #943",2008,aves
34.072427-119.875143,82,1962481,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of Bird's Eggs. Nest #1001",2009,aves
34.072427-119.875143,82,1960776,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of Bird's Eggs. Nest #47",2009,aves
34.072427-119.875143,82,1962266,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of Bird's Eggs. Nest #754A",2009,aves
34.072427-119.875143,82,1960168,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the bird eggs",1996,aves
34.072427-119.875143,82,1960164,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the bird's eggs",1997,aves
34.072427-119.875143,82,2065801,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the Bird's Eggs",2010,aves
34.072427-119.875143,82,1960973,Santa Cruz,34.072427,-119.875143,"Santa Cruz Island, Cave of the Birds Eggs, Ena B on map",2008,aves
34.072427-119.892578,1,2065774,Santa Cruz,34.072427,-119.892578,"Santa Cruz Island, Cave of birds eggs; 1 mile west of",1992,aves
34.072666-120.366264,1,1961066,San Miguel,34.072666,-120.366264,"San Miguel Island, Harris Point",2013,aves
34.07267-119.8823,2,1961949,Santa Cruz,34.07267,-119.8823,"Santa Cruz Island, Sealion",2017,aves
34.07404-119.9196,1,1959843,Santa Cruz,34.07404,-119.9196,"Santa Cruz Island, West Point South",2017,aves
34.074647-120.374023,1,1959646,San Miguel,34.074647,-120.374023,"San Miguel Island, 1/4 mile northwest of Bat Rock Point (MC-28)",1992,aves
34.076859-119.9182,4,1960148,Santa Cruz,34.076859,-119.9182,"Santa Cruz Island, West Point",1992,aves
34.076859-119.9182,4,1962048,Santa Cruz,34.076859,-119.9182,"Santa Cruz Island, West Point (scree on north side)",1992,aves
34.076859-119.9182,4,1960345,Santa Cruz,34.076859,-119.9182,"Santa Cruz Island, West Point Rock Slide",1992,aves
