record,source,Barcode,Country,State,County,island,Location,Latitude,Longitude,Collectors,trap,collection code,year,month,order,Family,acceptedFamily,acceptedGenus,acceptedName
occurrence,LACM,LACM ENT 478814,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 34,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478815,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 34,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478817,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 34,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478818,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 34,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515682,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 35,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478739,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 37,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478685,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478689,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478690,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478693,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478694,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478698,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478699,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478700,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515603,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515608,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515609,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515610,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515614,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515615,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515617,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515618,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515619,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515620,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515642,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515645,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515649,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515580,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 14,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515658,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 18,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478669,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 2,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515762,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 28,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515548,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515599,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 5,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515623,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 7,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515626,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 7,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478727,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 11,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478728,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 11,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478787,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478791,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478644,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 25,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515506,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 26,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478820,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 31,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478821,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 31,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515622,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 36,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515745,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 8,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 515746,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 8,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478650,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Chloropidae,Chloropidae,,
occurrence,LACM,LACM ENT 478778,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 27,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478738,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 37,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515758,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 10,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515761,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 10,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515697,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 12,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515702,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 12,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515530,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 16,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478784,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478786,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478788,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478790,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478797,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 20,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515525,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 24,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478642,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 25,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478647,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 25,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515733,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 28,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515738,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 28,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515652,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 36,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478640,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 39,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515723,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515725,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515631,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 40,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515634,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 40,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515664,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 40,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515643,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515751,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 42,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515656,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 5,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 515633,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 6,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478651,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478653,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Dolichopodidae,Dolichopodidae,,
occurrence,LACM,LACM ENT 478657,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 12,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515757,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 32,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515683,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 35,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515704,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515555,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 1,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 478670,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 2,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 478671,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 2,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515553,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 33,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515559,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 33,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515680,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515662,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 5,2016,4,Diptera,Ephydridae,Ephydridae,,
occurrence,LACM,LACM ENT 515598,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 11,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478655,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478658,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478753,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 15,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478767,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 15,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515696,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 17,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515699,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 17,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515700,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 17,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515707,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 17,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478674,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 22,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478675,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 22,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478681,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 22,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515515,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515520,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515521,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515522,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515531,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515533,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515687,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 26,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478774,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 27,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478775,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 27,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478724,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 28,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515759,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 32,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515766,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 32,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478737,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 37,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515686,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515689,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515690,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515692,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515693,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515698,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515703,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515708,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
