source,order,acceptedOrder,family,acceptedFamily,genus,acceptedGenus,scientificName,acceptedName,AUTHOR,YRPUBL,PUBL,VOL,PG,PG2,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,month,year,NOTES
literature,Coleoptera,Coleoptera,Carabidae,Carabidae,Amara,Amara,Amara,,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cerambycidae,Cerambycidae,Ipochus,Ipochus,Ipochus faciatus,Ipochus fasciatus,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Cerambycidae,Cerambycidae,Phoracantha,Phoracantha,Phoracantha recurva,Phoracantha recurva,McCoshum,2012,,66,347,-350,,,x,,,,,,,,introdu
literature,Coleoptera,Coleoptera,Cerambycidae,Cerambycidae,Phoracantha,Phoracantha,Phoracantha semipuncata,Phoracantha semipuncata,McCoshum,2012,,66,347,-350,,,x,,,,,,,,introdu
literature,Coleoptera,Coleoptera,Cerambycidae,Cerambycidae,,,Cerambycidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Acanthoscelides,Acanthoscelides,Acanthoscelides pullus,Acanthoscelides pullus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Colaspidea,Colaspidea,Colaspidea smaragdula,Colaspidea smaragdula,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Diachus,Diachus,Diachus auratus,Diachus auratus,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Diachus,Diachus,Diachus auratus,Diachus auratus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Erynephala,Erynephala,Erynephala puncticollis,Erynephala puncticollis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Monoxia,Monoxia,Monoxia sordida,Monoxia sordida,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Phyllotreta,Phyllotreta,Phyllotreta pusilla,Phyllotreta pusilla,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Chrysomelidae,Chrysomelidae,Epitrix,Epitrix,Epitrix,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Cicindelidae,Cicindelidae,Cicindela,Cicindela,Cicindela haemorrhagica,Cicindela hemorrhagica,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cicindelidae,Cicindelidae,Cicindela,Cicindela,Cicindela oregona,Cicindela oregona,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cicindelidae,Cicindelidae,Cicindela,Cicindela,Cicindela oregona,Cicindela oregona,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cleridae,Cleridae,Cymatodera,Cymatodera,Cymatodera caterinoi,Cymatodera caterinoi,Rifkind,2019,Coleopterists Bulletin,73,551,-557,x,,,,,,,x,,,new sp ENDEMIC
literature,Coleoptera,Coleoptera,Cleridae,Cleridae,Cymatodera,Cymatodera,Cymatodera insularis,Cymatodera insularis,Rifkind,2019,Coleopterists Bulletin,73,551,-557,,,x,x,,,,,,,new sp ENDEMIC
literature,Coleoptera,Coleoptera,Cleridae,Cleridae,Necrobia,Necrobia,Necrobia ruficollis,Necrobia ruficollis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cleridae,Cleridae,Necrobia,Necrobia,Necrobia rufipes,Necrobia rufipes,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cleridae,Cleridae,Phyllobaenus,Phyllobaenus,Phyllobaenus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Coccinella,Coccinella,Coccinella californica,Coccinella californica,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Coccinella,Coccinella,Coccinella californica,Coccinella californica,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Coccinella,Coccinella,Coccinella johnsoni,Coccinella johnsoni,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Coccinella,Coccinella,Coccinella johnsoni,Coccinella johnsoni,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Cycloneda,Cycloneda,Cycloneda polita,Cycloneda polita,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Delphastus,Delphastus,Delphastus catalinae,Delphastus catalinae,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Delphastus,Delphastus,Delphastus catalinae,Delphastus catalinae,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hippodamia,Hippodamia,Hippodamia convergens,Hippodamia convergens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hippodamia,Hippodamia,Hippodamia quinquesignata,Hippodamia quinquesignata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hippodamia,Hippodamia,Hippodamia quinquesignata,Hippodamia quinquesignata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hippodamia,Hippodamia,Hippodamia quinquesignata,Hippodamia quinquesignata,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hippodamia,Hippodamia,Hippodamia quinquesignata,Hippodamia quinquesignata,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hyperaspis,Hyperaspis,Hyperaspis lateralis,Hyperaspis lateralis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hyperaspis,Hyperaspis,Hyperaspis nr. annexa,Hyperaspis nr. annexa,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hyperaspis,Hyperaspis,Hyperaspis taeniata,Hyperaspis taeniata,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Nephus,Nephus,Nephus guttulatus,Nephus guttulatus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Nephus,Nephus,Nephus sordidus,Nephus sordidus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Psyllobora,Psyllobora,Psyllobora vigintimaculata,Psyllobora vigintimaculata,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Psyllobora,Psyllobora,Psyllobora vigintimaculata,Psyllobora vigintimaculata,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Rhyzobius,Rhyzobius,Rhyzobius forestieri,Rhyzobius forestieri,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Rhyzobius,Lindorus,Rhyzobius lophanthae,Lindorus lophanthae,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Scymnus,Scymnus,Scymnus falli,Scymnus falli,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,ENDEMIC
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Scymnus,Scymnus,Scymnus falli,Scymnus falli,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Scymnus,Scymnus,Scymnus pallens,Scymnus pallens,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Hyperaspis,Hyperaspis,Hyperaspis,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,Scymnus,Scymnus,Scymnus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Coccinellidae,Coccinellidae,,,Coccinellidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Corylophidae,Corylophidae,,,Corylophidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cryptophagidae,Cryptophagidae,,,Cryptophagidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Cryptophagidae,Cryptophagidae,,,Cryptophagidae,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Cleonus,Cleonus,Cleonus americanus,Cleonus americanus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Cleonus,Cleonus,Cleonus basalis,Cleonus basalis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Curculio,Curculio,Curculio uniformis,Curculio uniformis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Dendrocranulus,Dendrocranulus,Dendrocranulus californicus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,This species is not in GBIF or Discover Life. It is in BugGuide…
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Emphyastes,Emphyastes,Emphyastes fucicola,Emphyastes fucicola,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Geodercodes,Geodercodes,Geodercodes latipennis,Geodercodes latipennis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Hypera,Hypera,Hypera brunneipennis,Hypera brunnipennis,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Listroderes,Listroderes,Listroderes costirostris,Listroderes costirostris,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Notiodes,Endalus,Notiodes aeratus,Endalus aeratus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Paragoges,Paragoges,Paragoges maculatus,Paragoges maculatus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Sciopithes,Sciopithes,Sciopithes insularis,Sciopithes insularis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Sciopithes,Sciopithes,Sciopithes setosus,Sciopithes setosus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente,Trigonoscuta clemente,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente isola,Trigonoscuta clemente isola,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta clemente traskiae,Trigonoscuta clemente traskiae,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Trigonoscuta,Trigonoscuta,Trigonoscuta nicolana,Trigonoscuta nicolana,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Curculio,Curculio,Curculio,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Curculionidae,Curculionidae,Nemocestes,Nemocestes,Nemocestes,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Dascillidae,Dascillidae,Anorus,Anorus,Anorus piceus,Anorus piceus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes caninus,Dermestes caninus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes caninus,Dermestes caninus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes caninus mannerheimerii,Dermestes caninus,SNI report,,,,,,,,,,,,,,,,accepted but doubtful
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes frischi,Dermestes frischi,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes marmoratus,Dermestes marmoratus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,Dermestes,Dermestes,Dermestes marmoratus,Dermestes marmoratus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dermestidae,Dermestidae,,,Dermestidae,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dytiscidae,Dytiscidae,Rhantus,Rhantus,Rhantus gutticollis,Rhantus gutticollis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Dytiscidae,Dytiscidae,,,Dytiscidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Elateridae,Elateridae,Anchastus,Anchastus,Anchastus cinereipennis,Anchastus cinereipennis,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Elateridae,Elateridae,Limonius,Limonius,Limonius canus,Limonius canus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Elateridae,Elateridae,,,Elateridae,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Erotylidae,Erotylidae,Dacne,Dacne,Dacne californica,Dacne californica,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Hypocaccus,Hypocaccus,Hypocaccus lucidulus,Hypocaccus lucidulus,Caterino et al,2015,Monographs of the Western North American Naturalist,7,276,-296,,,,x,x,x,x,x,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Hypocaccus,Hypocaccus,Hypocaccus lucidulus,Hypocaccus lucidulus,Chatzimanolis,2008,Insect Conservation and Diversity,1,222,-232,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Hypocaccus,Hypocaccus,Hypocaccus sp.,,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Neopachylopus,Neopachylopus,Neopachylopus sulcifrons,Neopachylopus sulcifrons,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Neopachylopus,Neopachylopus,Neopachylopus sulcifrons,Neopachylopus sulcifrons,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Saprinus,Saprinus,Saprinus lucidulus,Saprinus lucidulus,SNI report,,,,,,,,,,,,,,,,Not in GBIF or DL - in SCAN
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Saprinus,Saprinus,Saprinus lugens,Saprinus lugens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Saprinus,Saprinus,Saprinus lugens,Saprinus lugens,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Histeridae,Histeridae,Xerosaprinus,Xerosaprinus,Xerosaprinus lubricus,Xerosaprinus lubricus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Hydrophilidae,Hydrophilidae,Cercyon,Cercyon,Cercyon fimbriatus,Cercyon fimbriatus,Chatzimanolis,2008,Insect Conservation and Diversity,1,222,-232,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Hydrophilidae,Hydrophilidae,Cercyon,Cercyon,Cercyon fimbriatus,Cercyon fimbriatus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Hydrophilidae,Hydrophilidae,Cercyon,Cercyon,Cercyon luniger,Cercyon luniger,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Kateretidae,Kateretidae,Amartus,Amartus,Amartus tinctus,Amartus tinctus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Lathridiidae,Latridiidae,Cortilena,Melanophthalma,Cortilena casta,Melanophthalma casta,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Melanophthalma,Melanophthalma,Melanophthalma americana,Melanophthalma americana,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Melanophthalma,Melanophthalma,Melanophthalma insularis,Melanophthalma insularis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Metophthalmus,Metophthalmus,Metophthalmus haigi,Metophthalmus haigi,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Metophthalmus,Metophthalmus,Metophthalmus rudis,Metophthalmus rudis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Metophthalmus,Metophthalmus,Metophthalmus trux,Metophthalmus trux,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Corticarina,Corticarina,Corticarina,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Fuchsina,Fuchsina,Fuchsina,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Melanophthalmus,,Melanophthalmus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,This genus is in the Cicadellidae. In her table it's in the Latridiidae. Best to leave it off.
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Metophthalmus,Metophthalmus,Metophthalmus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Latridiidae,Latridiidae,Melanophtalma?,,Melanophtalma?,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,"Misspelled here, but I think best to leave off given the question mark."
literature,Coleoptera,Coleoptera,Meloidae,Meloidae,Meloe,Meloe,Meloe barbarus,Meloe barbarus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Meloidae,Meloidae,Meloe,Meloe,Meloe barbarus,Meloe barbarus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Attalus,Attalus,Attalus transmarinus,Attalus transmarinus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Collops,Collops,Collops crusoe,Collops crusoe,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Collops,Collops,Collops crusoe,Collops crusoe,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Dasytes,Dasytes,Dasytes clementae,Dasytes clementae,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Trichochrous,Trichochrous,Trichochrous pedalis,Trichochrous pedalis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,,,Melyridae,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Melyridae,Melyridae,Trichochrous,Trichochrous,Trichochrous,,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Mordellidae,Mordellidae,Mordella,Mordella,Mordella hubbsi,Mordella hubbsi,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Mordellidae,Mordellidae,Mordellistena,Mordellistena,Mordellistena,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Mycteridae,Mycteridae,Lacconotus,Lacconotus,Lacconotus pinicola,Lacconotus pinicola,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Nitidulidae,Nitidulidae,Carpophilus,Nitops,Carpophilus pallipennis,Nitops Murray,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Nitidulidae,Nitidulidae,Cryptarcha,Cryptarcha,Cryptarcha gila,Cryptarcha gila,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Nitidulidae,Nitidulidae,Glischrochilus,Glischrochilus,Glischrochilus quadrisignatus,Glischrochilus quadrisignatus,McCoshum,2012,,66,347,-350,,,x,,,,,,,,introdu
literature,Coleoptera,Coleoptera,Nitidulidae,Nitidulidae,Glischrochilus,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,McCoshum,2012,,66,347,-350,,,x,,,,,,,,introdu
literature,Coleoptera,Coleoptera,Nitidulidae,Nitidulidae,,,Nitidulidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Oedemeridae,Oedemeridae,Copidita,Copidita,Copidita quadrimaculata,Copidita quadrimaculata,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Phalacridae,Phalacridae,Phalacrus,Phalacrus,Phalacrus sp.,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Phalacridae,Phalacridae,Phalacris,Phalacrus,Phalacris,,SNI report,,,,,,,,,,,,,,,,Presumed mis-spelling in Conners et al 2005
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Aegialia,Aegialia,Aegialia convexa,Aegialia convexa,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Aphodius,Labarrus,Aphodius lividus,Labarrus lividus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Bolbocerastes,Bolbocerastes,Bolbocerastes regalis,Bolbocerastes regalis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Canthon,Canthon,Canthon simplex,Canthon simplex,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Coenonycha,Coenonycha,Coenonycha clementina,Coenonycha clementina,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Cyclocephala,Cyclocephala,Cyclocephala longula,Cyclocephala longula,San Clemente Sierra Report,,,,,,,,,,,,,,,,
