source,id,month,year,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,captive_cu,oauth_appl,island,place_gues,latitude,longitude,positional,public_pos,geoprivacy,taxon_geop,coordinate,positionin,position_1,species_gu,acceptedFamily,acceptedGenus,acceptedName,scientific,common_nam,iconic_tax,taxon_id
iNaturalist,1635850,7,2010,7/19/10 21:42,7/19/10,2010-07-20 02:42:42 UTC,Central Time (US & Canada),105431,shaunmichael,2015-06-15 18:57:59 UTC,2021-07-06 22:46:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1635850,https://static.inaturalist.org/photos/2006579/medium.jpg?1434394724, , ,Found creek side upstream from Little Shark Harbor.,9,0,FALSE,0,Santa Catalina,"Catalina Island, CA",33.383432,-118.464353,210,210, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,5815095,4,2017,Mon Apr 17 2017 15:19:21 GMT-0700 (PDT),4/17/17,2017-04-17 22:19:21 UTC,Pacific Time (US & Canada),280979,emshaph,2017-04-18 05:33:43 UTC,2021-06-30 22:26:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5815095,https://inaturalist-open-data.s3.amazonaws.com/photos/7231343/medium.jpg?1492493741, , , ,9,0,FALSE,3,Santa Catalina,"1 Banning Harbor Rd, Avalon, CA, US",33.44763039,-118.5033602,44,44, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,6187234,5,2017,2017-05-11 2:50:18 PM PDT,5/11/17,2017-05-11 21:50:18 UTC,Pacific Time (US & Canada),392423,bjdion,2017-05-12 23:20:45 UTC,2021-07-01 17:57:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6187234,https://inaturalist-open-data.s3.amazonaws.com/photos/7763824/medium.jpeg?1494631888, , ,King snake?,8,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.45622735,-118.5743459,7,7, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,13221138,6,2018,2018-06-07 12:38:39 PM PDT,6/7/18,2018-06-07 19:38:39 UTC,Pacific Time (US & Canada),392423,bjdion,2018-06-08 01:02:43 UTC,2021-06-30 15:11:53 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/13221138,https://inaturalist-open-data.s3.amazonaws.com/photos/19335141/medium.jpeg?1528419780, , ,Small. Edge of main drainage in Middle Cottonwood Canyon watershed,5,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.38957638,-118.4373429,9,9, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,13385330,5,2018,Fri May 25 2018 08:51:45 GMT-0700 (PDT),5/25/18,2018-05-25 15:51:45 UTC,Pacific Time (US & Canada),380092,willie7,2018-06-13 03:34:30 UTC,2021-06-30 15:10:03 UTC,research, ,https://www.inaturalist.org/observations/13385330,https://static.inaturalist.org/photos/19630094/medium.jpg?1528861342, , ,Observed on road. Moved to safety off roadway.,6,0,FALSE,3,Santa Catalina,"Middle Ranch Rd, , CA, US",33.36386167,-118.378075,10,10, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22184913,4,2019,Wed Apr 03 2019 18:01:14 GMT-0700 (PDT),4/3/19,2019-04-04 01:01:14 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 06:38:44 UTC,2020-08-31 17:58:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22184913,https://static.inaturalist.org/photos/38329972/medium.jpeg?1557326326, , , ,7,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.2926395,-118.2211858,0,28984,obscured, ,TRUE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22184985,4,2019,Fri Apr 05 2019 15:26:18 GMT-0700 (PDT),4/5/19,2019-04-05 22:26:18 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 06:41:34 UTC,2021-06-29 22:21:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22184985,https://static.inaturalist.org/photos/39654168/medium.jpeg?1558569448, , , ,7,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.38597247,-118.3586911,6,28984,obscured, ,TRUE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22736918,4,2019,2019-04-17 5:39:10 PM PDT,4/17/19,2019-04-18 00:39:10 UTC,Pacific Time (US & Canada),392423,bjdion,2019-04-20 01:59:44 UTC,2020-10-22 16:41:15 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/22736918,https://inaturalist-open-data.s3.amazonaws.com/photos/35235895/medium.jpg?1555725587, , , ,9,0,FALSE,2,Santa Catalina,"1 Whites Landing Road, Avalon, CA 90704, USA",33.39186366,-118.3700882,33,33, , ,FALSE,gps,gps,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22959035,4,2019,2019/04/04 3:32 PM PDT,4/4/19,2019-04-04 22:32:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-23 20:01:27 UTC,2021-06-29 15:38:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22959035,https://static.inaturalist.org/photos/35585606/medium.jpeg?1556048089, , , ,6,0,FALSE,0,Santa Catalina,"Los Angeles County, US-CA, US",33.38976637,-118.4728861,0,28984,obscured, ,TRUE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22959067,4,2019,2019/04/04 4:26 PM PDT,4/4/19,2019-04-04 23:26:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-23 20:01:46 UTC,2021-06-29 15:38:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22959067,https://static.inaturalist.org/photos/35586112/medium.jpeg?1556048445, , , ,6,0,FALSE,0,Santa Catalina,"Los Angeles County, US-CA, US",33.38061501,-118.401083,0,28984,obscured, ,TRUE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,22966048,4,2019,2019/04/06 11:47 AM PDT,4/6/19,2019-04-06 18:47:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-23 22:11:56 UTC,2021-06-29 15:38:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22966048,https://static.inaturalist.org/photos/35598178/medium.jpeg?1556056873, , , ,6,0,FALSE,0,Santa Catalina,"Los Angeles County, US-CA, US",33.30520703,-118.2645418,45,28984,obscured, ,TRUE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,27180158,6,2019,2019-06-17 2:51:22 PM PDT,6/17/19,2019-06-17 21:51:22 UTC,Pacific Time (US & Canada),772899,ljbrenner,2019-06-17 22:50:16 UTC,2021-06-29 14:04:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27180158,https://inaturalist-open-data.s3.amazonaws.com/photos/42275119/medium.jpeg?1560821329, , , ,6,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.36475522,-118.3724841,7,7, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,27926854,6,2019,Sat Jun 08 2019 16:30:32 GMT-0700 (PDT),6/8/19,2019-06-08 23:30:32 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2019-06-30 13:10:18 UTC,2021-06-29 13:42:52 UTC,research, ,https://www.inaturalist.org/observations/27926854,https://static.inaturalist.org/photos/43498410/medium.jpg?1561900230, , , ,5,0,FALSE,3,Santa Catalina,"Middle Ranch Rd, , CA, US",33.35411167,-118.3935867,5,5, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,61635517,10,2020,Sat Oct 03 2020 19:18:26 GMT-0700 (PDT),10/3/20,2020-10-04 02:18:26 UTC,Pacific Time (US & Canada),2575765,zyc7bunk,2020-10-04 02:20:41 UTC,2021-06-25 17:21:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61635517,https://inaturalist-open-data.s3.amazonaws.com/photos/98648578/medium.jpg?1601778487, , , ,4,0,FALSE,3,Santa Catalina,"Santa Catalina Island, Avalon, CA, US",33.34355833,-118.3230533,20,20, , ,FALSE, , ,California King Snake,Colubridae,Lampropeltis,Lampropeltis getulus californiae,Lampropeltis californiae,California King Snake,Reptilia,146199
iNaturalist,41257885,5,2006,2006/05/11 12:43 PM PDT,5/11/06,2006-05-11 19:43:00 UTC,Pacific Time (US & Canada),221355,sci_nro,2020-04-02 21:48:07 UTC,2021-04-20 14:45:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41257885,https://inaturalist-open-data.s3.amazonaws.com/photos/65433316/medium.jpeg?1585863674, , ,Photo by James Bradley. Presumably caught a ride over on a barge that (or the previous day).,3,0,FALSE,0,San Clemente,"Los Angeles County, CA, USA",32.99828982,-118.5546643,388,388, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,12724450,3,2015,2015/03/24 4:14 PM EDT,3/24/15,2015-03-24 20:14:00 UTC,Eastern Time (US & Canada),975206,micahfreedman,2018-05-22 23:20:55 UTC,2018-05-23 19:39:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12724450,https://inaturalist-open-data.s3.amazonaws.com/photos/18428465/medium.jpeg?1527031088, , , ,3,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.43946948,-118.4959612,1000,1000, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,22217648,4,2019,2019-04-08 4:14:45 PM PDT,4/8/19,2019-04-08 23:14:45 UTC,Pacific Time (US & Canada),772899,ljbrenner,2019-04-09 00:11:09 UTC,2019-04-10 16:54:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22217648,https://inaturalist-open-data.s3.amazonaws.com/photos/34402664/medium.jpeg?1554768688, , , ,2,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.38269665,-118.4696091,8,8, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,26198005,7,2010,2010/07/09 10:51 PM CDT,7/9/10,2010-07-10 03:51:00 UTC,Central Time (US & Canada),105431,shaunmichael,2019-06-01 19:25:47 UTC,2021-07-06 22:46:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26198005,https://static.inaturalist.org/photos/40657534/medium.jpg?1559416644, , , ,2,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.34953133,-118.4263299,244,244, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,28457345,7,2019,2019/07/06 10:06 AM PDT,7/6/19,2019-07-06 17:06:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-08 20:50:53 UTC,2019-07-08 23:08:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28457345,https://static.inaturalist.org/photos/44361938/medium.jpg?1562618924, , , ,2,0,FALSE,0,Santa Catalina,"Los Angeles, California, United States",33.37001781,-118.3484279,0,0, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,31454084,8,2019,2019/08/19 12:33 PM HST,8/19/19,2019-08-19 22:33:00 UTC,Hawaii,1065785,ianmcdermod,2019-08-25 04:07:17 UTC,2019-08-25 04:34:09 UTC,research, ,https://www.inaturalist.org/observations/31454084,https://static.inaturalist.org/photos/49229195/medium.jpeg?1566706006, , , ,1,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.47105833,-118.5639131,849,849, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,33680323,9,2019,2019-09-30 11:43:11 AM PDT,9/30/19,2019-09-30 18:43:11 UTC,Pacific Time (US & Canada),1464745,amaire45,2019-10-01 01:15:25 UTC,2019-10-01 23:06:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33680323,https://inaturalist-open-data.s3.amazonaws.com/photos/52923709/medium.jpeg?1569892527, , , ,3,0,FALSE,2,Santa Catalina,"Avalon, CA 90704, USA",33.32163821,-118.3428852,263,263, , ,FALSE,gps,gps,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,33991472,6,2019,Mon Jun 17 2019 17:04:56 GMT-0700 (PDT),6/17/19,2019-06-18 00:04:56 UTC,Pacific Time (US & Canada),2340923,megwilliamsspatialecol,2019-10-07 02:18:03 UTC,2019-10-12 18:00:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33991472,https://inaturalist-open-data.s3.amazonaws.com/photos/53446392/medium.jpg?1570414707, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.44833833,-118.5013283,5,5, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,45395695,5,2020,Sat May 09 2020 12:01:39 GMT-0700 (PDT),5/9/20,2020-05-09 19:01:39 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2020-05-09 19:04:59 UTC,2020-05-09 20:23:55 UTC,research, ,https://www.inaturalist.org/observations/45395695,https://static.inaturalist.org/photos/71981969/medium.jpg?1589051171, , , ,1,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.356005,-118.4452833,5,5, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,48043916,5,2020,2020-05-31 1:22:19 PM PDT,5/31/20,2020-05-31 20:22:19 UTC,Pacific Time (US & Canada),317473,hillary8,2020-05-31 21:26:54 UTC,2020-06-01 01:28:10 UTC,research, ,https://www.inaturalist.org/observations/48043916,https://static.inaturalist.org/photos/76210876/medium.jpeg?1590960419, , , ,1,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.38257633,-118.4464027,3,3, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,48083258,5,2020,Sun May 31 2020 13:23:01 GMT-0700 (PDT),5/31/20,2020-05-31 20:23:01 UTC,Pacific Time (US & Canada),1503506,cressita,2020-06-01 03:35:43 UTC,2020-06-02 03:13:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48083258,https://inaturalist-open-data.s3.amazonaws.com/photos/76276549/medium.jpg?1590982560, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.382625,-118.4464417,4,4, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,53119974,11,2019,2019-11-13T14:13:00-08:00,11/13/19,2019-11-13 22:13:00 UTC,UTC,628098,emwilson243,2020-07-15 03:02:26 UTC,2020-07-15 05:00:46 UTC,research, ,https://www.inaturalist.org/observations/53119974,https://static.inaturalist.org/photos/84473183/medium.jpeg?1594782152, , , ,3,1,FALSE,333,Santa Catalina,"Los Angeles County, US-CA, US",33.52388463,-118.5849905,34,28957, ,obscured,TRUE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,63451328,10,2020,Sat Oct 17 2020 11:10:01 GMT-0700 (PDT),10/17/20,2020-10-17 18:10:01 UTC,Pacific Time (US & Canada),919490,tasmith1111,2020-10-25 02:54:56 UTC,2020-10-28 04:45:55 UTC,research, ,https://www.inaturalist.org/observations/63451328,https://static.inaturalist.org/photos/101830443/medium.jpg?1603594507, , ,DOR.  Lots of tourist jeep traffic,3,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.354105,-118.3561167,5,5, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,65863286,11,2020,Sat Nov 28 2020 11:30:06 GMT-0800 (PST),11/28/20,2020-11-28 11:30:06 UTC,UTC,1503506,cressita,2020-11-30 03:11:18 UTC,2020-12-07 23:57:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65863286,https://inaturalist-open-data.s3.amazonaws.com/photos/106081234/medium.jpg?1606705899, , , ,3,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.43053,-118.4923033,4,4, , ,FALSE, , ,Topera,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,8454220,10,2017,2017/10/11 1:40 PM PDT,10/11/17,2017-10-11 20:40:00 UTC,Pacific Time (US & Canada),110891,bgator,2017-10-18 17:03:16 UTC,2019-10-23 17:13:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8454220,https://inaturalist-open-data.s3.amazonaws.com/photos/11266619/medium.jpeg?1508345849, , ,Barely got a shot off as it fled into thick vegetation.  Looked about 30 - 36 inches  in length.,3,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",34.03507498,-119.5566559,200,200, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,22309169,4,2019,Sun Apr 07 2019 18:33:35 GMT-0700 (PDT),4/7/19,2019-04-08 01:33:35 UTC,Pacific Time (US & Canada),525696,silas4,2019-04-11 01:57:36 UTC,2019-10-23 17:13:12 UTC,research, ,https://www.inaturalist.org/observations/22309169,https://static.inaturalist.org/photos/34550906/medium.jpg?1554947865, , , ,3,0,FALSE,3,Santa Cruz,"Channel Islands National Park, , CA, US",34.04099717,-119.58178,30,30, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,24175297,4,2019,Sat Apr 27 2019 12:27:13 GMT-0700 (PDT),4/27/19,2019-04-27 19:27:13 UTC,Pacific Time (US & Canada),128357,samanthaddgreen,2019-04-30 12:48:36 UTC,2019-10-23 17:10:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24175297,https://inaturalist-open-data.s3.amazonaws.com/photos/37385456/medium.jpg?1556628534, , , ,3,0,FALSE,3,Santa Cruz,"Channel Islands National Park, , CA, US",34.01043612,-119.8130633,5,5, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,39390976,2,2020,Sat Feb 29 2020 10:55:29 GMT-0800 (PST),2/29/20,2020-02-29 20:55:29 UTC,Hawaii,850350,justinryan,2020-03-01 05:40:40 UTC,2020-03-05 07:05:37 UTC,research, ,https://www.inaturalist.org/observations/39390976,https://static.inaturalist.org/photos/62601873/medium.jpg?1583169833, , , ,1,0,FALSE,3,Santa Cruz,"Channel Islands National Park, CA, US",34.0184945,-119.6808167,5,5, , ,FALSE, , ,Gopher Snake,Colubridae,Pituophis,Pituophis catenifer,Pituophis catenifer,Gopher Snake,Reptilia,29044
iNaturalist,5493498,3,2017,2017-03-28 4:22:02 PM PDT,3/28/17,2017-03-28 23:22:02 UTC,Pacific Time (US & Canada),392423,bjdion,2017-03-28 23:23:00 UTC,2018-08-07 22:27:19 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5493498,https://inaturalist-open-data.s3.amazonaws.com/photos/6768613/medium.jpeg?1490743393, , , ,2,0,FALSE,2,Santa Catalina,"Middle Ranch Road Avalon, CA 90704",33.35426331,-118.3952484,0,0, , ,FALSE,gps,gps,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,5494642,3,2017,Tue Mar 28 2017 12:57:18 GMT-0700 (PDT),3/28/17,2017-03-28 19:57:18 UTC,Pacific Time (US & Canada),436045,zvezdino,2017-03-29 01:17:57 UTC,2018-08-07 22:27:40 UTC,research, ,https://www.inaturalist.org/observations/5494642,https://static.inaturalist.org/photos/6770357/medium.jpg?1490750289, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, Avalon, CA, US",33.44486276,-118.480484,146,146, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,5654011,4,2017,2017-04-11 2:39:03 PM MST,4/11/17,2017-04-11 20:39:03 UTC,Mountain Time (US & Canada),392423,bjdion,2017-04-11 23:18:23 UTC,2018-08-07 22:28:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5654011,https://inaturalist-open-data.s3.amazonaws.com/photos/6999814/medium.jpeg?1491954462, , , ,4,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.36399921,-118.4640256,12,12, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,8429178,10,2017,Sat Oct 14 2017 13:29:00 GMT-0700 (PDT),10/14/17,2017-10-14 20:29:00 UTC,Pacific Time (US & Canada),280979,emshaph,2017-10-16 17:21:57 UTC,2018-08-07 22:27:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8429178,https://inaturalist-open-data.s3.amazonaws.com/photos/11225596/medium.jpg?1508177413, , , ,3,0,FALSE,3,Santa Catalina,"1–99 Cove Rd, Avalon, CA, US",33.46910869,-118.5322973,22,22, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,9338502,1,2018,Mon Jan 01 2018 13:40:15 GMT-0800 (PST),1/1/18,2018-01-01 21:40:15 UTC,Pacific Time (US & Canada),432436,burbott,2018-01-02 00:04:35 UTC,2018-08-07 22:28:08 UTC,research, ,https://www.inaturalist.org/observations/9338502,https://static.inaturalist.org/photos/12669690/medium.jpg?1514851478, , , ,2,0,FALSE,3,Santa Catalina,"11–99 Banning Harbor Rd, Avalon, CA, US",33.431385,-118.493495,0,0, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,16887122,9,2018,2018-09-24 11:24:03 AM PDT,9/24/18,2018-09-24 18:24:03 UTC,Pacific Time (US & Canada),392423,bjdion,2018-09-24 23:50:09 UTC,2018-09-25 01:49:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/16887122,https://inaturalist-open-data.s3.amazonaws.com/photos/25509935/medium.jpeg?1537833045, , , ,1,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.41882294,-118.4401932,7,7, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,17442052,10,2018,2018-10-12 11:07:05 AM PDT,10/12/18,2018-10-12 18:07:05 UTC,Pacific Time (US & Canada),392423,bjdion,2018-10-12 19:08:08 UTC,2018-10-15 22:53:09 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/17442052,https://inaturalist-open-data.s3.amazonaws.com/photos/26513053/medium.jpeg?1539371336, , , ,2,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.3338297,-118.4110067,18,18, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,17897911,3,2017,2017/03/04 1:05 PM PST,3/4/17,2017-03-04 21:05:00 UTC,Pacific Time (US & Canada),1065212,thenewtking,2018-10-28 06:29:21 UTC,2018-12-26 12:19:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17897911,https://inaturalist-open-data.s3.amazonaws.com/photos/27334919/medium.jpg?1540708154, , , ,2,0,FALSE,0,Santa Catalina,"Santa Catalina Island, California 90704, USA",33.3878856,-118.4163103,14564,14564, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,22128687,4,2019,Thu Apr 04 2019 15:20:37 GMT-0700 (PDT),4/4/19,2019-04-04 22:20:37 UTC,Pacific Time (US & Canada),592810,jaredburton,2019-04-07 04:25:13 UTC,2019-04-07 16:02:21 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/22128687,https://inaturalist-open-data.s3.amazonaws.com/photos/34257645/medium.jpg?1554611123, , , ,1,0,FALSE,3,Santa Catalina,"Banning House Rd, , CA, US",33.42918445,-118.4903267,160,160, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,53557173,7,2020,Fri Jul 17 2020 14:26:05 GMT-0700 (PDT),7/17/20,2020-07-17 21:26:05 UTC,Pacific Time (US & Canada),2422034,hhobbs653,2020-07-19 03:21:38 UTC,2020-07-19 15:23:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53557173,https://inaturalist-open-data.s3.amazonaws.com/photos/85188555/medium.jpg?1595128901, , , ,1,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.43052429,-118.4973415,1201,1201, , ,FALSE, , ,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
iNaturalist,63181380,10,2020,2020-10-19 2:34:19 PM PDT,10/19/20,2020-10-19 21:34:19 UTC,Pacific Time (US & Canada),86100,naturenate,2020-10-21 18:08:07 UTC,2020-10-22 22:15:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63181380,https://static.inaturalist.org/photos/101357626/medium.jpeg?1603303692, , , ,3,0,FALSE,2,Santa Catalina,"Santa Catalina Island, California 90704, USA",33.36975942,-118.3483589,0,0, , ,FALSE,gps,gps,San Diego Gopher Snake,Colubridae,Pituophis,Pituophis catenifer annectens,Pituophis catenifer annectens,San Diego Gopher Snake,Reptilia,29053
