"","source","month","year","island","class","order","acceptedFamily","acceptedGenus","acceptedName","scientificName","latitude","longitude","phylum"
"319","iNaturalist",4,2018,"Santa Catalina","Arachnida","Araneae","Desidae","Badumna","Badumna longinqua","Badumna longinqua",33.355705,-118.4371383,"Arthropoda"
"320","iNaturalist",6,2019,"Santa Catalina","Arachnida","Araneae","Dictynidae","Nigma","Nigma linsdalei","Nigma linsdalei",33.46868216,-118.5314414,"Arthropoda"
"321","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Dictynidae","Nigma","Nigma linsdalei","Nigma linsdalei",33.99651833,-119.7175667,"Arthropoda"
"322","iNaturalist",4,2019,"Santa Cruz","Arachnida","Araneae","Dictynidae","Nigma","Nigma linsdalei","Nigma linsdalei",33.99603833,-119.7155517,"Arthropoda"
"323","iNaturalist",2,2017,"Santa Catalina","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",33.46862914,-118.5321061,"Arthropoda"
"324","iNaturalist",4,2012,"Santa Catalina","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",33.342819,-118.328228,"Arthropoda"
"325","iNaturalist",1,2020,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.94572592,-118.535665,"Arthropoda"
"326","iNaturalist",1,2020,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.97622151,-118.5530995,"Arthropoda"
"327","iNaturalist",2,2019,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",33.0020709,-118.5563538,"Arthropoda"
"328","iNaturalist",2,2019,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.996105,-118.5523383,"Arthropoda"
"329","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.910695,-118.5032117,"Arthropoda"
"330","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.99603004,-118.552256,"Arthropoda"
"331","iNaturalist",3,2021,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.99574667,-118.553505,"Arthropoda"
"332","iNaturalist",1,2019,"San Clemente","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",32.9947,-118.548677,"Arthropoda"
"333","iNaturalist",2,2019,"San Nicolas","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",33.25739667,-119.5475617,"Arthropoda"
"334","iNaturalist",10,2012,"San Nicolas","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata","Dysdera crocata",33.26269333,-119.4964783,"Arthropoda"
"335","iNaturalist",6,2021,"Santa Catalina","Arachnida","Solifugae","Eremobatidae","Eremobates",NA,"Eremobates",33.46947167,-118.5342783,"Arthropoda"
"336","iNaturalist",6,2019,"Santa Catalina","Arachnida","Solifugae","Eremobatidae",NA,NA,"Eremobatidae",33.36976683,-118.3488006,"Arthropoda"
"337","iNaturalist",2,2015,"Santa Cruz","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria baccharices","Aceria baccharices",34.018866,-119.683553,"Arthropoda"
"338","iNaturalist",4,2018,"Santa Catalina","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria boycei","Aceria boycei",33.36477167,-118.4673067,"Arthropoda"
"339","iNaturalist",4,2019,"Santa Cruz","Arachnida","Trombidiformes","Eriophyidae","Eriophyes","Eriophyes paracalifornicus","Aceria paracalifornica",34.0178546,-119.6832227,"Arthropoda"
"340","iNaturalist",5,2019,"San Clemente","Arachnida","Trombidiformes","Erythracaridae",NA,NA,"Erythracaridae",32.9183,-118.4896,"Arthropoda"
"341","iNaturalist",2,2018,"Santa Catalina","Arachnida","Trombidiformes","Erythraeidae","Abrolophus",NA,"Abrolophus",33.38596588,-118.4741358,"Arthropoda"
"342","iNaturalist",4,2018,"Santa Catalina","Arachnida","Trombidiformes","Erythraeidae","Abrolophus",NA,"Abrolophus",33.36846,-118.4811033,"Arthropoda"
"343","iNaturalist",NA,NA,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.8252,-118.3593,"Arthropoda"
"344","iNaturalist",4,2021,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.91297654,-118.4711143,"Arthropoda"
"345","iNaturalist",5,2020,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.85815833,-118.4105083,"Arthropoda"
"346","iNaturalist",4,2021,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.90140371,-118.488493,"Arthropoda"
"347","iNaturalist",4,2021,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.90684167,-118.4750967,"Arthropoda"
"348","iNaturalist",5,2019,"San Clemente","Arachnida","Trombidiformes","Erythraeidae","Balaustium",NA,"Balaustium",32.9183,-118.4896,"Arthropoda"
"349","iNaturalist",NA,NA,"San Clemente","Arachnida","Trombidiformes","Erythraeidae",NA,NA,"Erythraeidae",32.8779,-118.4353,"Arthropoda"
"350","iNaturalist",NA,NA,"San Clemente","Arachnida","Trombidiformes","Erythraeidae",NA,NA,"Erythraeidae",32.8252,-118.3593,"Arthropoda"
"351","iNaturalist",5,2019,"San Clemente","Arachnida","Trombidiformes","Erythraeidae",NA,NA,"Erythraeidae",32.9183,-118.4896,"Arthropoda"
"352","iNaturalist",6,2019,"San Clemente","Arachnida","Trombidiformes","Erythraeidae",NA,NA,"Erythraeinae",32.99597222,-118.5523306,"Arthropoda"
"353","iNaturalist",5,2019,"Santa Rosa","Arachnida","Trombidiformes","Erythraeidae",NA,NA,"Erythraeinae",34.00791406,-120.0485778,"Arthropoda"
"354","iNaturalist",5,2017,"Santa Cruz","Arachnida","Pseudoscorpiones","Garypidae","Garypus",NA,"Garypus",34.01946328,-119.6839287,"Arthropoda"
"355","iNaturalist",6,2019,"San Nicolas","Arachnida","Pseudoscorpiones","Garypidae","Garypus","Garypus californicus","Garypus californicus",33.26006317,-119.572403,"Arthropoda"
"356","iNaturalist",5,2019,"Santa Rosa","Arachnida","Pseudoscorpiones","Garypidae","Garypus","Garypus californicus","Garypus californicus",34.00791406,-120.0485778,"Arthropoda"
"357","iNaturalist",11,2019,"San Nicolas","Arachnida","Pseudoscorpiones","Garypidae","Garypus","Garypus californicus","Garypus californicus",33.22877502,-119.5185776,"Arthropoda"
"358","iNaturalist",1,2020,"San Clemente","Arachnida","Araneae","Gnaphosidae","Drassodes",NA,"Drassodes",33.02574236,-118.5719298,"Arthropoda"
"359","iNaturalist",2,2020,"Santa Catalina","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",33.36734516,-118.481197,"Arthropoda"
"360","iNaturalist",10,2020,"Anacapa","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",34.015775,-119.36348,"Arthropoda"
"361","iNaturalist",5,2016,"Santa Rosa","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",33.99904167,-120.0655583,"Arthropoda"
"362","iNaturalist",7,2019,"Santa Cruz","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",34.04892778,-119.5621806,"Arthropoda"
"363","iNaturalist",7,2019,"Santa Cruz","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",34.04934722,-119.5632694,"Arthropoda"
"364","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.982435,-118.5691933,"Arthropoda"
"365","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.98504394,-118.5756565,"Arthropoda"
"366","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.8781,-118.4349,"Arthropoda"
"367","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.8781,-118.4349,"Arthropoda"
"368","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.82767105,-118.3640137,"Arthropoda"
"369","iNaturalist",8,2018,"Santa Catalina","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",33.38555466,-118.4739968,"Arthropoda"
"370","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.99444444,-118.5479278,"Arthropoda"
"371","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.98246667,-118.5678367,"Arthropoda"
"372","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.98207167,-118.5697333,"Arthropoda"
"373","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.82527778,-118.3652778,"Arthropoda"
"374","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.82553333,-118.35936,"Arthropoda"
"375","iNaturalist",2,2020,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.99653167,-118.55801,"Arthropoda"
"376","iNaturalist",8,2016,"Santa Catalina","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",33.47345667,-118.54891,"Arthropoda"
"377","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",32.8692,-118.4944,"Arthropoda"
"378","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",34.04208821,-119.5593557,"Arthropoda"
"379","iNaturalist",4,2011,"San Miguel","Arachnida","Araneae","Gnaphosidae",NA,NA,"Gnaphosidae",34.04375186,-120.3617286,"Arthropoda"
"380","iNaturalist",12,2018,"Santa Catalina","Arachnida","Araneae","Gnaphosidae","Herpyllus","Herpyllus propinquus","Herpyllus propinquus",33.32634724,-118.3399341,"Arthropoda"
"381","iNaturalist",3,2018,"Santa Catalina","Arachnida","Araneae","Gnaphosidae","Herpyllus","Herpyllus propinquus","Herpyllus propinquus",33.46924642,-118.5346373,"Arthropoda"
"382","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Gnaphosidae","Herpyllus","Herpyllus propinquus","Herpyllus propinquus",32.98235161,-118.5667517,"Arthropoda"
"383","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Gnaphosidae","Herpyllus","Herpyllus propinquus","Herpyllus propinquus",32.825,-118.3652778,"Arthropoda"
"384","iNaturalist",2,2018,"Santa Catalina","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.46849428,-118.5317755,"Arthropoda"
"385","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.3428193,-118.3282279,"Arthropoda"
"386","iNaturalist",11,2013,"Santa Catalina","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.386534,-118.473733,"Arthropoda"
"387","iNaturalist",5,2019,"Santa Catalina","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.36892167,-118.3469617,"Arthropoda"
"388","iNaturalist",10,2015,"Santa Cruz","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.97586111,-119.7231306,"Arthropoda"
"389","iNaturalist",3,2018,"Santa Cruz","Arachnida","Araneae","Halonoproctidae","Bothriocyrtum","Bothriocyrtum californicum","Bothriocyrtum californicum",33.99342728,-119.6981888,"Arthropoda"
"390","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Halonoproctidae",NA,NA,"Halonoproctidae",33.3428193,-118.3282279,"Arthropoda"
"391","iNaturalist",4,2018,"Santa Rosa","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",33.99894444,-120.0656139,"Arthropoda"
"392","iNaturalist",5,2017,"Santa Cruz","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",34.02202208,-119.8709249,"Arthropoda"
"393","iNaturalist",4,2018,"Santa Cruz","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",34.01496667,-119.79531,"Arthropoda"
"394","iNaturalist",NA,NA,"Santa Cruz","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",34.00151391,-119.7370703,"Arthropoda"
"395","iNaturalist",5,2019,"Santa Rosa","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",33.99878667,-120.0619983,"Arthropoda"
"396","iNaturalist",4,2019,"Santa Cruz","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",34.02234631,-119.6804166,"Arthropoda"
"397","iNaturalist",1,2021,"Santa Catalina","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",33.46261167,-118.5230033,"Arthropoda"
"398","iNaturalist",3,2017,"Santa Catalina","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes pacificus","Ixodes pacificus",33.46883987,-118.5348941,"Arthropoda"
"399","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Linyphiidae","Erigone",NA,"Erigone",32.8781,-118.4349,"Arthropoda"
"400","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Linyphiidae",NA,NA,"Linyphiidae",32.87732315,-118.484108,"Arthropoda"
"401","iNaturalist",2,2020,"San Clemente","Arachnida","Araneae","Linyphiidae",NA,NA,"Linyphiidae",32.84184408,-118.4424824,"Arthropoda"
"402","iNaturalist",4,2017,"San Clemente","Arachnida","Araneae","Linyphiidae",NA,NA,"Linyphiidae",32.85246996,-118.3981279,"Arthropoda"
"403","iNaturalist",NA,NA,"Santa Cruz","Arachnida","Araneae","Lycosidae","Alopecosa",NA,"Alopecosa",34.0232056,-119.7657663,"Arthropoda"
"404","iNaturalist",2,2019,"San Clemente","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa kochi","Alopecosa kochi",32.87030464,-118.4281299,"Arthropoda"
"405","iNaturalist",5,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa kochi","Alopecosa kochi",33.35747547,-118.3605317,"Arthropoda"
"406","iNaturalist",3,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa kochi","Alopecosa kochi",34.04642329,-119.5567043,"Arthropoda"
"407","iNaturalist",4,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa kochi","Alopecosa kochi",34.011745,-119.7844767,"Arthropoda"
"408","iNaturalist",5,2016,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.44506393,-118.4812839,"Arthropoda"
"409","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.3847387,-118.4752862,"Arthropoda"
"410","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.3847387,-118.4752862,"Arthropoda"
"411","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.3847387,-118.4752862,"Arthropoda"
"412","iNaturalist",6,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.99545333,-119.71547,"Arthropoda"
"413","iNaturalist",7,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.01735844,-119.6821779,"Arthropoda"
"414","iNaturalist",10,2020,"Anacapa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.01609722,-119.36348,"Arthropoda"
"415","iNaturalist",5,2016,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.049139,-119.570657,"Arthropoda"
"416","iNaturalist",7,2015,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.997413,-119.730775,"Arthropoda"
"417","iNaturalist",5,2016,"Santa Rosa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.99904667,-120.0655667,"Arthropoda"
"418","iNaturalist",6,2018,"Santa Rosa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.01519356,-120.1119166,"Arthropoda"
"419","iNaturalist",11,2016,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.05331518,-119.5617735,"Arthropoda"
"420","iNaturalist",4,2018,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.40803292,-118.4179228,"Arthropoda"
"421","iNaturalist",2,2020,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.89962667,-118.4714867,"Arthropoda"
"422","iNaturalist",1,2019,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.87565162,-118.431545,"Arthropoda"
"423","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.9003546,-118.4895935,"Arthropoda"
"424","iNaturalist",1,2020,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.00118454,-118.5586856,"Arthropoda"
"425","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.99527222,-118.5486056,"Arthropoda"
"426","iNaturalist",7,2016,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.46782667,-118.5325117,"Arthropoda"
"427","iNaturalist",7,2016,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.44942333,-118.504725,"Arthropoda"
"428","iNaturalist",12,2018,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.99731602,-118.5567826,"Arthropoda"
"429","iNaturalist",3,2021,"San Clemente","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",32.92337985,-118.4928906,"Arthropoda"
"430","iNaturalist",6,2019,"San Nicolas","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.2603569,-119.5547409,"Arthropoda"
"431","iNaturalist",1,2020,"San Nicolas","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.26136333,-119.47863,"Arthropoda"
"432","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.01770031,-119.682599,"Arthropoda"
"433","iNaturalist",8,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.04736441,-119.5676239,"Arthropoda"
"434","iNaturalist",5,2016,"Santa Rosa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.99325462,-120.0586041,"Arthropoda"
"435","iNaturalist",4,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.38581,-118.4735883,"Arthropoda"
"436","iNaturalist",7,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.45077051,-118.5062864,"Arthropoda"
"437","iNaturalist",6,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.38997628,-118.3724319,"Arthropoda"
"438","iNaturalist",6,2019,"San Nicolas","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",33.2608,-119.5536,"Arthropoda"
"439","iNaturalist",10,2016,"Anacapa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosidae",34.01338333,-119.3730083,"Arthropoda"
"440","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosinae",34.01782148,-119.6824408,"Arthropoda"
"441","iNaturalist",5,2021,"Santa Rosa","Arachnida","Araneae","Lycosidae",NA,NA,"Lycosinae",33.99917222,-120.0651,"Arthropoda"
"442","iNaturalist",2,2017,"Santa Catalina","Arachnida","Araneae","Lycosidae","Pardosa",NA,"Pardosa",33.35259247,-118.4260712,"Arthropoda"
"443","iNaturalist",6,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa",NA,"Schizocosa",33.99685333,-119.7262883,"Arthropoda"
"444","iNaturalist",6,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae","Schizocosa",NA,"Schizocosa",33.4649665,-118.5734952,"Arthropoda"
"445","iNaturalist",4,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae","Schizocosa",NA,"Schizocosa",33.35639167,-118.441405,"Arthropoda"
"446","iNaturalist",4,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa",NA,"Schizocosa",34.05266907,-119.5659206,"Arthropoda"
"447","iNaturalist",5,2019,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa",NA,"Schizocosa",34.03029513,-119.5515996,"Arthropoda"
"448","iNaturalist",7,2018,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",34.01786383,-119.6824117,"Arthropoda"
"449","iNaturalist",5,2021,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",34.04779272,-119.5566398,"Arthropoda"
"450","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",34.03783112,-119.5617628,"Arthropoda"
"451","iNaturalist",10,2017,"Santa Cruz","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",34.01539667,-119.6847633,"Arthropoda"
"452","iNaturalist",7,2021,"Santa Catalina","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",33.47033667,-118.539895,"Arthropoda"
"453","iNaturalist",6,2019,"Santa Catalina","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa mccooki","Schizocosa mccooki",33.39278055,-118.3705245,"Arthropoda"
"454","iNaturalist",NA,NA,"San Clemente","Arachnida","Trombidiformes","Eutrombidiidae","Eutrombidium",NA,"Eutrombidium",33.01332833,-118.5699183,"Arthropoda"
"455","iNaturalist",4,2019,"Santa Cruz","Arachnida","Araneae","Mimetidae","Mimetus",NA,"Mimetus",33.99610333,-119.7161517,"Arthropoda"
"456","iNaturalist",8,2020,"Santa Catalina","Arachnida","Araneae","Oecobiidae","Oecobius",NA,"Oecobius",33.34262833,-118.3192867,"Arthropoda"
"457","iNaturalist",2,2019,"San Nicolas","Arachnida","Araneae","Oecobiidae","Oecobius",NA,"Oecobius",33.25738056,-119.5475472,"Arthropoda"
"458","iNaturalist",NA,NA,"Santa Catalina","Arachnida","Araneae","Oecobiidae","Oecobius","Oecobius navus","Oecobius navus",33.34583075,-118.3347511,"Arthropoda"
"459","iNaturalist",2,2020,"San Clemente","Arachnida","Araneae","Oonopidae","Escaphiella",NA,"Escaphiella",32.872955,-118.4477367,"Arthropoda"
"460","iNaturalist",7,2021,"Santa Cruz","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes scalaris","Oxyopes scalaris",34.04342412,-119.5543671,"Arthropoda"
"461","iNaturalist",6,2019,"San Nicolas","Arachnida","Araneae","Oxyopidae",NA,NA,"Oxyopidae",33.22156906,-119.4498215,"Arthropoda"
"462","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Oxyopidae","Peucetia",NA,"Peucetia",32.89041312,-118.5104916,"Arthropoda"
"463","iNaturalist",7,2015,"Santa Cruz","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia viridans","Peucetia viridans",33.985302,-119.667809,"Arthropoda"
"464","iNaturalist",7,2020,"San Clemente","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia viridans","Peucetia viridans",32.858123,-118.445953,"Arthropoda"
"465","iNaturalist",11,2017,"Santa Catalina","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia viridans","Peucetia viridans",33.36076055,-118.3722275,"Arthropoda"
"466","iNaturalist",7,2019,"San Clemente","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia viridans","Peucetia viridans",32.91746333,-118.4852667,"Arthropoda"
"467","iNaturalist",11,2014,"Santa Cruz","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia viridans","Peucetia viridans",34.008843,-119.813032,"Arthropoda"
"468","iNaturalist",2,2020,"San Clemente","Arachnida","Mesostigmata","Parasitidae",NA,NA,"Parasitidae",33.01464167,-118.5847102,"Arthropoda"
"469","iNaturalist",1,2019,"San Nicolas","Arachnida","Trombidiformes","Penthaleidae",NA,NA,"Penthaleidae",33.23313465,-119.4672426,"Arthropoda"
"470","iNaturalist",3,2019,"Santa Cruz","Arachnida","Trombidiformes","Penthaleidae",NA,NA,"Penthaleidae",34.03193333,-119.550225,"Arthropoda"
"471","iNaturalist",NA,NA,"San Clemente","Arachnida","Opiliones","Phalangodidae","Sitalcina",NA,"Sitalcina",32.84184408,-118.4424824,"Arthropoda"
"472","iNaturalist",2,2020,"San Clemente","Arachnida","Opiliones","Phalangodidae","Sitalcina",NA,"Sitalcina",32.89282,-118.52122,"Arthropoda"
"473","iNaturalist",3,2019,"Santa Cruz","Arachnida","Araneae","Philodromidae",NA,NA,"Philodromidae",34.04708194,-119.5472899,"Arthropoda"
"474","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Philodromidae",NA,NA,"Philodromidae",32.99604167,-118.5523133,"Arthropoda"
"475","iNaturalist",3,2019,"Santa Barbara","Arachnida","Araneae","Philodromidae",NA,NA,"Philodromidae",33.48055333,-119.0296028,"Arthropoda"
"476","iNaturalist",3,2018,"Santa Cruz","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",33.991642,-119.6986084,"Arthropoda"
"477","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.90336724,-118.473188,"Arthropoda"
"478","iNaturalist",6,2019,"Santa Catalina","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",33.32628001,-118.3400711,"Arthropoda"
"479","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.90589167,-118.4781717,"Arthropoda"
"480","iNaturalist",6,2020,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.99605833,-118.5522617,"Arthropoda"
"481","iNaturalist",8,2020,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.87210833,-118.4555583,"Arthropoda"
"482","iNaturalist",10,2020,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.99605333,-118.5522217,"Arthropoda"
"483","iNaturalist",1,2019,"San Clemente","Arachnida","Araneae","Philodromidae","Tibellus",NA,"Tibellus",32.9947,-118.548677,"Arthropoda"
"484","iNaturalist",7,2021,"Santa Catalina","Arachnida","Araneae","Philodromidae","Tibellus","Tibellus oblongus","Tibellus oblongus",33.46917833,-118.5345533,"Arthropoda"
"485","iNaturalist",5,2017,"Santa Cruz","Arachnida","Araneae","Pholcidae","Holocnemus","Holocnemus pluchei","Holocnemus pluchei",33.99541,-119.7170317,"Arthropoda"
