"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName","scientificName","latitude","longitude","phylum","class"
"582","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"583","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"584","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"585","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"586","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"587","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"588","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"589","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"590","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"591","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"592","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"593","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"594","Cal-IBIS",5,1984,"Santa Cruz","Coleoptera","Carabidae","Anisodactylus",NA,"Anisodactylus",34.005,-119.753,"Arthropoda","Insecta"
"595","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Apristus",NA,"Apristus",34.003,-119.7081,"Arthropoda","Insecta"
"596","Cal-IBIS",5,1919,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"597","Cal-IBIS",5,1919,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"598","Cal-IBIS",5,1919,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"599","Cal-IBIS",5,1919,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"600","Cal-IBIS",5,1919,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"601","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"602","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"603","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"604","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"605","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"606","Cal-IBIS",4,1994,"Santa Cruz","Coleoptera","Carabidae","Apristus","Apristus pugetanus","Apristus pugetanus",0,0,"Arthropoda","Insecta"
"607","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Axinopalpus",NA,"Axinopalpus",34.0019,-119.7127,"Arthropoda","Insecta"
"608","Cal-IBIS",4,2008,"Santa Rosa","Coleoptera","Carabidae","Axinopalpus",NA,"Axinopalpus",34.004,-120.0914,"Arthropoda","Insecta"
"609","Cal-IBIS",NA,NA,"Santa Cruz","Coleoptera","Carabidae","Axinopalpus","Axinopalpus biplagiatus","Axinopalpus biplagiatus",0,0,"Arthropoda","Insecta"
"610","Cal-IBIS",4,1980,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",0,0,"Arthropoda","Insecta"
"611","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.9302,-118.5059,"Arthropoda","Insecta"
"612","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.9302,-118.5059,"Arthropoda","Insecta"
"613","Cal-IBIS",3,2010,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.8693,-118.4993,"Arthropoda","Insecta"
"614","Cal-IBIS",3,2010,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.8693,-118.4993,"Arthropoda","Insecta"
"615","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.9475,-118.5214,"Arthropoda","Insecta"
"616","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.9475,-118.5214,"Arthropoda","Insecta"
"617","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.902,-118.4718,"Arthropoda","Insecta"
"618","Cal-IBIS",6,2008,"San Clemente","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",32.8734,-118.448,"Arthropoda","Insecta"
"619","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2716,-119.525,"Arthropoda","Insecta"
"620","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2716,-119.525,"Arthropoda","Insecta"
"621","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2716,-119.525,"Arthropoda","Insecta"
"622","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2716,-119.525,"Arthropoda","Insecta"
"623","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2716,-119.525,"Arthropoda","Insecta"
"624","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"625","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"626","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"627","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"628","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"629","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"630","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"631","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"632","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"633","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"634","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"635","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"636","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"637","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"638","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"639","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"640","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2836,-119.53,"Arthropoda","Insecta"
"641","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"642","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"643","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"644","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"645","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"646","Cal-IBIS",6,2008,"San Nicolas","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.2298,-119.5196,"Arthropoda","Insecta"
"647","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4056,-118.4028,"Arthropoda","Insecta"
"648","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4056,-118.4028,"Arthropoda","Insecta"
"649","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4056,-118.4028,"Arthropoda","Insecta"
"650","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.3761,-118.4784,"Arthropoda","Insecta"
"651","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.3761,-118.4784,"Arthropoda","Insecta"
"652","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.3781,-118.4574,"Arthropoda","Insecta"
"653","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4363,-118.5022,"Arthropoda","Insecta"
"654","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4363,-118.5022,"Arthropoda","Insecta"
"655","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4363,-118.5022,"Arthropoda","Insecta"
"656","Cal-IBIS",1,2010,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4363,-118.5022,"Arthropoda","Insecta"
"657","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"658","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"659","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"660","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"661","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"662","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"663","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"664","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"665","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"666","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"667","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"668","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"669","Cal-IBIS",6,2008,"Santa Catalina","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.4277,-118.4696,"Arthropoda","Insecta"
"670","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0316,-119.7026,"Arthropoda","Insecta"
"671","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0053,-119.7476,"Arthropoda","Insecta"
"672","Cal-IBIS",9,1975,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.9967,-119.7246,"Arthropoda","Insecta"
"673","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0316,-119.7026,"Arthropoda","Insecta"
"674","Cal-IBIS",2,1973,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.9967,-119.7246,"Arthropoda","Insecta"
"675","Cal-IBIS",2,1973,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.9967,-119.7246,"Arthropoda","Insecta"
"676","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0316,-119.7026,"Arthropoda","Insecta"
"677","Cal-IBIS",7,1981,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.9967,-119.7246,"Arthropoda","Insecta"
"678","Cal-IBIS",6,1976,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.9967,-119.7246,"Arthropoda","Insecta"
"679","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0316,-119.7026,"Arthropoda","Insecta"
"680","Cal-IBIS",6,2005,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0053,-119.7476,"Arthropoda","Insecta"
"681","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"682","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"683","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"684","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"685","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"686","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"687","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0107,-119.6882,"Arthropoda","Insecta"
"688","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"689","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"690","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"691","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"692","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7114,"Arthropoda","Insecta"
"693","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"694","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"695","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"696","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7114,"Arthropoda","Insecta"
"697","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"698","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"699","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"700","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"701","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7114,"Arthropoda","Insecta"
"702","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"703","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"704","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"705","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"706","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"707","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"708","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"709","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"710","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"711","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"712","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"713","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"714","Cal-IBIS",5,1979,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.024828,-119.713579,"Arthropoda","Insecta"
"715","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"716","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"717","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"718","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"719","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"720","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"721","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"722","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7114,"Arthropoda","Insecta"
"723","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"724","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"725","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"726","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"727","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"728","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"729","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"730","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"731","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7114,"Arthropoda","Insecta"
"732","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"733","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"734","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"735","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"736","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"737","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"738","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"739","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0019,-119.7127,"Arthropoda","Insecta"
"740","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"741","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.003,-119.7081,"Arthropoda","Insecta"
"742","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"743","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"744","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"745","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"746","Cal-IBIS",5,2009,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"747","Cal-IBIS",8,2006,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0238,-119.8766,"Arthropoda","Insecta"
"748","Cal-IBIS",8,2004,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0193,-119.6824,"Arthropoda","Insecta"
"749","Cal-IBIS",8,2004,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0193,-119.6824,"Arthropoda","Insecta"
"750","Cal-IBIS",8,2004,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0193,-119.6824,"Arthropoda","Insecta"
"751","Cal-IBIS",8,2004,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0193,-119.6824,"Arthropoda","Insecta"
"752","Cal-IBIS",7,2006,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0072,-119.7466,"Arthropoda","Insecta"
"753","Cal-IBIS",7,2006,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",34.0072,-119.7466,"Arthropoda","Insecta"
"754","Cal-IBIS",7,2007,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.963,-119.7961,"Arthropoda","Insecta"
"755","Cal-IBIS",7,2007,"Santa Cruz","Coleoptera","Carabidae","Bembidion",NA,"Bembidion",33.963,-119.7961,"Arthropoda","Insecta"
