scientificName,acceptedName
Amsinckia retrorsa,Amsinckia retrorsa
Stephanomeria virgata subsp. pleurocarpa,Stephanomeria virgata subsp. pleurocarpa
Gaura sinuata,Oenothera sinuosa
Araujia sericifera,Araujia sericifera
Astragalus trichopodus subsp. leucopsis,Astragalus trichopodus var. lonchus
Salix lasiolepis var. bigelovii,Salix lasiolepis
Salix lasiolepis var. lasiolepis,Salix lasiolepis
Phacelia ciliata,Phacelia ciliata
Bothriochloa laguroides subsp. torreyana,Bothriochloa laguroides var. torreyana
Cercocarpus betuloides var. traskiae,Cercocarpus traskiae
Holodiscus discolor var. discolor,Holodiscus discolor var. discolor
Rubus ulmifolius,Rubus ulmifolius
Dichelostemma pulchellum,Dipterostemon capitatus
Euphorbia misella,Euphorbia misella
Dodecatheon clevelandii var. insulare,Primula clevelandii var. insularis
Peritoma arborea var. globosa,Peritoma arborea var. globosa
Crypsis,
Gnaphalium purpureum,Gamochaeta purpurea
Oenothera xenogaura,Oenothera hispida
Viola pedata,Viola pedata
Cyperus ochraceus,Cyperus ochraceus
Lepidium virginicum var. menziesii,Lepidium virginicum var. menziesii
Solanum wallacei subsp. clokeyi,Solanum wallacei
Taraxacum erythrospermum,Taraxacum erythrospermum
Juglans californica var. californica,Juglans californica
Epilobium,
Nicotiana quadrivalvis,Nicotiana quadrivalvis
Solanum umbelliferum,Solanum umbelliferum
Lepidium draba,Lepidium draba
Piperia elegans,Piperia elegans
Arctostaphylos insularis var. pubescens,Arctostaphylos insularis
Arctostaphylos tomentosa,Arctostaphylos tomentosa
Lepidospartum squamatum,Lepidospartum squamatum
Habenaria elegans,Platanthera elegans subsp. elegans
Rhamnus crocea subsp. pirifolia,Rhamnus pirifolia
Salix sitchensis,Salix sitchensis
Polygala californica,Polygala californica
Solanum wallacei var. clokeyi,Solanum wallacei
Arctostaphylos insularis,Arctostaphylos insularis
Galium californicum subsp. flaccidum,Galium californicum subsp. flaccidum
Medicago polycarpa,Medicago polymorpha
Veronica anagallis-aquatica,Veronica anagallis-aquatica
Quercus wislizeni var. frutescens,Quercus wislizeni var. frutescens
Eucalyptus amplifolia,Eucalyptus amplifolia
Lotus scoparius var. dendroideus,Acmispon dendroideus var. dendroideus
Eucalyptus sideroxylon,Eucalyptus sideroxylon
Zostera pacifica,Zostera pacifica
Senecio flaccidus,Senecio flaccidus
Muhlenbergia,
Scolochloa festucacea,Scolochloa festucacea
Oenothera elata,Oenothera elata
Venegasia carpesioides,Venegasia carpesioides
Vaccinium ovatum,Vaccinium ovatum
Lythrum californicum,Lythrum californicum
Arctostaphylos crustacea,Arctostaphylos crustacea
Calochortus albus,Calochortus albus
Diplacus longiflorus,Diplacus longiflorus
Solanum clokeyi,Solanum wallacei
Aegilops cylindrica,Aegilops cylindrica
Ribes thacherianum,Ribes thacherianum
Solanum xanti,Solanum xanti
Lupinus microcarpus,Lupinus microcarpus
Ribes menziesii,Ribes menziesii
Allium haematochiton,Allium haematochiton
Ribes indecorum,Ribes indecorum
Pisum sativum,Pisum sativum
Juglans regia,Juglans regia
Cucurbita foetidissima,Cucurbita foetidissima
Bossiella pachyclada,Bossiella pachyclada
Ceramium codicola,Ceramium codicola
Rhodoglossum,
Ulva compressa,Ulva compressa
Callophyllis,
Binghamia californica,Binghamia californica
Prionitis cornea,Prionitis cornea
Phyllophora,
Pugetia fragilissima,Pugetia fragilissima
Botryoglossum ruprechtianum,Botryoglossum ruprechtianum
Nitophyllum,
Holmesia californica,Holmesia californica
Phycodrys,
Nienburgia,
Baccharis plummerae,Baccharis plummerae
Scutellaria tuberosa,Scutellaria tuberosa
Dudleya nesiotica,Dudleya nesiotica
Centromadia fitchii,Centromadia fitchii
Calochortus luteus,Calochortus luteus
Securigera varia,Coronilla varia
Chorizanthe wheeleri,Chorizanthe wheeleri
Cichorium intybus,Cichorium intybus
Hazardia,
Epipactis gigantea,Epipactis gigantea
Verbascum thapsus,Verbascum thapsus
Cryptomitrium tenerum,Cryptomitrium tenerum
Diplacus,
Bombycilaena californica,Micropus californicus
Grimmia laevigata,Grimmia laevigata
Garrya veatchii,Garrya veatchii
Scleropodium cespitans,Scleropodium cespitans
Quercus parvula,Quercus parvula
Opuntiella californica,Opuntiella californica
Prionitis australis,Prionitis australis
Pterochondria woodii,Pterochondria woodii
Hymenena multiloba,Hymenena multiloba
Micromeria douglasii,Clinopodium douglasii
Arctostaphylos viridissima,Arctostaphylos viridissima
Lithophragma cymbalaria,Lithophragma cymbalaria
Asterella californica,Asterella californica
Nemophila heterophylla,Nemophila heterophylla
Symphoricarpos albus,Symphoricarpos albus
Camissoniopsis hirtella,Camissoniopsis hirtella
Phaeoceros proskaueri,Phaeoceros proskaueri
Urospermum picroides,Urospermum picroides
Triodanis perfoliata,Triodanis perfoliata
Thysanocarpus conchuliferus,Thysanocarpus conchuliferus
Rhamnus,
Papaveraceae,
Urtica dioica,Urtica dioica
Dudleya gnoma,Dudleya gnoma
Dudleya blochmaniae,Dudleya blochmaniae
Berberis pinnata,Berberis pinnata
Baccharis,
Sanicula laciniata,Sanicula laciniata
Paraserianthes lophantha,Paraserianthes lophantha
Astragalus nuttallii,Astragalus nuttallii
Scinaia johnstoniae,Scinaia johnstoniae
Samolus,
Anaphalis margaritacea,Anaphalis margaritacea
Arbutus menziesii,Arbutus menziesii
Cistanthe monandra,Calyptridium monandrum
Pinus muricata var. remorata,Pinus muricata var. remorata
Arctostaphylos crustacea subsp. subcordata,Arctostaphylos crustacea subsp. subcordata
Calandrinia ciliata var. menziesii,Calandrinia ciliata
Hieracium argutum,Hieracium argutum
Arctostaphylos tomentosa subsp. insulicola,Arctostaphylos crustacea subsp. insulicola
Quercus parvula var. parvula,Quercus parvula var. parvula
Arctostaphylos crustacea subsp. insulicola,Arctostaphylos crustacea subsp. insulicola
Rumex pulcher,Rumex pulcher
Polygonum arenastrum,Polygonum aviculare subsp. depressum
Sanicula hoffmannii,Sanicula hoffmannii
Brachypodium,
Orthocarpus purpurascens var. pallidus,Castilleja exserta subsp. exserta
Saxifraga californica,Micranthes californica
Carex senta,Carex senta
Geranium dissectum,Geranium dissectum
Pickeringia montana,Pickeringia montana
Eriophyllum,
Senecio flaccidus var. douglasii,Senecio flaccidus var. douglasii
Acer macrophyllum,Acer macrophyllum
Quercus agrifolia var. agrifolia,Quercus agrifolia var. agrifolia
Lilium humboldtii subsp. ocellatum,Lilium humboldtii subsp. ocellatum
Cardamine californica var. californica,Cardamine californica
Boechera hoffmannii,Boechera hoffmannii
Eriophyllum staechadifolium var. depressum,Eriophyllum staechadifolium
Hieracium,
Sanicula,
Mirabilis californica,Mirabilis laevis var. crassifolia
Hieracium argutum var. argutum,Hieracium argutum
Calandrinia breweri,Calandrinia breweri
Ericameria ericoides,Ericameria ericoides
Senecio douglasii,Senecio flaccidus var. douglasii
Arctostaphylos crustacea subsp. crustacea,Arctostaphylos crustacea subsp. crustacea
Marah fabaceus var. agrestis,Marah fabaceus var. agrestis
Luzula comosa,Luzula comosa
Antirrhinum multiflorum,Antirrhinum thompsonii 
Clematis lasiantha,Clematis lasiantha
Samolus parviflorus,Samolus parviflorus
Galium porrigens,Galium porrigens
Clematis pauciflora,Clematis pauciflora
Haplopappus detonsus,Hazardia detonsa
Meconella denticulata,Meconella denticulata
Thysanocarpus,
Trifolium variegatum,Trifolium variegatum
Camissonia andina,Holmgrenia andina
Lotus subpinnatus,Acmispon strigosus
Tragopogon,
Eucalyptus tereticornis,Eucalyptus tereticornis
Frankenia,
Brassica juncea,Brassica juncea
Artemisia tridentata,Artemisia tridentata
Lonicera interrupta,Lonicera interrupta
Layia glandulosa,Layia glandulosa
Calochortus albus var. rubellus,Calochortus albus var. rubellus
Lupinus densiflorus,Lupinus microcarpus var. densiflorus
Kentranthus ruber,Centranthus ruber
Typha angustifolia,Typha angustifolia
Aristida divaricata,Aristida divaricata
Brassica,
Stillingia linearifolia,Stillingia linearifolia
Plantago subnuda,Plantago subnuda
Luzula subsessilis,Luzula subsessilis
Garrya,
Isocoma veneta var. sedoides,Isocoma menziesii var. sedoides
Quercus wislizeni,Quercus wislizeni
Eriogonum X blissianum,Eriogonum X blissianum
Plectritis ciliosa,Plectritis ciliosa
Ludwigia peploides,Ludwigia peploides
Solanum xanti var. xanti,Solanum xanti
Festuca octoflora var. octoflora,Festuca octoflora
Oenothera elata subsp. hirsutissima,Oenothera elata subsp. hirsutissima
Distichlis,
Hemizonia fitchii,Centromadia fitchii
Malacothamnus fasciculatus var. nesioticus,Malacothamnus fasciculatus var. nesioticus
Stellaria neglecta,Stellaria neglecta
Vicia villosa subsp. villosa,Vicia villosa subsp. villosa
Polygonum lapathifolium,Persicaria lapathifolia
Berula incisa,Berula erecta
Suaeda nigra,Suaeda nigra
Phacelia cicutaria subsp. hispida,Phacelia cicutaria var. hispida
Albizia lophantha,Paraserianthes lophantha
Hordeum leporinum,Hordeum murinum subsp. leporinum
Acmispon argophyllus var. niveus,Acmispon argophyllus var. niveus
Spergularia bocconii,Spergularia bocconi
Polygonum,
Aster radulinus,Eurybia radulina
Lotus argophyllus var. niveus,Acmispon argophyllus var. niveus
Equisetum hyemale subsp. affine,Equisetum hyemale subsp. affine
Carex harfordii,Carex harfordii
Polypogon semiverticillatus,Polypogon viridis 
Abronia,
Alchemilla,
Symphyotrichum subulatum var. ligulatum,Symphyotrichum subulatum var. ligulatum
Achyrachaena,
Pelargonium,
Perezia microcephala,Acourtia microcephala
Melica imperfecta var. minor,Melica imperfecta
Castilleja affinis subsp. insularis,Castilleja affinis subsp. affinis
Eurybia radulina,Eurybia radulina
Pinus muricata var. muricata,Pinus muricata var. muricata
Schoenoplectus californicus,Schoenoplectus californicus
Dudleya blochmaniae subsp. blochmaniae,Dudleya blochmaniae subsp. blochmaniae
Cryptantha muricata var. jonesii,Cryptantha muricata var. jonesii
Lomatium vaginatum,Lomatium vaginatum
Carex subbracteata,Carex subbracteata
Acmispon parviflorus,Acmispon parviflorus
Sidalcea,
Abronia villosa,Abronia villosa
Yucca,
Photinia arbutifolia,Heteromeles arbutifolia
Typha,
Cercocarpus betuloides subsp. blancheae,Cercocarpus betulifolius var. blancheae
Lotus micranthus,Acmispon parviflorus
Ribes amarum,Ribes amarum
Erodium macrophyllum,California macrophylla
Lupinus microcarpus var. densiflorus,Lupinus microcarpus var. densiflorus
Symphyotrichum chilense,Symphyotrichum chilense
Cirsium brevistylum,Cirsium brevistylum
Astragalus asymmetricus,Astragalus asymmetricus
Lathyrus laetiflorus subsp. barbarae,Lathyrus vestitus var. vestitus
Claytonia,
Lilium humboldtii subsp. humboldtii,Lilium humboldtii subsp. humboldtii
Lomatium caruifolium var. caruifolium,Lomatium caruifolium var. caruifolium
Acacia mearnsii,Acacia mearnsii
Oxalis albicans subsp. pilosa,Oxalis pilosa
Aristida ternipes var. hamulosa,Aristida ternipes var. gentilis
Blennosperma nanum var. nanum,Blennosperma nanum var. nanum
Thysanocarpus laciniatus var. crenatus,Thysanocarpus curvipes subsp. curvipes
Lomatium,
Lotus argophyllus subsp. niveus,Acmispon argophyllus var. niveus
Stipa lepida var. andersonii,Nassella lepida
Quercus wislizenii,Quercus wislizeni
Rumex acetosella,Rumex acetosella
Ribes menziesii var. menziesii,Ribes menziesii var. menziesii
Epilobium californicum,Epilobium ciliatum subsp. ciliatum
Phacelia tanacetifolia,Phacelia tanacetifolia
Oenothera elata subsp. hookeri,Oenothera elata subsp. hookeri
Festuca dertonensis,Festuca bromoides
Cardaria draba,Lepidium draba
Ceanothus cuneatus,Ceanothus cuneatus
Pluchea purpurascens,Pluchea odorata var. odorata
Sidalcea malvaeflora,Sidalcea malviflora
Epilobium adenocaulon,Epilobium ciliatum subsp. ciliatum
Aristida ternipes var. gentilis,Aristida ternipes var. gentilis
Carex barbarae,Carex barbarae
Aristida,
Luzula,
Lupinus densiflorus var. palustris,Lupinus microcarpus var. microcarpus
Cuscuta salina var. salina,Cuscuta salina var. salina
Carex subfusca,Carex subfusca
Nemophila menziesii var. integrifolia,Nemophila menziesii var. integrifolia
Cerastium,
Bromus stamineus,Bromus catharticus var. elatus 
Centaurea benedicta,Centaurea benedicta
Calamagrostis rubescens,Calamagrostis rubescens
Phacelia ramosissima var. montereyensis,Phacelia ramosissima
Agrostis diegoensis,Agrostis pallens
Phacelia cicutaria var. hubbyi,Phacelia hubbyi
Quercus parvula var. shrevei,Quercus parvula var. shrevei
Plagiobothrys californicus,Plagiobothrys collinus var. californicus
Atriplex polycarpa,Atriplex polycarpa
Lotus grandiflorus,Acmispon grandiflorus
Corethrogyne filaginifolia var. robusta,Corethrogyne filaginifolia var. filaginifolia
Prunus,
Githopsis diffusa subsp. diffusa,Githopsis diffusa subsp. diffusa
Taraxacum laevigatum,Taraxacum erythrospermum
Koeleria phleoides,Koeleria gerardii
Heliotropium,
Jaumea,
Poa nevadensis,Poa secunda subsp. juncifolia 
Albizia distachya,Paraserianthes lophantha
Rhamnus californica,Rhamnus californica
Thysanocarpus laciniatus var. ramosus,Thysanocarpus curvipes subsp. amplectens
Narcissus tazetta,Narcissus tazetta
Lobelia erinus,Lobelia erinus
Malvastrum nesioticum,Malacothamnus fasciculatus
Bloomeria,
Vulpia dertonensis,Festuca bromoides
Trifolium fucatum var. gambelii,Trifolium fucatum
Bromus marginatus,Bromus carinatus var. marginatus 
Zigadenus fremontii var. fremontii,Toxicoscordion fremontii
Lilium humboldtii var. ocellatum,Lilium humboldtii subsp. ocellatum
Hemizonia ramosissima,Deinandra fasciculata
Linanthus parviflorus,Leptosiphon parviflorus
Sagina,
Silene multinervia,Silene multinervia
Ribes,
Mahonia pinnata,Berberis pinnata
Hordeum glaucum,Hordeum murinum subsp. glaucum
Stephanomeria exigua,Stephanomeria exigua
Montia fontana,Montia fontana
Plagiobothrys collinus var. fulvescens,Plagiobothrys collinus var. fulvescens
Salvia leucophylla,Salvia leucophylla
Nicotiana,
Ludwigia peploides subsp. peploides,Ludwigia peploides subsp. peploides
Heteromeles,
Zostera marina var. latifolia,Zostera marina
Vulpia microstachys var. ciliata,Festuca microstachys
Haplopappus squarrosus subsp. grindelioides,Hazardia squarrosa var. grindelioides
Pectocarya heterocarpa,Pectocarya heterocarpa
Stipa lepida var. lepida,Nassella lepida
Alcea rosea,Alcea rosea
Cercocarpus,
Symphyotrichum subspicatum,Symphyotrichum subspicatum
Aster subulatus var. ligulatus,Symphyotrichum subulatum var. ligulatum
Deinandra increscens subsp. increscens,Deinandra increscens subsp. increscens
Aster chilensis,Symphyotrichum chilense
Senecio mikanioides,Delairea odorata
Pinus muricata var. stantonii,Pinus muricata var. remorata
Calamagrostis,
Vinca,
Erigeron sanctarum,Erigeron sanctarum
Equisetum hyemale var. affine,Equisetum hyemale subsp. affine
Andropogon glomeratus,Andropogon glomeratus
Carex schottii,Carex schottii
Ribes thatcherianum,Ribes thacherianum
Allium lacunosum,Allium lacunosum
Piperia michaelii,Piperia michaelii
Ambrosia,
Conyza floribunda,Erigeron sumatrensis 
Lotus dendroideus,Acmispon dendroideus  
Acacia baileyana,Acacia baileyana
Castilleja attenuata,Castilleja affinis subsp. affinis
Arenaria congesta,Eremogone congesta
Urtica holosericea,Urtica dioica subsp. holosericea
Raphanus,
Lippia nodiflora var. rosea,Phyla nodiflora
Acanthoxanthium spinosum,Xanthium spinosum
Astragalus lentiginosus,Astragalus lentiginosus
Eriodictyon trichocalyx var. trichocalyx,Eriodictyon trichocalyx var. trichocalyx
Orthocarpus densiflorus var. gracilis,Castilleja densiflora subsp. gracilis
Primula,
Cercocarpus betulifolius var. blancheae,Cercocarpus betulifolius var. blancheae
Ambrosia chamissonis var. bipinnatisecta,Ambrosia chamissonis
Toxicodendron,
Orobanche uniflora subsp. occidentalis,Aphyllon uniflorum 
Trifolium obtusiflorum,Trifolium obtusiflorum
Centunculus minimus,Anagallis minima
Urtica gracilis subsp. holosericea,Urtica dioica subsp. holosericea
Cardamine oligosperma,Cardamine oligosperma
Lathyrus vestitus subsp. puberulus,Lathyrus vestitus var. vestitus
Amblyopappus,
Quercus kelloggii,Quercus kelloggii
Lupinus concinnus subsp. concinnus,Lupinus concinnus
Scutellaria tuberosa var. similis,Scutellaria tuberosa
Erechtites glomerata,Senecio glomeratus
Cucurbitaceae,
Chenopodium ambrosioides var. ambrosioides,Dysphania ambrosioides
Poa bolanderi subsp. howellii,Poa howellii
Calendula,
Fragaria,
Rumex angiocarpus,Rumex acetosella
Orobanche parishii var. brachylob,Aphyllon parishii subsp. Brachylobum
Symphyotrichum subulatum,Symphyotrichum subulatum
Isocoma,
Lepidium draba subsp. draba,Lepidium draba 
Scirpus californicus,Schoenoplectus californicus
Juglans,
Agrostis semiverticillata,Polypogon viridis 
Haplopappus squarrosus,Hazardia squarrosa var. squarrosa
Gaura drummondii,Oenothera hispida
Apiastrum,Apiastrum angustifolium
Sagina occidentalis,Sagina decumbens subsp. occidentalis
Trifolium variegatum var. melananthum,Trifolium variegatum
Erigeron concinnus var. concinnus,Erigeron concinnus var. concinnus
Camissoniopsis ignota,Camissoniopsis ignota
Delphinium,
Arctostaphylos tomentosa subsp. crinita,Arctostaphylos crustacea subsp. crinita
Thysanocarpus curvipes subsp. curvipes,Thysanocarpus curvipes subsp. curvipes
Lyonothamnus aspleniifolius,Lyonothamnus floribundus
Amsinckia tessellata,Amsinckia tessellata
Silene,
Extriplex,
Zauschneria californica subsp. mexicana,Epilobium canum subsp. canum
Zea mays,Zea mays
Araucaria excelsa,Araucaria columnaris
Ipheion uniflorum,Ipheion uniflorum
Distichlis spicata var. spicata,Distichlis spicata var. spicata
Cuscuta ceanothi,Cuscuta subinclusa
Arabis hoffmannii,Boechera hoffmannii
Haplopappus venetus var. sedoides,Isocoma menziesii var. sedoides
Perityle,
Arabis maxima var. hoffmannii,Boechera hoffmannii
Vitis,
Oxalis,
Garrya elliptica,Garrya elliptica
Elymus triticoides subsp. triticoides,Elymus triticoides
Oryzopsis miliacea,Piptatherum miliaceum
Salix hindsiana,Salix exigua var. hindsiana
Lonicera subspicata var. johnstonii,Lonicera subspicata var. johnstonii
Trifolium gracilentum var. gracilentum,Trifolium gracilentum
Piptatherum miliaceum subsp. miliaceum,Piptatherum miliaceum subsp. miliaceum
Vulpia myuros f. hirsuta,Festuca myuros
Ruta graveolens,Ruta graveolens
Cardaria,
Epilobium canum subsp. latifolium,Epilobium canum subsp. garrettii
Spergularia platensis,Spergularia platensis
Malacothrix similis,Malacothrix similis
Hypochaeris,
Quercus X jolonensis,Quercus x jolonensis
Physalis philadelphica,Physalis philadelphica
Koeleria,
Rosa,
Lupinus bicolor subsp. bicolor,Lupinus bicolor subsp. bicolor
Atriplex patula subsp. hastata,Atriplex prostrata
Lythrum,
Haplopappus venetus subsp. vernonioides,Isocoma menziesii var. vernonioides
Cerastium arvense,Cerastium arvense
Cryptantha leiocarpa,Cryptantha leiocarpa
Schoenoplectus,
Polygonum paronychia,Polygonum paronychia
Lolium perenne subsp. perenne,Festuca perennis
Quercus durata var. durata,Quercus durata var. durata
Ribes menziesii var. thacherianum,Ribes thacherianum
Potentilla anserina subsp. pacifica,Potentilla anserina subsp. pacifica
Sidalcea neomexicana,Sidalcea neomexicana
Koeleria gerardii,Koeleria gerardii
Galium angustifolium var. foliosum,Galium angustifolium subsp. foliosum
Calyptridium monandrum,Calyptridium monandrum
Elymus triticoides subsp. multiflorus,Elymus x gouldii
Quercus vacciniifolia,Quercus vacciniifolia
Aristida purpurea var. parishii,Aristida purpurea var. parishii
Juncus ranarius,Juncus ranarius
Lupinus densiflorus var. densiflorus,Lupinus microcarpus var. densiflorus
Grindelia robusta,Grindelia hirsutula
Orobanche fasciculata var. franciscana,Aphyllon fasciculatum
Lupinus subvexus var. subvexus,Lupinus microcarpus var. microcarpus
Distichlis spicata subsp. spicata,Distichlis spicata subsp. spicata
Arctostaphylos,
Hedera canariensis,Hedera canariensis
Urtica dioica subsp. gracilis,Urtica dioica subsp. gracilis
Aristida hamulosa,Aristida ternipes var. gentilis
Lithophragma,
Gnaphalium canescens subsp. microcephalum,Pseudognaphalium microcephalum
Salvia columbariae var. columbariae,Salvia columbariae
Trifolium gambelii,Trifolium fucatum
Aster exilis,Symphyotrichum subulatum var. ligulatum 
Eucalyptus camaldulensis var. obtusa,Eucalyptus camaldulensis
Eucalyptus rudis,Eucalyptus rudis
Diplacus latifolius,Diplacus aurantiacus
Leptosiphon androsaceus,Leptosiphon androsaceus
Symphoricarpos,
Cuscuta subinclusa,Cuscuta subinclusa
Acmispon argophyllus var. fremontii,Acmispon argophyllus var. fremontii
Parietaria,
Ludwigia repens,Ludwigia repens
Veronica catenata,Veronica catenata
Thysanocarpus curvipes subsp. elegans,Thysanocarpus curvipes subsp. elegans
Keckiella,
Ehrharta,
Heuchera abramsii,Heuchera abramsii
Mahonia pinnata subsp. pinnata,Berberis pinnata subsp. Pinnata
Oenothera micrantha,Camissoniopsis micrantha
Habenaria psycodes,Platanthera psycodes
Pleuridium acuminatum,Pleuridium acuminatum
Bryum gemmiparum,Bryum gemmiparum
Neoptilota californica,Neoptilota californica
Grateloupia setchellii,Grateloupia setchellii
Arctostaphylos confertiflora,Arctostaphylos confertiflora
Armeria maritima,Armeria maritima
Branchioglossum undulatum,Branchioglossum undulatum
Clarkia davyi,Clarkia davyi
Epipterygium tozeri,Epipterygium tozeri
Pohlia wahlenbergii,Pohlia wahlenbergii
Danthonia californica,Danthonia californica
Malva multiflora,Malva multiflora
Salvia brandegeei,Salvia brandegeei
Boraginaceae,
Camissonia strigulosa,Camissonia strigulosa
Chaenactis glabriuscula,Chaenactis glabriuscula
Petunia parviflora,Petunia parviflora
Lasthenia glabrata subsp. coulteri,Lasthenia glabrata subsp. coulteri
Carex aquatilis var. dives,Carex aquatilis var. dives
Juncus phaeocephalus,Juncus phaeocephalus
Dudleya blochmaniae subsp. insularis,Dudleya blochmaniae subsp. insularis
Hemizonia increscens,Deinandra increscens
Lycium fremontii,Lycium fremontii
Chenopodium multifidum,Dysphania multifida
Lepechinia calycina,Lepechinia calycina
Armeria maritima subsp. californica,Armeria maritima subsp. californica
Hordeum geniculatum,Hordeum marinum subsp. gussoneanum
Arctium minus,Arctium minus
Schoenoplectus pungens var. longispicatus,Schoenoplectus pungens var. longispicatus
Ceanothus arboreus var. glabra,Ceanothus arboreus
Chaenactis glabriuscula var. lanosa,Chaenactis glabriuscula var. lanosa
Cirsium ochrocentrum,Cirsium ochrocentrum
Carex pansa,Carex pansa
Chaenactis glabriuscula var. glabriuscula,Chaenactis glabriuscula var. glabriuscula
Scrophularia californica,Scrophularia californica
Chlorogalum pomeridianum var. pomeridianum,Chlorogalum pomeridianum var. pomeridianum
Plantago maritima,Plantago maritima
Brodiaea coronaria subsp. coronaria,Brodiaea coronaria subsp. coronaria
Cordylanthus rigidus subsp. Setigerus,Cordylanthus rigidus subsp. Setigerus
Juncus phaeocephalus var. phaeocephalus,Juncus phaeocephalus var. phaeocephalus
Agoseris apargioides,Agoseris apargioides
Cirsium,
Petunia,
Gaura odorata,Oenothera hispida
Clarkia prostrata,Clarkia prostrata
Ericameria nauseosa var. hololeuca,Ericameria nauseosa var. hololeuca
Vicia sativa subsp. nigra,Vicia sativa subsp. nigra
Lasthenia glabrata,Lasthenia glabrata
Deinandra paniculata,Deinandra paniculata
Kopsiopsis strobilacea,Kopsiopsis strobilacea
Scrophularia californica subsp. californica,Scrophularia californica
Callitriche stagnalis,Callitriche stagnalis
Stachys stebbinsii,Stachys stebbinsii
Phacelia ramosissima var. latifolia,Phacelia ramosissima
Pyrola asarifolia,Pyrola asarifolia
Salvia dorrii var. pilosa,Salvia dorrii var. pilosa
Eriophyllum staechadifolium var. artemisiifolium,Eriophyllum staechadifolium
Grindelia camporum var. bracteosa,Grindelia hirsutula
Prosopis glandulosa var. torreyana,Prosopis glandulosa var. torreyana
Phacelia ramosissima var. subglabra,Phacelia ramosissima
Pickeringia montana var. montana,Pickeringia montana var. montana
Silene noctiflora,Silene noctiflora
Ericameria parishii var. parishii,Ericameria parishii var. parishii
Urtica dioica var. holosericea,Urtica dioica subsp. holosericea
Sambucus nigra subsp. cerulea,Sambucus nigra subsp. caerulea
Lupinus succulentus var. succulentus,Lupinus succulentus
Abronia alba,Abronia umbellata var. umbellata
Lupinus umbellatus,Lupinus bicolor
Juncus arcticus subsp. littoralis,Juncus balticus subsp. Littoralis
Distichlis spicata subsp. stricta,Distichlis spicata
Haplopappus,
Equisetum hyemale var. californicum,Equisetum hyemale subsp. affine
Luzula spicata,Luzula spicata
Echeveria,
Rhamnus crocea var. pirifolia,Rhamnus pirifolia
Lupinus concinnus var. agardhianus,Lupinus agardhianus
Platanthera elegans,Platanthera elegans
Stenochloa californica,Dissanthelium californicum
Chorizanthe leptotheca,Chorizanthe leptotheca
Artemisia vulgaris,Artemisia vulgaris
Prunus occidentalis,Prunus occidentalis
Bromus diandrus subsp. rigidus,Bromus diandrus var. rigidus
Equisetum telmateia subsp. telmateia,Equisetum telmateia subsp. telmateia
Lepechinia cardiophylla,Lepechinia cardiophylla
Platanthera unalascensis,Piperia unalascensis
Arctostaphylos subcordata,Arctostaphylos crustacea subsp. insulicola
Trifolium stenophyllum,Trifolium depauperatum var. truncatum
Arctostaphylos diversifolia,Comarostaphylis diversifolia
Plagiobothrys arizonicus var. catalinensis,Plagiobothrys canescens var. catalinensis
Malvastrum clementinum,Malacothamnus clementinus
Ceanothus integerrimus,Ceanothus integerrimus
Cercocarpus alnifolius,Cercocarpus betulifolius var. blancheae
Crypsis aculeata,Crypsis aculeata
Chrysobalanaceae,
Peritoma arborea var. angustata,Peritoma arborea var. angustata
Lupinus subvexus,Lupinus microcarpus var. microcarpus
Malacothrix incana var. succulenta,Malacothrix incana
Crassula connata var. connata,Crassula connata
Suaeda californica var. taxifolia,Suaeda taxifolia
Rubus vitifolius,Rubus ursinus
Ribes montigenum,Ribes montigenum
Lupinus bicolor var. microphyllus,Lupinus bicolor
Ficus macrophylla,Ficus macrophylla
Vulpia myuros f. megalura,Festuca myuros
Luzula subcongesta,Luzula subcongesta
Ceanothus crassifolius var. planus,Ceanothus crassifolius var. planus
Suaeda taxifolia subsp. brevifolia,Suaeda taxifolia
Ceanothus oliganthus,Ceanothus oliganthus
Populus,
Lupinus bicolor var. umbellatus,Lupinus bicolor
Arctostaphylos glandulosa var. campbelliae,Arctostaphylos crustacea subsp. Crustacea
Heteromeles arbutifolia var. arbutifolia,Heteromeles arbutifolia
Selaginella wallacei,Selaginella wallacei
Senecio,
Atriplex parishii,Atriplex parishii
Spergularia rubra,Spergularia rubra
Mesembryanthemum chilense,Carpobrotus chilensis
Bromus hordeaceus subsp. divaricatus,Bromus hordeaceus
Arctostaphylos pechoensis,Arctostaphylos pechoensis
Medicago hispida,Medicago polymorpha
Eriophyllum stoechadifolium,Eriophyllum staechadifolium
Abronia insularis,Abronia umbellata var. umbellata
Pinus quadrifolia,Pinus quadrifolia
Heuchera pilosissima,Heuchera pilosissima
Habenaria hyperborea,Platanthera hyperborea
Schinus,
Sambucus glauca,Sambucus nigra subsp. caerulea
Spinacia oleracea,Spinacia oleracea
Artemisia vulgaris subsp. heterophylla,Artemisia douglasiana
Hemizonia clevelandii,Hemizonia congesta subsp. Clevelandii
Hosackia,
Alchemilla arvensis,Aphanes arvensis
Elymus triticoides var. simplex,Leymus simplex var. simplex
Melica imperfecta var. refracta,Melica imperfecta
Cryptantha maritima var. pilosa,Cryptantha maritima var. pilosa
Malacothrix implicata,Malacothrix saxatilis var. implicata
Coreopsis maritima,Leptosyne maritima
Anaphalis,
Crossosoma bigelovii,Crossosoma bigelovii
Quercus dumosa var. macdonaldii,Quercus x macdonaldii
Malvaceae,
Rumex longifolius,Rumex longifolius
