"","record","source","place_guess","ArcMap_Name","latitude","longitude","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientificName","common_name","iconic_taxon_name","taxon_id","taxon_order_name","taxon_genus_name","taxon_species_name","taxon_subspecies_name","id","observed_o","n_string","X26","observed_on","month","year","time_obser","ved_at","X32","time_zone","user_login","created_at","updated_at","quality_grade","license","url","image_url","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","OID_","acceptedName","acceptedFamily","acceptedGenus"
"126","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.01591667,-120.06142,,,,,FALSE,,,"Burrowing Bugs","Cydnidae","Burrowing Bugs","Insecta",57843,"Hemiptera",,,,25354931,"5/12/2019","9:51 AM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",16:51:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 01:00:43 UTC","2019-05-19 01:00:44 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25354931","https://inaturalist-open-data.s3.amazonaws.com/photos/39258548/medium.jpeg?1558227523",0,0,FALSE,,0,,,
"127","occurrence","iNaturalist","Channel Islands National Park, Channel Islands, Santa Barbara, California, United States","Santa Rosa",34.00673333,-120.051405,,,,,FALSE,,,"Water Boatmen","Corixidae","Water Boatmen","Insecta",84735,"Hemiptera",,,,25393877,"5/12/2019","1:17 PM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",20:17:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 17:54:30 UTC","2019-05-19 19:34:19 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25393877","https://inaturalist-open-data.s3.amazonaws.com/photos/39322314/medium.jpeg?1558288117",1,0,FALSE,,0,,,
"128","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.00753667,-120.050185,,,,,FALSE,,,"Chlorochroa","Chlorochroa",,"Insecta",84094,"Hemiptera","Chlorochroa",,,25393890,"5/12/2019","1:29 PM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",20:29:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 17:54:34 UTC","2019-06-22 03:50:39 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25393890","https://inaturalist-open-data.s3.amazonaws.com/photos/39322376/medium.jpeg?1558288149",0,0,FALSE,,0,,,
"129","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.00755333,-120.0480483,,,,,FALSE,,,"Mediterranean Seed Bug","Xanthochilus saturnius","Mediterranean Seed Bug","Insecta",325933,"Hemiptera","Xanthochilus","Xanthochilus saturnius",,25393897,"5/12/2019","1:33 PM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",20:33:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 17:54:36 UTC","2019-05-19 17:54:36 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25393897","https://inaturalist-open-data.s3.amazonaws.com/photos/39322686/medium.jpeg?1558288330",0,0,FALSE,,0,,,
"130","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.00791926,-120.0486022,,,,,FALSE,,,"Sinea","Sinea",,"Insecta",119694,"Hemiptera","Sinea",,,25401997,"5/12/2019","1:44 PM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",20:44:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 20:16:42 UTC","2019-05-19 21:49:22 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25401997","https://inaturalist-open-data.s3.amazonaws.com/photos/39332707/medium.jpeg?1558294756",1,0,FALSE,,0,,,
"131","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.00791926,-120.0486022,,,,,FALSE,,,"Geocoris","Geocoris",,"Insecta",146953,"Hemiptera","Geocoris",,,25401999,"5/12/2019","1:45 PM PDT",,"5/12/2019 0:00",5,2019,"5/12/2019",20:45:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2019-05-19 20:16:44 UTC","2019-05-19 20:16:44 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/25401999","https://inaturalist-open-data.s3.amazonaws.com/photos/39332747/medium.jpeg?1558294780",0,0,FALSE,,0,,,
"132","occurrence","iNaturalist","Santa Catalina Island, , CA, US","Santa Catalina",33.36930833,-118.348555,21,21,,,FALSE,,,"Euschistus","Euschistus",,"Insecta",70076,"Hemiptera","Euschistus",,,25633401,"Thu May 23","2019 12:27:41 GMT-0700","(PDT)","5/23/2019 0:00",5,2019,"5/23/2019",19:27:41,"UTC","Pacific Time (US & Canada)","andrew517","2019-05-23 19:30:11 UTC","2019-06-22 04:04:57 UTC","needs_id",,"https://www.inaturalist.org/observations/25633401","https://static.inaturalist.org/photos/39724498/medium.jpg?1558639895",1,0,FALSE,3,0,,,
"133","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",33.9505806,-120.1080933,,,,,FALSE,"gps","gps","Chlorochroa","Chlorochroa",,"Insecta",84094,"Hemiptera","Chlorochroa",,,25810368,"5/24/2019","2:22:25 PM PDT",,"5/24/2019 0:00",5,2019,"5/24/2019",21:22:25,"UTC","Pacific Time (US & Canada)","upandadam","2019-05-26 15:35:22 UTC","2019-06-22 04:11:04 UTC","needs_id",,"https://www.inaturalist.org/observations/25810368","https://static.inaturalist.org/photos/40016929/medium.jpg?1558884933",1,0,FALSE,2,0,,,
"134","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",34.0118866,-120.1461029,,,,,FALSE,"gps","gps","Chlorochroa","Chlorochroa",,"Insecta",84094,"Hemiptera","Chlorochroa",,,25860294,"5/25/2019","11:59:29 AM PDT",,"5/25/2019 0:00",5,2019,"5/25/2019",18:59:29,"UTC","Pacific Time (US & Canada)","upandadam","2019-05-27 05:28:41 UTC","2021-01-28 12:03:03 UTC","needs_id",,"https://www.inaturalist.org/observations/25860294","https://static.inaturalist.org/photos/40102561/medium.jpg?1558934923",1,0,FALSE,2,0,,,
"135","occurrence","iNaturalist","Channel Islands National Park, , CA, US","Santa Cruz",34.0499445,-119.57985,5,5,,,FALSE,,,"Pyrrhocore méditerranéen","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,26222886,"Sat Jun 01","2019 11:51:06 GMT-0700","(PDT)","6/1/2019 0:00",6,2019,"6/1/2019",18:51:06,"UTC","Pacific Time (US & Canada)","aspring","2019-06-02 02:04:37 UTC","2020-12-05 05:14:10 UTC","research","CC0","https://www.inaturalist.org/observations/26222886","https://inaturalist-open-data.s3.amazonaws.com/photos/40700326/medium.jpg?1559441090",2,0,FALSE,3,0,,,
"136","occurrence","iNaturalist","Santa Catalina Island, , CA, US","Santa Catalina",33.46850717,-118.5330827,22,22,,,FALSE,,,"Euschistus","Euschistus",,"Insecta",70076,"Hemiptera","Euschistus",,,26428718,"Tue Jun 04","2019 10:42:41 GMT-0700","(PDT)","6/4/2019 0:00",6,2019,"6/4/2019",17:42:41,"UTC","Pacific Time (US & Canada)","emshaph","2019-06-05 07:00:17 UTC","2019-06-22 04:20:45 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/26428718","https://inaturalist-open-data.s3.amazonaws.com/photos/41038821/medium.jpg?1559718025",1,0,FALSE,3,0,,,
"137","occurrence","iNaturalist","Santa Catalina Island, California 90704, USA","Santa Catalina",33.36485291,-118.4659653,,,,,FALSE,"gps","gps","Murgantia histrionica","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,26472317,"6/4/2019","9:57:42 AM PDT",,"6/4/2019 0:00",6,2019,"6/4/2019",16:57:42,"UTC","Pacific Time (US & Canada)","kylegunther","2019-06-06 01:36:30 UTC","2019-07-18 16:31:47 UTC","research",,"https://www.inaturalist.org/observations/26472317","https://static.inaturalist.org/photos/41109712/medium.jpeg?1559784997",2,0,FALSE,2,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"138","occurrence","iNaturalist","Santa Catalina Island, California 90704, USA","Santa Catalina",33.36453629,-118.4645996,,,,,FALSE,"gps","gps","Euschistus","Euschistus",,"Insecta",70076,"Hemiptera","Euschistus",,,26475610,"6/4/2019","12:09:02 PM PDT",,"6/4/2019 0:00",6,2019,"6/4/2019",19:09:02,"UTC","Pacific Time (US & Canada)","kylegunther","2019-06-06 03:03:26 UTC","2019-06-23 23:01:07 UTC","needs_id",,"https://www.inaturalist.org/observations/26475610","https://static.inaturalist.org/photos/41115934/medium.jpeg?1559790213",1,0,FALSE,2,0,,,
"139","occurrence","iNaturalist","Los Angeles County, US-CA, US","San Clemente",32.82622528,-118.3615112,,,,,FALSE,"gps","gps","Mediterranean red bug","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,26491400,"5/31/2019","2:27:41 PM PDT",,"5/31/2019 0:00",5,2019,"5/31/2019",21:27:41,"UTC","Pacific Time (US & Canada)","jennyh","2019-06-06 13:26:59 UTC","2020-12-04 16:40:45 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/26491400","https://inaturalist-open-data.s3.amazonaws.com/photos/41141237/medium.jpg?1559827621",2,0,FALSE,2,0,,,
"140","occurrence","iNaturalist","Santa Catalina Island, , CA, US","Santa Catalina",33.44074356,-118.4923117,5,5,,,FALSE,,,"Pyrrhocore méditerranéen","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,26523221,"Thu Jun 06","2019 16:49:04 GMT-0700","(PDT)","6/6/2019 0:00",6,2019,"6/6/2019",23:49:04,"UTC","Pacific Time (US & Canada)","sophiawolf80","2019-06-06 23:49:22 UTC","2020-12-04 16:40:45 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/26523221","https://inaturalist-open-data.s3.amazonaws.com/photos/41191915/medium.jpg?1559864964",2,0,FALSE,3,0,,,
"141","occurrence","iNaturalist","Channel Islands National Park, , CA, US","Santa Cruz",34.02820317,-119.6988335,120,120,,,FALSE,,,"Largus","Largus",,"Insecta",52985,"Hemiptera","Largus",,,26536066,"Sun Jun 02","2019 15:29:14 GMT-0700","(PDT)","6/2/2019 0:00",6,2019,"6/2/2019",22:29:14,"UTC","Pacific Time (US & Canada)","aaron_echols","2019-06-07 05:14:11 UTC","2021-04-28 00:17:59 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/26536066","https://inaturalist-open-data.s3.amazonaws.com/photos/41213295/medium.jpg?1559884455",3,0,FALSE,3,0,,,
"142","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Rosa",33.95386107,-119.9900098,1674,1674,,,FALSE,,,"Scantius aegyptius","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,26717210,"6/7/2015","7:19 PM UTC",,"6/7/2015 0:00",1,1900,,,,"UTC","jerrythornton","2019-06-10 00:58:08 UTC","2020-12-04 16:58:36 UTC","research","CC-BY-NC-ND","https://www.inaturalist.org/observations/26717210","https://inaturalist-open-data.s3.amazonaws.com/photos/41500931/medium.jpg?1560128210",1,0,FALSE,,0,,,
"143","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.37088593,-118.3581431,9,9,,,FALSE,,,"Euschistus","Euschistus",,"Insecta",70076,"Hemiptera","Euschistus",,,26980850,"6/12/2019","9:43:52 AM PDT",,"6/12/2019 0:00",6,2019,"6/12/2019",16:43:52,"UTC","Pacific Time (US & Canada)","bjdion","2019-06-14 19:36:02 UTC","2019-12-19 02:39:27 UTC","needs_id","CC-BY-NC-SA","https://www.inaturalist.org/observations/26980850","https://inaturalist-open-data.s3.amazonaws.com/photos/41932043/medium.jpeg?1560540968",2,0,FALSE,2,0,,,
"144","occurrence","iNaturalist","San Nicolas Island, California 93042, USA","San Nicolas",33.26079941,-119.5549088,,,,,FALSE,"gps","gps","Thyanta","Thyanta",,"Insecta",199946,"Hemiptera","Thyanta",,,26984063,"6/13/2019","8:28:26 AM PDT",,"6/13/2019 0:00",6,2019,"6/13/2019",15:28:26,"UTC","Pacific Time (US & Canada)","pileated","2019-06-14 20:44:26 UTC","2021-02-11 03:20:28 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/26984063","https://inaturalist-open-data.s3.amazonaws.com/photos/41937711/medium.jpg?1560545069",1,0,FALSE,2,0,,"Pentatomidae","Thyanta"
"145","occurrence","iNaturalist","Avalon, CA","Santa Catalina",33.34161111,-118.3210833,12,12,,,FALSE,,,"Okanagana catalina","Okanagana catalina",,"Insecta",176585,"Hemiptera","Okanagana","Okanagana catalina",,27165297,"6/16/2019","2:09 PM PDT",,"6/16/2019 0:00",6,2019,"6/16/2019",21:09:00,"UTC","Pacific Time (US & Canada)","sessilefielder","2019-06-17 18:10:42 UTC","2020-05-13 20:36:45 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/27165297","https://static.inaturalist.org/photos/42236824/medium.jpg?1560794700",1,0,FALSE,,0,"Okanagana catalina","Cicadidae","Okanagana"
"146","occurrence","iNaturalist","Avalon, CA","Santa Catalina",33.34141841,-118.320681,50,50,,,FALSE,,,"Okanagana catalina","Okanagana catalina",,"Insecta",176585,"Hemiptera","Okanagana","Okanagana catalina",,27165653,"6/16/2019","2:10 PM PDT",,"6/16/2019 0:00",6,2019,"6/16/2019",21:10:00,"UTC","Pacific Time (US & Canada)","sessilefielder","2019-06-17 18:16:19 UTC","2019-06-20 05:23:26 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/27165653","https://static.inaturalist.org/photos/42237736/medium.jpg?1560795265",1,0,FALSE,,0,"Okanagana catalina","Cicadidae","Okanagana"
"147","occurrence","iNaturalist","San Clemente Island Underwater Range, , CA, US","San Clemente",32.96128333,-118.5300217,5005,5005,,,FALSE,,,"Pentatominae","Pentatominae",,"Insecta",51276,"Hemiptera",,,,27353433,"Thu Jun 20","2019 08:06:45 GMT-0700","(PDT)","6/20/2019 0:00",6,2019,"6/20/2019",15:06:45,"UTC","Pacific Time (US & Canada)","stephlbartlett","2019-06-20 23:42:25 UTC","2019-06-28 04:14:39 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/27353433","https://inaturalist-open-data.s3.amazonaws.com/photos/42549706/medium.jpg?1561074167",2,0,FALSE,3,0,,,
"148","occurrence","iNaturalist","Catalina Airport, , CA, US","Santa Catalina",33.4029689,-118.4145901,21,21,,,FALSE,,,"Small Milkweed Bug","Lygaeus kalmii","Small Milkweed Bug","Insecta",62045,"Hemiptera","Lygaeus","Lygaeus kalmii",,27710979,"Wed Jun 26","2019 12:11:54 GMT-0700","(PDT)","6/26/2019 0:00",6,2019,"6/26/2019",19:11:54,"UTC","Pacific Time (US & Canada)","mammalwatch","2019-06-26 19:14:21 UTC","2019-06-27 18:51:15 UTC","research",,"https://www.inaturalist.org/observations/27710979","https://static.inaturalist.org/photos/43143976/medium.jpg?1561576530",2,0,FALSE,3,0,,,
"149","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.40333508,-118.4150511,21,21,,,FALSE,,,"Lygaeus kalmii kalmii","Lygaeus kalmii kalmii","Western Small Milkweed Bug","Insecta",453928,"Hemiptera","Lygaeus","Lygaeus kalmii","Lygaeus kalmii kalmii",27711195,"Wed Jun 26","2019 12:11:54 GMT-0700","(PDT)","6/26/2019 0:00",6,2019,"6/26/2019",19:11:54,"UTC","Pacific Time (US & Canada)","enviroval","2019-06-26 19:17:31 UTC","2020-01-23 09:24:59 UTC","research",,"https://www.inaturalist.org/observations/27711195","https://static.inaturalist.org/photos/43144342/medium.jpg?1561576730",2,0,FALSE,3,0,"Lygaeus kalmii","Lygaeidae","Lygaeus"
"150","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",34.05017393,-119.5806674,308,308,,,FALSE,,,"Pyrrhocore méditerranéen","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,27735600,"6/23/2019","9:51 AM UTC",,"6/23/2019 0:00",1,1900,,,,"UTC","kayakmak","2019-06-27 02:34:51 UTC","2020-12-04 17:53:51 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/27735600","https://inaturalist-open-data.s3.amazonaws.com/photos/43185300/medium.jpeg?1561602853",1,0,FALSE,,0,,,
"151","occurrence","iNaturalist","Channel Islands National Park, , CA, US","Santa Cruz",33.984505,-119.6660617,24,24,,,FALSE,,,"Pyrrhocore méditerranéen","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,27768897,"Wed Jun 26","2019 15:09:01 GMT-0700","(PDT)","6/26/2019 0:00",6,2019,"6/26/2019",22:09:01,"UTC","Pacific Time (US & Canada)","david99","2019-06-27 18:48:52 UTC","2019-06-30 08:41:56 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/27768897","https://inaturalist-open-data.s3.amazonaws.com/photos/43239975/medium.jpg?1561661499",3,0,FALSE,3,0,,,
"152","occurrence","iNaturalist","Los Angeles County, US-CA, US","San Clemente",32.88519689,-118.4901233,5,5,,,FALSE,,,"Gerrini","Gerrini",,"Insecta",936827,"Hemiptera",,,,27893702,"Sat Jun 29","2019 10:58:40 GMT-0700","(PDT)","6/29/2019 0:00",6,2019,"6/29/2019",17:58:40,"UTC","Pacific Time (US & Canada)","shrike2","2019-06-29 21:35:53 UTC","2020-11-21 20:11:03 UTC","research","CC-BY-NC-ND","https://www.inaturalist.org/observations/27893702","https://static.inaturalist.org/photos/43444617/medium.jpg?1561844176",2,0,FALSE,3,0,,,
"153","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.32995204,-118.3372263,51,51,,,FALSE,,,"Xerophloea peltata","Xerophloea peltata",,"Insecta",233781,"Hemiptera","Xerophloea","Xerophloea peltata",,28135071,"Mon Jul 01","2019 12:00:45 GMT-0700","(PDT)","7/1/2019 0:00",7,2019,"7/1/2019",19:00:45,"UTC","Pacific Time (US & Canada)","enviroval","2019-07-03 20:15:07 UTC","2020-04-21 19:30:20 UTC","research",,"https://www.inaturalist.org/observations/28135071","https://static.inaturalist.org/photos/43836610/medium.jpg?1562184940",2,0,FALSE,3,0,"Xerophloea peltata","Cicadellidae","Xerophloea"
"154","occurrence","iNaturalist","Los Angeles County, CA, USA","San Clemente",32.8260994,-118.3605576,,,,,FALSE,"gps","gps","Four-spurred Assassin Bug","Zelus tetracanthus","Four-spurred Assassin Bug","Insecta",334038,"Hemiptera","Zelus","Zelus tetracanthus",,28229426,"6/20/2019","10:01:17 AM PDT",,"6/20/2019 0:00",6,2019,"6/20/2019",17:01:17,"UTC","Pacific Time (US & Canada)","pileated","2019-07-05 14:05:31 UTC","2021-02-04 01:28:33 UTC","research","CC-BY","https://www.inaturalist.org/observations/28229426","https://inaturalist-open-data.s3.amazonaws.com/photos/43990842/medium.jpg?1562335533",2,0,FALSE,2,0,,,
"155","occurrence","iNaturalist","Los Angeles County, CA, USA","San Clemente",32.91686418,-118.4865356,704,704,,,FALSE,"gps","gps","Four-spurred Assassin Bug","Zelus tetracanthus","Four-spurred Assassin Bug","Insecta",334038,"Hemiptera","Zelus","Zelus tetracanthus",,28229501,"6/19/2019","5:35:52 PM PDT",,"6/19/2019 0:00",6,2019,"6/20/2019",00:35:52,"UTC","Pacific Time (US & Canada)","pileated","2019-07-05 14:07:20 UTC","2020-08-28 15:24:53 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/28229501","https://inaturalist-open-data.s3.amazonaws.com/photos/43991018/medium.jpg?1562335642",1,0,FALSE,2,0,,,
"156","occurrence","iNaturalist","Los Angeles County, CA, USA","San Clemente",32.91703033,-118.4869385,,,,,FALSE,"gps","gps","Murgantia histrionica","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,28229696,"6/19/2019","1:18:31 PM PDT",,"6/19/2019 0:00",6,2019,"6/19/2019",20:18:31,"UTC","Pacific Time (US & Canada)","pileated","2019-07-05 14:12:05 UTC","2021-01-19 03:17:04 UTC","research","CC-BY","https://www.inaturalist.org/observations/28229696","https://inaturalist-open-data.s3.amazonaws.com/photos/43991413/medium.jpeg?1562335929",2,0,FALSE,2,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"157","occurrence","iNaturalist","Los Angeles County, CA, USA","San Clemente",32.9182658,-118.4881966,88,88,,,FALSE,"gps","gps","Four-spurred Assassin Bug","Zelus tetracanthus","Four-spurred Assassin Bug","Insecta",334038,"Hemiptera","Zelus","Zelus tetracanthus",,28229869,"6/19/2019","10:23:39 AM PDT",,"6/19/2019 0:00",6,2019,"6/19/2019",17:23:39,"UTC","Pacific Time (US & Canada)","pileated","2019-07-05 14:15:11 UTC","2020-09-12 05:53:34 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/28229869","https://inaturalist-open-data.s3.amazonaws.com/photos/43991648/medium.jpg?1562336115",1,0,FALSE,2,0,,,
"158","occurrence","iNaturalist","Los Angeles County, CA, USA","San Clemente",32.99697495,-118.5558548,,,,,FALSE,"gps","gps","Whiteflies","Aleyrodes spiraeoides",,"Insecta",901202,"Hemiptera","Aleyrodes","Aleyrodes spiraeoides",,28251536,"6/30/2019","4:19:31 PM PDT",,"6/30/2019 0:00",6,2019,"6/30/2019",23:19:31,"UTC","Pacific Time (US & Canada)","pileated","2019-07-05 20:52:23 UTC","2020-12-17 21:51:49 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/28251536","https://inaturalist-open-data.s3.amazonaws.com/photos/44027012/medium.jpeg?1562359945",1,0,FALSE,2,0,,,
"159","occurrence","iNaturalist","Channel Islands National Park, , CA, US","Santa Cruz",34.04898883,-119.5574417,5,5,,,FALSE,,,"California Bordered Plant Bug","Largus californicus","California Bordered Plant Bug","Insecta",52986,"Hemiptera","Largus","Largus californicus",,28271382,"Fri Jul 05","2019 15:40:04 GMT-0700","(PDT)","7/5/2019 0:00",7,2019,"7/5/2019",22:40:04,"UTC","Pacific Time (US & Canada)","stevieroxelle","2019-07-06 03:11:07 UTC","2020-11-14 14:13:37 UTC","needs_id",,"https://www.inaturalist.org/observations/28271382","https://static.inaturalist.org/photos/44059809/medium.jpg?1562382671",1,0,FALSE,3,0,,,
"160","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.32664098,-118.3400998,65,65,,,FALSE,,,"Catorhintha","Catorhintha",,"Insecta",245790,"Hemiptera","Catorhintha",,,28312109,"Thu Jul 04","2019 11:49:14 GMT-0700","(PDT)","7/4/2019 0:00",7,2019,"7/4/2019",18:49:14,"UTC","Pacific Time (US & Canada)","enviroval","2019-07-06 19:16:03 UTC","2019-10-22 12:31:50 UTC","needs_id",,"https://www.inaturalist.org/observations/28312109","https://static.inaturalist.org/photos/44214565/medium.jpg?1562512460",1,0,FALSE,3,0,,,
"161","occurrence","iNaturalist","Channel Islands National Park, , CA, US","Santa Cruz",34.04993333,-119.579855,5,5,,,FALSE,,,"Mediterranean red bug","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,28313032,"Fri Jul 05","2019 10:54:16 GMT-0700","(PDT)","7/5/2019 0:00",7,2019,"7/5/2019",17:54:16,"UTC","Pacific Time (US & Canada)","stevieroxelle","2019-07-06 19:28:14 UTC","2020-03-18 07:38:53 UTC","research",,"https://www.inaturalist.org/observations/28313032","https://static.inaturalist.org/photos/44125265/medium.jpg?1562441297",1,0,FALSE,3,0,,,
"162","occurrence","iNaturalist","San Clemente Island Underwater Range, , CA, US","San Clemente",32.87759218,-118.4951395,1397,1397,,,FALSE,,,"Semiaquatic Bugs","Gerromorpha","Semiaquatic Bugs","Insecta",372861,"Hemiptera",,,,28401222,"Sun Jul 07","2019 16:53:36 GMT-0700","(PDT)","7/7/2019 0:00",7,2019,"7/7/2019",23:53:36,"UTC","Pacific Time (US & Canada)","stephlbartlett","2019-07-07 23:54:16 UTC","2019-07-08 13:03:57 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/28401222","https://inaturalist-open-data.s3.amazonaws.com/photos/44271661/medium.jpg?1562543658",1,0,FALSE,3,0,,,
"163","occurrence","iNaturalist","Los Angeles, California, United States","Santa Catalina",33.37020956,-118.3492471,,,,,FALSE,,,"Okanagana catalina","Okanagana catalina",,"Insecta",176585,"Hemiptera","Okanagana","Okanagana catalina",,28457343,"7/5/2019","9:54 PM PDT",,"7/5/2019 0:00",7,2019,"7/6/2019",04:54:00,"UTC","Pacific Time (US & Canada)","naturenate","2019-07-08 20:50:52 UTC","2019-07-17 00:29:19 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/28457343","https://static.inaturalist.org/photos/44361932/medium.jpg?1562618916",2,0,FALSE,,0,"Okanagana catalina","Cicadidae","Okanagana"
"164","occurrence","iNaturalist","San Clemente Island Underwater Range, , CA, US","San Clemente",32.99623,-118.5522833,5,5,,,FALSE,,,"Harlequin Bug","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,28582091,"Tue Jul 09","2019 14:42:39 GMT-0700","(PDT)","7/9/2019 0:00",7,2019,"7/9/2019",21:42:39,"UTC","Pacific Time (US & Canada)","stephlbartlett","2019-07-10 22:43:24 UTC","2020-03-26 18:00:52 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/28582091","https://inaturalist-open-data.s3.amazonaws.com/photos/44564780/medium.jpg?1562798607",3,0,FALSE,3,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"165","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.34499715,-118.3286158,5,5,,,FALSE,,,"Mediterranean red bug","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,28645109,"7/11/2019","4:51:40 PM PDT",,"7/11/2019 0:00",7,2019,"7/11/2019",23:51:40,"UTC","Pacific Time (US & Canada)","ecozippertfb","2019-07-11 23:55:54 UTC","2020-12-04 19:14:22 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/28645109","https://inaturalist-open-data.s3.amazonaws.com/photos/44667434/medium.jpeg?1562889408",1,0,FALSE,2,0,,,
"166","occurrence","iNaturalist","1 W Banning House Rd, , CA, US","Santa Catalina",33.44142912,-118.4983157,63,63,,,FALSE,,,"Euschistus","Euschistus",,"Insecta",70076,"Hemiptera","Euschistus",,,28887694,"Mon Jul 15","2019 13:15:47 GMT-0700","(PDT)","7/15/2019 0:00",7,2019,"7/15/2019",20:15:47,"UTC","Pacific Time (US & Canada)","enviroval","2019-07-15 20:18:03 UTC","2019-12-24 20:10:14 UTC","needs_id",,"https://www.inaturalist.org/observations/28887694","https://static.inaturalist.org/photos/45056415/medium.jpg?1563221894",1,0,FALSE,3,0,,,
"167","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.36741242,-118.4784818,9,9,,,FALSE,,,"Harlequin Bug","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,29243427,"7/20/2019","2:29:55 PM PDT",,"7/20/2019 0:00",7,2019,"7/20/2019",21:29:55,"UTC","Pacific Time (US & Canada)","bjdion","2019-07-21 14:51:24 UTC","2020-03-26 19:03:20 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/29243427","https://inaturalist-open-data.s3.amazonaws.com/photos/45629797/medium.jpeg?1563720691",3,0,FALSE,2,0,"Murgantia histrionica","Pentatomidae","Murgantia"
