"","source","id","institutio","collection","ownerInsti","collecti_1","basisOfRec","occurrence","catalogNum","otherCatal","kingdom","phylum","class","order","family","scientificName","taxonID","scientif_1","genus","specificEp","taxonRank","infraspeci","identified","dateIdenti","identifica","identifi_1","taxonRemar","identifi_2","typeStatus","recordedBy","recordNumb","eventDate","year","month","day","startDayOf","endDayOfYe","verbatimEv","occurren_1","habitat","fieldNumbe","informatio","dataGenera","dynamicPro","associated","reproducti","establishm","lifeStage","sex","individual","samplingPr","samplingEf","preparatio","country","stateProvi","county","municipali","island","locality","ArcMap_IslandName","locationRe","decimalLat","decimalLon","geodeticDa","coordinate","verbatimCo","georeferen","georefer_1","georefer_2","georefer_3","georefer_4","minimumEle","maximumEle","minimumDep","maximumDep","verbatimDe","verbatimEl","dispositio","language","recordEnte","modified","rights","rightsHold","accessRigh","recordId","references","acceptedName","acceptedFamily","acceptedGenus"
"131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"132","Cal-IBIS",1574300,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","0333be8b-383d-41da-850e-a13225468827","UCSB-IZC00031717",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:34ae93e0-2c52-4c87-ad71-b150113e229d","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574300",,,
"133","Cal-IBIS",1574298,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","054cdd88-a1ac-44c9-9750-d941266e83ba","UCSB-IZC00031705",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"6/20/79 0:00",1979,6,20,171,,"6/20/79",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:180eb1ec-c148-4793-b2bc-af750ce30977","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574298",,,
"134","Cal-IBIS",1574299,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","18c1521f-4690-4c36-93b0-7b29fe05d116","UCSB-IZC00031687",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"6/20/79 0:00",1979,6,20,171,,"6/20/79",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:efde74d7-9dc7-4d99-8dd6-af0696996240","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574299",,,
"135","Cal-IBIS",1574295,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","19715079-1564-425f-9543-6b8f91359ee8","UCSB-IZC00003226",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,,1974,5,0,0,,"May-74",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:e43ce83c-3d03-41f9-938c-e78481c299cf","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574295",,,
"136","Cal-IBIS",1574289,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","35c16208-7db7-40ad-b7b0-10cc7ebb3d6b","UCSB-IZC00031718",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,"nr. Groptocoriva uhleri (det L.F.)",,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:b5de0251-12b4-48c8-9dd4-dc0b1572e038","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574289",,,
"137","Cal-IBIS",1574291,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","38947262-3731-43ce-84b6-7e166c6c321e","UCSB-IZC00031684",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:b95e92b5-432b-4e3a-a538-5fc557411402","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574291",,,
"138","Cal-IBIS",1574294,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","542ee2c2-79e8-415f-8e61-35c2a6b97859","UCSB-IZC00031699",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"9/18/75 0:00",1975,9,18,261,,"9/18/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:3941b9a4-b8d1-4a77-8027-2c87ff473f0f","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574294",,,
"139","Cal-IBIS",1574296,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","b0a2235f-c35e-40e6-87ef-d6a68caa08b7","UCSB-IZC00031700",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,,1976,6,0,0,,"Jun-76",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2ec6bc34-0fbd-43ef-84d5-9a2ca2324969","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574296",,,
"140","Cal-IBIS",1574997,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","c5f6efa2-00b5-4b0b-80e4-4ea2e3505ead","UCSB-IZC 00001948",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,,1974,5,0,0,,"May-74",,,,,,,,,,,,1,,,"Pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"zachary_brown","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:0fb61073-3a01-43a7-9e86-6a7a60d20a79","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574997",,,
"141","Cal-IBIS",1574293,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","d1b803ef-f514-49c5-9a81-0dae98a37bf6","UCSB-IZC00031693",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"9/18/75 0:00",1975,9,18,261,,"9/18/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cae29990-5577-44b3-a5b7-d16b020fa480","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574293",,,
"142","Cal-IBIS",1575173,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","e6268f09-7f82-4669-9464-d33ffdac5379","UCSB-IZC 00001960",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,,1974,5,0,0,,"1974-5-0",,,,,,,,,,,,1,,,"Pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"lisanguyen00","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:79635b05-038c-4933-8616-2c17660f92ea","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1575173",,,
"143","Cal-IBIS",1574297,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ea5b8971-752c-42c4-9637-b7f6d3899e1f","UCSB-IZC00031704",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:9ce644f4-875d-4b7b-b334-7713c223abb7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574297",,,
"144","Cal-IBIS",1574292,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ee3a4ca8-6846-4a95-8477-ba1c652310c9","UCSB-IZC00031894",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,,,"9/18/75 0:00",1975,9,18,261,,"9/18/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:5bf753fe-0c3b-44ed-8e04-debcdcd1769a","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574292",,,
"145","Cal-IBIS",1574290,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","f4720760-9595-4a2a-a87d-db912ddb5857","UCSB-IZC00031862",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,"nr. Groptocoriva uhleri (det L.F.)",,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:787f1135-c577-4636-b29c-04f4e412d313","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574290",,,
"146","Cal-IBIS",1574301,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","60ddb89c-3440-4a86-b7e1-3eea07480d6c","UCSB-IZC00031843",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Corixidae",45576,"Leach, 1815",,,,,,,,,,0,,"Kristi Liu",,"5/27/17 0:00",2017,5,27,147,,"5/27/17","sweep net in stream","riparian; water",,,,,,,,,,1,"sweep net",,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.9989,-119.7152,"WGS84",0,,,,,,,0,,,,,,,,"entan","8/26/19 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:ae773419-b26a-423f-9098-da83e1b1316e","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574301",,,
"147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148","Cal-IBIS",1565017,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","85e86ac0-80c1-4be9-b414-2b5db2fefe0b","1237916",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,,,,,,0,,"VanDuzee, Edward",,"5/18/19 0:00",1919,5,18,138,,"5/18/19",,,,,,,,,,"adult",,0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:57240730-64fa-41fa-83b0-cb1d507f64c8","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565017","Graptocorixa uhleri","Corixidae","Graptocorixa"
"149","Cal-IBIS",1565013,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","868bb42b-4755-488b-901b-a4fee4a882b0","1237909",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,,,,,,0,,"Kennedy, C",,"7/27/15 0:00",1915,7,27,208,,"7/27/15",,,,,,,,,,"adult",,0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:efe9cfc6-3a95-445b-ae72-e7b36a4e8610","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565013","Graptocorixa uhleri","Corixidae","Graptocorixa"
"150","Cal-IBIS",1565016,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ae512374-9474-486c-b452-ea2138289bc0","1237912",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,,,,,,0,,"Kennedy, C",,"7/27/15 0:00",1915,7,27,208,,"7/27/15",,,,,,,,,,"adult",,0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:40eefbf9-93c5-4c02-978b-cb030d1ec7dc","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565016","Graptocorixa uhleri","Corixidae","Graptocorixa"
"151","Cal-IBIS",1565014,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","b6dbb34e-a162-471b-9c3e-26fee2c9ce81","1237910",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,,,,,,0,,"Kennedy, C",,"7/27/15 0:00",1915,7,27,208,,"7/27/15",,,,,,,,,,"adult",,0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:020f1a54-e254-45c5-9375-74ba66d25a92","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565014","Graptocorixa uhleri","Corixidae","Graptocorixa"
"152","Cal-IBIS",1565015,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","c80f0593-fcff-4ea9-b11a-7b39f64f69f9","1237911",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,,,,,,0,,"Kennedy, C",,"7/27/15 0:00",1915,7,27,208,,"7/27/15",,,,,,,,,,"adult",,0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:39252a0c-30e3-4d9a-bf2d-354ce4373451","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565015","Graptocorixa uhleri","Corixidae","Graptocorixa"
"153","Cal-IBIS",1565012,"KU","SEMC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ce9c8e0c-b308-4c61-875c-b4228d430107","1237908",,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Graptocorixa uhleri",218379,"(Hungerford, 1925)","Graptocorixa","uhleri",,,"Jansson",,,,,0,,"Kennedy, C",,"7/27/15 0:00",1915,7,27,208,,"7/27/15",,,,,,,,,,"adult","F",0,,,"Pinned - 1","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island",,,0,0,,0,,,,,,,0,,,,,,,,,"11/21/13 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:888f3aea-85c5-4984-8678-61ea101dadfd","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1565012","Graptocorixa uhleri","Corixidae","Graptocorixa"
"154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"155","Cal-IBIS",1568129,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:c7ba6d2e-6e7e-11e4-8259-0026552be7ea","CSCA_TCN 00024934",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"R. F. Wilkey",1959,,,,0,"None","R. W. Harper",,"2/26/59 0:00",1959,2,26,57,,"2/26/59",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",10,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:b601ee5d-dd42-4d81-b0f2-20a5c9cab5af","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568129","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"156","Cal-IBIS",1568130,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:efb09f88-6e7e-11e4-8259-0026552be7ea","CSCA_TCN 00024935",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"GPG",1990,,,,0,"None","R. W. Harper",,"2/26/59 0:00",1959,2,26,57,,"2/26/59",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",9,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f656a7c3-d48c-45f7-9a65-4282aadc1093","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568130","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"157","Cal-IBIS",1568131,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:da264e5a-6e7f-11e4-8259-0026552be7ea","CSCA_TCN 00024936",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"R. J. Gill",1979,,,,0,"None","R. J. Gill",,"5/20/79 0:00",1979,5,20,140,,"5/20/79",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Canyon del Medio","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:c7f132f3-7d37-4dd5-bf61-de30c9d903e7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568131","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"158","Cal-IBIS",1568132,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:e088a2c0-6e7f-11e4-8259-0026552be7ea","CSCA_TCN 00024937",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"R. J. Gill",1979,,,,0,"None","R. J. Gill",,"5/20/79 0:00",1979,5,20,140,,"5/20/79",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Canyon del Medio","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:d693b247-c1f0-4f29-b784-452c65ed8e90","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568132","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"159","Cal-IBIS",1568133,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:e736c368-6e7f-11e4-8259-0026552be7ea","CSCA_TCN 00024938",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"R. J. Gill",1979,,,,0,"None","R. J. Gill",,"5/20/79 0:00",1979,5,20,140,,"5/20/79",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Canyon del Medio","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:bedc4eeb-3581-466a-9bfe-fce81bd42e1d","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568133","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"160","Cal-IBIS",1568134,"CSCA","TTD","California Department of Food an","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:ee8c7b4e-6e7f-11e4-8259-0026552be7ea","CSCA_TCN 00024939",,"Animalia","Arthropoda","Insecta","Hemiptera","Dactylopiidae","Dactylopius opuntiae",154014,"(Cockerell, 1896)","Dactylopius","opuntiae",,,"R. J. Gill",1979,,,,0,"None","R. J. Gill",,"5/20/79 0:00",1979,5,20,140,,"5/20/79",,,,,,,"associated with:Opuntia sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Canyon del Medio","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"11/17/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2e483e78-365e-463c-87fc-93e81fd26df9","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568134","Dactylopius opuntiae","Dactylopiidae","Dactylopius"
"161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"162","Cal-IBIS",1578598,"UDCC","TTD","University of Delaware","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:85832e48-d8e1-11e2-99a2-0026552be7ea","UDCC_NRI 00004876",,"Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Nothodelphax consimilis",291806,"(Van Duzee, 1897)","Nothodelphax","consimilis",,,"C. R. Bartlett",,,,,0,"None","M. Buegler",,"5/6/78 0:00",1978,5,6,126,,"5/6/78",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Ventura",,"San Nicolas","San Nicolas Island, canyon E of NAS HQ","San Nicolas",,33.25515,-119.47965,,0,,"Google Earth",,,,,101,,,,,"101 m",,,,"7/7/11 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:202666cb-a765-40a1-963e-434f122886e5","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1578598",,,
"163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
